<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0233.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0233.txt </filename>
<title>자연과 씨름하는  사람들 : 지구촌의 이색풍속도 '중국대륙편'</title>
<author>김능화  </author>
<date>1993  </date>
<publisher>간경도감  </publisher>
<kdc>380.912  </kdc>
<ddc>390.09517  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
한반도의	한반도/nq+의/jcm
좋겠어	좋/paa+겠/ep+어/ecs
"	"/sl
하고	하/pvg+고/ecc
동생은	동생/ncn+은/jxc
형에게	형/ncn+에게/jca
양보한다	양보/ncpa+하/xsv+ㄴ다/ef
.	./sf
형	형/ncn
도아소홀은	도아소홀/nq+은/jxc
평소	평소/ncn
꾀가	꾀/ncn+가/jcs
많은	많/paa+은/etm
사람보다는	사람/ncn+보다/jca+는/jxc
순진한	순진/ncps+하/xsm+ㄴ/etm
사슴을	사슴/ncn+을/jco
아내로	아내/ncn+로/jca
맞아들이기로	맞/pvg+아/ecx+들이/px+기/etn+로/jca
마음먹고	마음먹/pvg+고/ecx
있었기	있/px+었/ep+기/etn
때문에	때문/nbn+에/jca
동생이	동생/ncn+이/jcs
좋다면	좋/paa+다면/ecs
이	이/npd
낭자를	낭자/ncn+를/jco
계수로	계수/ncn+로/jca
삼기로	삼/pvg+기/etn+로/jca
하고	하/pvg+고/ecc
가까이	가까이/mag
가서	가/pvg+서/ecs
살펴보기로	살피/pvg+어/ecx+보/px+기/etn+로/jca
했다	하/pvg+었/ep+다/ef
.	./sf
가서보니	가서보/pvg+니/ecs
이날은	이날/ncn+은/jxc
주로	주로/mag
인근	인근/ncn
산에서	산/ncn+에서/jca
담비와	담비/ncn+와/jcj
다람쥐를	다람쥐/ncn+를/jco
수렵해	수렵/ncpa+하/xsv+어/ecx
살고	살/pvg+고/ecx
있는	있/px+는/etm
이	이/mmd
동제에서	동제/ncn+에서/jca
가장	가장/mag
아름다운	아름답/paa+ㄴ/etm
아가씨가	아가씨/ncn+가/jcs
시집을	시집/ncn+을/jco
가는	가/pvg+는/etm
날이었다	날/ncn+이/jp+었/ep+다/ef
.	./sf
그래서	그래서/maj
이	이/mmd
아가씨가	아가씨/ncn+가/jcs
가마에	가마/ncn+에/jca
타고	타/pvg+고/ecx
있었던	있/px+었/ep+던/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
알고보니	알/pvg+고/ecx+보/px+니/ecs
이	이/npd
낭자의	낭자/ncn+의/jcm
이름은	이름/ncn+은/jxc
아랑고아라고	아랑고아/nq+라/ef+고/jcr
하며	하/pvg+며/ecc
맑고	맑/paa+고/ecc
산세가	산세/ncn+가/jcs
아름다운	아름답/paa+ㄴ/etm
마을에서	마을/ncn+에서/jca
자란	자라/pvg+ㄴ/etm
탓인지	탓/ncpa+이/jp+ㄴ지/ecs
매우	매우/mag
영특해	영특/ncps+하/xsm+어/ecx
보였다	보이/px+었/ep+다/ef
.	./sf
동생	동생/ncn
도봉멜겡은	도봉멜겡/nq+은/jxc
첫눈에	첫눈/ncn+에/jca
반했다	반하/pvg+었/ep+다/ef
.	./sf
어떻게	어떻/pad+게/ecx
하면	하/px+면/ecs
이	이/npd
신부를	신부/ncn+를/jco
홀려	홀리/pvg+어/ecs
계수로	계수/ncn+로/jca
맞을	맞/pvg+을/etm
수	수/nbn
있을까하고	있/paa+을까/ef+하/xsv+고/ecc
형인	형/ncn+이/jp+ㄴ/etm
도아소홀은	도아소홀/nq+은/jxc
곰곰이	곰곰이/mag
생각했다	생각/ncpa+하/xsv+었/ep+다/ef
.	./sf
고심끝에	고심/ncn+끝/ncn+에/jca
이들	이/npd+들/xsn
형제는	형제/ncn+는/jxc
이곳	이곳/npd
마을	마을/ncn
사람들이	사람/ncn+들/xsn+이/jcs
담비를	담비/ncn+를/jco
무척	무척/mag
좋아하니	좋/paa+아/ecx+하/px+니/ecs
담비를	담비/ncn+를/jco
많이	많/paa+이/xsa
잡아	잡/pvg+아/ecx
나눠주고는	나누/pvg+어/ecx+주/px+고는/ecc
기뻐	기쁘/paa+어/ecx
날뛰는	날뛰/pvg+는/etm
틈을	틈/ncn+을/jco
타서	타/pvg+서/ecs
신부를	신부/ncn+를/jco
잽싸게	잽싸게/mag
홀려가기로	홀리/pvg+어/ecx+가/px+기/etn+로/jca
계략을	계략/ncn+을/jco
꾸몄다	꾸미/pvg+었/ep+다/ef
.	./sf
이윽고	이윽고/mag
계량은	계량/ncn+은/jxc
맞아떨어지고	맞/paa+아/ecx+떨/px+어/ecx+지/px+고/ecc
신부	신부/ncn
아랑고아는	아랑고아/nq+는/jxc
결국	결국/mag
이리의	이리/ncn+의/jcm
아내가	아내/ncn+가/jcc
되고	되/pvg+고/ecx
말았다	말/px+았/ep+다/ef
.	./sf
이리는	이리/ncn+는/jxc
아내가	아내/ncn+가/jcs
아랑고아를	아랑고아/nq+를/jco
무척	무척/mag
아끼고	아끼/pvg+고/ecc
사랑해	사랑/ncpa+하/xsv+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
가라를	가라/ncn+를/jco
타고	타/pvg+고/ecx
시집가던	시집/ncn+가/pvg+던/etm
날	날/ncn
천신의	천신/nq+의/jcm
명령으로	명령/ncn+으로/jca
세상에	세상/ncn+에/jca
태어났다는	태어나/pvg+었/ep+다/ef+는/etm
이리의	이리/ncn+의/jcm
10	10/nnc
대	대/nbu
손	손/ncn
도봉멜겡에	도봉멜겡/nq+에/jca
홀려	홀리/pvg+어/ecx
불행하게	불행/ncpa+하/xsv+게/ecx
사람의	사람/ncn+의/jcm
몸으로	몸/ncn+으로/jca
짐승의	짐승/ncn+의/jcm
아내가	아내/ncn+가/jcc
되어버린	되/pvg+어/ecx+버리/px+ㄴ/etm
미녀	미녀/ncn
아랑고아는	아랑고아/nq+는/jxc
1	1/nnc
년	년/nbu
쯤	쯤/ncn
지나	지나/pvg+아/ecs
두	두/nnc
아들을	아들/ncn+을/jco
낳았다	낳/pvg+았/ep+다/ef
.	./sf
사람반	사람/ncn+반/nnc
짐승반의	짐승/ncn+반/nnc+의/jcm
형상을	형상/ncn+을/jco
가진	가지/pvg+ㄴ/etm
자식을	자식/ncn+을/jco
두게	두/pvg+게/ecx
된	되/px+ㄴ/etm
아랑고아는	아랑고아/nq+는/jxc
늘	늘/mag
마음이	마음/ncn+이/jcs
어두웠다	어둡/paa+었/ep+다/ef
.	./sf
하지만	하지만/maj
두	두/nnc
아들이	아들/ncn+이/jcs
어질고	어질/paa+고/ecc
착실했기	착실/ncps+하/xsm+었/ep+기/etn
때문에	때문/nbn+에/jca
그나마	그나마/mag
낙을	낙/ncn+을/jco
붙이고	붙이/pvg+고/ecx
사는	살/pvg+는/etm
사이	사이/ncn
어느	어느/mmd
날	날/ncn
갑자기	갑자기/mag
남편인	남편/ncn+이/jp+ㄴ/etm
도봉멜겡이	도봉멜겡/nq+이/jcs
급사하여	급사/ncpa+하/xsv+어/ecx
혼자	혼자/mag
몸이	몸/ncn+이/jcc
되고	되/pvg+고/ecx
말았다	말/px+았/ep+다/ef
.	./sf
남편이	남편/ncn+이/jcs
죽고난	죽/pvg+고/ecx+나/px+ㄴ/etm
후	후/ncn
아랑고아는	이랑고아/nq+는/jxc
매일밤	매일/ncn+밤/ncn
침실에	침실/ncn+에/jca
이상한	이상/ncpa+하/xsv+ㄴ/etm
황금불빛이	황금/ncn+불빛/ncn+이/jcs
나타나	나타나/pvg+아/ecs
자신의	자신/ncn+의/jcm
배를	배/ncn+를/jco
어루만지는	어루만지/pvg+는/etm
느낌을	느낌/ncn+을/jco
받았다	받/pvg+았/ep+다/ef
.	./sf
어느	어느/mmd
날	날/ncn
그	그/mmd
불빛은	불빛/ncn+은/jxc
그녀의	그녀/npp+의/jcm
뱃속으로	뱃속/ncn+으로/jca
들어갔고	들/pvg+어/ecx+가/px+았/ep+고/ecc
이어	잇/pvg+어/ecs
아랑고아의	이랑고아/nq+의/jcm
배가	배/ncn+가/jcs
고부풍선처럼	고부/ncn+풍선/ncn+처럼/jca
부풀기	부풀/pvg+기/etn
시작하더니	시작/ncpa+하/xsv+더니/ecs
급기야는	급기야/ncn+는/jxc
세	세/nnc
쌍둥이를	쌍둥이/ncn+를/jco
낳았다	낳/pvg+았/ep+다/ef
.	./sf
"	"/sl
아버지도	아버지/ncn+도/jxc
없는데	없/paa+는데/ecs
어떻게	어떻/pad+게/ecx
어머니가	어머니/ncn+가/jcs
동생을	동생/ncn+을/jco
낳았을까	낳/pvg+았/ep+을까/ef
?	?/sf
하며	하/pvg+며/ecc
의구심을	의구/ncn+심/xsn+을/jco
갖게	갖/pvg+게/ecx
된	되/px+ㄴ/etm
아랑고아의	이랑고아/nq+의/jcm
두	두/nnc
아들은	아들/ncn+은/jxc
전과는	전과/ncn+는/jxc
달리	달리/mag
매일	매일/ncn
같이	같/paa+이/xsa
말썽을	말썽/ncn+을/jco
피우기	피우/pvg+기/etn
시작했다	시작/ncpa+하/xsv+었/ep+다/ef
.	./sf
어머니	어머니/ncn
아랑고아는	이랑고아/nq+는/jxc
참다못해	참/pvg+다/ecx+못하/px+어/ecs
다섯명의	다섯/nnc+명/nbu+의/jcm
자식을	자식/ncn+을/jco
모두	모두/mag
불러놓고	부르/pvg+어/ecx+놓/px+고/ecc
아무말	아무말/mag
없이	없/paa+이/xsa
화살	화살/ncn
한개씩을	한/nnc+개/nbu+씩/xsn+을/jco
나눠	나누/pvg+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
"	"/sl
각자	각자/ncn
나눠	나누/pvg+어/ecx
준	주/px+ㄴ/etm
화살을	화살/ncn+을/jco
꺾어보라	꺾/paa+어/ecx+보/px+라/ef
'	'/sr
는	는/jxc
그녀의	그녀/npp+의/jcm
명령이	명령/ncn+이/jcs
떨어지기가	떨어지/pvg+기/etn+가/jcs
무섭게	무섭/paa+게/ecx
다섯	다섯/nnc
형제는	형제/ncn+는/jxc
문제	문제/ncn
없이	없/paa+이/xsa
화살을	화살/ncn+을/jco
꺾었다	꺾/paa+었/ep+다/ef
.	./sf
그녀는	그녀/npp+는/jxc
이어	잇/pvg+어/ecs
화살	화살/ncn
다섯개씩을	다섯/nnc+개/nbu+씩/xsn+을/jco
나눠주고는	나누/pvg+어/ecx+주/px+고는/ecc
다시	다시/mag
한번	한번/ncn
"	"/sl
꺾어보라	꺾/paa+어/ecx+보/px+라/ef
"	"/sr
고	고/jcr
명령했다	명령/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러나	그러나/maj
이번에는	이번/ncn+에/jca+는/jxc
그	그/mmd
누구도	누구/npp+도/jxc
화살을	화살/ncn+을/jco
꺾지	꺾/paa+지/ecx
못했다	못하/px+었/ep+다/ef
.	./sf
방안에	방안/ncn+에/jca
무거운	무겁/paa+ㄴ/etm
침묵이	침묵/ncn+이/jcs
흘렀다	흐르/pvg+었/ep+다/ef
.	./sf
잠시	잠시/mag
후	후/ncn
어미인	어미/ncn+이/jp+ㄴ/etm
아랑고아가	이랑고아/nq+가/jcs
입을	입/ncn+을/jco
열었다	열/pvg+었/ep+다/ef
.	./sf
"	"/sl
너희	너희/npp
다섯형제는	다섯/nnc+형제/ncn+는/jxc
같은	같/paa+은/etm
아버지	아버지/ncn
밑에서	밑/ncn+에서/jca
태어나지	태어나/pvg+지/ecx
않았다고	않/px+았/ep+다/ef+고/jcr
해서	하/px+어서/ecs
지금껏	지금껏/mag
불화를	불화/ncn+를/jco
일삼으며	일삼/pvg+으며/ecs
나를	나/npp+를/jco
부정한	부정/ncpa+하/xsv+ㄴ/etm
여자로	여자/ncn+로/jca
여겨	여기/pvg+어/ecx
왔다	오/px+았/ep+다/ef
.	./sf
너희들에게	너희/npp+들/xsn+에게/jca
분명히	분명히/mag
밝혀둔다	밝히/pvg+어/ecx+두/px+ㄴ다/ef
.	./sf
밑에	밑/ncn+에/jca
세	세/nnc
형제가	형제/ncn+가/jcs
태어나게	태어나/pvg+게/ecx
된	되/pvg+ㄴ/etm
것은	것/nbn+은/jxc
천신의	천신/nq+의/jcm
황금빛에	황금빛/ncn+에/jca
의해서	의하/pvg+어서/ecx
였다	이/px+었/ep+다/ef
.	./sf
매일밤	매일/ncn+밤/ncn
내	내/npp
침실에	침실/ncn+에/jca
황금빛을	황금빛/ncn+을/jco
발하는	발하/pvg+는/etm
물체가	물체/ncn+가/jcs
나타나	나타나/pvg+아/ecs
나를	나/npp+를/jco
어루만지더니	어루만지/pvg+더니/ecs
내	내/npp
뱃속으로	뱃속/ncn+으로/jca
들어가	들/pvg+어/ecx+가/px+아/ecs
3	3/nnc
형제를	형제/ncn+를/jco
잉태하게	잉태/ncpa+하/xsv+게/ecx
했다	하/px+었/ep+다/ef
."	./sf+"/sl
하고	하/pvg+고/ecc
일갈했다	일갈/ncpa+하/xsv+었/ep+다/ef
.	./sf
그제서야	그제/ncn+서야/jxc
자식들은	자식/ncn+들/xsn+은/jxc
자신들의	자신/ncn+들/xsn+의/jcm
잘못을	잘못/ncn+을/jco
사죄했다	사죄/ncpa+하/xsv+었/ep+다/ef
.	./sf
그녀는	그녀/npp+는/jxc
차분하게	차분/ncps+하/xsm+게/ecx
마음을	마음/ncn+을/jco
가라앉히고	가라앉히/pvg+고/ecc
다시	다시/mag
말을	말/ncn+을/jco
이어나갔다	잇/pvg+어/ecx+나/px+아/ecx+가/px+았/ep+다/ef
.	./sf
"	"/sl
너희	너희/npp
형제	형제/ncn
중에는	중/ncn+에/jca+는/jxc
장차	장차/mag
몽골고원을	몽골/nq+고원/ncn+을/jco
통일할	통일/ncpa+하/xsv+ㄹ/etm
자가	자/nbn+가/jcs
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
만일	만일/mag
앞으로	앞/ncn+으로/jca
사이가	사이/ncn+가/jcs
나빠	나쁘/paa+아/ecs
뿔뿔이	뿔뿔이/mag
헤어진다고	헤/pvg+어/ecx+지/px+ㄴ다고/ecs
한	한/nnc
개의	개/nbu+의/jcm
화살이	화살/ncn+이/jcs
쉽게	쉽/paa+게/ecx
꺾이듯	꺾이/pvg+듯/ecs
세파에	세파/ncn+에/jca
힘없이	힘/ncn+없/paa+이/xsa
쓰러질	쓰러지/pvg+ㄹ/etm
것이며	것/nbn+이/jp+며/ecc
다섯	다섯/nnc
형제가	형제/ncn+가/jcs
힘을	힘/ncn+을/jco
합쳐	합치/pvg+어/ecs
사이좋게	사이/ncn+좋/paa+게/jca
지낸다면	지내/pvg+ㄴ다면/ecs
다섯개	다섯/nnc+개/nbu
화살을	화살/ncn+을/jco
한	한/nnc
번에	번/nbu+에/jca
꺾을	꺾/pvg+을/etm
수없듯	수없/paa+듯/ecs
좋은	좋/paa+은/etm
가문을	가문/ncn+을/jco
이룰	이루/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
확신하다	확신/ncpa+하/xsv+다/ef
."	./sf+"/sl
그녀는	그녀/npp+는/jxc
형제간의	형제/ncn+간/xsn+의/jcm
우애를	우애/ncn+를/jco
강조하며	강조/ncpa+하/xsv+며/ecc
서로	서로/mag
의좋게	의좋/pvg+게/ecx
지내라고	지내/pvg+라/ef+고/jcr
당부했다	당부/ncpa+하/xsv+었/ep+다/ef
.	./sf
한개의	한/nnc+개/nbu+의/jcm
화살은	화살/ncn+은/jxc
누구나	누구/npp+나/jxc
쉽게	쉽/paa+게/ecx
꺾을	꺾/paa+을/etm
수	수/nbn
있지만	있/paa+지만/ecs
한꺼번에	한꺼번/ncn+에/jca
다섯개의	다섯/nnc+개/nbu+의/jcm
화살을	화살/ncn+을/jco
꺾기란	꺾기/pvg+란/etm
그리	그리/mag
쉽지	쉽/paa+지/ecx
않듯	않/px+듯/ecs
다섯	다섯/nnc
형제가	형제/ncn+가/jcs
서로	서로/mag
불화를	불화/ncn+를/jco
일삼기보다	일삼/pvg+기/etn+보다/jca
힘을	힘/ncn+을/jco
합한다면	합하/pvg+ㄴ다면/ecs
결코	결코/mag
남에게	남/npp+에게/jca
뒤지지	뒤지/pvg+지/ecx
않을	않/px+을/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
교훈을	교훈/ncn+을/jco
남긴	남기/pvg+ㄴ/etm
어머니는	어머니/ncn+는/jxc
아랑고아는	이랑고아/nq+는/jxc
며칠	며칠/ncn
후	후/ncn
조용히	조용/ncn+히/xsa
눈을	눈/ncn+을/jco
감았다	감/pvg+았/ep+다/ef
.	./sf
어머니가	어머니/ncn+가/jcs
세상을	세상/ncn+을/jco
떠나자	떠나/pvg+자/ecs
다섯	다섯/nnc
형제는	형제/ncn+는/jxc
어머니에게	어머니/ncn+에게/jca
끼친	끼치/pvg+ㄴ/etm
불효를	불효/ncn+를/jco
깊이	깊/paa+이/xsa
뉘우치고	뉘우치/pvg+고/ecx
형제끼리	형제/ncn+끼리/jxc
잘	잘/mag
지내게	지내/pvg+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
더욱이	더욱이/mag
어머니가	어머니/ncn+가/jcs
남긴	남기/pvg+ㄴ/etm
유산을	유산/ncn+을/jco
배분하면서	배분/ncpa+하/xsv+면서/ecc
서로	서로/mag
"	"/sl
네가	네/npp+가/jcs
많이	많/paa+이/xsa
가지라	가지/pvg+라/ef
."	./sf+"/sl
며	며/ecc
사양하는	사양/ncpa+하/xsv+는/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
특히	특히/mag
막내	막내/ncn
보동찰은	보동찰/nq+은/jxc
"	"/sl
나는	나/npp+는/jxc
어디에	어디/npd+에/jca
가서라도	가/pvg+서라도/ecs
자수성가할	자수/ncn+성가/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있으니	있/paa+으니/ecs
형들이	형/ncn+들/xsn+이/jcs
나눠	나누/pvg+어/ecx
가지라	가지/pvg+라/ef
."	./sf+"/sl
면서	면서/ecc
곧바로	곧바로/mag
꼬리가	꼬리/ncn+가/jcs
짧고	짧/paa+고/ecc
날쌘	날쌔/paa+ㄴ/etm
조랑말을	조랑말/ncn+을/jco
타고	타/pvg+고/ecc
멀리	멀리/mag
떠나고	떠나/pvg+고/ecx
말았다	말/px+았/ep+다/ef
.	./sf
오낭강	오낭강/nq
굽어보이는	굽/pvg+어/ecx+보이/px+는/etm
몽골고원	몽골/nq+고원/ncn
중심지대에	중심/ncn+지대/ncn+에/jca
정착하여	정착/ncpa+하/xsv+어/ecx
수많은	수많/paa+은/etm
자손을	자손/ncn+을/jco
퍼뜨린	퍼뜨리/pvg+ㄴ/etm
보동찰은	보동찰/nq+은/jxc
어머니의	어머니/ncn+의/jcm
예언대로	예언/ncn+대로/jca
결국	결국/mag
몽골고원을	몽골/nq+고원/ncn+을/jco
통일	통일/ncn
,	,/sp
시조가	시조/ncn+가/jcc
되었다고	되/pvg+었/ep+다/ef+고/jcr
몽골비사는	몽골비사/nq+는/etm
끝맺고	끝맺/pvg+고/ecx
있다	있/px+다/ef
.	./sf
다시말해	다시/mag+말/ncpa+하/xsv+어/ecx
몽골족	몽골/nq+족/xsn
신화는	신화/ncn+는/jxc
천신의	천신/nq+의/jcm
명령을	명령/ncn+을/jco
받고	받/pvg+고/ecc
세상에	세상/ncn+에/jca
나타난	나타나/pvg+ㄴ/etm
이리의	이리/ncn+의/jcm
자손이	자손/ncn+이/jcs
시집가는	시집/ncn+가/pvg+는/etm
미녀	미녀/ncn
신부를	신부/ncn+를/jco
홀려	홀리/pvg+어/ecs
아내로	아내/ncn+로/jca
삼았다가	삼/pvg+았/ep+다가/ecs
이리가	이리/ncn+가/jcs
죽은	죽/pvg+은/etm
후	후/ncn
천신이	천신/nq+이/jcs
직접	직접/mag
발하는	발하/pvg+는/etm
황금빛을	황금빛/ncn+을/jco
몸속에	몸속/ncn+에/jca
받아	받/pvg+아/ecx
잉태	잉태/px+어/ecs
,	,/sp
뒤늦게	뒤늦/paa+게/ecx
낳은	낳/pvg+은/etm
아들	아들/ncn
삼형제	삼/nnc+형제/ncn
중	중/ncn
막내가	막내/ncn+가/jcs
몽골족의	몽골/nq+족/xsn+의/jcm
시조가	시조/ncn+가/jcc
되었다는	되/pvg+었/ep+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
몽골신화의	몽골/nq+신화/ncn+의/jcm
이같은	이같/ncn+은/jxc
내용은	내용/ncn+은/jxc
요	요/nq
(	(/sl
遼	遼/nq
)	)/sr
나라의	나라/ncn+의/jcm
태조나	태조/nq+나/jcj
북위	북위/nq
(	(/sl
北緯	北緯/nq
)	)/sr
의	의/jcm
태조	태조/nq
탄생신화와	탄생/ncn+신화/ncn+와/jct
매우	매우/mag
흡사하다	흡사/ncps+하/xsm+다/ef
.	./sf
물론	물론/mag
요나라를	요나라/nq+를/jco
세운	세우/pvg+ㄴ/etm
계단족	계단족/nq
(	(/sl
契丹族	契丹族/nq
)	)/sr
이나	이/jp+나/jcj
북위를	북위/nq+를/jco
세운	세우/pvg+ㄴ/etm
선비족	선비족/nq
(	(/sl
鮮卑族	鮮卑族/nq
)	)/sr
모두가	모두/ncn+가/jcs
몽고족	몽고/nq+족/xsn
민족이기	민족/ncn+이/jp+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
그리고	그리고/maj
동양인이면	동양/ncn+인/xsn+이/jp+면/ecs
누구나	누구/npp+나/jxc
알고	알/pvg+고/ecx
있는	있/px+는/etm
화살꺾기	화살/ncn+꺾기/ncn
비유는	비유/ncn+는/jxc
형제	형제/ncn
사이를	사이/ncn+를/jco
더욱	더욱/mag
돈독케	돈독/ncpa+하/xsv+게/ecx
한	하/pvg+ㄴ/etm
유명한	유명/ncpa+하/xsv+ㄴ/etm
고사로	고사/ncn+로/jca
이	이/mmd
신황에서	신황/ncn+에서/jca
유래되었다	유래/ncpa+되/xsv+었/ep+다/ef
.	./sf
그	그/mmd
외에도	외/ncn+에/jca+도/jxc
최초에	최초/ncn+에/jca
등장하게	등장/ncpa+하/xsv+게/ecx
된	되/px+ㄴ/etm
이	이/mmd
신화의	신화/ncn+의/jcm
주인공	주인/ncn+공/xsn
가운데	가운데/ncn
이마에	이마/ncn+에/jca
눈	눈/ncn
하나만	하나/ncn+만/jxc
가지고	가지/pvg+고/ecx
태어났으면서도	태어나/pvg+았/ep+으면서/ecs+도/jxc
3	3/nnc
일	일/nbu
정도	정도/ncn
가야만	가/pvg+야만/ecs
하는	하/pvg+는/etm
먼	멀/paa+ㄴ/etm
거리를	거리/ncn+를/jco
훤히	훤히/mag
볼	보/pvg+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
것도	것/nbn+도/jxc
황당무계한	황당무계/ncps+하/xsm+ㄴ/etm
내용이	내용/ncn+이/jcc
아니다	아니/paa+다/ef
.	./sf
왜냐하면	왜냐하면/maj
몽골족	몽골/nq+족/xsn
가운데는	가운데/ncn+는/jxc
지금도	지금/ncn+도/jxc
수렵과	수렵/ncn+과/jcj
목축생활을	목축/ncn+생활/ncn+을/jco
하는	하/pvg+는/etm
사람이	사람/ncn+이/jcs
많은데	많/paa+은데/ecs
그들	그/npp+들/xsn
중에는	중/ncn+에/jca+는/jxc
더러	더러/mag
망원경으로만	망원/ncn+경/xsn+으로/jca+만/jxc
볼	보/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
먼	멀/paa+ㄴ/etm
거리의	거리/ncn+의/jcm
사물들을	사물/ncn+들/xsn+을/jco
육안으로	육안/ncn+으로/jca
식별할	식별/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
만큼	만큼/nbn
천리안을	천리안/ncn+을/jco
가진	가지/pvg+ㄴ/etm
자도	자/nbn+도/jxc
많기	많/paa+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
원래	원래/ncn
몽고	몽고/nq
(	(/sl
蒙古	蒙古/nq
)	)/sr
란	란/jxc
의미는	의미/ncn+는/jxc
한집락	한집락/nq
(	(/sl
一集落	一集落/nq
)	)/sr
이란	이/jp+란/jxc
말이며	말/ncn+이/jp+며/ecs
당대	당대/nq
(	(/sl
唐代	唐代/nq
)	)/sr
에	에/jca
들어서	들/pvg+어서/ecs
몽을	몽/nq+을/jco
또는	또는/maj
몽골	몽골/nq
,	,/sp
다시	다시/mag
원대	원대/nq
(	(/sl
元代	元代/nq
)	)/sr
때	때/ncn
한역으로	한역/nq+으로/jca
몽고라	몽고/nq+라/ef
부르게	부르/pvg+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
한족	한족/nq
(	(/sl
漢族	漢族/nq
)	)/sr
의	의/jcm
반고신화	반고/ncn+신화/ncn
(	(/sl
盤古神話	盤古神話/ncn
)	)/sr
한족이	한족/nq+이/jcs
자랑하는	자랑/ncpa+하/xsv+는/etm
중국의	중국/nq+의/jcm
천지창조	천지/ncn+창조/ncn
신화	신화/ncn
반고신화	반고/ncn+신화/ncn
(	(/sl
盤古神話	盤古神話/ncn
)	)/sr
를	를/jco
소개하고자	소개/ncpa+하/xsv+고자/ecx
한다	하/px+ㄴ다/ef
.	./sf
모든	모든/mma
신화가	신화/ncn+가/jcs
그러하듯	그러하/pad+듯/ecs
반고신화	반고/ncn+신화/ncn
역시	역시/mag
우화적인	우화/ncn+적/xsn+이/jp+ㄴ/etm
내용을	내용/ncn+을/jco
담고	담/pvg+고/ecx
있다	있/px+다/ef
.	./sf
그	그/mmd
신화에	신화/ncn+에/jca
따르면	따르/pvg+면/ecs
이	이/mmd
우주에는	우주/ncn+에/jca+는/jxc
애당초	애당초/mag
하늘고	하늘/pvg+고/ecc
땅이	땅/ncn+이/jcs
아뉘어져	아뉘어지/pvg+어/ecx
있지	있/px+지/ecx
않았고	않/px+았/ep+고/ecc
붙잡을	붙잡/pvg+을/etm
만한	만하/px+ㄴ/etm
물체조차도	물체/ncn+조차/ncn+도/jxc
없는	없/paa+는/etm
공동	공동/ncn
(	(/sl
空洞	空洞/ncn
)	)/sr
의	의/jcm
상태였으며	상태/ncn+이/jp+었/ep+으며/ecs
혼돈의	혼돈/ncn+의/jcm
연속이었다고	연속/ncn+이/jp+었/ep+다/ef+고/jcr
한다	하/px+ㄴ다/ef
.	./sf
마치	마치/mag
달걀처럼	달걀/ncn+처럼/jca
그저	그저/mag
둥글기만	둥글/pvg+기/etn+만/jxc
하였다는	하/pvg+었/ep+다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
/	//sp
그런	그렇/pad+ㄴ/etm
가운데	가운데/ncn
어느날	어느날/ncn
갑자기	갑자기/mag
병아리가	병아리/ncn+가/jcs
껍질	껍질/ncn
속에서	속/ncn+에서/jca
부화되어	부화/ncpa+되/xsv+어/ecx
아노듯	아노듯/mag
반고	반고/nq
(	(/sl
天子	天子/nq
)	)/sr
라는	라/ef+는/etm
이름을	이름/ncn+을/jco
가진	가지/pvg+ㄴ/etm
거대한	거대/ncps+하/xsm+ㄴ/etm
몸체의	몸체/ncn+의/jcm
신이	신/ncn+이/jcs
나타났다고	나타나/pvg+았/ep+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
그가	그/npp+가/jcs
나타난지	나타나/pvg+ㄴ지/ecs
무려	무려/mag
1	1/nnc
만	만/nnc
8	8/nnc
천	천/ncn
여	여/ncn
년이	년/nbu+이/jcs
지난	지나/pvg+ㄴ/etm
뒤	뒤/ncn
혼미를	혼미/ncn+를/jco
거듭해온	거듭하/pvg+어/ecx+오/px+ㄴ/etm
우주는	우주/ncn+는/jxc
반고에	반고/nq+에/jca
의해	의하/pvg+어/ecx
밝은	밝/pvg+은/etm
부분은	부분/ncn+은/jxc
