<tdmsfile>

<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 97-kaist_corpus_97_social_pos_ac.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_social97_ac.txt </filename>
<title> 한국어 관계구문의 통사와 의미구조 </title>
<author> 신효필 </author>
<date> 1994 </date>
<publisher>서울대학교  </publisher>
<kdc>TD715.8  </kdc>
<ddc>TD495.75 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>

논제명	논제/ncn+명/ncn
차이점이	차이/ncn+점/ncn+이/jcs
있다는	있/paa+다/ef+는/etm
것이	것/nbn+이/jcs
3	3/nno
장에서	장/nbu+에서/jca
논의되었다	논의/ncpa+되/xsv+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
특징을	특징/ncn+을/jco
지닌	지니/pvg+ㄴ/etm
머리어가	머리/ncn+어/xsn+가/jxc
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성을	관계/ncn+구성/ncn+을/jco
HPSG	HPSG/f
틀로	틀/ncn+로/jca
기술해	기술/ncpa+하/xsv+어/ecx
보도록	보/px+도록/ecx
한다	하/px+ㄴ다/ef
.	./sf
Pollard	Pollard/f
and	and/f
Sag	Sag/f
(	(/sl
1994	1994/nno
)	)/sr
에서도	에서/jca+도/jxc
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성에	관계/ncn+구성/ncn+에/jca
대해	대하/pvg+어/ecs
논의를	논의/ncn+를/jco
하고	하/pvg+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
거기서	거기/npd+서/jca
제시되는	제시/ncpa+되/xsv+는/etm
논의	논의/ncn
및	및/maj
구조는	구조/ncn+는/jxc
핵심명사	핵심/ncn+명사/ncn
위치에	위치/ncn+에/jca
명시적인	명시/ncn+적/xsn+이/jp+ㄴ/etm
명사구가	명사/ncn+구/ncn+가/jcs
나타나지	나타나/pvg+지/ecx
않고	않/px+고/ecc
한정사	한정사/ncn
(	(/sl
determiner	determiner/f
)	)/sr
가	가/jcs
나타나는	나타나/pvg+는/etm
언어들	언어/ncn+들/xsn
-	-/sd
Lakohta	Lakohta/f
,	,/sp
Dogon	Dogon/f
,	,/sp
Quechua	Quechua/f
-	-/sd
의	의/jcm
예만을	예/ncn+만/jxc+을/jco
단편적으로	단편/ncn+적/xsn+으로/jca
기술하고	기술/ncpa+하/xsv+고/ecx
있을	있/px+을/etm
뿐이다	뿐/nbn+이/jp+다/ef
.	./sf
한국어	한국어/nq
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성의	관계/ncn+구성/ncn+의/jcm
특징은	특징/ncn+은/jxc
관계절	관계/ncn+절/ncn
내에	내/nbn+에/jca
핵심명사가	핵심/ncn+명사/ncn+가/jcs
나타나지만	나타나/pvg+지만/ecs
또	또/maj
그	그/mmd
형식적인	형식/ncn+적/xsn+이/jp+ㄴ/etm
성분으로	성분/ncn+으로/jca
핵심명사	핵심/ncn+명사/ncn
위치에	위치/ncn+에/jca
'	'/sr
것	것/nbn
'	'/sr
이	이/jcs
나타난다는	나타나/pvg+ㄴ다/ef+는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
이	이/mmd
'	'/sr
것	것/nbn
'	'/sr
은	은/jxc
여러가지	여러가지/ncn
로	로/jca
분석될	분석/ncpa+되/xsv+ㄹ/etm
가능성이	가능/ncn+성/xsn+이/jcs
있지만	있/paa+지만/ecs
본	본/mma
논의에서는	논의/ncn+에서/jca+는/jxc
이를	이/npd+를/jco
'	'/sl
명사화	명사/ncn+화/xsn
표지	표지/ncn
'	'/sl
라	라/ef
하여	하/pvg+여/ecs
한편으로는	한편/ncn+으로/jca+는/jxc
전통적인	전통/ncn+적/xsn+이/jp+ㄴ/etm
'	'/sl
명사화소	명사화소/ncn
(	(/sl
nominalizer	nominalizer/f
)'	)/sr+'/sl
로	로/jca
다른	다르/paa+ㄴ/etm
한편으로는	한편/ncn+으로/jca+는/jxc
소위	소위/mag
'	'/sl
형식명사	형식/ncn+명사/ncn
'	'/sr
의	의/jcm
특징이	특징/ncn+이/jcs
있는	있/paa+는/etm
즉	즉/maj
,	,/sp
어휘적인	어휘/ncn+적/xsn+이/jp+ㄴ/etm
기능과	기능/ncn+과/jcj
명사화의	명사/ncn+화/xsn+의/jcm
기능이	기능/ncn+이/jcs
동시적인	동시/ncn+적/xsn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
파악하였다	파악/ncpa+하/xsv+었/ep+다/ef
.	./sf
따라서	따라서/maj
이	이/mmd
'	'/sl
명사화	명사/ncn+화/xsn
표지	표지/ncn
'	'/sr
는	는/jxc
실제	실제/ncn
구조기술에	구조/ncn+기술/ncn+에/jca
있어	있/paa+어/ecx
관형자질	관형/ncn+자질/ncn
'	'/sl
ADNZ	ADNZ/f
'	'/sr
과	과/jct
마찬가지로	마찬가지/ncn+로/jca
용언의	용언/ncn+의/jcm
활용형의	활용/ncn+형/xsn+의/jcm
정보로	정보/ncn+로/jca
파악할	파악/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
방법과	방법/ncn+과/jcj
,	,/sp
아니면	아니/paa+면/ecs
별도의	별도/ncn+의/jcm
층위가	층위/ncn+가/jcs
설정되는	설정/ncpa+되/xsv+는/etm
표지어	표지/ncn+어/xsn
구조로	구조/ncn+로/jca
기술하는	기술/ncpa+하/xsv+는/etm
방법	방법/ncn
,	,/sp
그리고	그리고/maj
'	'/sr
것	것/nbn
'	'/sr
을	을/jco
머리어로	머리/ncn+어/xsn+로/jca
보고	보/pvg+고/ecc
앞	앞/ncn
관형절을	관형/ncn+절/ncn+을/jco
그	그/mmd
수식구로	수식/ncn+구/ncn+로/jca
파악하는	파악/ncpa+하/xsv+는/etm
방법이	방법/ncn+이/jcs
있을	있/paa+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
3	3/nno
장	장/nbu
에서	에서/jca
간단히	간단/ncn+히/xsa
언급한대로	언급/ncpa+하/xsv+ㄴ대로/jxc
이	이/mmd
구조는	구조/ncn+는/jxc
기능적으로는	기능/ncn+적/xsn+으로/jca+는/jxc
명사화소와	명사화소/ncn+와/jct
같은	같/paa+은/etm
것으로	것/nbn+으로/jca
파악하여	파악/ncpa+하/xsv+어/ecs
용언의	용언/ncn+의/jcm
활용자질로	활용/ncn+자질/ncn+로/jca
나타내는	나타내/pvg+는/etm
것이	것/nbn+이/jcs
바람직하겠지만	바람직/ncps+하/xsm+겠/ep+지만/ecs
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사와	핵심/ncn+명사/ncn+와/jcj
이	이/mmd
구가	구/ncn+가/jcs
구조공유	구조/ncn+공유/ncn
하는	하/pvg+는/etm
관계를	관계/ncn+문/ncn+를/jco
나타내기	나타내/pvg+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
'	'/sr
것	것/nbn
'	'/sr
을	을/jco
독립적인	독립/ncn+적/xsn+이/jp+ㄴ/etm
명사나	명사/ncn+나/jxc
아니면	아니/paa+면/ecs
핵심명사와	핵심/ncn+명사/ncn+와/jct
같이	같이/jxc
파악하는	파악하/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
필요하다	필요/ncps+하/xsm+다/ef
.	./sf
다만	다만/mag
이	이/mmd
'	'/sl
명사화	명사/ncn+화/xsn
표지	표지/ncn
'	'/sr
라는	라/ef+는/etm
것은	것/nbn+은/jxc
'	'/sl
핵심명사	핵심/ncn+명사/ncn
'	'/sr
와는	와/jct+는/jxc
차이가	차이/ncn+가/jcs
있는데	있/paa+는데/ecs
,	,/sp
우선	우선/mag
이	이/mmd
구성이	구성/ncn+이/jcs
그	그/mmd
관계절	관계/ncn+절/ncn
내에	내/nbn+에/jca
어떤	어떤/mmd
공백도	공백/ncn+도/jxc
형성하지	형성/ncpa+하/xsv+지/ecx
않는다는	않/px+는다/ef+는/etm
점이	점/ncn+이/jcs
다르다	다르/paa+다/ef
.	./sf
이	이/mmd
관계를	관계/ncn+문/ncn+를/jco
간단한	간단/ncps+하/xsm+ㄴ/etm
수형도로	수형/ncn+도/xsn+로/jca
살펴보기로	살피/pvg+어/ecs+보/pvg+기/etn+로/jca
하자	하/pvg+자/ecs
.	./sf
(	(/sl
50	50/nno
)	)/sr
a	a/f
.	./sf
연이	연/ncn+이/jcs
하늘로	하늘/ncn+로/jca
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
것	것/nbn
NP	NP/f
S	S/f
[	[/sl
bse	bse/f
[	[/sl
ADNZ	ADNZ/f
는	는/jxc
]	]/sr
NOM	NOM/f
MARKER	MARKER/f
{{{{	{/sl+{/sl+{/sl+{/sl
}}{{	}/sr+}/sr+{/sl+{/sl
}}	}/sr+}/sr
}}	}/sr+}/sr
연이	연/ncn+이/jcs
하늘로	하늘/ncn+로/jca
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
것이	것/nbn+이/jcs
핵심명사가	핵심/ncn+명사/ncn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성이	관계/ncn+구성/ncn+이/jcs
보문구조	보문/ncn+구조/ncn
또는	또는/maj
동격구성과	동격/ncn+구성/ncn+과/jct
다른	다르/paa+ㄴ/etm
점은	점/ncn+은/jxc
보문구조에서	보문/ncn+구조/ncn+에서/jca
'	'/sr
것	것/nbn
'	'/sr
은	은/jxc
보문소	보문소/ncn
(	(/sl
COMP	COMP/f
)	)/sr
로	로/jca
분석된다는	분석/ncpa+되/xsv+ㄴ다/ef+는/etm
점과	점/ncn+과/jcj
,	,/sp
또	또/maj
핵심명사가	핵심/ncn+명사/ncn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성에서	관계/ncn+구성/ncn+에서/jca
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사는	핵심/ncn+명사/ncn+는/jxc
상위의	상위/ncn+의/jcm
명사구와	명사/ncn+구/ncn+와/jct
구조가	구조/ncn+가/jcs
공유된다는	공유/ncpa+되/xsv+ㄴ다/ef+는/etm
점이다	점/ncn+이/jp+다/ef
.	./sf
이	이/mmd
차이를	차이/ncn+를/jco
자질구조로	자질/ncn+구조/ncn+로/jca
나타내	나타내/pvg+어/ecx
보면	보/px+면/ecs
다음과	다음/ncn+과/jct
같다	같/paa+다/ef
.	./sf
(	(/sl
51	51/nno
)	)/sr
a	a/f
.	./sf
철수는	철수/nq+는/jxc
연이	연/ncn+이/jcs
하늘로	하늘/ncn+로/jca
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
것을	것/nbn+을/jco
잡았다	잡/pvg+았/ep+다/ef
.	./sf
b	b/f
.	./sf
AVM	AVM/f
{{	{/sl+{/sl
이	이/mmd
AVM	AVM/f
에서도	에서/jca+도/jxc
중요하지	중요/ncps+하/xsm+지/ecx
않은	않/px+은/etm
부분은	부분/ncn+은/jxc
다	다/mag
명시하지	명시/ncpa+하/xsv+지/ecx
않은	않/px+은/etm
간략한	간략/ncps+하/xsm+ㄴ/etm
기술방법을	기술/ncn+방법/ncn+을/jco
취했다	취하/pvg+었/ep+다/ef
.	./sf
더	더/mag
엄밀하고	엄밀/ncps+하/xsm+고/ecc
정확하게	정확/ncps+하/xsm+게/ecx
하려면	하/px+려면/ecs
모든	모든/mma
표지어구도	표지/ncn+어/xsn+구/ncn+도/jxc
다	다/mag
기술해야	기술/ncpa+하/xsv+어야/ecx
하나	하/px+나/ecs
여기서는	여기/npd+서/jca+는/jxc
'	'/sl
연이	연/ncn+이/jcs
'	'/sl
부분만을	부분/ncn+만/jxc+을/jco
두표구조로	두표구조/ncn+로/jca
기술했고	기술/ncpa+하/xsv+었/ep+고/ecc
,	,/sp
이	이/mmd
기술에서도	기술/ncn+에서/jca+도/jxc
중요한	중요/ncps+하/xsm+ㄴ/etm
사항만을	사항/ncn+만/jxc+을/jco
명시하는	명시/ncpa+하/xsv+는/etm
방법을	방법/ncn+을/jco
사용했다	사용/ncpa+하/xsv+었/ep+다/ef
.	./sf
}}	}/sr+}/sr
PHON	//sp
/	//sp
철수는	철수/nq+는/jxc
연이	연/ncn+이/jcs
하늘로	하늘/ncn+로/jca
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
것을	것/nbn+을/jco
잡았다	잡/pvg+았/ep+다/ef
/	//sp
SYNSEM	SYNSEM/f
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
1	1/nno
]	]/sr
SUBCAT	SUBCAT/f
59674   <       </sl
>	>/sr
DTRS	DTRS/f
H	H/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
잡았다	잡/pvg+았/ep+다/ef
/	//sp
SYNSEM	SYNSEM/f
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
1	1/nno
]	]/sr
POS	POS/f
v	v/f
SUBCAT	SUBCAT/f
59694   <[      </sl+[/sl
2	2/nno
],	]/sr+,/sp
[	[/sl
3	3/nno
]	]/sr+>/sr
C	C/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
철수는	철수/nq+는/jxc
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
2	2/nno
]	]/sr
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
POS	POS/f
n	n/f
MARKING	MARKING/f
는	는/jxc
C	C/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
연이	연/ncn+이/jcs
하늘로	하늘/ncn+로/jca
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
것을	것/nbn+을/jco
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
3	3/nno
]	]/sr
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
4	4/nno
]	]/sr
SUBCAT	SUBCAT/f
59739   <       </sl
>	>/sr
DTR	DTR/f
H	H/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
것을	것/nbn+을/jco
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
5	5/nno
]	]/sr
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
4	4/nno
]	]/sr
POS	POS/f
n	n/f
MARKING	MARKING/f
을	을/jco
A	A/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
연이	연/ncn+이/jcs
하늘로	하늘/ncn+로/jca
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
/	//sp
SYNSEM	SYNSEM/f
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
6	6/nno
]	]/sr
SUBCAT	SUBCAT/f
59780   <       </sl
>	>/sr
MOD	MOD/f
[	[/sl
5	5/nno
]	]/sr
DTR	DTR/f
H	H/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
7	7/nno
]	]/sr
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
6	6/nno
]	]/sr
POS	POS/f
v	v/f
ADNZ	ADNZ/f
는	는/jxc
SUBCAT	SUBCAT/f
59809   <[      </sl+[/sl
3	3/nno
],	]/sr+,/sp
[	[/sl
9	9/nno
]	]/sr+>/sr
C	C/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
연이	연/ncn+이/jcs
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
3	3/nno
]	]/sr
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
10	10/nno
]	]/sr
SUBCAT	SUBCAT/f
59833   <       </sl
>	>/sr
MARKING	MARKING/f
이	이/jcs
DTR	DTR/f
H	H/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
연	연/ncn
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
5	5/nno
]	]/sr
LOC	LOC/f
HEAD	HEAD/f
[	[/sl
10	10/nno
]	]/sr
POS	POS/f
n	n/f
M	M/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
이	이/mmd
/	//sp
C	C/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
하늘로	하늘/ncn+로/jca
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
9	9/nno
]	]/sr
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
11	11/nno
]	]/sr
SUBCAT	SUBCAT/f
59881   <       </sl
>	>/sr
DTRS	DTRS/f
H	H/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
로	로/jca
/	//sp
SYNSEM	SYNSEM/f
CAT	CAT/f
HEAD	HEAD/f
[	[/sl
11	11/nno
]	]/sr
POS	POS/f
p	p/f
SUBCAT	SUBCAT/f
59900   <[      </sl+[/sl
12	12/nno
]	]/sr+>/sr
C	C/f
-	-/sd
DTR	DTR/f
PHON	PHON/f
/	//sp
하늘	하늘/ncn
/	//sp
SYNSEM	SYNSEM/f
[	[/sl
12	12/nno
]	]/sr
LOC	LOC/f
CAT	CAT/f
HEAD	HEAD/f
POS	POS/f
n	n/f
이	이/mmd
구조에서는	구조/ncn+에서/jca+는/jxc
우선	우선/mag
명사화	명사/ncn+화/xsn
표지어라고	표지/ncn+어/xsn+라/ef+고/ecs
분류된	분류/ncpa+되/xsv+ㄴ/etm
'	'/sr
것	것/nbn
'	'/sr
에	에/jca
의해	의하/pvg+어/ecs
전체구조가	전체/ncn+구조/ncn+가/jcs
하나의	하나/nnc+의/jcm
명사구	명사/ncn+구/ncn
([	(/sl+[/sl
4	4/nno
]	]/sr
로	로/jca
표시	표시/ncn
)	)/sr
로	로/jca
되어	되/pvg+어/ecx
있음이	있/px+음/etn+이/jcs
명시되어	명시/ncpa+되/xsv+어/ecx
있고	있/px+고/ecc
{{	{/sl+{/sl
만일	만일/mag
이	이/mmd
'	'/sr
것	것/nbn
'	'/sr
을	을/jco
전통적인	전통/ncn+적/xsn+이/jp+ㄴ/etm
불완전	불/xp+완전/ncn
명사	명사/ncn
또는	또는/maj
형식명사로	형식/ncn+명사/ncn+로/jca
취급한다면	취급/ncpa+하/xsv+ㄴ다면/ecs
이	이/mmd
'	'/sr
것	것/nbn
'	'/sr
앞에	앞/ncn+에/jca
나타나는	나타나/pvg+는/etm
관계	관계/ncn+문/ncn
(	(/sl
관형	관형/ncn
)	)/sr
절	절/ncn
은	은/jxc
첨가적인	첨가/ncn+적/xsn+이/jp+ㄴ/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
필수적인	필수/ncn+적/xsn+이/jp+ㄴ/etm
보충어의	보충/ncn+어/xsn+의/jcm
성격이	성격/ncn+이/jcs
있어야	있/paa+어야/ecx
한다	하/px+ㄴ다/ef
.	./sf
왜냐하면	왜냐하면/maj
불완전	불/xp+완전/ncn
명사로서	명사/ncn+로서/jca
'	'/sr
것	것/nbn
'	'/sr
은	은/jxc
언제나	언제나/mag
홀로	홀로/mag
쓰일	쓰이/pvg+ㄹ/etm
수	수/nbn
없고	없/paa+고/ecc
,	,/sp
반드시	반드시/mag
그	그/mmd
앞에	앞/ncn+에/jca
수식어구나	수식/ncn+어구/ncn+나/jcj
한정어구가	한정/ncn+어구/ncn+가/jcs
와야	오/pvg+아야/ecx
하기	하/px+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
보충어적인	보충/ncn+어/xsn+적/xsn+이/jp+ㄴ/etm
성격이	성격/ncn+이/jcs
있는	있/paa+는/etm
경우	경우/ncn
관계절은	관계/ncn+절/ncn+은/jxc
이	이/mmd
'	'/sr
것	것/nbn
'	'/sr
을	을/jco
수식하지	수식/ncpa+하/xsv+지/ecx
못하기	못하/px+기/etn
때문에	때문/nbn+에/jca
이렇게	이렇게/mag
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성에서	관계/ncn+구성/ncn+에서/jca
처럼	처럼/jca
수식기능이	수식/ncn+기능/ncn+이/jcs
나타날	나타나/pvg+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
점이	점/ncn+이/jcs
이	이/mmd
'	'/sr
것	것/nbn
'	'/sr
을	을/jco
한편으로는	한편/ncn+으로/jca+는/jxc
명사화소의	명사화소/ncn+의/jcm
특성이	특성/ncn+이/jcs
있는	있/paa+는/etm
것으로	것/nbn+으로/jca
다른	다르/paa+ㄴ/etm
한편으로는	한편/ncn+으로/jca+는/jxc
형식명사의	형식/ncn+명사/ncn+의/jcm
특성이	특성/ncn+이/jcs
있는	있/paa+는/etm
것으로	것/nbn+으로/jca
파악하게	파악/ncpa+하/xsv+게/ecx
하는	하/px+는/etm
동기가	동기/ncn+가/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
}}	}/sr+}/sr
전형적인	전형/ncn+적/xsn+이/jp+ㄴ/etm
관계구성과	관계/ncn+구성/ncn+과/jct
달리	다르/paa+이/xsa
공백이	공백/ncn+이/jcs
나타나지	나타나/pvg+지/ecx
않기	않/px+기/etn
때문에	때문/nbn+에/jca
INHER	INHER/f
|	|/sy
SLASH	SLASH/f
가	가/jcs
설정되지	설정/ncpa+되/xsv+지/ecx
않고	않/px+고/ecx
있다	있/px+다/ef
.	./sf
보다	보다/mag
중요한	중요/ncps+하/xsm+ㄴ/etm
점은	점/ncn+은/jxc
[	[/sl
5	5/nno
]	]/sr
에	에/jca
의해	의하/pvg+어/ecs
구조공유되는	구조/ncn+공유/ncpa+되/xsv+는/etm
두	두/nnc
구조이다	구조/ncn+이/jp+다/ef
.	./sf
즉	즉/maj
'	'/sl
연	연/ncn
'	'/sr
과	과/jcj
'	'/sr
것	것/nbn
'	'/sr
이	이/jcs
동일한	동일/ncpa+하/xsv+ㄴ/etm
표시로	표시/ncn+로/jca
구조공유됨이	구조/ncn+공유/ncpa+되/xsv+ㅁ/etn+이/jcs
표시되고	표시/ncpa+되/xsv+고/ecc
이	이/mmd
[	[/sl
5	5/nno
]	]/sr
는	는/jxc
다시	다시/mag
MOD	MOD/f
[	[/sl
5	5/nno
]	]/sr
로	로/jca
표시되어	표시/ncpa+되/xsv+어/ecs
,	,/sp
보문구조	보문/ncn+구조/ncn
,	,/sp
전형적인	전형/ncn+적/xsn+이/jp+ㄴ/etm
관계구성과	관계/ncn+구성/ncn+과/jct
다른	다르/paa+ㄴ/etm
구조임이	구조/ncn+이/jp+ㅁ/etn+이/jcs
나타	나타/pvg+아/ecx
난다	나/px+ㄴ다/ef
.	./sf
즉	즉/maj
이	이/mmd
'	'/sl
연	연/ncn
'	'/sr
은	은/jxc
비록	비록/mag
내포된	내포/ncpa+되/xsv+ㄴ/etm
관계절에	관계/ncn+절/ncn+에/jca
내재되어	내재/ncpa+되/xsv+어/ecx
있으나	있/px+으나/ecs
명사화	명사/ncn+화/xsn
표지어	표지/ncn+어/xsn
'	'/sr
것	것/nbn
'	'/sr
과	과/jct
구조가	구조/ncn+가/jcs
공유되고	공유/ncpa+되/xsv+고/ecc
따라서	따라서/maj
관계절의	관계/ncn+절/ncn+의/jcm
수식어구로	수식/ncn+어구/ncn+로/jca
작용할	작용/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있음이	있/paa+음/etn+이/jcs
표시된다	표시/ncpa+되/xsv+ㄴ다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
구조가	구조/ncn+가/jcs
왜	왜/mag
머리어가	머리/ncn+어/xsn+가/jcs
내재된	내재/ncpa+되/xsv+ㄴ/etm
관계구성이	관계/ncn+구성/ncn+이/jcs
그	그/mmd
핵심명사	핵심/ncn+명사/ncn
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
관계절에	관계/ncn+절/ncn+에/jca
의해	의하/pvg+어/ecs
수식되는	수식/ncpa+되/xsv+는/etm
상황까지	상황/ncn+까지/jca
강조되는	강조/ncpa+되/xsv+는/etm
표현이	표현/ncn+이/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
있는지를	있/paa+는지/ecs+를/jxc
잘	잘/mag
나타내	나타내/pvg+어/ecx
준다	주/px+ㄴ다/ef
.{{	./sf+{/sl+{/sl
그러나	그러나/maj
이렇게	이렇/pad+게/ecs
'	'/sl
것	것/nbn
'	'/sr
과	과/jct
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사	핵심/ncn+명사/ncn
'	'/sr
연	연/ncn
'	'/sr
을	을/jco
구조공유시키는	구조/ncn+공유/ncpa+시키/xsv+는/etm
것에는	것/nbn+에/jca+는/jxc
여러	여러/mma
이론적인	이론/ncn+적/xsn+이/jp+ㄴ/etm
문제가	문제/ncn+가/jcs
제기될	제기/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
따라서	따라서/maj
이	이/mmd
'	'/sr
것	것/nbn
'	'/sr
을	을/jco
구조상의	구조/ncn+상/xsn+의/jcm
머리어가	머리/ncn+어/xsn+가/jcc
아닌	아니/paa+ㄴ/etm
명사화소로	명사화소/ncn+로/jca
기술하는	기술/ncpa+하/xsv+는/etm
방법이	방법/ncn+이/jcs
있을	있/paa+을/etm
수	수/nbn
있으나	있/paa+으나/ecs
,	,/sp
이	이/mmd
때에는	때/ncn+에/jca+는/jxc
의미적으로	의미/ncn+적/xsn+으로/jca
내재된	내재/ncpa+되/xsv+ㄴ/etm
핵심명사와	핵심/ncn+명사/ncn+와/jct
'	'/sr
것	것/nbn
'	'/sr
과의	과/jct+의/jcm
관계	관계/ncn+문/ncn
및	및/maj
'	'/sl
잡다	잡/pvg+다/ef
'	'/sr
라는	라/ef+는/etm
서술어의	서술/ncn+어/xsn+의/jcm
'	'/sl
잡은	잡/pvg+은/etm
대상	대상/ncn
'	'/sr
을	을/jco
구체적으로	구체/ncn+적/xsn+으로/jca
명시하기	명시/ncps+하/xsm+기/etn
어려운	어렵/paa+ㄴ/etm
문제가	문제/ncn+가/jcs
생긴다	생기/pvg+ㄴ다/ef
.	./sf
}}	}/sr+}/sr
5	5/nno
.	./sf
4	4/nno
.	./sf
6	6/nno
.	./sf
관형조사구	관형/ncn+조사/ncn+구/ncn
구성	구성/ncn
관형조사구	관형/ncn+조사/ncn+구/ncn
구성이란	구성/ncn+이/jp+라/ef+ㄴ/etm
3	3/nno
.	./sf
4	4/nno
에서	에서/jca
논의된	논의/ncpa+되/xsv+ㄴ/etm
관계절과	관계/ncn+절/ncn+과/jct
관련한	관련/ncpa+하/xsv+ㄴ/etm
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
구성이었다	구성/ncn+이/jp+었/ep+다/ef
.	./sf
(	(/sl
52	52/nno
)	)/sr
a	a/f
.	./sf
저	저/mmd
신사의	신사/ncn+의/jcm
입은	입/pvg+은/etm
옷	옷/ncn
b	b/f
.	./sf
나의	나/npp+의/jcm
살던	살/pvg+던/etm
고향	고향/ncn
위	위/ncn
예문에서	예문/ncn+에서/jca
'	'/sl
신사의	신사/ncn+의/jcm
',	'/sl+,/sp
'	'/sl
나의	나/npp+의/jcm
'	'/sr
는	는/jxc
관형조사구	관형/ncn+조사/ncn+구/ncn
구성이지만	구성/ncn+이/jp+지만/ecs
각각	각각/mma
그	그/mmd
다음	다음/ncn
관계절에서의	관계/ncn+절/ncn+에서/jca+의/jcm
주어의	주어/ncn+의/jcm
위치에	위치/ncn+에/jca
공지시될	공지시/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
특징이	특징/ncn+이/jcs
있는	있/paa+는/etm
구성이다	구성/ncn+이/jp+다/ef
.	./sf
위와	위/ncn+와/jct
같은	같/paa+은/etm
구성을	구성/ncn+을/jco
