<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0006.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0006.txt </filename>
<title>허공의 몸을 찾아서 </title>
<author>석지명  </author>
<date>1993  </date>
<publisher>불교시대사  </publisher>
<kdc>223  </kdc>
<ddc>294.38  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
법구경은	법구경/nq+은/jxc
.	./sf
팔정도에서	팔정도/ncn+에서/jca
용맹정진을	용맹/ncn+정진/ncn+을/jco
계정혜	계정혜/nq
삼학의	삼학/ncn+의/jcm
기본을	기본/ncn+을/jco
이룬다	이루/pvg+ㄴ다/ef
.	./sf
석가보살	석가/nq+보살/ncn
명마처럼	명마/ncn+처럼/jxc
전쟁에	전쟁/ncn+에/jca
나가서	나가/pvg+서/ecs
죽을	죽/pvg+을/etm
필요는	필요/ncn+는/jxc
없다	없/paa+다/ef
.	./sf
그러나	그러나/maj
그와	그/npd+와/jct
같은	같/paa+은/etm
각오와	각오/ncn+와/jcj
그와	그/npd+와/jct
같은	같/paa+은/etm
용맹정진의	용맹/ncn+정진/ncn+의/jcm
마음으로	마음/ncn+으로/jca
궁극의	궁극/ncn+의/jcm
깨침을	깨치/paa+ㅁ/etm+을/jco
위해서	위하/pvg+어서/ecs
달려들지	달리/pvg+어/ecx+들/px+ㄹ지/ecs
않으면	않/px+으면/ecs
우리가	우리/npp+가/jcs
도를	도/ncn+를/jco
보는	보/pvg+는/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
도가	도/ncn+가/jcs
우리의	우리/npp+의/jcm
형편없는	형편/ncn+없/paa+는/etm
기백을	기백/ncn+을/jco
구경하게	구경/ncpa+하/xsv+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
마치	마치/mag
텔레비젼이	텔레비젼/ncn+이/jcs
사람의	사람/ncn+의/jcm
얼굴을	얼굴/ncn+을/jco
보듯이	보/pvg+듯이/ecs
말이다	말/ncn+이/jp+다/ef
.	./sf
10	10/nno
.	./sf
소의	소/ncn+의/jcm
험담	험담/ncn
(	(/sl
본생경	본생경/nq
2	2/nno
)	)/sr
사람은	사람/ncn+은/jxc
참으로	참으로/mag
약한	약하/paa+ㄴ/etm
존재이다	존재/ncn+이/jp+다/ef
.	./sf
함부로	함부로/mag
말할	말/ncpa+하/xsv+ㄹ/etm
때는	때/ncn+는/jxc
강해	강하/paa+어/ecx
보이지만	보이/px+지만/ecs
험한	험하/paa+ㄴ/etm
말을	말/ncn+을/jco
들으면	듣/pvg+으면/ecs
강하던	강하/paa+던/etm
사람도	사람/ncn+도/jxc
의외로	의외/ncn+로/jca
마음에	마음/ncn+에/jca
상처를	상처/ncn+를/jco
입는다	입/pvg+는다/ef
.	./sf
본생경	본생경/nq
에는	에/jca+는/jxc
남에게	남/ncn+에게/jca
나쁜	나쁘/paa+ㄴ/etm
말을	말/ncn+을/jco
하지	하/pvg+지/ecx
말고	말/px+고/ecc
즐겁고	즐겁/paa+고/ecc
듣기	듣/pvg+기/etn
좋은	좋/paa+은/etm
말을	말/ncn+을/jco
하라는	하/pvg+라/ef+는/etm
교훈을	교훈/ncn+을/jco
위해	위하/pvg+어/ecx
부처님이	부처/ncn+님/xsn+이/jcs
전하는	전하/pvg+는/etm
전생이야기가	전생/ncn+이야기/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
부처님이	부처/ncn+님/xsn+이/jcs
제타바나에	제타바나/nq+에/jca
계셨을	계시/paa+었/ep+을/etm
때였다	때/ncn+이/jp+었/ep+다/ef
.	./sf
수행이	수행/ncn+이/jcs
부족한	부족/ncps+하/xsm+ㄴ/etm
한	한/nnc
비구가	비구/ncn+가/jcs
함부로	함부로/mag
남을	남/ncn+을/jco
매도하는가	매도/ncpa+하/xsv+는가/ef
하면	하/pvg+면/ecs
욕설도	욕설/ncn+도/jxc
서슴치	서슴치/mag
않았다	않/px+았/ep+다/ef
.	./sf
어진	어질/paa+ㄴ/etm
비구들은	비구/ncn+들/xsn+은/jco
이	이/mmd
사실을	사실/ncn+을/jco
부처님께	부처/ncn+님/xsn+께/jca
아뢰었고	아뢰/pvg+었/ep+고/ecc
부처님은	부처/ncn+님/xsn+은/jxc
대중들에게	대중/ncn+들/xsn+에게/jca
그것이	그것/npd+이/jcs
사실인지	사실/ncn+이/jp+ㄴ지/ecc
다시	다시/mag
한번	한/npp+번/nbu
확인했다	확인/ncpa+하/xsv+었/ep+다/ef
.	./sf
그리고는	그리고/maj+는/jxc
그	그/mmd
비구를	비구/ncn+를/jco
호되게	호되/paa+게/ecs
꾸짖었다	꾸짖/pvg+었/ep+다/ef
.	./sf
"	"/sl
잔혹한	잔혹/ncps+하/xsm+ㄴ/etm
말이란	말/ncn+이/jp+란/jxc
동물들조차도	동물/ncn+들/xsn+조차도/jxc
꺼리는	꺼리/pvg+는/etm
말이다	말/ncn+이/jp+다/ef
.	./sf
나의	나/npp+의/jcm
전생	전생/ncn
수행시절에도	수행/ncn+시절/ncn+에/jca+도/jxc
한	한/nnc
동물이	동물/ncn+이/jcs
자기에게	자기/ncn+에게/jca
험한	험하/paa+ㄴ/etm
말을	말/ncn+을/jco
퍼붓는	퍼붓/pvg+는/etm
주인에게	주인/ncn+에게/jca
험한	험하/paa+ㄴ/etm
말을	말/ncn+을/etm
퍼붓는	퍼붓/pvg+는/etm
주인에게	주인/ncn+에게/jca
천금이나	천금/ncn+이나/jxc
손실을	손실/ncn+을/jco
입힌	입히/pvg+ㄴ/etm
일이	일/ncn+이/jcs
있다	있/paa+다/ef
."	."/sr
이렇게	이렇/pad+게/ecx
말씀하시고	말씀/ncpa+하/xsv+시/ep+고/ecx
나서	나/px+서/ecs
전생이야기를	전생/ncn+이야기/ncn+를/jco
설했다	설하/pvg+었/ep+다/ef
.	./sf
옛날	옛날/ncn
석가보살이	석가/nq+보살/ncn+이/jcs
수행할	수행/ncpa+하/xsv+ㄹ/etm
시절에	시절/ncn+에/jca
어느	어느/mmd
장자	장자/ncn
집의	집/ncn+의/jcm
송아지로	송아지/ncn+로/jca
태어났다	태어나/pvg+았/ep+다/ef
.	./sf
주인은	주인/ncn+은/jxc
그	그/mmd
송아지를	송아지/ncn+를/jco
친자식처럼	친자식/ncn+처럼/jca
잘	잘/mag
먹여	먹이/pvg+어/ecx
주고	주/px+고/ecc
보살펴	보살피/pvg+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
그	그/mmd
송아지는	송아지/ncn+는/jxc
자란	자라/pvg+ㄴ/etm
다음에	다음/ncn+에/jca
생각했다	생각/ncpa+하/xsv+었/ep+다/ef
.	./sf
'	'/sl
이	이/mmd
장자는	장자/ncn+는/jxc
고생하며	고생/ncpa+하/xsv+며/ecc
나를	나/npp+를/jco
길러	기르/pvg+어/ecx
주었다	주/px+었/ep+다/ef
.	./sf
이	이/mmd
세상에서	세상/ncn+에서/jca
나처럼	나/ncn+처럼/jca
힘이	힘/ncn+이/jcs
센	센/paa+ㄴ/etm
소는	소/ncn+는/jxc
없다	없/paa+다/ef
.	./sf
내	나/npp+의/jcm
힘을	힘/ncn+을/jco
보여	보이/pvg+어/ecx
주어	주/px+어/ecs
이	이/mmd
장자의	장자/ncn+의/jcm
은혜를	은혜/ncn+를/jco
갚아야	갚/pvg+아야/ecs
하리라	하/pvg+리라/ef
.'	.'/sr
어느	어느/mmd
날	날/ncn
,	,/sp
소가	소/ncn+가/jcs
주인에게	주인/ncn+에게/jca
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
주인이시여	주인/ncn+이/jp+시/ep+여/jcv
,	,/sp
돈	돈/ncn
많고	많/paa+고/ecc
욕심	욕심/ncn
많은	많/paa+은/etm
고을	고을/ncn
유지에게	유지/ncn+에게/jca
가서	가/pvg+서/ecs
'	'/sl
내	나/npp+의/jcm
소는	소/ncn+는/jxc
백대의	백/nnc+대/nbu+의/jcm
수레를	수레/ncn+를/jco
동시에	동시에/mag
끌	끌/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.'	./sf+'/sr
고	고/jcr
말하고	말/ncpa+하/xsv+고/ecc
천금의	천/nnc+금/ncn+의/jcm
내기를	내기/ncn+를/jco
거십시오	걸/pvg+십시오/ef
."	./sf+"/sr
장자는	장자/ncn+는/jxc
돈	돈/ncn
많은	많/paa+은/etm
이에게	이/npp+에게/jca
가서	가/pvg+서/ecs
자신이	자신/ncn+이/jcs
가진	가지/pvg+ㄴ/etm
소는	소/ncn+는/jxc
100	100/nnc
대의	대/nbu+의/jcm
수레를	수레/ncn+를/jco
동시에	동시에/mag
끌	끌/pvg+ㄹ/etm
수	수/nbn
있다고	있/px+다/ef+고/ecs
자랑했다	자랑/ncpa+하/xsv+었/ep+다/ef
.	./sf
돈	돈/ncn
많은	많/paa+은/etm
이는	이/npp+는/jxc
장자가	장자/ncn+가/jcs
허풍을	허풍/ncn+을/jco
떤다고	떨/pvg+ㄴ다/ef+고/ecs
생각하며	생각/ncpa+하/xsv+며/ecc
말도	말/ncn+도/jxc
안	안/mag
되는	되/pvg+는/etm
소리를	소리/ncn+를/jco
하지	하/pvg+지/ecx
말라고	말/px+라/ef+고/ecs
핀잔을	핀잔/ncn+을/jco
주었다	주/pvg+었/ep+다/ef
.	./sf
장자가	장자/ncn+가/jcs
계속	계속/mag
우기자	우기/pvg+자/ecs
돈	돈/ncn
많은	많/paa+은/etm
이는	이/npp+는/jxc
내기를	내기/ncn+를/jco
하자고	하/pvg+자/ef+고/ecs
했다	하/pvg+었/ep+다/ef
.	./sf
장자의	장자/ncn+의/jcm
소가	소/ncn+가/jcs
수레	수레/ncn
백	백/nnc
대를	대/nbn+를/jco
끌면	끌/pvg+면/ecs
돈	돈/ncn
많은	많/paa+은/etm
이가	이/npp+가/jcs
장자에게	장자/ncn+에게/jca
천금을	천/nnc+금/ncn+을/jco
주어야	주/pvg+어야/ecs
하고	하/pvg+고/ecc
끌지	끌/pvg+지/ecx
못하면	못하/px+면/ecs
장자가	장자/ncn+가/jcs
돈	돈/ncn
많은	많/paa+은/etm
이에게	이/npp+에게/jca
천금을	천/nnc+금/ncn+을/jco
주기로한	주/pvg+기/etn+로/jca+하/px+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
장자는	장자/ncn+는/jxc
백	백/nnc
대의	대/nbn+의/jco
수레를	수레/ncn+를/jco
일렬로	일렬/ncn+로/jca
세워서	세우/pvg+어서/ecs
서로	서로/mag
연결시킨	연결/ncpa+시키/xsv+ㄴ/etm
후에	후/ncn+에/jca
수레마다	수레/ncn+마다/jxc
돌을	돌/pvg+을/jco
가뜩	가뜩/mag
실었다	싣/pvg+었/ep+다/ef
.	./sf
그리고	그리고/maj
맨	맨/mma
앞의	앞/ncn+의/jcm
수레에	수레/ncn+에/jca
석가보살인	석가/nq+보살/ncn+이/jp+ㄴ/etm
소를	소/ncn+를/jco
매었다	매/pvg+었/ep+다/ef
.	./sf
그리고	그리고/maj
장자는	장자/ncn+는/jxc
보살인	보살/ncn+이/jp+ㄴ/etm
소를	소/ncn+를/jco
채찍으로	채찍/ncn+으로/jca
두들기며	두들기/pvg+며/ecs
소리를	소리/ncn+를/jco
질렀다	지르/pvg+었/ep+다/ef
.	./sf
"	"/sl
가자	가/pvg+자/ef
,	,/sp
이	이/mmd
허풍쟁이야	허풍/ncn+쟁이/xsn+야/jcv
.	./sf
끌다가	끌/pvg+다가/ecs
죽을지라도	죽/pvg+을지라도/ecs
너의	너/npp+의/jcm
허풍에	허풍/ncn+에/jca
대한	대하/pvg+ㄴ/etm
책임을	책임/ncn+을/jco
져	지/pvg+어/ef
."	."/sr
석가보살인	석가/nq+보살/ncn+이/jp+ㄴ/etm
소는	소/ncn+는/jxc
'	'/sl
이사람은	이/mmd+사람/ncn+은/jxc
허풍도	허풍/ncn+도/jxc
떨지	떨/pvg+지/ecs
않은	않/px+은/etm
나를	나/npp+를/jco
허풍쟁이라고	허풍/ncn+쟁이/xsn+라고/jcr
부르고	부르/pvg+고/ecx
있다	있/paa+다/ef
.'	.'/sr
고	고/jcr
생각하며	생각/ncpa+하/xsv+며/ecs
꼼짝도	꼼짝/ncn+도/jxc
하지	하/pvg+지/ecx
않고	않/px+고/ecc
그대로	그대로/mag
서	서/pvg+어/ecx
있었다	있/px+었/ep+다/ef
.	./sf
그날의	그/mmd+날/ncn+의/jcm
시합에서	시합/ncn+에서/jca
장자는	장자/ncn+는/jxc
졌고	지/pvg+었/ep+고/ecc
천금을	천/nnc+금/ncn+을/jco
돈	돈/ncn
많은	많/paa+은/etm
이에게	이/nbn+에게/jca
주어야	주/pvg+어야/ecs
했다	하/pvg+었/ep+다/ef
.	./sf
천금을	천/nnc+금/ncn+을/jco
날려	날리/pvg+어/ecx
버린	버리/px+ㄴ/etm
장자는	장자/ncn+는/jxc
억울함과	억울하/paa+ㅁ/etn+과/jca
속상함을	속상하/paa+ㅁ/etn+을/jco
가누지	가누/pvg+지/ecx
못해	못하/px+어/ecs
그만	그만/mag
자리에	자리/ncn+에/jca
눕고	눕/pvg+고/ecc
말았다	말/px+았/ep+다/ef
.	./sf
소는	소/ncn+는/jxc
장자	장자/ncn
주인에게	주인/ncn+에게/jca
다가가서	다가가/pvg+서/ecs
어찌하여	어찌하여/mag
누워	눕/pvg+어/ecx
있느냐고	있/px+느냐/ef+고/ecs
물었다	묻/pvg+었/ep+다/ef
.	./sf
장자는	장자/ncn+는/jxc
천금을	천/nnc+금/ncn+을/jco
잃은	잃/pvg+은/etm
것이	것/nbn+이/jcs
속상해서	속상하/paa+어서/ecs
그렇다고	그렇/pad+다/ef+고/ecs
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
그러자	그러자/maj
소가	소/ncn+가/jcs
장자에게	장자/ncn+에게/jca
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
주인이여	주인/ncn+이여/jcv
,	,/sp
내가	내/npp+가/jcs
이	이/mmd
집에	집/ncn+에/jca
온	오/pvg+ㄴ/etm
순간부터	순간/ncn+부터/jca
지금까지	지금/ncn+까지/jxc
무슨	무슨/mma
물건이든	물건/ncn+이/jp+든/jxc
하나라도	하나/nnc+라도/jxc
부순	부수/pvg+ㄴ/etm
적이	적/nbn+이/jcs
있습니까	있/paa+습니까/ef
?	?/sf
혹은	혹/ncn+은/jxc
무엇이든	무엇/npd+이/jp+든/jxc
마구	마구/mag
짓밟고	짓밟/pvg+고/ecx
다닌	다니/pvg+ㄴ/etm
일이	일/ncn+이/jcs
있습니까	있/paa+습니까/ef
?	?/sf
아니면	아니/paa+면/ecs
함부로	함부로/mag
아무	아무/mmd
곳에다가	곳/ncn+에다/jca+가/jcs
오줌이나	오줌/ncn+이/jp+나/ecc
똥을	똥/ncn+을/jco
눈	누/pvg+ㄴ/etm
적이	적/nbn+이/jcs
있습니까	있/paa+습니까/ef
?	?/sf
장자는	장자/ncn+는/jxc
그런	그런/mmd
일이	일/ncn+이/jcs
없었다고	없/paa+었/ep+다/ef+고/ecs
답했다	답/ncpa+하/xsv+었/ep+다/ef
.	./sf
소는	소/ncn+는/jxc
장자에게	장자/ncn+에게/nq
힐문했다	힐문/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
그렇다면	그렇다면/maj
어째서	어째서/mag
나를	나/npp+를/jco
허풍쟁이라고	허풍/ncn+쟁이/xsn+라/ef+고/jcr
불렀습니까	부르/pvg+었/ep+습니까/ef
?	?/sf
그것은	그것/npd+은/jxc
주인의	주인/ncn+의/jcm
잘못입니다	잘못/ncn+이/jp+ㅂ니다/ef
.	./sf
이제	이제/ncn
2천	2천/nnc
금의	금/ncn+의/jcm
내기를	내기/ncn+를/jco
거십시오	걸/pvg+십시오/ef
.	./sf
그러나	그러나/maj
말을	말/ncn+을/jco
조심하십시오	조심/ncpa+하/xsv+십시오/ef
.	./sf
함부로	함부로/mag
허풍쟁이라고	허풍/ncn+쟁이/xsn+라/ef+고/jcr
부르는	부르/pvg+는/etm
일이	일/ncn+이/jcs
없도록	없/paa+도록/ecs
하십시오	하/pvg+십시오/ef
."	."/sr
장자는	장자/ncn+는/jxc
소가	소/ncn+가/jcs
말하는	말/ncpa+하/xsv+는/etm
대로	대로/jcx
돈	돈/ncn
많은	많/paa+은/etm
이에게	이/nbn+에게/jca
가서	가/pvg+서/ecs
이번에는	이/mmd+번/nbn+에/jca+는/jxc
2천	2천/nnc
금을	금/ncn+을/jco
걸었다	걸/pvg+었/ep+다/ef
.	./sf
이번에는	이/mmd+번/nbn+에/jca+는/jxc
소를	소/ncn+를/jco
쓰다듬으며	쓰다듬/pvg+으며/ecs
공손하게	공손/ncps+하/xsm+게/ecs
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
가자	가/pvg+자/ef
,	,/sp
슬기로운	슬기/ncps+롭/xsm+ㄴ/etm
자야	자/nbn+야/jcv
.	./sf
끌어라	끌/pvg+어라/ef
,	,/sp
현명한	현명/ncps+하/xsm+ㄴ/etm
자야	자/nbn+야/jcv
."	."/sr
석가보살인	석가/nq+보살/ncn+이/jp+ㄴ/etm
소는	소/ncn+는/jxc
백	백/nnc
대의	대/nbu+의/jcm
수레를	수레/ncn+를/jco
힘도	힘/ncn+도/jxc
안	안/mag
들이고	들이/px+고/ecc
끌었고	끌/pvg+었/ep+고/ecc
장자는	장자/ncn+는/jxc
2천	2천/nnc
금을	금/ncn+을/jco
받아서	받/pvg+아서/ecs
돌아왔다	돌/pvg+아/ecs+오/pvg+았/ep+다/ef
.	./sf
이렇게	이렇/pad+게/ecx
해서	하/pvg+어서/ecs
장자는	장자/ncn+는/jxc
석가보살인	석가/nq+보살/ncn+이/jp+ㄴ/etm
소로	소/ncn+로/jca
인해	인하/pvg+여/ecs
엄청난	엄청나/paa+ㄴ/etm
재산을	재산/ncn+을/jco
손에	손/ncn+에/jca
넣었다	넣/pvg+었/ep+다/ef
.	./sf
이야기를	이야기/ncn+를/jco
끝내고	끝/ncn+내/pvg+고/ecc
부처님은	부처/ncn+님/xsn+은/jxc
남에게	남/ncn+에게/jca
즐거운	즐겁/paa+ㄴ/etm
말을	말/ncn+을/jco
하고	하/pvg+고/ecc
불쾌한	불쾌/ncps+하/xsm+ㄴ/etm
말을	말/ncn+을/jco
하지	하/pvg+지/ecx
말라고	말/px+라/ef+고/ecs
다시	다시/mag
한번	한/nnc+번/nbu
당부했다	당부/ncpa+하/xsv+었/ep+다/ef
.	./sf
그리고는	그리고/maj+는/jxc
"	"/sl
그때의	그/mmd+때/ncn+의/jcm
장자는	장자/ncn+는/jxc
지금의	지금/ncn+의/jcm
아난이고	아난/nq+이/jp+고/ecc
그때의	그/mmd+때/ncn+의/jcm
소는	소/ncn+는/jxc
바로	바로/mag
지금의	지금/ncn+의/jcm
나이다	나/npp+이/jp+다/ef
."	."/sr
라고	라고/jcr
말하면서	말/ncpa+하/xsv+면서/ecs
전생과	전생/ncn+과/jcj
금생을	금생/ncn+을/jco
관련지었다	관련/ncn+짓/pvg+었/ep+다/ef
.	./sf
불쾌한	불쾌/ncps+하/xsm+ㄴ/etm
말을	말/ncn+을/jco
해서	하/pvg+어서/ecs
남의	남/ncn+의/jcm
기분을	기분/ncn+을/jco
상하게	상하/paa+게/ecx
하는	하/px+는/etm
사람을	사람/ncn+을/jco
경계하기	경계/ncpa+하/xsv+기/etn
위해서	위하/pvg+어서/ecs
부처님은	부처/ncn+님/xsn+은/jxc
이	이/mmd
소의	소/ncn+의/jcm
이야기를	이야기/ncn+를/jco
설한다	설하/pvg+ㄴ다/ef
.	./sf
소도	소/ncn+도/jxc
허풍쟁이라고	허풍/ncn+쟁이/xsn+라/ef+고/jcr
말하자	말/ncpa+하/xsv+자/ecc
반발심이	반발/ncn+심/xsn+이/jcs
생겨서	생기/pvg+어서/ecs
장자에게	장자/ncn+에게/jca
천금을	천/nnc+금/ncn+을/jco
손해보게	손해/ncn+보/px+게/ecx
만드는데	만들/px+는데/ecs
하물며	하물며/maj
사람이라면	사람/ncn+이/jp+라면/ecs
더	더/mag
손해보게	손해/ncn+보/px+게/ecx
만들	만들/px+ㄹ/etm
수도	수/nbn+도/jxc
있지	있/px+지/ecx
않겠느냐는	않/px+겠/ep+느냐/ef+는/etm
의미가	의미/ncn+가/jcs
담겨	담기/pvg+어/ecx
있다	있/paa+다/ef
.	./sf
사람은	사람/ncn+은/jxc
참	참/ii
약한	약하/paa+ㄴ/etm
존재이다	존재/ncn+이/jp+다/ef
.	./sf
다른	다르/paa+ㄴ/etm
사람에게	사람/ncn+에게/jca
함부로	함부로/mag
말할	말/ncpa+하/xsv+ㄹ/etm
때는	때/ncn+는/jxc
강한	강하/paa+ㄴ/etm
것처럼	것/nbn+처럼/jca
보이지만	보이/pvg+지만/ecs
그	그/mmd
사람	사람/ncn
자신이	자신/ncn+이/jcs
다른	다르/paa+ㄴ/etm
사람으로부터	사람/ncn+으로/jca+부터/jxc
험한	험하/paa+ㄴ/etm
말을	말/ncn+을/jco
들으면	듣/pvg+으면/ecs
그렇게	그렇/pad+게/ecs
강하던	강하/paa+던/etm
사람도	사람/ncn+도/jxc
의외로	의외/ncn+로/jca
마음에	마음/ncn+에/jca
상처를	상처/ncn+를/jco
입는다	입/pvg+는다/ef
.	./sf
사람은	사람/ncn+은/jxc
자신의	자신/ncn+의/jcm
약점을	약점/ncn+을/jco
잘	잘/mag
보지	보/pvg+지/ecx
못한다	못하/px+ㄴ다/ef
.	./sf
자신이	자신/ncn+이/jcs
생각할	생각/ncpa+하/xsv+ㄹ/etm
때는	때/ncn+는/etm
자신이	자신/ncn+이/jcs
잘못하는	잘못/ncpa+하/xsv+는/etm
것을	것/nbn+을/jco
그	그/mmd
이유가	이유/ncn+가/jcs
있다고	있/paa+다/ef+고/ecs
생각한다	생각/ncpa+하/xsv+ㄴ다/ef
.	./sf
이유가	이유/ncn+가/jcs
있어서	있/paa+어서/ecs
부득이	부득이/mag
잘못을	잘못/ncn+을/jco
저지르니	저지르/pvg+니/ecs
그것은	그것/npd+은/jxc
결과적으로	결과/ncn+적/xsn+으로/jca
잘못이	잘못/ncn+이/jcc
아니라고	아니/paa+라고/ecs
생각하기	생각/ncpa+하/xsv+기/etn
쉽다	쉽/paa+다/ef
.	./sf
그러다가	그러/pad+다가/ecs
잘못을	잘못/ncn+을/jco
남으로부터	남/ncn+으로/jca+부터/jxc
지적받으면	지적/ncn+받/pvg+으면/ecs
당황해	당황/ncpa+하/xsv+어/ecx
하고	하/px+고/ecc
억울해	억울/ncps+하/xsm+어/ecx
한다	하/px+ㄴ다/ef
.	./sf
잘못을	잘못/ncn+을/jco
지적할	지적/ncpa+하/xsv+ㄹ/etm
때도	때/ncn+도/jxc
애정	애정/ncn
어린	어리/paa+ㄴ/etm
설득과	설득/ncn+과/jcj
비난조의	비난조/ncn+의/jcm
공격에는	공격/ncn+에/jca+는/jxc
큰	크/paa+ㄴ/etm
차이가	차이/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
상대가	상대/ncn+가/jcs
애정	애정/ncn
어린	어리/paa+ㄴ/etm
표정이나	표정/ncn+이/jp+나/jcj
말씨로	말씨/ncn+로/jca
어떤	어떤/mmd
이의	이/nbn+의/jcm
잘못을	잘못/ncn+을/jco
꺼내면서	꺼내/pvg+면서/ecs
자신을	자신/ncn+을/jco
돌아보게	돌/pvg+아/ecs+보/pvg+게/ecx
할	하/px+ㄹ/etm
때에	때/ncn+에/jca
그는	그/npp+는/jxc
태도를	태도/ncn+를/jco
바꾸려고	바꾸/pvg+려고/ecs
노력한다	노력/ncpa+하/xsv+ㄴ다/ef
.	./sf
그러나	그러나/maj
공격적으로	공격/ncn+적/xsn+으로/jca
비난하면	비난/ncpa+하/xsv+면/ecs
반발한다	반발/ncpa+하/xsv+ㄴ다/ef
.	./sf
그리고	그리고/maj
비난하는	비난/ncpa+하/xsv+는/etm
사람의	사람/ncn+의/jcm
작격을	작격/ncn+을/jco
생각한다	생각/ncpa+하/xsv+ㄴ다/ef
.	./sf
비난하는	비난/ncpa+하/xsv+는/etm
사람도	사람/ncn+도/jxc
생각해	생각/ncpa+하/xsv+어/ecx
보면	보/px+면/ecs
허물이	허물/ncn+이/jcs
많은데	많/paa+은데/ecs
무슨	무슨/mmd
자격으로	자격/ncn+으로/jca
남의	남/ncn+의/jcm
사정도	사정/ncn+도/jxc
자세히	자세히/mag
알지	알/pvg+지/ecs
못하면서	못하/px+면서/ecs
비난하느냐고	비난/ncpa+하/xsv+느냐/ef+고/ecs
원망하게	원망/ncpa+하/xsv+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
직접적으로	직접/ncn+적/xsn+으로/jca
남의	남/ncn+의/jcm
허물을	허물/ncn+을/jco
이야기해	이야기/ncpa+하/xsv+어/ecx
주는	주/px+는/etm
것은	것/nbn+은/jxc
그래도	그래도/maj
신사적이다	신사/ncn+적/xsn+이/jp+다/ef
.	./sf
참으로	참으로/mag
좋지	좋/paa+지/ecx
않은	않/px+은/etm
것은	것/nbn+은/jxc
뒤에서	뒤/ncn+에서/jca
남의	남/ncn+의/jcm
말을	말/ncn+을/jco
나쁘게	나쁘/paa+게/ecx
하는	하/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
뒤에서	뒤/ncn+에서/jca
남의	남/ncn+의/jcm
말을	말/ncn+을/jco
나쁘게	나쁘/paa+게/ecx
하는	하/px+는/etm
것도	것/nbn+도/jxc
장점은	장점/ncn+은/jxc
있다	있/paa+다/ef
.	./sf
남의	남/ncn+의/jcm
말을	말/ncn+을/jco
부담	부담/ncn
없이	없/paa+이/xsa
말함으로써	말/ncpa+하/xsv+ㅁ/etn+으로써/jca
자신에게	자신/ncn+에게/jca
쌓인	쌓이/pvg+ㄴ/etm
스트레스를	스트레스/ncn+를/jco
풀	풀/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있다	있/paa+다/ef
.	./sf
또	또/maj
남을	남/ncn+을/jco
비판하다	비판/ncpa+하/xsv+다/ecs
보면	보/pvg+면/ecs
경우를	경우/ncn+를/jco
따지게	따지/pvg+게/ecs
되고	되/pvg+고/ecc
경우를	경우/ncn+를/jco
따지다	따지/pvg+다/ecs
보면	보/pvg+면/ecs
혹시	혹시/mag
나에게는	나/ncn+에게/jca+는/jxc
그와	그/npp+와/jct
같은	같/paa+은/etm
잘못은	잘못/ncn+은/jxc
없는지	없/paa+는지/ecs
반성할	반성/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
그렇지만	그렇지만/maj
자신의	자신/ncn+의/jcm
스트레스를	스트레스/ncn+를/jco
푼다거나	푼/pvg+다/ef+거나/ecs
비판력을	비판/ncn+력/xsn+을/jco
기르는	기르/pvg+는/etm
장점이	장점/ncn+이/jcs
있다고	있/paa+다/ef+고/ecx
하더라도	하/pvg+더라도/ecs
등뒤에서	등뒤/ncn+에서/jca
비판을	비판/ncn+을/jco
받는	받/pvg+는/etm
주인공에게	주인공/ncn+에게/jca
오는	오/pvg+는/etm
상처는	상처/ncn+는/jxc
너무도	너무도/mag
크다	크/paa+다/ef
.	./sf
상대가	상대/ncn+가/jcs
직접적으로	직접/ncn+적/xsn+으로/jca
자신의	자신/ncn+의/jcm
잘못을	잘못/ncn+을/jco
이야기해	이야기/ncpa+하/xsv+어/ecx
주는	주/px+는/etm
것보다	것/nbn+보다/jca
남을	남/ncn+을/jco
통해서	통하/pvg+어서/ecs
자신에	자신/ncn+에/jca
