<tdmsfile>
 96-kaist_corpus_96_explanation_pos_mh2-0188.txt 
 kaist_corpus_96_explanation_pos_mh2-0188.txt 

최준식  
1993  
민족사  
151.7  
181.11  
  
  
  

한국에도	한국/nq+에/jca+도/jxc
모르겠다	모르/pvg+겠/ep+다/ef
.	./sf
5	5/nnc
물건	물건/ncn
공경	공경/ncn
"	"/sl
세상	세상/ncn
만물이	만물/ncn+이/jcs
한울님을	한울님/nq+을/jco
모시지	모/pvg+시/ep+지/ecx
않은	않/px+은/etm
것이	것/nbn+이/jcs
없으니	없/paa+으니/ecs
,	,/sp
이	이/mmd
이치를	이치/ncn+를/jco
알면	알/pvg+면/ecs
살생을	살생/ncn+을/jco
금하지	금하/pvg+지/ecx
않더라도	않/px+더라도/ecs
저절로	저절로/mag
하지	하/pvg+지/ecx
않을	않/px+을/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
제비의	제비/ncn+의/jcm
알을	알/ncn+을/jco
깨지	깨/pvg+지/ecx
않아야	않/px+아야/ecs
봉황이	봉황/ncn+이/jcs
와서	오/pvg+아서/ecs
움직이게	움직이/pvg+게/ecx
되고	되/px+고/ecc
,	,/sp
초목의	초목/ncn+의/jcm
싹을	싹/ncn+을/jco
꺾지	꺾/pvg+지/ecx
않아야	않/px+아야/ecs
산림이	산림/ncn+이/jcs
무성해질	무성/ncps+하/xsm+어/ecx+지/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
손으로	손/ncn+으로/jca
꽃가지를	꽃가지/ncn+를/jco
꺾으면	꺾/paa+으면/ecs
그	그/mmd
열매는	열매/ncn+는/jxc
따지	따/pvg+지/ecx
못하게	못하/px+게/ecx
될	되/px+ㄹ/etm
것이고	것/nbn+이/jp+고/ecc
,	,/sp
오래	오래/mag
된	되/pvg+ㄴ/etm
물건을	물건/ncn+을/jco
버리면	버리/pvg+면/ecs
부자가	부자/ncn+가/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
없습니다	없/paa+습니다/ef
.	./sf
삼천	삼천/nnc
가지	가지/nbu
날짐승도	날짐승/ncn+도/jxc
각각	각각/mag
그	그/mmd
종류가	종류/ncn+가/jcs
있고	있/paa+고/ecc
,	,/sp
삼천	삼천/nnc
가지	가지/nbu
벌레들도	벌레/ncn+들/xsn+도/jxc
각각	각각/mag
그	그/mmd
목숨이	목숨/ncn+이/jcs
있기	있/px+기/etn
때문에	때문/nbn+에/jca
,	,/sp
물건을	물건/ncn+을/jco
공경하면	공경/ncpa+하/xsv+면/ecs
덕이	덕/ncn+이/jcs
만방에	만방/ncn+에/jca
미치게	미치/pvg+게/ecx
될	되/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sl
윗글을	윗글/ncn+을/jco
해월의	해월/nq+의/jcm
"	"/sl
모든	모든/mmd
것이	것/nbn+이/jcs
하늘이고	하늘/ncn+이/jp+고/ecc
모든	모든/mmd
일이	일/ncn+이/jcs
하늘이다	하늘/ncn+이/jp+다/ef
.(	./sf+(/sl
物物天	物物天/ncn
事事天	事事天/ncn
)"라는	)/sr+"/sl+라/ef+는/etm
유명한	유명/ncps+하/xsm+ㄴ/etm
문구의	문구/ncn+의/jcm
근간이	근간/ncn+이/jcc
되는	되/pvg+는/etm
문장이다	문장/ncn+이/jp+다/ef
.	./sf
다시	다시/mag
말해	말하/pvg+어/ecx
어린이나	어린이/ncn+나/jcj
여성가	여성/ncn+과/jct
같이	같/paa+이/xsa
소외된	소외/ncpa+되/xsv+ㄴ/etm
인류	인류/ncn
계층만	계층/ncn+만/jxc
한울님을	한울님/nq+을/jco
모신	모시/pvg+ㄴ/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
,	,/sp
세상	세상/ncn
모든	모든/mmd
것이	것/nbn+이/jcs
다	다/mag
한울님을	한울님/nq+을/jco
모시고	모시/pvg+고/ecx
있다는	있/px+다/ef+는/etm
사상으로	사상/ncn+으로/jca
확대된	확대/ncpa+되/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
세상의	세상/ncn+의/jcm
모든	모든/mmd
것에	것/nbn+에/jca
신성	신성/ncn
(	(/sl
神性	神性/ncn
)이	)/sr+이/jcs
'	'/sr
스며들어	스미/pvg+어/ecx+들/px+어/ecx
있다	있/px+다/ef
'는	'/sr+는/jxc
것은	것/nbn+은/jxc
동양의	동양/ncn+의/jcm
정통적인	정통/ncn+적/xsn+이/jp+ㄴ/etm
사상이다	사상/ncn+이/jp+다/ef
.	./sf
이것은	이것/npd+은/jxc
인간에게만	인간/ncn+에게/jca+만/jxc
신성을	신성/ncn+을/jco
부여한	부여/ncpa+하/xsv+ㄴ/etm
ㅅ족의	ㅅ족/ncn+의/jcm
종교	종교/ncn
(	(/sl
유태교	유태/nq+교/xsn
,	,/sp
기독교	기독/nq+교/xsn
,	,/sp
이슬람교	이슬람/nq+교/xsn
)가	)/sr+가/jcs
갖고	갖/pvg+고/ecx
있는	있/px+는/etm
인간	인간/ncn
중심주의와	중심/ncn+주의/ncn+와/jct
대조를	대조/ncn+를/jco
이룬다	이루/pvg+ㄴ다/ef
.	./sf
이것을	이것/npd+을/jco
익히	익히/mag
눈치	눈치/ncn
챈	채/pvg+ㄴ/etm
최근	최근/ncn
이러한	이러하/pad+ㄴ/etm
인간	인간/ncn
중심적	중심/ncn+적/xsn
교리가	교리/ncn+가/jcs
결국	결국/mag
환경	환경/ncn
파괴까지	파괴/ncn+까지/jxc
불러왔다는	부르/pvg+어/ecx+오/px+았/ep+다/ef+는/etm
비난이	비난/ncn+이/jcs
일고	일/pvg+고/ecx
있다	있/px+다/ef
세계의	세계/ncn+의/jcm
급진적	급진/ncn+적/xsn
신학자들은	신학/ncn+자/xsn+들/xsn+은/jxc
,	,/sp
기독교가	기독/nq+교/xsn+가/jcs
인간	인간/ncn
중심주의에서	중심/ncn+주의/ncn+에서/jca
우주	우주/ncn
중심주의로	중심/ncn+주의/ncn+로/jca
그	그/mmd
생각의	생각/ncn+의/jcm
틀을	틀/ncn+을/jco
전환해야	전환/ncpa+하/xsv+어야/ecs
한다고	하/px+ㄴ다/ef+고/ecs
주장하고	주장/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
이때	이때/ncn
그들이	그/npp+들/xsn+이/jcs
중요한	중요/ncps+하/xsm+ㄴ/etm
논거로	논거/ncn+로/jca
채택하는	채택/ncpa+하/xsv+는/etm
사상이	사상/ncn+이/jcs
바로	바로/mag
위에서	위/ncn+에서/jca
인용한	인용/ncpa+하/xsv+ㄴ/etm
동양의	동양/ncn+의/jcm
"	"/sl
모든	모든/mmd
것은	것/nbn+은/jxc
살아	살/pvg+아/ecx
있다	있/px+다/ef
"라는	"/sr+라/ef+는/etm
물활론	물활론/ncn
(	(/sl
物活論	物活論/ncn
)이다	)/sr+이/jp+다/ef
.	./sf
6	6/nnc
병	병/ncn
낫는	낫/pvg+는/etm
법	법/ncn
진정으로	진정/ncn+으로/jca
치유되는	치유/ncpa+되/xsv+는/etm
법에	법/ncn+에/jca
대해	대하/pvg+어/ecs
해월이	해월/nq+이/jcs
말했다	말하/pvg+었/ep+다/ef
.	./sf
"	"/sl
지금	지금/ncn
사람들은	사람/ncn+들/xsn+은/jxc
약만	약/ncn+만/jxc
쓰면	쓰/pvg+면/ecs
병이	병/ncn+이/jcs
낫는	낫/pvg+는/etm
줄	줄/nbn
알고	알/pvg+고/ecc
,	,/sp
마음을	마음/ncn+을/jco
다스려서	다스리/pvg+어서/ecs
병을	병/ncn+을/jco
낫게	낫/pvg+게/ecx
하는	하/px+는/etm
것은	것/nbn+은/jxc
알지	알/pvg+지/ecx
못합니다	못하/px+ㅂ니다/ef
.	./sf
그	그/mmd
때문에	때문/nbn+에/jca
마음은	마음/ncn+은/jxc
다스리지	다스리/pvg+지/ecx
않고	않/px+고/ecc
약만	약/ncn+만/jxc
쓰는데	쓰/pvg+는데/ecs
,	,/sp
이렇게	이렇게/mag
해서야	하/pvg+어서/ecs+야/jxc
어떻게	어떻게/mag
병을	병/ncn+을/jco
낫게	낫/pvg+게/ecx
할	하/px+ㄹ/etm
수가	수/nbn+가/jcs
있겠습니까	있/paa+겠/ep+습니까/ef
?	?/sf
마음을	마음/ncn+을/jco
다스리지	다스리/pvg+지/ecx
않고	않/px+고/ecc
약만	약/ncn+만/jxc
먹는	먹/pvg+는/etm
것은	것/nbn+은/jxc
,	,/sp
한울님은	한울님/nq+은/jxc
믿지	믿/pvg+지/ecx
않고	않/px+고/ecc
약만	약/ncn+만/jxc
믿는	믿/pvg+는/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sl
이	이/mmd
이야기는	이야기/ncn+는/jxc
지금의	지금/ncn+의/jcm
상황에도	상황/ncn+에/jca+도/jxc
그대로	그대로/mag
적용된다	적용/ncpa+되/xsv+ㄴ다/ef
.	./sf
사람들은	사람/ncn+들/xsn+은/jxc
예나	예/ncn+나/jcj
지금이나	지금/ncn+이나/jcj
병의	병/ncn+의/jcm
치료를	치료/ncn+를/jco
외부에서	외부/ncn+에서/jca
투여한	투여/ncpa+하/xsv+ㄴ/etm
약물에만	약물/ncn+에/jca+만/jxc
의존하려	의존/ncpa+하/xsv+려/ecs
하지	하/px+지/ef
,	,/sp
그	그/mmd
병을	병/ncn+을/jco
통해	통하/pvg+어/ecs
지금까지	지금/ncn+까지/jxc
잘못	잘못/mag
진행되어	진행/ncpa+되/xsv+어/ecx
왔던	오/px+았/ep+던/etm
자신의	자신/ncn+의/jcm
그릇된	그릇되/pvg+ㄴ/etm
습관이나	습관/ncn+이나/jcj
잘못된	잘못/ncn+되/xsv+ㄴ/etm
사고	사고/ncn
방식에	방식/ncn+에/jca
대해	대하/pvg+어/ecx
반성해	반성/ncpa+하/xsv+어/ecx
보는	보/pvg+는/etm
기회로는	기회/ncn+로/jca+는/jxc
삼으려	삼/pvg+으려/ecs
하지	하/pvg+지/ecx
않는다	않/px+는다/ef
.	./sf
그러나	그러나/maj
인도의	인도/nq+의/jcm
요기들은	요기/ncn+들/xsn+은/jxc
,	,/sp
병은	병/ncn+은/jxc
매일매일	매일매일/mag
걸리게	걸리/pvg+게/ecx
해	하/px+어/ecx
달라고	달라/px+고/ecc
기도를	기도/ncn+를/jco
했기	하/pvg+었/ep+기/etn
때문에	때문/nbn+에/jca
걸리는	걸리/pvg+는/etm
것이지	것/nbn+이/jp+지/ef
,	,/sp
온전한	온전/ncps+하/xsm+ㄴ/etm
생명체인	생명/ncn+체/xsn+이/jp+ㄴ/etm
인간의	인간/ncn+의/jcm
생명에	생명/ncn+에/jca
병이란	병/ncn+이/jp+란/jxc
원래	원래/ncn
없다고	없/paa+다/ef+고/ecs
말한다	말하/pvg+ㄴ다/ef
.	./sf
의사들도	의사/ncn+들/xsn+도/jxc
약이	약/ncn+이/jcs
병을	병/ncn+을/jco
고쳐	고치/pvg+어/ecx
주는	주/px+는/etm
것이	것/nbn+이/jcs
절대로	절대로/mag
아니라고	아니/paa+라고/ecs
거듭	거듭/mag
주장하지	주장/ncpa+하/xsv+지/ecx
않는가	않/px+는가/ef
?	?/sf
약은	약/ncn+은/jxc
다만	다만/mag
우리가	우리/npp+가/jcs
갖고	갖/pvg+고/ecx
있는	있/paa+는/etm
본원의	본원/ncn+의/jcm
생명력	생명/ncn+력/xsn
,	,/sp
혹은	혹은/maj
치유력이	치유/ncn+력/xsn+이/jcs
다시	다시/mag
발동할	발동/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있게끔	있/paa+게끔/ecs
도와주는	돕/pvg+아/ecx+주/px+는/etm
것에	것/nbn+에/jca
불과한	불과/ncps+하/xsm+ㄴ/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
데에는	데/nbn+에/jca+는/jxc
의사들도	의사/ncn+들/xsn+도/jxc
동의할	동의/ncpa+하/xsv+ㄹ/etm
줄	줄/nbn
믿는다	믿/pvg+는다/ef
.	./sf
우리	우리/npp
몸의	몸/ncn+의/jcm
본원의	본원/ncn+의/jcm
생명력이란	생명/ncn+력/xsn+이/jp+란/jxc
바로	바로/mag
우리의	우리/npp+의/jcm
마음이다	마음/ncn+이/jp+다/ef
.	./sf
우리의	우리/npp+의/jcm
마음을	마음/ncn+을/jco
어떻게	어떻게/mag
다스리느냐에	다스리/pvg+느냐/ef+에/jca
따라	따르/pvg+아/ecs
,	,/sp
우리	우리/npp
몸의	몸/ncn+의/jcm
건강	건강/ncn
여부도	여부/ncn+도/jxc
달려	달리/pvg+어/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
때문에	때문/nbn+에/jca
동양의	동양/ncn+의/jcm
모든	모든/mmd
수련은	수련/ncn+은/jxc
바로	바로/mag
이	이/mmd
마음을	마음/ncn+을/jco
닦는	닦/pvg+는/etm
것을	것/nbn+을/jco
기본으로	기본/ncn+으로/jca
한다	하/pvg+ㄴ다/ef
.	./sf
7	7/nnc
내	내/npp
마음을	마음/ncn+을/jco
공경하라	공경/ncpa+하/xsv+라/ef
"	"/sr
방이	방/ncn+이/jcs
천	천/nnc
개나	개/nbu+나/jxc
되는	되/pvg+는/etm
넓고	넓/paa+고/ecc
큰	크/paa+ㄴ/etm
집이라도	집/ncn+이/jp+라도/jxc
,	,/sp
주인이	주인/ncn+이/jcs
잘	잘/mag
보호하지	보호/ncpa+하/xsv+지/ecx
않으면	않/px+으면/ecs
그	그/mmd
기둥과	기둥/ncn+과/jcj
들보가	들보/ncn+가/jcs
비바람에	비/ncn+바람/ncn+에/jca
무너질	무너지/pvg+ㄹ/etm
수	수/nbn
있으니	있/paa+으니/ecs
어찌	어찌/mag
두렵지	두렵/paa+지/ecx
않겠습니까	않/px+겠/ep+습니까/ef
?	?/sf
내	내/npp
마음을	마음/ncn+을/jco
공경하지	공경/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
것은	것/nbn+은/jxc
천지를	천지/ncn+를/jco
공경하지	공경/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
것이고	것/nbn+이/jp+고/ecc
,	,/sp
내	내/npp
마음이	마음/ncn+이/jcs
편안하지	편안/ncps+하/xsm+지/ecx
않는	않/px+는/etm
것은	것/nbn+은/jxc
천지가	천지/ncn+가/jcs
편안하지	편안/ncps+하/xsm+지/ecx
않는	않/px+는/etm
것과	것/nbn+과/jct
같습니다	같/paa+습니다/ef
.	./sf
내	내/npp
마음을	마음/ncn+을/jco
공경하지	공경/ncpa+하/xsv+지/ecx
않고	않/px+고/ecc
내	내/npp
마음을	마음/ncn+을/jco
편안하지	편안/ncps+하/xsm+지/ecx
않게	않/px+게/ecx
하는	하/px+는/etm
것은	것/nbn+은/jxc
,	,/sp
천지	천지/ncn
부모에게	부모/ncn+에게/jca
오래도록	오래도록/mag
순종하지	순종/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
것이라	것/nbn+이/jp+라/ecs
불효하는	불효/ncpa+하/xsv+는/etm
것과	것/nbn+과/jct
다름이	다르/paa+ㅁ/etn+이/jcs
없습니다	없/paa+습니다/ef
.	./sf
천지	천지/ncn
부모의	부모/ncn+의/jcm
뜻을	뜻/ncn+을/jco
거슬리는	거슬리/pvg+는/etm
것은	것/nbn+은/jxc
,	,/sp
불효라는	불효/ncn+라/ef+는/etm
점에서	점/ncn+에서/jca
이보다	이/npd+보다/jca
더	더/mag
큰	크/paa+ㄴ/etm
것이	것/nbn+이/jcs
없으니	없/paa+으니/ecs
경계하고	경계/ncpa+하/xsv+고/ecc
삼가해야	삼가/pvg+아/ecx+하/px+어야/ecs
합니다	하/px+ㅂ니다/ef
."	./sf+"/sl
우리에게는	우리/npp+에게/jca+는/jcm
나를	나/npp+를/jco
우선	우선/mag
편안하게	편안/ncps+하/xsm+게/ecx
하려	하/px+려/ecs
하지	하/pvg+지/ecx
않고	않/px+고/ecc
바깥일이나	바깥/ncn+일/ncn+이나/jcj
남부터	남/ncn+부터/jxc
걱정하는	걱정/ncpa+하/xsv+는/etm
경향이	경향/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
그런데	그런데/maj
해월은	해월/nq+은/jxc
가장	가장/mag
소중하게	소중하/paa+게/ecx
아끼고	아끼/pvg+고/ecc
,	,/sp
평안하게	평안/ncps+하/xsm+게/ecx
해야	하/px+어야/ecs
할	하/px+ㄹ/etm
대상이	대상/ncn+이/jcs
바로	바로/mag
우리의	우리/npp+의/jcm
마음이라고	마음/ncn+이/jp+라고/ecs
말한다	말하/pvg+ㄴ다/ef
.	./sf
왜냐하면	왜냐하면/maj
우리	우리/npp
마음이	마음/ncn+이/jcs
바로	바로/mag
한울님이기	한울님/nq+이/jp+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
우리는	우리/npp+는/jxc
종종	종종/mag
남에게	남/npp+에게/jca
헌신적인	헌신/ncn+적/xsn+이/jp+ㄴ/etm
봉사를	봉사/ncn+를/jco
하면서도	하/pvg+면서/ecs+도/jxc
그	그/mmd
얼굴에	얼굴/ncn+에/jca
편안함이나	편안/ncps+하/xsm+ㅁ/etn+이나/jcj
즐거움이	즐겁/paa+ㅁ/etn+이/jcs
보이지	보이/pvg+지/ecx
않는	않/px+는/etm
많은	많/paa+은/etm
종교가와	종교/ncn+가/xsn+와/jcj
사회사업가를	사회/ncn+사업/ncn+가/xsn+를/jco
보아	보/pvg+아/ecx
왔다	오/px+았/ep+다/ef
.	./sf
해월의	해월/nq+의/jcm
말씀이	말씀/ncn+이/jcs
이들에	이/npd+들/xsn+에/jca
대한	대하/pvg+ㄴ/etm
경계가	경계/ncn+가/jcc
될런지	되/pvg+ㄹ런지/ecs
모르겠다	모르/pvg+겠/ep+다/ef
.	./sf
8	8/nnc
믿음	믿음/ncn
해월은	해월/nq+은/jxc
믿음에	믿음/ncn+에/jca
대해	대하/pvg+어/ecs
이렇게	이렇게/mag
말했다	말하/pvg+었/ep+다/ef
.	./sf
"	"/sl
사람에게	사람/ncn+에게/jca
믿음이	믿음/ncn+이/jcs
없으면	없/paa+으면/ecs
수레에	수레/ncn+에/jca
바퀴가	바퀴/ncn+가/jcs
없는	없/paa+는/etm
것과	것/nbn+과/jct
같습니다	같/paa+습니다/ef
.	./sf
믿을	믿/pvg+을/etm
신	신/ncn
(	(/sl
信	信/ncn
),	)/sr+,/sp
이	이/mmd
한	한/nnc
글자는	글자/ncn+는/jxc
비록	비록/mag
부모	부모/ncn
형제라도	형제/ncn+라도/jxc
바꿀	바꾸/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
경에서	경/ncn+에서/jca
"	"/sl
대장부	대장부/ncn
의기범절	의기/ncn+범절/ncn
신	신/ncn
없으면	없/paa+으면/ecs
어디	어디/npd
나며	나/pvg+며/ecc
"라고	"/sr+라고/jcr
한	하/pvg+ㄴ/etm
것이	것/nbn+이/jcs
바로	바로/mag
이것을	이것/npd+을/jco
말한	말하/pvg+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
마음을	마음/ncn+을/jco
믿는	믿/pvg+는/etm
것은	것/nbn+은/jxc
곧	곧/maj
한울을	한울/ncn+을/jco
믿는	믿/pvg+는/etm
것이요	것/nbn+이/jp+요/ef
,	,/sp
한울을	한울/ncn+을/jco
믿는	믿/pvg+는/etm
것은	것/nbn+은/jxc
곧	곧/maj
마음을	마음/ncn+을/jco
믿는	믿/pvg+는/etm
것이기	것/nbn+이/jp+기/etn
때문에	때문/nbn+에/jca
,	,/sp
사람에게	사람/ncn+에게/jca
믿는	믿/pvg+는/etm
마음이	마음/ncn+이/jcs
없으면	없/paa+으면/ecs
그저	그저/mag
몸뚱아리나	몸뚱아리/ncn+나/jcj
밥주머니에	밥/ncn+주머니/ncn+에/jca
불과할	불과/ncps+하/xsm+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sl
동학의	동학/nq+의/jcm
삼대	삼대/ncn
덕목인	덕목/ncn+이/jp+ㄴ/etm
성	성/ncn
(	(/sl
誠	誠/ncn
),	)/sr+,/sp
경	경/ncn
(	(/sl
敬	敬/ncn
),	)/sr+,/sp
신	신/ncn
(	(/sl
信	信/ncn
)	)/sr
가운데	가운데/ncn
신을	신/ncn+을/jco
구체적으로	구체/ncn+적/xsn+으로/jca
설명한	설명/ncpa+하/xsv+ㄴ/etm
글이다	글/ncn+이/jp+다/ef
.	./sf
이	이/mmd
삼대	삼대/ncn
덕목은	덕목/ncn+은/jxc
유교	유교/nq
,	,/sp
그	그/mmd
중에서도	중/ncn+에서/jca+도/jxc
성리학의	성리/ncn+학/xsn+의/jcm
풍이	풍/ncn+이/jcs
짙게	짙/paa+게/ecx
배어	배/pvg+어/ecx
있다	있/px+다/ef
.	./sf
다만	다만/mag
믿는	믿/pvg+는/etm
주체나	주체/ncn+나/jcj
대상을	대상/ncn+을/jco
우리	우리/npp
마음으로	마음/ncn+으로/jca
보고	보/pvg+고/ecc
,	,/sp
새롭게	새롭/paa+게/ecx
해석한	해석/ncpa+하/xsv+ㄴ/etm
것이	것/nbn+이/jcs
성리학과	성리/ncn+학/xsn+과/jct
다르다고	다르/paa+다/ef+고/ecs
할	하/px+ㄹ/etm
수	수/nbn
있겠다	있/paa+겠/ep+다/ef
.	./sf
동양	동양/ncn
사상에	사상/ncn+에/jca
있어서의	있/paa+어서/ecs+의/jcm
믿음은	믿음/ncn+은/jxc
,	,/sp
기독교에서처럼	기독/nq+교/xsn+에서/jca+처럼/jca
어떤	어떤/mmd
한	한/nnc
교리를	교리/ncn+를/jco
사실로	사실/ncn+로/jca
믿는	믿/pvg+는/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
의지적인	의지/ncn+적/xsn+이/jp+ㄴ/etm
행위를	행위/ncn+를/jco
말한다기보다는	말하/pvg+ㄴ다/ef+기/etn+보다/jca+는/jxc
,	,/sp
보통	보통/ncn
스스로의	스스로/ncn+의/jcm
마음	마음/ncn
상태를	상태/ncn+를/jco
다시	다시/mag
여미는	여미/pvg+는/etm
내적인	내적/ncn+이/jp+ㄴ/etm
정돈	정돈/ncn
정도로	정도/ncn+로/jca
해석될	해석/ncpa+되/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
9	9/nnc
정성과	정성/ncn+과/jcj
믿음	믿음/ncn
"	"/sr
배울	배우/pvg+ㄹ/etm
때에는	때/ncn+에/jca+는/jxc
폭	폭/ncn
넓게	넓/paa+게/ecx
하고	하/px+고/ecc
,	,/sp
물을	묻/pvg+을/etm
때에는	때/ncn+에/jca+는/jxc
자세하게	자세하/paa+게/ecx
물으며	묻/pvg+으며/ecs
,	,/sp
행할	행하/pvg+ㄹ/etm
때에는	때/ncn+에/jca+는/jxc
독실하게	독실/ncps+하/xsm+게/ecx
하십시오	하/px+십시오/ef
.	./sf
만일	만일/mag
바탕이	바탕/ncn+이/jcs
신령스럽게	신령/ncps+스럽/xsm+게/ecx
되지	되/px+지/ecx
못하면	못하/px+면/ecs
,	,/sp
이것은	이것/npd+은/jxc
정성이	정성/ncn+이/jcs
없고	없/paa+고/ecc
믿음이	믿음/ncn+이/jcs
없는	없/paa+는/etm
까닭입니다	까닭/ncn+이/jp+ㅂ니다/ef
.	./sf
정성과	정성/ncn+과/jcj
믿음이	믿음/ncn+이/jcs
있으면	있/paa+으면/ecs
돌을	돌/ncn+을/jco
굴려서	굴리/pvg+어서/ecs
산	산/ncn
위로	위/ncn+로/jca
그	그/mmd
돌을	돌/ncn+을/jco
올리는	올리/pvg+는/etm
것일지라도	것/nbn+이/jp+ㄹ지라도/ecs
쉽겠습니다마는	쉽/paa+겠/ep+습니다/ef+마는/jxc
,	,/sp
정성이	정성/ncn+이/jcs
없고	없/paa+고/ecc
믿음이	믿음/ncn+이/jcs
없으면	없/paa+으면/ecs
돌을	돌/ncn+을/jco
산밑으로	산/ncn+밑/ncn+으로/jca
굴려	굴리/pvg+어/ecs
내리는	내리/pvg+는/etm
것조차도	것/nbn+조차/jxc+도/jxc
어려운	어렵/paa+ㄴ/etm
것이니	것/nbn+이/jp+니/ecs
,	,/sp
공부하는	공부/ncpa+하/xsv+는/etm
것의	것/nbn+의/jcm
쉽고	쉽/paa+고/ecc
어려움도	어렵/paa+ㅁ/etn+도/jxc
바로	바로/mag
이와	이/npd+와/jct
같습니다	같/paa+습니다/ef
."	./sf+"/sl
해월은	해월/nq+은/jxc
여기에서	여기/npd+에서/jca
성	성/ncn
(	(/sl
誠	誠/ncn
),	)/sr+,/sp
경	경/ncn
(	(/sl
敬	敬/ncn
),	)/sr+,/sp
신	신/ncn
(	(/sl
信	信/ncn
)	)/sr
가운데	가운데/ncn
성	성/ncn
(	(/sl
정성	정성/ncn
)과	)/sr+과/jcj
신	신/ncn
(	(/sl
믿음	믿음/ncn
)을	)/sr+을/jco
강조한다	강조/ncpa+하/xsv+ㄴ다/ef
.	./sf
성과	성/ncn+과/jcj
경은	경/ncn+은/jxc
성리학에서	성리/ncn+학/xsn+에서/jca
중요시되었던	중요/ncn+시/xsn+되/xsv+었/ep+던/etm
덕목이지만	덕목/ncn+이/jp+지만/ecs
,	,/sp
신은	신/ncn+은/jxc
그다지	그다지/mag
중요시되지	중요/ncn+시/xsn+되/xsv+지/ecx
않았다는	않/px+았/ep+다/ef+는/etm
점에서	점/ncn+에서/jca
성리학과는	성리/ncn+학/xsn+과/jct+는/jxc
약간의	약간/ncn+의/jcm
차이가	차이/ncn+가/jcs
있다고	있/paa+다/ef+고/ecs
하겠다	하/px+겠/ep+다/ef
.	./sf
이	이/mmd
책에	책/ncn+에/jca
실린	실리/pvg+ㄴ/etm
세	세/nnc
교단	교단/ncn
가운데	가운데/ncn
가장	가장/mag
유교에	유교/nq+에/jca
가까운	가깝/paa+ㄴ/etm
가르침이	가르치/pvg+ㅁ/etn+이/jcs
바로	바로/mag
이	이/mmd
동학이다	동학/nq+이/jp+다/ef
.	./sf
학자	학자/ncn
가운데에는	가운데/ncn+에/jca+는/jxc
동학을	동학/nq+을/jco
"	"/sr
세속화된	세속/ncn+화/xsn+되/xsv+ㄴ/etm
유교	유교/nq
"라고까지	"/sl+라고/jcr+까지/jxc
말하는	말하/pvg+는/etm
이도	이/npp+도/jxc
있을	있/paa+을/etm
정도로	정도/ncn+로/jca
,	,/sp
동학과	동학/nq+과/jct
특히	특히/mag
수운의	수운/nq+의/jcm
경우	경우/ncn
유교는	유교/nq+는/jxc
많은	많/paa+은/etm
면에서	면/ncn+에서/jca
유사점을	유사/ncn+점/xsn+을/jco
갖고	갖/pvg+고/ecx
있다	있/px+다/ef
.	./sf
그러나	그러나/maj
유사점이	유사/ncn+점/xsn+이/jcs
많은	많/paa+은/etm
만큼	만큼/nbn
차이점도	차이/ncn+점/xsn+도/jxc
많이	많/paa+이/xsa
발견된다	발견/ncpa+되/xsv+ㄴ다/ef
.	./sf
가령	가령/mag
위의	위/ncn+의/jcm
글	글/ncn
안에서	안/ncn+에서/jca
그	그/mmd
차이점을	차이/ncn+점/xsn+을/jco
찾아	찾/pvg+아/ecx
보면	보/px+면/ecs
,	,/sp
해월은	해월/nq+은/jxc
정성과	정성/ncn+과/jcj
믿음만	믿음/ncn+만/jxc
제대로	제대로/mag
갖추어진다면	갖추/pvg+어/ecx+지/px+ㄴ다/ef+면/ecs
삼	삼/nnc
년	년/nbu
안에	안/ncn+에/jca
도안이	도안/ncn+이/jcs
밝아진다고	밝/pvg+아/ecx+지/px+ㄴ다/ef+고/ecs
