<tdmsfile>
<tdmsfile>
kbs1.hwp
여러분	여러분/npp
엉뚱하게도	엉뚱/ncps+하/xsm+게/ecs+도/jxc
하남시가	하남시/nq+가/jcc
아닙니다.	아니/paa+ㅂ니다/ef+./sf
*4차	*/sy+4/nno+차/nbu
신고.	신고/ncn+./sp
불이	불/ncn+이/jcs
났는데요.	나/pvg+았/ep+는데/ecs+요/jxf+./sf
어디,	어디/npd+,/sp
하남시요?	하남시/nq+요/jxf+?/sf
예.	예/ii+./sf
0344-119	0344/nno+-/sd+119/nno
하세요.	하/pvg+시/ep+에/ef+요/jxf+./sf
소방본부에서	소방/ncn+본부/ncn+에서/jca
알려준	알리/pvg+어/ecx+주/px+ㄴ/etm
번호로	번호/ncn+로/jca
화재신고를	화재/ncn+신고/ncn+를/jco
했지만	하/pvg+었/ep+지만/ecs
여기는	여기/npd+는/jxc
고양소방서니	고양소방서/nq+이/jp+니/ecs
하남으로	하남/nq+으로/jca
신고를	신고/ncn+를/jco
하라는	하/pvg+라/ef+는/etm
대답만	대답/ncn+만/jxc
듣자	듣/pvg+자/ecs
이번엔	이/mmd+번/nbn+에/jca+ㄴ/jxc
공장주인	공장/ncn+주인/ncn
부인이	부인/ncn+이/jcs
서울	nq[서울/nq
소방본부를	소방/ncn+본부/ncn]nq+를/jco
다시	다시/mag
찾았습니다.	찾/pvg+았/ep+습니다/ef+./sf
*6차	*/sy+6/nno+차/nbu
신고	신고/ncn
여보세요,	여보세요/ii+,/sp
연락	연락/ncn
좀	좀/mag
해주세요.	하/pvg+어/ecx+주/px+시/ep+에/ef+요/jxf+./sf
연락이	연락/ncn+이/jcs
안돼요,	안되/pvg+어/ef+요/jxf+,/sp
진짜.	진짜/ncn+./sf
감북동	감북동/nq
말씀하시는	말씀/ncpa+하/xsv+시/ep+는/etm
거죠?	거/nbn+지/ef+요/jxf+?/sf
거기	거기/mad
나갔어요,	나가/pvg+았/ep+어/ef+요/jxf+,/sp
하남시에서	하남시/nq+에서/jca
나갔으니까.	나가/pvg+았/ep+으니까/ef+./sf
아저씨	아저씨/ncn
좀	좀/mag
살려주세요.	살리/pvg+어/ecx+주/px+시/ep+에/ef+요/jxf+./sf
연락했어요.	연락/ncpa+하/xsv+었/ep+어/ef+요/jxf+./sf
죽겠네,	죽/pvg+겠/ep+네/ef+,/sp
전화	전화/ncn
안되잖아요.	안되/pvg+지/ecx+않/px+아/ef+요/jxf+./sf
우리	우리/npp
애기가...	애기/ncn+가/jcs+.../se
하남시에서	하남시/nq+에서/jca
출동했어요.	출동/ncpa+하/xsv+었/ep+어/ef+요/jxf+./sf
*7차	*/sy+7/nno+차/nbu
신고	신고/ncn
119	119/nno
좀	좀/mag
불러주세요.	부르/pvg+어/ecx+주/px+시/ep+에/ef+요/jxf+./sf
아직	아직/mag
안왔어요?	안/mag오/pvg+았/ep+어/ef+요/jxf+?/sf
하남시에서?	하남시/nq+에서/jca+?/sf
아이	아이/ii
미치겠네,	미치/pvg+겠/ep+네/ef+,/sp
나	나/npp
미치겠네.	미치/pvg+겠/ep+네/ef+./sf
불이	불/ncn+이/jcs
난지	나/pvg+ㄴ지/ecs
30여분이	30/nnc+여/xsn+분/nbu+이/jcs
지나	지나/pvg+아/ecs
소방대가	소방/ncn+대/xsn+가/jcs
도착했지만	도착/ncpa+하/xsv+었/ep+지만/ecs
이미	이미/mag
불길은	불길/ncn+은/jxc
모든	모든/mmd
것을	것/nbn+을/jco
삼킨	삼키/pvg+ㄴ/etm
뒤입니다.	뒤/ncn+이/jp+ㅂ니다/ef+./sf
하남시든	하남시/nq+든/jcj
어디든	어디/npd+든/jxc
경기권이니까	경기/nq+권/ncn+이/jp+니까/ecs
서울로	서울/nq+로/jca
전화를	전화/ncn+를/jco
해주기를	하/pvg+어/ecx+주/px+기/etn+를/jco
바라는거	바라/pvg+는/etm
거	거/nbn
아니예요,	아니/paa+예/ef+요/ef+,/sp
서울이든	서울/nq+이든/jcj
하남시든	하남시/nq+든/jxc
연락을	연락/ncn+을/jco
해주기를	하/pvg+어/ecx+주/px+기/etn+를/jco
바라는데	바라/pvg+는데/ecs
그렇게	그렇/pad+게/ecs
안해주고	안하/pvg+어/ecx+주/px+고/ecs
관할구역만	관할/ncn+구역/ncn+만/jxc
미루고...	미루/pvg+고/ecc+.../se
소방본부는	소방/ncn+본부/ncn+는/jxc
신고	신고/ncn
접수체계가	접수/ncn+체계/ncn+가/jcs
잘못됐다며	잘못/mag+되/xsv+었/ep+다/ef+며/ecs
책임을	책임/ncn+을/jco
이동통신회사에	이동/ncn+통신/ncn+회사/ncn+에/jca
떠넘깁니다.	떠넘기/pvg+ㅂ니다/ef+./sf
서울	서울/nq
인접지역에서	인접/ncn+지역/ncn+에서/jca
휴대폰으로	휴대폰/ncn+으로/jca
신고를	신고/ncn+를/jco
할	하/pvg+ㄹ/etm
경우에	경우/ncn+에/jca
관할	관할/ncn
소방서로	소방/ncn+서/xsn+로/jca
수보가	수보/ncn+가/jcc
돼야되는데	되/pvg+어야/ecs+되/pvg+는데/ecs
이동통신회사의	이동/ncn+통신/ncn+회사/ncn+의/jcm
기술적인	기술/ncn+적/xsn+이/jp+ㄴ/etm
문제점때문에	문제/ncn+점/ncn+때문/nbn+에/jca
서울	nq[서울/nq
소방본부로	소방/ncn+본부/ncn]nq+로/jca
수보가	수보/ncn+가/jcc
되고	되/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
이동통신	이동/ncn+통신/ncn
6백만시대에	6백만/nnc+시대/ncn+에/jca
걸맞게	걸맞/paa+게/ecs
긴급	긴급/ncn
전화연결시스템을	전화/ncn+연결/ncn+시스템/ncn+을/jco
갖추고	갖추/pvg+고/ecs
소방서의	소방/ncn+서/xsn+의/jcm
비상연락망	비상/ncn+연락/ncn+망/ncn
체계도	체계/ncn+도/jxc
점검해야	점검/ncpa+하/xsv+어야/ecs
할	하/px+ㄹ/etm
시점입니다.	시점/ncn+이/jp+ㅂ니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
이영현입니다.	이영현/nq+이/jp+ㅂ니다/ef+./sf
불법오락실	불법/ncn+오락/ncn+실/xsn
'철퇴'	'/sl+철퇴/ncn+'/sr
사행성	사행/ncn+성/xsn
오락기를	오락/ncn+기/xsn+를/jco
설치하고	설치/ncpa+하/xsv+고/ecs
청소년들을	청소년/ncn+들/xsn+을/jco
출입시킨	출입/ncpa+시키/xsv+ㄴ/etm
오락실들이	오락/ncn+실/xsn+들/xsn+이/jcs
철퇴를	철퇴/ncn+를/jco
맞았습니다.	맞/pvg+았/ep+습니다/ef+./sf
검찰은	검찰/ncn+은/jxc
오늘	오늘/mag
영등포역	영등포역/nq
일대	일대/ncn
불법	불법/ncn
오락실	오락/ncn+실/xsn
6군데를	6/nnc+군데/nbu+를/jco
폐쇄하고	폐쇄/ncpa+하/xsv+고/ecs
불법	불법/ncn
오락기들을	오락/ncn+기/xsn+들/xsn+을/jco
모두	모두/mag
폐기시켰습니다.	폐기/ncpa+시키/xsv+었/ep+습니다/ef+./sf
박유한	박유한/nq
기자의	기자/ncn+의/jcm
보도입니다.	보도/ncn+이/jp+ㅂ니다/ef+./sf
청소년들을	청소년/ncn+들/xsn+을/jco
유혹하던	유혹/ncpa+하/xsv+던/etm
무허가	무/xp+허가/ncn
성인용	성인/ncn+용/xsn
오락기들이	오락/ncn+기/xsn+들/xsn+이/jcs
폐기처분되고	폐기/ncn+처분/ncpa+되/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
오늘	오늘/mag
영등포역	영등포역/nq
일대	일대/ncn
6개	6/nnc+개/nbu
업소에서	업소/ncn+에서/jca
압류돼	압류/ncpa+되/xsv+어/ecs
폐기된	폐기/ncpa+되/xsv+ㄴ/etm
불법	불법/ncn
오락기는	오락/ncn+기/xsn+는/jxc
모두	모두/mag
195대,	195/nnc+대/nbu+,/sp
강제로	강제/ncn+로/jca
폐기처분된	폐기/ncn+처분/ncpa+되/xsv+ㄴ/etm
오락기들입니다.	오락/ncn+기/xsn+들/xsn+이/jp+ㅂ니다/ef+./sf
적발된	적발/ncpa+되/xsv+ㄴ/etm
업체들은	업체/ncn+들/xsn+은/jxc
이렇게	이렇/pad+게/ecs
슬롯머신을	슬롯머신/ncn+을/jco
흉내낸	흉내/ncn+내/pvg+ㄴ/etm
도박용	도박/ncn+용/xsn
오락기	오락/ncn+기/xsn
등을	등/nbn+을/jco
갖춰놓고	갖추/pvg+어/ecx+놓/px+고/ecs
청소년들을	청소년/ncn+들/xsn+을/jco
상대로	상대/ncn+로/jca
하루에도	하루/ncn+에/jca+도/jxc
수백만원씩의	수백만/nnc+원/nbu+씩/xsn+의/jcm
이득을	이득/ncn+을/jco
취해왔습니다.	취하/pvg+어/ecx+오/px+았/ep+습니다/ef+./sf
검찰은	검찰/ncn+은/jxc
지난달	지나/pvg+ㄴ/etm+달/ncn
이들	이/npd+들/xsn
업소의	업소/ncn+의/jcm
업주	업주/ncn
6명을	6/nnc+명/nbu+을/jco
구속기소한데	구속/ncn+기소/ncpa+하/xsv+ㄴ/etm+데/nbn
이어	이어/mag
오늘은	오늘/ncn+은/jxc
아예	아예/mag
오락실	오락/ncn+실/xsn
자체를	자체/ncn+를/jco
폐쇄시켰습니다.	폐쇄/ncpa+시키/xsv+었/ep+습니다/ef+./sf
청소년을	청소년/ncn+을/jco
고용	고용/ncn
또는	또는/maj
출입시켜서	출입/ncpa+시키/xsv+어서/ecs
청소년에게	청소년/ncn+에게/jca
사행심을	사행/ncn+심/xsn+을/jco
조장해서	조장/ncpa+하/xsv+어서/ecs
범죄길로	범죄/ncn+길/ncn+로/jca
빠지게	빠지/pvg+게/ecx
하는	하/px+는/etm
것을	것/nbn+을/jco
막기	막/pvg+기/etn
위해서	위하/pvg+어서/ecs
단속하게	단속/ncpa+하/xsv+게/ecs
된	되/pvg+ㄴ/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
또	또/maj
이들	이/npd+들/xsn
오락실들이	오락/ncn+실/xsn+들/xsn+이/jcs
폭력조직의	폭력/ncn+조직/ncn+의/jcm
자금원으로	자금/ncn+원/xsn+으로/jca
악용될	악용/ncpa+되/xsv+ㄹ/etm
우려도	우려/ncn+도/jxc
있었다는	있/paa+었/ep+다/ef+는/etm
게	거/nbn+이/jcs
검찰의	검찰/ncn+의/jcm
설명입니다.	설명/ncn+이/jp+ㅂ니다/ef+./sf
실제로	실제로/mag
지난달	지나/pvg+ㄴ/etm+달/ncn
단속	단속/ncn
당시	당시/ncn
6개	6/nnc+개/nbu
업소에서	업소/ncn+에서/jca
압수된	압수/ncpa+되/xsv+ㄴ/etm
현금만도	현금/ncn+만/jxc+도/jxc
2천5백만원에	2천5백만/nnc+원/nbu+에/jca
달했습니다.	달하/pvg+었/ep+습니다/ef+./sf
이렇게	이렇/pad+게/ecs
청소년들을	청소년/ncn+들/xsn+을/jco
유혹하는	유혹/ncpa+하/xsv+는/etm
불법	불법/ncn
오락실들은	오락/ncn+실/xsn+들/xsn+은/jxc
서울시내	서울/nq+시내/ncn
곳곳에	곳곳/ncn+에/jca
독버섯처럼	독버섯/ncn+처럼/jca
번져	번지/pvg+어/ecx
있습니다.	있/px+습니다/ef+./sf
따라서	따라서/maj
검찰은	검찰/ncn+은/jxc
영등포	영등포/nq
일대는	일대/ncn+는/jxc
물론	물론/ncn
여의도와	여의도/nq+와/jcj
화곡동	화곡동/nq
등지로	등지/nbn+로/jca
범위를	범위/ncn+를/jco
넓혀	넓히/pvg+어/ecs
지속적인	지속/ncn+적/xsn+이/jp+ㄴ/etm
단속을	단속/ncn+을/jco
펼	펴/pvg+ㄹ/etm
방침입니다.	방침/ncn+이/jp+ㅂ니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
박유한입니다.	박유한/nq+이/jp+ㅂ니다/ef+./sf
'면역약화'	'/sl+면역/ncn+약화/ncn+'/sr
첫	첫/mma
입증	입증/ncn
전기장판	전기/ncn+장판/ncn
등에서	등/nbn+에서/jca
나오는	나오/pvg+는/etm
전자파가	전자/ncn+파/xsn+가/jcs
인체의	인체/ncn+의/jcm
면역기능을	면역/ncn+기능/ncn+을/jco
크게	크/paa+게/ecs
약화시키는	약화/ncpa+시키/xsv+는/etm
것으로	것/nbn+으로/jca
나타났습니다.	나타나/pvg+았/ep+습니다/ef+./sf
국내	국내/ncn
연구진의	연구/ncn+진/xsn+의/jcm
실험	실험/ncn
결과	결과/ncn
전자파에	전자/ncn+파/xsn+에/jca
오랜	오래/paa+ㄴ/etm
시간	시간/ncn
노출될	노출/ncpa+되/xsv+ㄹ/etm
경우	경우/ncn
노화와	노화/ncn+와/jcj
암을	암/ncn+을/jco
억제하는	억제/ncpa+하/xsv+는/etm
기능을	기능/ncn+을/jco
가진	가지/pvg+ㄴ/etm
멜라토닌	멜라토닌/ncn
호르몬이	호르몬/ncn+이/jcs
최고	최고/ncn
80%까지	80/nnc+%/su+까지/jxc
감소한다는	감소/ncpa+하/xsv+ㄴ다/ef+는/etm
사실이	사실/ncn+이/jcs
입증됐습니다.	입증/ncpa+되/xsv+었/ep+습니다/ef+./sf
김명섭	김명섭/nq
기자가	기자/ncn+가/jcs
취재했습니다.	취재/ncpa+하/xsv+었/ep+습니다/ef+./sf
한양대	한양대/nq
의대	의대/ncn
김윤신	김윤신/nq
교수와	교수/ncn+와/jcj
국립환경연구원	국립환경연구원/nq
홍승철	홍승철/nq
박사팀이	박사/ncn+팀/ncn+이/jcs
20대	20/nnc+대/nbn
건강한	건강/ncps+하/xsm+ㄴ/etm
성인남자	성인/ncn+남자/ncn
5명을	5/nnc+명/nbu+을/jco
대상으로	대상/ncn+으로/jca
6주	6/nnc+주/nbu
동안	동안/ncn
60헤르쯔의	60/nnc+헤르쯔/nbu+의/jcm
전자파가	전자/ncn+파/xsn+가/jcs
나오는	나오/pvg+는/etm
전기장판에서	전기/ncn+장판/ncn+에서/jca
자게	자/pvg+게/ecx
한	하/px+ㄴ/etm
뒤	뒤/ncn
소변에	소변/ncn+에/jca
포함된	포함/ncpa+되/xsv+ㄴ/etm
멜라토닌양을	멜라토닌/ncn+양/ncn+을/jco
조사한	조사/ncpa+하/xsv+ㄴ/etm
결과	결과/ncn
한명을	한/nnc+명/nbu+을/jco
제외한	제외/ncpa+하/xsv+ㄴ/etm
4명	4/nnc+명/nbu
모두	모두/ncn
전기장판	전기/ncn+장판/ncn
사용후	사용/ncn+후/ncn
멜라토닌의	멜라토닌/ncn+의/jcm
양이	양/ncn+이/jcs
크게	크/paa+게/ecs
감소했습니다.	감소/ncpa+하/xsv+었/ep+습니다/ef+./sf
피실험자	피/xp+실험/ncn+자/xsn
A의	A/f+의/jcm
경우	경우/ncn
멜라토닌이	멜라토닌/ncn+이/jcs
12.9%	12.9/nnc+%/su
감소했고,	감소/ncpa+하/xsv+었/ep+고/ecc+,/sp
B는	B/f+는/jxc
44.5%가,	44.5/nnc+%/su+가/jcs+,/sp
C는	C/f+는/jxc
62.3%가,	62.3/nnc+%/su+가/jcs+,/sp
D는	D/f+는/jxc
최고	최고/ncn
81.4%나	81.4/nnc+%/su+나/jxc
감소한	감소/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
나타나	나타나/pvg+아/ecs
전자파가	전자/ncn+파/xsn+가/jcs
인체에	인체/ncn+에/jca
얼마나	얼마나/mag
유해한지	유해/ncps+하/xsm+ㄴ지/ecs
입증해	입증/ncpa+하/xsv+어/ecx
주었습니다.	주/px+었/ep+습니다/ef+./sf
전자장의	전자장/ncn+의/jcm
영향이	영향/ncn+이/jcs
실제적으로	실제/ncn+적/xsn+으로/jca
우리	우리/npp
인체에	인체/ncn+에/jca
건강상의	건강/ncn+상/xsn+의/jcm
영향을	영향/ncn+을/jco
줄	주/pvg+ㄹ/etm
수	수/nbn
있다는	있/paa+다/ef+는/etm
가능성에	가능/ncn+성/xsn+에/jca
대해서	대하/pvg+어서/ecs
충분히	충분/ncn+히/xsa
시사하는	시사/ncpa+하/xsv+는/etm
바가	바/nbn+가/jcs
크다고	크/paa+다/ef+고/jcr
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
인체	인체/ncn
호르몬의	호르몬/ncn+의/jcm
일종인	일종/ncn+이/jp+ㄴ/etm
멜라토닌은	멜라토닌/ncn+은/jxc
인체의	인체/ncn+의/jcm
수면을	수면/ncn+을/jco
조절하고	조절/ncpa+하/xsv+고/ecc
암세포	암/ncn+세포/ncn
증식을	증식/ncn+을/jco
억제하며	억제/ncpa+하/xsv+며/ecc
노화를	노화/ncn+를/jco
방지하는,	방지/ncpa+하/xsv+는/etm+,/sp
사람에게	사람/ncn+에게/jca
없어서는	없/paa+어서/ecs+는/jxc
안될	안/mag+되/pvg+ㄹ/etm
필수	필수/ncn
호르몬입니다.	호르몬/ncn+이/jp+ㅂ니다/ef+./sf
이번	이/mmd+번/nbn
실험	실험/ncn
결과는	결과/ncn+는/jxc
일상	일상/ncn
생활에서	생활/ncn+에서/jca
쓰는	쓰/pvg+는/etm
대부분의	대부분/ncn+의/jcm
전기제품과	전기/ncn+제품/ncn+과/jcj
전압선	전압/ncn+선/ncn
등에서도	등/nbn+에서/jca+도/jxc
전기장판	전기/ncn+장판/ncn
못지않은	못지않/paa+은/etm
전자파가	전자/ncn+파/xsn+가/jcs
나온다는	나오/pvg+ㄴ다/ef+는/etm
사실을	사실/ncn+을/jco
감안할	감안/ncpa+하/xsv+ㄹ/etm
때	때/ncn
전자파	전자/ncn+파/xsn
위험성에	위험/ncn+성/xsn+에/jca
대한	대하/pvg+ㄴ/etm
대책마련이	대책/ncn+마련/ncn+이/jcs
시급함을	시급/ncps+하/xsm+ㅁ/etn+을/jco
보여주고	보이/pvg+어/ecx+주/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
이와	이/npd+와/jct
같이	같/paa+이/xsa
전자파	전자/ncn+파/xsn
노출의	노출/ncn+의/jcm
위험성이	위험/ncn+성/xsn+이/jcs
밝혀짐에	밝히/pvg+어/ecx+지/px+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
환경부는	환경부/nq+는/jxc
정보통신부	정보통신부/nq
등	등/nbn
관련부처와	관련/ncn+부처/ncn+와/jct
협의	협의/ncn
해	하/pvg+어/ecs
올해안으로	올해/ncn+안/ncn+으로/jca
전자파	전자/ncn+파/xsn
규제기준안을	규제/ncn+기준/ncn+안/ncn+을/jco
마련하기로	마련/ncpa+하/xsv+기/etn+로/jca
했습니다.	하/pvg+었/ep+습니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
김명섭입니다.	김명섭/nq+이/jp+ㅂ니다/ef+./sf
"체중조절	"/sl+체중/ncn+조절/ncn
하세요"	하/pvg+시/ep+에/ef+요/jxf+"/sr
평소에	평소/ncn+에/jca
술을	술/ncn+을/jco
거의	거의/mag
안	안/mag
마시는	마시/pvg+는/etm
사람도	사람/ncn+도/jxc
병원에서	병원/ncn+에서/jca
지방간이라는	지방간/ncn+이/jp+라/ef+는/etm
진단을	진단/ncn+을/jco
받는	받/pvg+는/etm
경우가	경우/ncn+가/jcs
있습니다.	있/paa+습니다/ef+./sf
대부분이	대부분/ncn+이/jcs
비만과	비만/ncn+과/jcj
당뇨가	당뇨/ncn+가/jcs
있는	있/paa+는/etm
분들입니다.	분/nbn+들/xsn+이/jp+ㅂ니다/ef+./sf
이런	이런/mmd
비알콜성	비/xp+알콜/ncn+성/xsn
지방간의	지방간/ncn+의/jcm
경우	경우/ncn
당뇨와	당뇨/ncn+와/jcj
비만으로	비만/ncn+으로/jca
인해서	인하/pvg+어서/ecs
합병증까지	합병/ncn+증/xsn+까지/jxc
나타날	나타나/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있기	있/paa+기/etn
때문에	때문/nbn+에/jca
체중조절	체중/ncn+조절/ncn
등	등/nbn
각별한	각별/ncps+하/xsm+ㄴ/etm
주의가	주의/ncn+가/jcs
필요합니다.	필요/ncps+하/xsm+ㅂ니다/ef+./sf
이영진	이영진/nq
기자의	기자/ncn+의/jcm
보도입니다.	보도/ncn+이/jp+ㅂ니다/ef+./sf
정상적인	정상/ncn+적/xsn+이/jp+ㄴ/etm
간은	간/ncn+은/jxc
붉그스레하지만	붉그스레/ncps+하/xsm+지만/ecs
지방이	지방/ncn+이/jcs
쌓인	쌓이/pvg+ㄴ/etm
지방간은	지방간/ncn+은/jxc
부어올라	붓/pvg+어/ecs+오르/pvg+아/ecs
누런	누렇/paa+ㄴ/etm
색을	색/ncn+을/jco
띄고	띄/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
내부조직에도	내부/ncn+조직/ncn+에/jca+도/jxc
지방이	지방/ncn+이/jcs
끼여	끼이/pvg+어/ecs
정상조직과는	정상/ncn+조직/ncn+과/jct+는/jxc
확연히	확연/ncn+히/xsa
구분됩니다.	구분/ncpa+되/xsv+ㅂ니다/ef+./sf
이런	이런/mmd
지방간은	지방간/ncn+은/jxc
술을	술/ncn+을/jco
마시지	마시/pvg+지/ecx
않는	않/px+는/etm
사람에게도	사람/ncn+에게/jca+도/jxc
자주	자주/mag
나타납니다.	나타나/pvg+ㅂ니다/ef+./sf
비만한	비만/ncps+하/xsm+ㄴ/etm
사람의	사람/ncn+의/jcm
7-80%,	7/nnc+-/sd+80/nnc+%/su+,/sp
그리고	그리고/maj
성인	성인/ncn
당뇨환자의	당뇨/ncn+환자/ncn+의/jcm
절반	절반/ncn
정도는	정도/ncn+는/jxc
지방간을	지방간/ncn+을/jco
가지고	가지/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
우리	우리/npp
몸에	몸/ncn+에/jca
지방이	지방/ncn+이/jcs
많아지면	많/paa+아/ecx+지/px+면/ecs
간에	간/ncn+에/jca
도달하는	도달/ncpa+하/xsv+는/etm
지방산도	지방산/ncn+도/jxc
늘어나	늘/pvg+어/ecx+나/px+아/ecs
미처	미처/mag
처리하지	처리/ncpa+하/xsv+지/ecx
못하는	못하/px+는/etm
지방이	지방/ncn+이/jcs
간에	간/ncn+에/jca
쌓이게	쌓이/pvg+게/ecs
됩니다.	되/pvg+ㅂ니다/ef+./sf
비만인	비만/ncn+이/jp+ㄴ/etm
사람은	사람/ncn+은/jxc
이런	이런/mmd
현상이	현상/ncn+이/jcs
나타날	나타나/pvg+ㄹ/etm
확률이	확률/ncn+이/jcs
더욱	더욱/mag
높습니다.	높/paa+습니다/ef+./sf
기능이상이라든지	기능/ncn+이상/ncn+이/jp+라/ef+든지/ecs
간이	간/ncn+이/jcs
붓는다든지	붓/pvg+는다/ef+든지/ecs
그런	그런/mmd
경우는	경우/ncn+는/jxc
계속해서	계속/ncpa+하/xsv+어서/ecs
오래	오래/mag
지속이	지속/ncn+이/jcc
되면은	되/pvg+면/ecs+은/jxc
섬유화가	섬유/ncn+화/xsn+가/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
있기	있/paa+기/etn
때문에	때문/nbn+에/jca
관심을	관심/ncn+을/jco
두고	두/pvg+고/ecs
경과	경과/ncn
관찰을...	관찰/ncn+을/jco+.../se
이런	이런/mmd
비알콜성	비/xp+알콜/ncn+성/xsn
지방간은	지방간/ncn+은/jxc
드물기는	드물/paa+기/etn+는/jxc
하지만	하/pvg+지만/ecs
간세포의	간/ncn+세포/ncn+의/jcm
손상을	손상/ncn+을/jco
일으켜	일으키/pvg+어/ecs
섬유화되면서	섬유/ncn+화/xsn+되/xsv+면서/ecs
간경변으로	간경변/ncn+으로/jca
악화될	악화/ncpa+되/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있습니다.	있/paa+습니다/ef+./sf
특히	특히/mag
주원인인	주/mma+원인/ncn+이/jp+ㄴ/etm
비만과	비만/ncn+과/jcj
당뇨는	당뇨/ncn+는/jxc
다른	다르/paa+ㄴ/etm
각종	각종/ncn
성인병의	성인/ncn+병/ncn+의/jcm
원인이기도	원인/ncn+이/jp+기/etn+도/jxc
해	하/pvg+어/ecs
각별히	각별/ncn+히/xsa
신경을	신경/ncn+을/jco
써야	쓰/pvg+어야/ecs
합니다.	하/px+ㅂ니다/ef+./sf
비알콜성	비/xp+알콜/ncn+성/ncn
지방간은	지방간/ncn+은/jxc
당장	당장/ncn
몸에	몸/ncn+에/jca
큰	크/paa+ㄴ/etm
증상을	증상/ncn+을/jco
유발하는	유발/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
아니어서	아니/paa+어서/ecs
지나치게	지나치/paa+게/ecs
민감할	민감/ncps+하/xsm+ㄹ/etm
필요는	필요/ncn+는/jxc
없고,	없/paa+고/ecc+,/sp
알콜성과는	알콜/ncn+성/xsn+과/jct+는/jxc
달리	다르/paa+이/xsa
소량의	소량/ncn+의/jcm
음주도	음주/ncn+도/jxc
무방	무방/ncn
합니다.	하/pvg+ㅂ니다/ef+./sf
그러나	그러나/maj
특효약이	특효/ncn+약/ncn+이/jcs
있는	있/paa+는/etm
것은	것/nbn+은/jxc
아니기	아니/paa+기/etn
때문에	때문/nbn+에/jca
규칙적인	규칙/ncn+적/xsn+이/jp+ㄴ/etm
운동과	운동/ncn+과/jct
함께	함께/mag
기름기가	기름/ncn+기/xsn+가/jcs
많은	많/paa+은/etm
음식을	음식/ncn+을/jco
피하고	피하/pvg+고/ecc
채소와	채소/ncn+와/jcj
과일을	과일/ncn+을/jco
자주	자주/mag
섭취하는	섭취/ncpa+하/xsv+는/etm
식이요법을	식이/ncn+요법/ncn+을/jco
통해	통하/pvg+어/ecs
체중을	체중/ncn+을/jco
조절하는	조절/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
가장	가장/mag
중요	중요/ncn
하다고	하/pvg+다/ef+고/jcr
전문가들은	전문/ncn+가/xsn+들/xsn+은/jxc
강조합니다.	강조/ncpa+하/xsv+ㅂ니다/ef+./sf
KBS	KBS/f
뉴스,	뉴스/ncn+,/sp
이영진입니다.	이영진/nq+이/jp+ㅂ니다/ef+./sf
경제계	경제/ncn+계/xsn
원로들과	원로/ncn+들/xsn+과/jcj
경제현안	경제/ncn+현안/ncn
의견	의견/ncn
교환	교환/ncn
다음	다음/ncn
소식입니다.	소식/ncn+이/jp+ㅂ니다/ef+./sf
김영삼	김영삼/nq
대통령은	대통령/ncn+은/jxc
오늘	오늘/ncn
낮	낮/ncn
경제계	경제/ncn+계/xsn
원로인	원로/ncn+이/jp+ㄴ/etm
신현확	신현확/nq
