<tdmsfile>
<tdmsfile>
지금	지금/mag
메모와	메모/ncn+와/jcj
추억어린	추억/ncn+어리/pvg+ㄴ/etm
사진들	사진/ncn+들/xsn+을/jco
6백50	6백/nnc+50/nnc
메가바이트	메가바이트/nbu
용량의	용량/ncn+의/jcm
CD롬에	CD/f+롬/ncn+에/jca
꽉꽉	꽉꽉/mag
눌러담아	누르/pvg+어/ecx+담/pvg+아/ecs
휠씬	휠씬/mag
아기자기하다.	아기자기/ncps+하/xsm+다/ef+./sf
친구나	친구/ncn+나/jcj
선생님들의	선생/ncn+님/xsn+들/xsn+의/jcm
주소록을	주소/ncn+록/xsn+을/jco
검색하다가	검색/ncpa+하/xsm+다가/ecs
얼굴이	얼굴/ncn+이/jcs
잘	잘/mag
기억나지	기억/ncn+나/pvg+지/ecx
않을	않/px+을/etm
때는	때/nbn+는/jxc
마우스를	마우스/ncn+를/jco
누르기만	누르/pvg+기/etn+만/jxc
하면	하/pvg+면/ecs
얼굴사진과	얼굴/ncn+사진/ncn+과/jcj
프로필이	프로필/ncn+이/jcs
바로	바로/mag
튀어나온다.	튀/pvg+어/ecx+나오/px+ㄴ다/ef+./sf
컬러프린터로	컬러/ncn+프린터/ncn+로/jca
인쇄한	인쇄/ncpa+하/xsv+ㄴ/etm
CD롬	CD/f+롬/ncn
겉장은	겉장/ncn+은/jxc
거의	거의/mag
아마추어	아마추어/ncn
냄새가	냄새/ncn+가/jcs
풍기지	풍기/pvg+지/ecx
않을	않/px+을/etm
정도로	정도/nbn+로/jca
깔끔하고	깔끔/ncps+하/xsm+고/ecc
예쁘다.	예쁘/paa+다/ef+./sf
일부	일부/ncn
대학에서나	대학/ncn+에서/jca+나/jxc
시도되던	시도/ncpa+되/xsv+던/etm
CD롬	CD/f+롬/ncn
전자앨범을	전자/ncn+앨범/ncn+을/jco
이렇듯	이렇듯/mad
중-고교	중/ncn+-/sd+고교/ncn
학생들이	학생/ncn+들/xsn+이/jcs
직접	직접/mag
제작할	제작/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있었던	있/paa+었/ep+던/etm
것은	것/nbn+은/jxc
전문	전문/ncn
소프트웨어	소프트웨어/ncn
덕분.	덕분/ncn+./sf
한컴미디어에서	한컴미디어/nq+에서/jca
만든	만들/pvg+ㄴ/etm
'학교전자앨범	'/sl+nq[학교/ncn+전자/ncn+앨범/ncn
툴소프트웨어'를	툴/ncn+소프트웨어/ncn]nq+'/sr+를/jco
이용했기	이용/ncpa+하/xsv+었/ep+기/etn
때문이다.	때문/nbn+이/jp+다/ef+./sf
이	이/mmd
소프트웨어는	소프트웨어/ncn+는/jxc
전문적인	전문/ncn+적/xsn+이/jp+ㄴ/etm
컴퓨터	컴퓨터/ncn
지식이나	지식/ncn+이나/jcj
기술	기술/ncn
없이도	없/paa+이/xsa+도/jxc
멀티미미어	멀티미디어/ncn
전자앨범을	전자/ncn+앨범/ncn+을/jco
손쉽게	손/ncn+쉽/paa+게/ecs
만들	만들/pvg+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
도와주는	돕/pvg+아/ecx+주/px+는/etm
일종의	일종/ncn+의/jcm
도구	도구/ncn
프로그램.	프로그램/ncn+./sf
제작과정에	제작/ncn+과정/ncn+에/jca
학생들이	학생/ncn+들/xsn+이/jcs
직접	직접/mag
참여할	참여/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
미리	미리/mag
필요한	필요/ncps+하/xsm+ㄴ/etm
프로그램을	프로그램/ncn+을/jco
내장시켜	내장/ncpa+시키/xsv+어/ecx
놓고는	놓/px+고/ecc+는/jxc
단순히	단순/ncn+히/xsa
기획된	기획/ncpa+되/xsv+ㄴ/etm
비디오	비디오/ncn
화면,	화면/ncn+,/sp
사진,	사진/ncn+,/sp
음악	음악/ncn
등	등/nbn
각	각/mma
종	종/nbu
데이터를	데이터/ncn+를/jco
입력시키기만하면	입력/ncpa+시키/xsv+기/etn+만/jxc+하/pvg+면/ecs
된다.	되/pvg+ㄴ다/ef+./sf
6백50메가바이트	6백/nnc+50/nnc+메가/ncn+바이트/ncn
짜리	짜리/nbn
CD롬에	CD/f+롬/ncn+에/jca
입력하기	입력/ncpa+하/xsv+기/etn
때문에	때문/nbn+에/jca
종이앨범에	종이/ncn+앨범/ncn+에/jca
비해	비하/pvg+어/ecs
훨씬	훨씬/mag
다양하고	다양/ncps+하/xsm+고/ecc
많은	많/paa+은/etm
내용을	내용/ncn+을/jco
넣을	넣/pvg+을/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
한컴미디어	한컴미디어/nq
김태영사장은	김태영/nq+사장/ncn+은/jxc
"외부에	"/sl+외부/ncn+에/jca
의뢰하면	의뢰/ncpa+하/xsv+면/ecs
개당	개/nbu+당/xsn
수만원씩	수만/nnc+원/nbu+씩/xsn
지불해야	지불/ncpa+하/xsv+어야/ecs
하는	하/pvg+는/etm
CD롬	CD/f+롬/ncn
앨범을	앨범/ncn+을/jco
개당	개/nbu+당/xsn
약	약/mag
5천원	5천/nnc+원/nbu
정도에	정도/ncn+에/jca
제작할	제작/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다"며	있/paa+다/ef+"/sr+며/ecc
"멀티미디어	멀티미디어/ncn
작업을	작업/ncn+을/jco
통해	통하/pvg+어/ecs
학생들에게	학생/ncn+들/xsn+에게/jca
컴퓨터를	컴퓨터/ncn+를/jco
교육시키는	교육/ncpa+시키/xsv+는/etm
효과도	효과/ncn+도/jxc
크다"고	크/paa+다/ef+"/sr+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
물론	물론/mag
비디오	비디오/ncn
동영상,	동영상/ncn+,/sp
사진,	사진/ncn+,/sp
음악	음악/ncn
등을	등/nbn+을/jco
입력하려면	입력/ncpa+하/xsv+려면/ecs
펜티엄급	펜티엄/ncn+급/xsn
멀티미디어	멀티미디어/ncn
PC와	PC/f+와/jcj
비디오	비디오/ncn
캡처보드,	캡처보드/ncn+,/sp
스캐너같은	스캐너/ncn+같/paa+은/etm
장비들을	장비/ncn+들/xsn+을/jco
갖춰야	갖추/pvg+어야/ecs
한다.	하/px+ㄴ다/ef+./sf
한컴미디어측은	한컴미디어/nq+측/xsn+은/jxc
이런	이런/mmd
멀티미디어	멀티미디어/ncn
장비와	장비/ncn+와/jcj
소프트웨어를	소프트웨어/ncn+를/jco
9백88만원에	9백88만/nnc+원/nbu+에/jca
보급하고	보급/ncpa+하/xsv+고/ecx
있으며,	있/px+으며/ecc+,/sp
이미	이미/mag
장비가	장비/ncn+가/jcs
갖춰진	갖추/pvg+어/ecx+지/px+ㄴ/etm
곳에는	곳/nbn+에/jca+는/jxc
소프트웨어와	소프트웨어/ncn+와/jcj
기술지원비로	기술/ncn+지원/ncn+비/xsn+로/jca
3백30만원에	3백30만/nnc+원/nbu+에/jca
공급할	공급/ncpa+하/xsv+ㄹ/etm
계획이다.	계획/ncn+이/jp+다/ef+./sf
문의	문의/ncn
02(547)5470..	02/nnc+(/sl+547/nnc+)/sr+5470+../se
'이회창	'/sl+이회창/nq
비상!'	비상/ncn+!/sf+'/sl
김대중,	김대중/nq+,/sp
이인제	이인제/nq
후보	후보/ncn
진영에	진영/ncn+에/jca
'이회창	'/sl+이회창/nq
경보음'이	경보/ncn+음/ncn+'/sr+이/jcs
울리고	울리/pvg+고/ecx
있다.	있/px+다/ef+./sf
여론조사에서	여론/ncn+조사/ncn+에서/jca
'3위'로	'/sl+3/nno+위/nbu+'/sr+로/jca
뒤처져	뒤/ncn+처지/pvg+어/ecx
있던	있/px+던/etm
신한국당	신한국당/nq
이회창총재의	이회창/nq+총재/ncn+의/jcm
지지도	지지/ncn+도/xsn
급상승	급상승/ncn
추세	추세/ncn
때문이다.	때문/nbn+이/jp+다/ef+./sf
신한국당	신한국당/nq
내부	내부/ncn
조사에서는	조사/ncn+에서/jca+는/jxc
이미	이미/mag
지난	지나/pvg+ㄴ/etm
10	10/nno
일	일/nbu
'2위탈환'을	'/sl+2/nno+위/nbu+탈환/ncn+'/sr+을/jco
한	하/pvg+ㄴ/etm
상태이다.	상태/ncn+이/jp+다/ef+./sf
국민신당에	국민신당/nq+에/jca
대한	대하/pvg+ㄴ/etm
청와대지원설	청와대/nq+지원/ncn+설/xsn
파문에	파문/ncn+에/jca
이은,	잇/pvg+은/etm+,/sp
신한국당	신한국당/nq
민주당	민주당/nq
합당선언(7일)	합당/ncn+선언/ncn+(/sl+7/nno+일/nbu+)/sr
등의	등/nbn+의/jcm
효과	효과/ncn
때문으로	때문/nbn+으로/jca
분석되고	분석/ncpa+되/xsv+고/ecx
있다.	있/px+다/ef+./sf
이때문에	이/mmd+때문/nbn+에/jca
여의도	여의도/nq
신한국당	신한국당/nq
당사는	당사/ncn+는/jxc
들뜬	들뜨/pvg+ㄴ/etm
분위기다.	분위기/ncn+다/ef+./sf
연일	연일/mag
호재성	호재/ncn+성/xsn
낭보에	낭보/ncn+에/jca
"이젠	"/sl+이젠/mag
막판	막판/ncn
뒤집기를	뒤집/pvg+기/etn+를/jco
향하여!	향하/pvg+여/ef+!/sf
"(박희태	"/sl+(/sl+박희태/nq
홍보본부장)라는	홍보/ncn+본부/ncn+장/xsn+)/sr+라/ef+는/etm
외침마저	외침/ncn+마저/jxc
나오고	나오/pvg+고/ecx
있다.	있/px+다/ef+./sf
그렇게	그렇/pad+게/ecs
느낄만한	느끼/paa+ㄹ/etm+만/nbn+하/xsv+ㄴ/etm
징후는	징후/ncn+는/jxc
여러가지다.	여러/mmd+가지/ncn+다/ef+./sf
우선	우선/mag
대구-경북,	대구/nq+-/sd+경북/nq+,/sp
강원지역의	강원/nq+지역/ncn+의/jcm
'다시	'/sl+다시/mag
이회창으로'	이회창/nq+으로/jca+'/sp
양상이	양상/ncn+이/jcs
뚜렷하다.	뚜렷/ncps+하/xsm+다/ef+./sf
8월의	8/nno+월/nbu+의/jcm
병역시비	병역/ncn+시비/ncn
이후	이후/ncn
이인제	이인제/nq
후보에게	후보/ncn+에게/jca
내준	내/pvg+어/ecs+주/pvg+ㄴ/etm
TK지역	TK/f+지역/ncn
지지도	지지/ncn+도/jxc
1위자리를	1/nno+위/nbu+자리/ncn+를/jco
3개월만에	3/nno+개월/nbu+만/jxc+에/jca
재탈환한	재탈환/ncpa+하/xsv+ㄴ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
강원지역은	강원/nq+지역/ncn+은/jxc
그간	그/mmd+간/xsn
이총재가	이/nq+총재/ncn+가/jcs
이인제-김대중후보에	이인제/nq+-/sd+김대중/nq+후보/ncn+에/jca
이어	잇/pvg+어/ecs
10%대의	10/nnc+%/su+대/xsn+의/jcm
지지도로	지지/ncn+도/xsn+로/jca
근근이	근근이/mag
3위를	3/nno+위/nbu+를/jco
유지하던	유지/ncpa+하/xsv+던/etm
곳.	곳/nbn+./sf
그러나	그러나/maj
강릉출신인	강릉/nq+출신/ncn+이/jp+ㄴ/etm
조순총재와의	조순/nq+총재/ncn+와/jct+의/jcm
합당선언	합당/ncn+선언/ncn
이후	이후/ncn
이	이/mmd
지역도	지역/ncn+도/jxc
요동치고	요동/ncn+치/pvg+고/ecx
있다.	있/px+다/ef+./s
당	nq[당/ncn
사회개발연구소의	사회ncn+개발/ncn+연구/ncn+소/xsn]nq+의/jcm
지난	지나/pvg+ㄴ/etm
10일	10/nno+일/nbu
여론조사	여론/ncn+조사/ncn
결과는	결과/ncn+는/jxc
이총재가	이/nq+총재/ncn+가/jcs
1위로	1/nno+위/nbu+로/jca
복귀한	복귀/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
나타났다.	나타나/pvg+았/ep+다/ef+./sf
신한국당은	신한국당/nq+은/jxc
이회창후보에	이회창/nq+후보/ncn+에/jca
대한	대하/pvg+ㄴ/etm
지지도는	지지/ncn+도/xsn+는/jxc
파죽지세로	파죽지세/ncn+로/jca
상승할	상승/ncpa+하/xsv+ㄹ/etm
것이라	것/nbn+이/jp+라/ef+고/jcr
주장하고	주장/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
우선	우선/mag
분당을	분당/ncn+을/jco
향해	향하/pvg+어/ecs
치닫던	치닫/pvg+던/etm
당	당/ncn
내분이	내분/ncn+이/jcs
진정됐다는	진정/ncpa+되/xsv+었/ep+다/ef+는/etm
점을	점/ncn+을/jco
꼽고	꼽/pvg+고/ecx
있다.	있/px+다/ef+./sf
현역의원	현역/ncn+의원/ncn
30명	30/nnc+명/nbu
안팎이	안팎/ncn+이/jcs
탈당,	탈당/ncn+,/sp
국민신당을	국민신당/nq+을/jco
갈	가/pvg+ㄹ/etm
것이라던	것/nbn+이/jp+라/ef+던/etm
예상은	예상/ncn+은/jxc
11일	11/nno+일/nbu
민주계의	민주/ncn+계/xsn+의/jcm
활동중단	활동/ncn+중단/ncn
선언으로	선언/ncn+으로/jca
'찻잔속의	'/sl+찻잔/ncn+속/ncn+의/jcm
태풍'으로	태풍/ncn+'/sr+으로/jca
끝나버렸다.	끝나/pvg+아/ecx+버리/px+었/ep+다/ef+./sf
정재문	정재문/nq
박관용	박관용/nq
김정수	김정수/nq
박종웅	박종웅/nq
김무성	김무성/nq
의원	의원/ncn
등	등/nbn
부산출신	부산/nq+출신/ncn
민주계의원들	민주/ncn+계/xsn+의원/ncn+들/xsn
상당수가	상당/ncn+수/ncn+가/jcs
'당	'/sl+당/ncn
잔류'쪽으로	잔류/ncn+'/sr+쪽/nbn+으로/jca
가닥을	가닥/ncn+을/jco
잡고	잡/pvg+고/ecx
있기	있/px+기/etn
때문이다.	때문/nbn+이/jp+다/ef+./sf
부산의원들의	부산/nq+의원/ncn+들/xsn+의/jcm
잔류는	잔류/ncn+는/jxc
PK지역에서의	PK/f+지역/ncn+에서/jca+의/jcm
이회창	이회창/nq
지지율	지지/ncn+율/xsn
제고와	제고/ncn+와/jcj
이인제	이인제/nq
지지율	지지/ncn+율/xsn
감소에	감소/ncn+에/jca
기여할	기여/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
신한국당측은	신한국당/nq+측/xsn+은/jxc
기대하고	기대/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
이	이/mmd
때문에	때문/nbn+에/jca
국민신당은	국민신당/nq+은/jxc
원내교섭	원내/ncn+교섭/ncn
단체마저	단체/ncn+마저/jxc
구성하지못하는	구성/ncpa+하/xsv+지/ecx+못하/px+는/etm
'소수정당'으로	'/sl+소수/ncn+정당/ncn+'/sr+으로/jca
전락할	전락/ncpa+하/xsv+ㄹ/etm
가능성도	가능/ncn+성/xsn+도/jxc
없지	없/paa+지/ecx
않은	않/px+은/etm
편이다.	편/nbn+이/jp+다/ef+./sf
최병렬	최병렬/nq
의원의	의원/ncn+의/jcm
공동선대위원장	공동/ncn+선대/ncn+위원/ncn+장/xsn
가세,	가세/ncn+,/sp
비주류진영에서	비/xp+주류/ncn+진영/ncn+에서/jca
맴돌던	맴돌/pvg+던/etm
강용식	강용식/nq
의원의	의원/ncn+의/jcm
TV대책팀	TV/f+대책/ncn+팀/ncn
가세도	가세/ncn+도/jxc
향후	향후/mag
지지율	지지/ncn+율/xsn
상승에	상승/ncn+에/jca
일조할	일조/ncpa+하/xsv+ㄹ/etm
것이라는	것/nbn+이/jp+라/ef+는/etm
분석이다.	분석/ncn+이/jp+다/ef+./sf
"우리는	"/sl+우리/npp+는/jxc
이미	이미/mag
목표를	목표/ncn+를/jco
'1위탈환'으로	'/sl+1/nno+위/nbu+탈환/ncn+'/sr+으로/jca
잡고	잡/pvg+고/ecc
움직이고	움직이/pvg+고/ecx
있다.	있/px+다/ef+./sf
"	"/sl
이총재	이/nq+총재/ncn
측근의	측근/ncn+의/jcm
말이다.	말/ncn+이/jp+다/ef+./sf
이	이/mmd
말대로	말/ncn+대로/jxc
국민회의측은	국민회의/nq+측/xsn+은/jxc
이회창총재의	이회창/nq+총재/ncn+의/jcm
2위탈환은	2/nno+위/nbu+탈환/ncn+은/jxc
시간	시간/ncn
문제로	문제/ncn+로/jca
보고,	보/pvg+고/ecc+,/sp
그	그/mmd
대책에	대책/ncn+에/jca
부심하고	부심/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
국회	국회/ncn
재경위는	재경위/nq+는/jxc
13일	13/nno+일/nbu
오전	오전/ncn
법안심사	법안/ncn+심사/ncn
소위를	소위/ncn+를/jco
열고	열/pvg+고/ecc
금융개혁	금융/ncn+개혁/ncn
관련	관련/ncn
13개	13/nnc+개/nbu
법안을	법안/ncn+을/jco
표결에	표결/ncn+에/jca
부쳐	부치/pvg+어/ecs
신한국당	신한국당/nq
수정안을	수정/ncn+안/ncn+을/jco
다수안으로	다수/ncn+안/ncn+으로/jca
채택,	채택/ncn+,/sp
전체회의에	전체/ncn+회의/ncn+에/jca
상정했다.	상정/ncpa+하/xsv+었/ep+다/ef+./sf
이에	이/npd+에/jca
따라	따르/pvg+아/ecs
재경위는	재경위/nq+는/jxc
14일	14/nno+일/nbu
오전	오전/ncn
10시	10/nno+시/nbu
전체회의를	전체/ncn+회의/ncn+를/jco
열어	열/pvg+어/ecs
수정안을	수정/ncn+안/ncn+을/jco
표결처리하며,	표결/ncn+처리/ncpa+하/xsv+며/ecc+,/sp
재경위에서	재경위/nq+에서/jca
통과되면	통과/ncpa+되/xsv+면/ecs
17일쯤	17/nno+일/nbu+쯤/xsn
본회의	본/mma+회/ncn+의/jcm
의결을	의결/ncn+을/jco
거쳐	거치/pvg+어/ecs
최종	최종/ncn
확정된다.	확정/ncpa+되/xsv+ㄴ다/ef+./sf
관련기사	관련/ncn+기사/ncn
[중앙은	[/sl+중앙은/nq
제도-금융감독체계]50년만에	제도/ncn+-/sd+금융/ncn+감독/ncn+체계/ncn+]/sr+50/nnc+년/nbu+만/jxc+에/jca
'대변혁'	'/sl+대/xp+변혁/ncn+'/sr
예고	예고/ncn
민주당과	민주당/nq+과/jcj
국민신당도	국민신당/nq+도/jxc
신한국당	신한국당/nq
수정안에	수정/ncn+안/ncn+에/jca
대해	대하/pvg+어/ecs
찬성의사를	찬성/ncn+의사/ncn+를/jco
표시,	표시/ncn+,/sp
특별한	특별/ncps+하/xsm+ㄴ/etm
상황	상황/ncn
변동이	변동/ncn+이/jcs
없는한	없/paa+는/etm+한/nbn
통과가	통과/ncn+가/jcs
확실시되고	확실/ncn+시/xsn+되/xsv+고/ecx
있다.	있/px+다/ef+./sf
그러나	그러나/maj
한국은행(은행감독원	한국은행/nq+(/sl+은행감독원/nq
포함)과	포함/ncn+)/sr+과/jcj
보험감독원,	보험감독원/nq+,/sp
증권감독원	증권감독원/nq
등	등/nbn
3개	3/nnc+개/nbu
금융감독기관은	금융/ncn+감독/ncn+기관/ncn+은/jxc
{신한국당	{/sl+신한국당/nq
수정안은	수정/ncn+안/ncn+은/jxc
정부원안을	정부/ncn+원안/ncn+을/jco
개악시킨	개악/ncpa+시키/xsv+ㄴ/etm
변칙안}이라며	변칙/ncn+안/ncn+}/sr+이/jp+라/ef+며/ecs
반발,	반발/ncn+,/sp
이날	이/mmd+날/ncn
전직원의	전/mma+직원/ncn+의/jcm
총사퇴를	총/xp+사퇴/ncn+를/jco
결의했다.	결의/ncpa+하/xsv+었/ep+다/ef+./sf
한국은행과	한국은행/nq+과/jcj
보감원	보감원/nq
전	전/mma
직원들은	직원/ncn+들/xsn+은/jxc
이날	이/mmd+날/ncn
오후	오후/ncn
비상총회를	비상/ncn+총회/ncn+를/jco
열어	열/pvg+어/ecs
{개악된	{/sl+개악/ncpa+되/xsm+ㄴ/etm
금융개혁안은	금융/ncn+개혁/ncn+안/ncn+은/jxc
국민경제에	국민/ncn+경제/ncn+에/jca
전혀	전혀/mag
도움이	도움/ncn+이/jcs
되지	되/pvg+지/ecx
않는다}고	않/px+는다/ef+}/sr+고/jcr
주장하고,	주장/ncpa+하/xsv+고/ecc+,/sp
사표	사표/ncn
연명제출	연명/ncn+제출/ncn
운동을	운동/ncn+을/jco
벌이기	벌이/pvg+기/etn
시작,	시작/ncn+,/sp
상당한	상당/ncps+하/xsm+ㄴ/etm
후유증이	후유/ncn+증/xsn+이/jcs
예상된다.	예상/ncpa+되/xsv+ㄴ다/ef+./sf
한은	한은/nq
직원들은	직원/ncn+들/xsn+은/jxc
성명서에서	성명/ncn+서/xsn+에서/jca
{재경원이	{/sl+재경원/nq+이/jcs
관치금융을	관치/ncn+금융/ncn+을/jco
영속화하려는	영속/ncn+화/xsn+하/xsv+려/ep+는/etm
음모를	음모/ncn+를/jco
현실화하고	현실/ncn+화/xsn+하/xsv+고/ecx
있다}며	있/px+다/ef+}/sr+며/ecc
{한은	{/sl+한은/nq
본점과	본점/ncn+과/jcj
신한국당사에서	신한국당/nq+사/xsn+에서/jca
벌이고	벌이/pvg+고/ecx
있는	있/px+는/etm
농성을	농성/ncn+을/jco
계속하는	계속/ncpa+하/xsv+는/etm
등	등/nbn
모든	모든/mma
수단을	수단/ncn+을/jco
동원해	동원/ncpa+하/xsv+어/ecs
통과를	통과/ncn+를/jco
저지하겠다}고	저지/ncpa+하/xsv+겠/ep+다/ef+}/sr+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
이날	이/mmd+날/ncn
국회	국회/ncn
8인	8/nnc+인/nbu
소위에서	소위/ncn+에서/jca
신한국당과	신한국당/nq+과/jcj
민주당	민주당/nq
소속	소속/ncn
5명은	5/nnc+명/nbu+은/jxc
통합에	통합/ncn+에/jca
찬성했고	찬성/ncpa+하/xsv+었/ep+고/ecc
국민회의와	국민회의/nq+와/jcj
자민련	자민련/nq
3명은	3/nnc+명/nbu+은/jxc
반대했다.	반대/ncpa+하/xsv+었/ep+다/ef+./sf
내년	내년/ncn
1월1일부터	1/nno+월/nbu+1/nno+일/nbu+부터/jxc
발신전용휴대전화(시티폰)를	발신/ncn+전용/ncn+휴대/ncn+전화/ncn+(/sl+시티폰/ncn+)/sr+를/jco
비롯한	비롯하/pvg+ㄴ/etm
이동전화	이동/ncn+전화/ncn
가입자들이	가입/ncn+자/xsn+들/xsn+이/jcs
내는	내/pvg+는/etm
전파사용료가	전파/ncn+사용/ncn+료/xsn+가/jcs
대폭	대폭/mag
인하되거나	인하/ncpa+되/xsv+거나/ecc
면제된다.	면제/ncpa+되/xsv+ㄴ다/ef+./sf
정보통신부는	정보통신부/nq+는/jxc
13일	13/nno+일/nbu
시티폰	시티폰/ncn+ㄴ/jxc
단말기의	단말/ncn+기/xsn+의/jcm
전파사용료를	전파/ncn+사용/ncn+료/xsn+를/jco
현행	현행/ncn
분기당	분기/ncn+당/xsn
2천	2천/nnc
5백원에서	5백/nnc+원/nbu+에서/jca
내년부터	내년/ncn+부터/jxc
면제해	면제/ncpa+하/xsv+어/ecx
주기로	주/px+기/etn+로/jca
했다.	하/xsv+었/ep+다/ef+./sf
또	또/maj
셀룰러폰과	셀룰러폰/ncn+과/jcj
PCS	PCS/f
가입자가	가입/ncn+자/xsn+가/jcs
내는	내/pvg+는/etm
무선국	무선/ncn+국/xsn
전파사용료는	전파/ncn+사용/ncn+료/xsn+는/jxc
분기당	분기/ncn+당/xsn
8천원에서	8천/nnc+원/nbu+에서/jca
5천원으로,	5천/nnc+원/nbu+으로/jca+,/sp
TRS(주파수공용통신)의	TRS/f+(/sl+주파/ncn+수/ncn+공용/ncn+통신/ncn+)/sr+의/jcm
전파사용료도	전파/ncn+사용/ncn+료/xsn+도/jxc
4천원에서	4천/nnc+원/nbu+에서/jca
3천원으로	3천/nnc+원/nbu+으로/jca
각각	각각/mag
인하한다.	인하/ncpa+하/xsv+ㄴ다/ef+./sf
대중교통	대중/ncn+교통/ncn
이용자의	이용/ncn+자/xsn+의/jcm
편익	편익/ncn
증진을	증진/ncn+을/jco
위해	위하/pvg+어/ecs
설치한	설치/ncpa+하/xsv+ㄴ/etm
이동무선	이동/ncn+무선/ncn
공중전화	공중/ncn+전화/ncn
무선국에	무선/ncn+국/xsn+에/jca
대한	대하/pvg+ㄴ/etm
전파사용료의	전파/ncn+사용/ncn+료/xsn+의/nq
경우	경우/ncn
지금까지	지금/ncn+까지/jxc
분기당	분기/ncn+당/xsn
8천원을	8천/nnc+원/nbu+을/jco
부과해	부과/ncpa+하/xsv+어/ecx
왔으나	오/px+았/ep+으나/ecs
내년부터는	내년/ncn+부터/jxc+는/jxc
면제해	면제/ncpa+하/xsv+어/ecx
주기로	주/px+기/etn+로/jca
했다.	하/xsv+었/ep+다/ef+./sf
사업자용	사업/ncn+자/xsn+용/xsn
무선국의	무선/ncn+국/xsn+의/jcm
경우	경우/ncn
건물의	건물/ncn+의/jcm
지하-터널	지하/ncn+-/sd+터널/ncn
등의	등/nbn+의/jcm
전파음영지역	전파/ncn+음영/ncn+지역/ncn
해소를	해소/ncn+를/jco
위해	위하/pvg+어/ecs
설치된	설치/ncpa+되/xsv+ㄴ/etm
이동전화	이동/ncn+전화/ncn
지하중계기의	지하/ncn+중계/ncn+기/xsn+의/jcm
전파사용료(현행	전파/ncn+사용/ncn+료/xsn+(/sl+현행/ncn
분기당	분기/ncn+당/xsn
39만원)도	39만/nnc+원/nbu+)/sr+도/jxc
면제된다.	면제/ncpa+되/xsv+ㄴ다/ef+./sf
그러나	그러나/maj
내년에	내년/ncn+에/jca
정통부가	정통부/nq+가/jcs
거둬들일	거두/pvg+어/ecs+들이/pvg+ㄹ/etm
전파사용료	전파/ncn+사용/ncn+료/xsn
수입	수입/ncn
목표는	목표/ncn+는/jxc
올해	올해/ncn
목표치인	목표/ncn+치/xsn+이/jp+ㄴ/etm
1천5백62억원보다	1천5백62억/nnc+원/nbu+보다/jca
1천억원이나	1천억/nnc+원/nbu+이나/jxc
늘어난	늘/pvg+어/ecx+나/px+ㄴ/etm
2천5백60억원에	2천5백60억/nnc+원/nbu+에/jca
이를	이르/pvg+ㄹ/etm
전망이다.	전망/ncn+이/jp+다/ef+./sf
은행들이	은행/ncn+들/xsn+이/jcs
해태그룹에게	해태그룹/nq+에게/jca
4백53억원의	4백53억/nnc+원/nbu+의/jcm
자금을	자금/ncn+을/jco
지원하기로	지원/ncpa+하/xsv+기/etn+로/jca
합의했다.	합의/ncpa+하/xsv+었/ep+다/ef+./sf
조흥은행	조흥은행/nq
등	등/nbn
해태그룹의	해태그룹/nq+의/jcm
8개	8/nnc+개/nbu
주요	주요/ncn
채권은행들은	채권/ncn+은행/ncn+들/xsn+은/jxc
13일	13/nno+일/nbu
대표자회의를	대표/ncn+자/xsn+회의/ncn+를/jco
갖고	갖/pvg+고/ecc
