<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0146.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0146.txt </filename>
<title>정보화사회와 글로벌도시  </title>
<author>원제무, 박용훈 공저  </author>
<date> 1993 </date>
<publisher>박영사  </publisher>
<kdc>331.541  </kdc>
<ddc> 303.483 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
국제환경	국제/ncn+환경/ncn
광학주사기를	광학/ncn+주사/ncn+기/xsn+를/jco
설치해	설치/ncpa+하/xsv+어/ecs
놓고	놓/pvg+고/ecx
있는데	있/px+는데/ecs
,	,/sp
전세계적으로	전/mma+세계/ncn+적/xsn+으로/jca
20	20/nnc
만여	만/nnc+여/xsn
대의	대/nbu+의/jcm
광학주사기가	광학/ncn+주사/ncn+기/xsn+가/jcs
설치되어	설치/ncpa+되/xsv+어/ecx
있는	있/px+는/etm
실정이다	실정/ncn+이/jp+다/ef
.	./sf
현재	현재/ncn
우리나라에서도	우리/npp+나라/ncn+에서/jca+도/jxc
백화점이나	백화/ncn+점/xsn+이나/jcj
컨비니언스	컨비니언스/ncn
스토아를	스토아/ncn+를/jco
중심으로	중심/ncn+으로/jca
바코드시스템이	바코드/ncn+시스템/ncn+이/jcs
보급되어	보급/ncpa+되/xsv+어/ecx
있으면	있/px+으면/ecs
10	10/nnc
년	년/nbu
이내의	이내/ncn+의/jcm
대부분의	대부분/ncn+의/jcm
수퍼마켓이	수퍼마켓/ncn+이/jcs
이	이/mmd
시스템을	시스템/ncn+을/jco
도입할	도입/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
예상된다	예상/ncpa+되/xsv+ㄴ다/ef
.	./sf
바코드와	바코드/ncn+와/jcj
데이터베이스를	데이터베이스/ncn+를/jco
구축한	구축/ncpa+하/xsv+ㄴ/etm
상점들은	상점/ncn+들/xsn+은/jcs
전자백화점	전자/ncn+백화/ncn+점/xsn
또는	또는/maj
전자마켓으로	전자마켓/ncn+으로/jca
불리기도	불리/pvg+기/etn+도/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
이것은	이것/npd+은/jxc
전자제품을	전자/ncn+제품/ncn+을/jco
취급한다는	취급/ncpa+하/xsv+ㄴ다/ef+는/etm
의미가	의미/ncn+가/jcc
아니고	아니/paa+고/ecc
상점의	상점/ncn+의/jcm
판매체계가	판매/ncn+체계/ncn+가/jcs
컴퓨터화되어	컴퓨터/ncn+화/xsn+되/xsv+어/ecx
있는	있/px+는/etm
것을	것/nbn+을/jco
의미하는	의미/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이렇게	이렇/pad+게/ecx
전자화된	전자/ncn+화/xsn+되/xsv+ㄴ/etm
상점에서는	상점/ncn+에서/jca+는/jxc
소비자들의	소비/ncn+자/xsn+들/xsn+의/jcm
구매패턴에	구매/ncn+패턴/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정보를	정보/ncn+를/jco
손쉽게	손쉽/paa+게/ecs
얻을	얻/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
이렇게	이렇/pad+게/ecs
전자화된	전자/ncn+화/xsn+되/xsv+ㄴ/etm
상점에서	상점/ncn+에서/jca
소비자들의	소비/ncn+자/xsn+들/xsn+의/jcm
구매패턴에	구매/ncn+패턴/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정보를	정보/ncn+를/jco
손쉽게	손쉽/paa+게/ecs
얻을	얻/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
상점에서는	상점/ncn+에서/jca+는/jxc
소비자들의	소비/ncn+자/xsn+들/xsn+의/jcm
구매패턴에	구매/ncn+패턴/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정보를	정보/ncn+를/jco
손쉽게	손쉽/paa+게/jca
얻을	얻/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
상점은	상점/ncn+은/jcs
단골	단골/ncn
고객들에게	고객/ncn+들/xsn+에게/jca
고유번호를	고유/ncn+번호/ncn+를/jco
부여해서	부여/ncpa+하/xsv+어서/ecs
신원을	신원/ncn+을/jco
파악할	파악/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있고	있/paa+고/ecc
일반소비자가	일반/ncn+소비/ncn+자/xsn+가/jcs
사용하는	사용/ncpa+하/xsv+는/etm
크레디트카드에서	크레디트/ncn+카드/ncn+에서/jca
신원을	신원/ncn+을/jco
확인할	확인/ncpa+하/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
소비자의	소비/ncn+자/xsn+의/jcm
신원이	신원/ncn+이/jcs
상점의	상점/ncn+의/jcm
데이터베이스에	데이터베이스/ncn+에/jca
일단	일단/mag
등록되면	등록/ncpa+되/xsv+면/ecs
앞으로	앞/ncn+으로/jca
그	그/mmd
상점에서	상점/ncn+에서/jca
소비자가	소비/ncn+자/xsn+가/jcs
구입하는	구입/ncpa+하/xsv+는/etm
모든	모든/mmd
상품들은	상품/ncn+들/xsn+은/jxc
자동으로	자동/ncn+으로/jca
상점의	상점/ncn+의/jcm
컴퓨터에	컴퓨터/ncn+에/jca
입력되어	입력/ncpa+되/xsv+어/ecx
상점측은	상점/ncn+측/xsn+은/jcs
그	그/mmd
소비자의	소비/ncn+자/xsn+의/jcm
구매패턴을	구매/ncn+패턴/ncn+을/jco
자동으로	자동/ncn+으로/jca
파악할	파악/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
또한	또한/maj
1	1/nnc
주일	주일/ncn
단위나	단위/ncn+나/jcj
월별로	월/ncn+별/xsn+로/jca
이	이/mmd
상점을	상점/ncn+을/jco
이용하는	이용/ncpa+하/xsv+는/etm
고객들의	고객/ncn+들/xsn+의/jcm
상품	상품/ncn
선호도를	선호/ncn+도/xsn+를/jco
파악할	파악/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있어서	있/paa+어서/ecs
앞으로	앞/ncn+으로/jca
어떤	어떤/mmd
물건을	물건/ncn+을/jco
더	더/mag
들여와야	들이/pvg+어/ecx+오/px+아야/ecx
하는가	하/px+는가/ef
하는	하/pvg+는/etm
문제에	문제/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정보를	정보/ncn+를/jco
얻을	얻/pvg+을/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
앨빈_토플러는	앨빈_토플러/nq+는/jcs
이와	이/npd+와/jct
같이	같/paa+이/xsa
소비자가	소비/ncn+자/xsn+가/jcs
돈은	돈/ncn+은/jxc
지불하고	지불/ncpa+하/xsv+고/ecc
물건을	물건/ncn+을/jco
구입하면서	구입/ncpa+하/xsv+면서/ecc
유용한	유용/ncpa+하/xsv+ㄴ/etm
정보를	정보/ncn+를/jco
판매자에게	판매/ncn+자/xsn+에게/jca
제공하는	제공/ncpa+하/xsv+는/etm
것을	것/nbn+을/jco
그의	그/npp+의/jcm
최신	최신/ncn
저서	저서/ncn
권력이동	권력이동/nq
에서	에서/jca
"	"/sl
이중지불	이중/ncn+지불/ncn
"	"/sr
이라고	이/jp+라/ef+고/jcr
명명하고	명명/ncpa+하/xsv+고/ecx
있다	있/px+다/ef
.	./sf
통화가	통화/ncn+가/jcs
정보화하고	정보/ncn+화/xsn+하/xsv+고/ecc
정보가	정보/ncn+가/jcs
통화한	통화/ncpa+하/xsv+ㄴ/etm
세상에서	세상/ncn+에서/jca
소비자는	소비/ncn+자/xsn+는/jxc
물건을	물건/ncn+을/jco
살	살/pvg+ㄹ/etm
때마다	때/ncn+마다/jxc
상품값과	상품/ncn+값/ncn+과/jct
함께	함께/mag
유통에	유통/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정보를	정보/ncn+를/jco
제공함으로써	제공/ncpa+하/xsv+ㅁ/etn+으로써/jca
이중으로	이중/ncn+으로/jca
값을	값/ncn+을/jco
치르게	치르/pvg+게/ecs
된다는	되/pvg+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
,	,/sp
직장생활을	직장/ncn+생활/ncn+을/jco
하는	하/pvg+는/etm
독신여성이	독신/ncn+여성/ncn+이/jcs
집에	집/ncn+에/jca
돌아와	돌/pvg+아/ecs+오/pvg+아/ecs
저녁을	저녁/ncn+을/jco
지으려다가	짓/pvg+으려/ecs+다가/ecs
귀찮은	귀찮/paa+은/etm
생각이	생각/ncn+이/jcs
들어서	들/pvg+어서/ecs
라면을	라면/ncn+을/jco
끓여	끓이/pvg+어/ecs
먹기로	먹/pvg+기/etn+로/jca
작정을하고보니	작정/ncn+을/jco+하/pvg+고/ecx+보/px+니/ecs
라면이	라면/ncn+이/jcs
떨어졌다고	떨어지/pvg+었/ep+다고/ecs
생각해	생각/ncpa+하/xsv+어/ecx
보자	보/px+자/ef
.	./sf
그	그/mmd
여자는	여자/ncn+는/jcs
가까운	가깝/paa+은/etm
수퍼마켓에	수퍼마켓/ncn+에/jca
달려가	달리/pvg+어/ecs+가/pvg+아/ecs
판매대에서	판매/ncn+대/xsn+에서/jca
농심_너구리	농심_너구리/nq
순한	순하/paa+ㄴ/etm
맛	맛/ncn
두개를	두/nnc+개/nbu+를/jco
집어들고	집/pvg+어/ecs+들/pvg+고/ecs
계산대로	계산/ncn+대/xsn+로/jca
향할	향하/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
차례를	차례/ncn+를/jco
기다리며	기다리/pvg+며/ecc
서	서/pvg+어/ecx
있던	있/px+던/etm
이	이/mmd
여자는	여자/ncn+는/jcs
금전	금전/ncn
등록기	등록/ncn+기/xsn
옆의	옆/ncn+의/jcm
선반에서	선반/ncn+에서/jca
TV	TV/f
저널	저널/ncn
한	한/nnc
부를	부/nbu+를/jco
집어들고	집/pvg+어/ecs+들/pvg+고/ecx
나서	나/px+서/ecs
자기가	자기/npp+가/jcs
산	사/pvg+ㄴ/etm
물건을	물건/ncn+을/jco
점원에게	점원/ncn+에게/jca
건네준다	건네/pvg+어/ecs+주/pvg+ㄴ다/ef
.	./sf
그	그/mmd
점원은	점원/ncn+은/jxc
스캐너로	스캐너/ncn+로/jca
라면과	라면/ncn+과/jcj
잡지의	잡지/ncn+의/jcm
바코드를	바코드/ncn+를/jco
체크한다	체크/ncpa+하/xsv+ㄴ다/ef
.	./sf
여기까지	여기/npd+까지/jxc
진행되면	진행/ncpa+되/xsv+면/ecs
그	그/mmd
여자는	여자/ncn+는/jcs
수퍼마켓의	수퍼마켓/ncn+의/jcm
컴퓨터에	컴퓨터/ncn+에/jca
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
내용을	내용/ncn+을/jco
알려준	알리/pvg+어/ecx+주/px+ㄴ/etm
셈이	셈/nbn+이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
제공된	제공/ncpa+되/xsv+ㄴ/etm
정보의	정보/ncn+의/jcm
내용은	내용/ncn+은/jcs
1	1/nno
)	)/sr
자기가	자기/npp+가/jcs
사용하는	사용/ncpa+하/xsv+는/etm
제품의	제품/ncn+의/jcm
종류	종류/ncn
.	./sf
2	2/nno
)	)/sr
제품의	제품/ncn+의/jcm
상표	상표/ncn
3	3/nno
)	)/sr
규격	규격/ncn
또는	또는/maj
양	양/ncn
4	4/nno
)	)/sr
자기가	자기/npp+가/jcs
맵지	맵/paa+지/ecx
않은	않/px+은/etm
라면을	라면/ncn+을/jco
좋아	좋/paa+아/ecx
한다는	하/px+ㄴ다/ef+는/etm
사실	사실/ncn
5	5/nno
)	)/sr
구매시간	구매/ncn+시간/ncn
6	6/nno
)	)/sr
자기가	자기/npp+가/jcs
동시에	동시/ncn+에/jca
구입한	구입/ncpa+하/xsv+ㄴ/etm
다른	다르/paa+ㄴ/etm
품목들과	품목/ncn+들/xsn+과/jcj
그	그/mmd
상표	상표/ncn
7	7/nno
)	)/sr
구매총액	구매/ncn+총액/ncn
8	8/nno
)	)/sr
광고주가	광고/ncn+주/xsn+가/jcs
자기에게	자기/npp+에게/jca
알리기	알리/pvg+기/etn
위해	위하/pvg+어/ecx
이용해야	이용/ncpa+하/xsv+어야/ecx
할	하/px+ㄹ/etm
잡지의	잡지/ncn+의/jcm
종류	종류/ncn
9	9/nno
)	)/sr
이제	이제/mag
진열장의	진열/ncn+장/xsn+의/jcm
어느	어느/mmd
곳에	곳/ncn+에/jca
빈자리가	비/paa+ㄴ/etm+자리/ncn+가/jcs
생겼느냐에	생기/pvg+었/ep+느냐/ef+에/jca
관한	관하/pvg+ㄴ/etm
정보등이다	정보/ncn+등/nbn+이/jp+다/ef
.	./sf
그	그/mmd
여자는	여자/ncn+는/jxc
오히려	오히려/mag
라면값보다	라면/ncn+값/ncn+보다/jca
더	더/mag
비싼	비싸/paa+ㄴ/etm
대가의	대가/ncn+의/jcm
정보를	정보/ncn+를/jco
제공하고	제공/ncpa+하/xsv+고/ecc
라면값을	라면/ncn+값/ncn+을/jco
별도로	별도/ncn+로/jca
계산했는지	계산/ncpa+하/xsv+었/ep+는지/ecs
모른다	모르/pvg+ㄴ다/ef
.	./sf
왜냐하면	왜냐하면/maj
수퍼마켓이	수퍼마켓/ncn+이/jcs
별도로	별도/ncn+로/jca
재고조사를	재고/ncn+조사/ncn+를/jco
하거나	하/pvg+거나/ecc
마켓분석을	마켓/ncn+분석/ncn+을/jco
하기	하/pvg+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
전문	전문/ncn
컨설턴트에게	컨설턴트/ncn+에게/jca
용역을	용역/ncn+을/jco
주어야	주/pvg+어야/ecx
할	하/px+ㄹ/etm
것이고	것/nbn+이/jp+고/ecc
광고주가	광고/ncn+주/xsn+가/jcs
광고전략을	광고/ncn+전략/ncn+을/jco
수립하기	수립/ncpa+하/xsv+기/etn
위해서는	위하/pvg+어서/ecs+는/jxc
구매력에	구매/ncn+력/xsn+에/jca
대한	대하/pvg+ㄴ/etm
별도의	별도/ncn+의/jcm
리서치가	리서치/ncn+가/jcs
있어야	있/paa+어야/ecx
하기	하/px+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
앞으로	앞/ncn+으로/jca
우리의	우리/npp+의/jcm
구멍가게들이	구멍/ncn+가게/ncn+들/xsn+이/jcs
바코드시스템을	바코드/ncn+시스템/ncn+을/jco
도입하고	도입/ncpa+하/xsv+고/ecc
단골손님들	단골/ncn+손님/ncn+들/xsn
관리할	관리/ncpa+하/xsv+ㄹ/etm
때가	때/ncn+가/jcc
되면	되/pvg+면/ecs
이중지불의	이중/ncn+지불/ncn+의/jcm
문제는	문제/ncn+는/jxc
사생활의	사생활/ncn+의/jcm
침해	침해/ncn
문제와	문제/ncn+와/jct
함께	함께/mag
본격적인	본격/ncn+적/xsn+이/jp+ㄴ/etm
사회문제로	사회/ncn+문제/ncn+로/jca
거론될지도	거론/ncpa+되/xsv+ㄹ지도/ecs
모르는	모르/pvg+는/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
미래의	미래/ncn+의/jcm
시장과	시장/ncn+과/jcj
텔레마케팅	텔레마케팅/ncn
쇼핑은	쇼핑/ncn+은/jcs
필요한	필요/ncps+하/xsm+ㄴ/etm
물건을	물건/ncn+을/jco
구입하는	구입/ncpa+하/xsv+는/etm
데서	데/nbn+서/jca
소비자에게	소비/ncn+자/xsn+에게/jca
만족을	만족/ncn+을/jco
주게	주/pvg+게/ecs
되지만	되/pvg+지만/ecs
구태여	구태여/mag
물건을	물건/ncn+을/jco
사지	사/pvg+지/ecx
않더라도	않/px+더라도/ecs
기쁨을	기쁘/paa+ㅁ/etn+을/jco
줄	주/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
특히	특히/mag
사회적으로	사회/ncn+적/xsn+으로/jca
활동영역이	활동/ncn+영역/ncn+이/jcs
제한되어	제한/ncpa+되/xsv+어/ecx
왔던	오/px+았/ep+던/etm
유교문화권의	유교/ncn+문화/ncn+권/xsn+의/jcm
여성들에게	여성/ncn+들/xsn+에게/jca
쇼핑은	쇼핑/ncn+은/jxc
즐거움을	즐겁/paa+ㅁ/etn+을/jco
줄	주/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
유일하게	유일/ncps+하/xsm+게/ecx
허용된	허용/ncpa+되/xsv+ㄴ/etm
볼거리	볼거리/ncn
중의	중/nbn+의/jcm
하나였다	하나/ncn+이/jp+었/ep+다/ef
.	./sf
현재에도	현재/ncn+에도/jca
많은	많/paa+은/etm
사람들이	사람/ncn+들/xsn+이/jcs
주말이면	주말/ncn+이/jp+면/ecs
남대문시장을	남대문시장/nq+을/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
재래시장이나	재래/ncn+시장/ncn+이나/jcj
진열대가	진열/ncn+대/xsn+가/jcs
화려한	화려/ncps+하/xsm+ㄴ/etm
백화점을	백화/ncn+점/xsn+을/jco
둘러본다	둘러보/pvg+ㄴ다/ef
.	./sf
어느	어느/ncn
정도는	정도/ncn+는/jxc
구매욕구를	구매/ncn+욕구/ncn+를/jco
가지고	가지/pvg+고/ecc
또	또/maj
한편으로는	한편/ncn+으로/jca+는/jxc
호기심으로	호기/ncn+심/xsn+으로/jca
쇼핑을	쇼핑/ncn+을/jco
하게	하/pvg+게/ecs
되는	되/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
앞으로	앞/ncn+으로/jca
재래시장은	재래/ncn+시장/ncn+은/jcs
고향이	고향/ncn+이/jcs
없는	없/paa+는/etm
도시인들에게	도시/ncn+인/xsn+들/xsn+에게/jca
향수를	향수/ncn+를/jco
달래기	달래/pvg+기/etn
위한	위하/pvg+ㄴ/etm
장소로	장소/ncn+로/jca
전락될	전락/ncpa+되/xsv+ㄹ/etm
수도	수/nbn+도/jxc
있고	있/paa+고/ecc
,	,/sp
백화점이나	백화/ncn+점/xsn+이나/jcj
고급	고급/ncn
선매품상가는	선매품/ncn+상가/ncn+는/jcs
호사가들의	호사/ncn+가/xsn+들/xsn+의/jcm
뽐내기	뽐/ncn+내/pvg+기/etn
장으로나	장/ncn+으로/jca+나/jxc
그	그/mmd
기능을	기능/ncn+을/jco
겨우	겨우/mag
유지할	유지/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
현재에도	현재/ncn+에도/jca
그렇듯이	그렇/pad+듯이/ecs
시장과	시장/ncn+과/jcj
백화점은	백화/ncn+점/xsn+은/jcs
앞으로	앞/ncn+으로/jca
교통이	교통/ncn+이/jcs
더	더/mag
혼잡해지고	혼잡/ncpa+하/xsv+어/ecx+지/px+고/ecc
주차장	주차/ncn+장/xsn
부족이	부족/ncn+이/jcs
심화되면	심화/ncpa+되/xsv+면/ecs
소비자에게	소비/ncn+자/xsn+에게/jca
불편한	불편/ncps+하/xsm+ㄴ/etm
공간으로	공간/ncn+으로/jca
남게	남/pvg+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
반면에	반면/maj+에/jxc
소비자들은	소비/ncn+자/xsn+들/xsn+은/jcs
좀더	좀더/mag
편한	편하/paa+ㄴ/etm
것을	것/nbn+을/jco
원하고	원하/pvg+고/ecx
있을	있/px+을/etm
뿐	뿐/nbn
아니라	아니/paa+라/ecs
,	,/sp
과거에	과거/ncn+에/jca
쇼핑에서	쇼핑/ncn+에서/jca
얻었던	얻/pvg+었/ep+던/etm
즐거움을	즐거움/ncn+을/jco
상쇄하고도	상쇄/ncpa+하/xsv+고도/ecc
남는	남/pvg+는/etm
놀거리를	놀거리/ncn+를/jco
풍부하게	풍부/ncps+하/xsm+게/ecx
제공받을	제공/ncpa+받/pvg+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이렇게	이렇/pad+게/ecs
되면	되/pvg+면/ecs
이제	이제/mag
쇼핑은	쇼핑/ncn+은/jxc
즐거움을	즐거움/ncn+을/jco
제공하는	제공/ncpa+하/xsv+는/etm
존재라기보다는	존재/ncn+라/ef+기/etn+보다/jca+는/etm
시간을	시간/ncn+을/jco
빼앗는	빼앗/pvg+는/etm
행위로	행위/ncn+로/jca
간주되는	간주/ncpa+되/xsv+는/etm
경향이	경향/ncn+이/jcs
강해서	강하/paa+어서/ecs
소비자들은	소비/ncn+자/xsn+들/xsn+은/jcs
기존	기존/ncn
시장의	시장/ncn+의/jcm
변화에	변화/ncn+에/jca
대한	대하/pvg+ㄴ/etm
충동을	충동/ncn+을/jco
강하게	강하/paa+게/ecs
느낄	느끼/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
전체	전체/ncn
쇼핑목적	쇼핑/ncn+목적/ncn
가운데	가운데/ncn
쇼핑이	쇼핑/ncn+이/jcs
즐거움으로	즐거움/ncn+으로/jca
여겨지는	여기/pvg+어/ecx+지/px+는/etm
부분을	부분/ncn+을/jco
제외하고는	제외/ncpa+하/xsv+고/ecs+는/jxc
쇼핑이	쇼핑/ncn+이/jcs
일상	일상/ncn
생활의	생활/ncn+의/jcm
기능으로	기능/ncn+으로/jca
여겨지는	여기/pvg+어/ecx+지/px+는/etm
부분은	부분/ncn+은/jxc
앞으로	앞/ncn+으로/jca
새로운	새롭/paa+ㄴ/etm
시장과	시장/ncn+과/jct
새로운	새롭/paa+ㄴ/etm
쇼핑시스템에	쇼핑/ncn+시스템/ncn+에/jca
의하여	의하/pvg+어/ecs
수용될	수용/ncpa+되/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이것은	이것/npd+은/jcs
소비자의	소비/ncn+자/xsn+의/jcm
시간을	시간/ncn+을/jco
절약시켜	절약/ncpa+시키/xsv+어/ecx
줄	주/px+ㄹ/etm
것이고	것/nbn+이/jp+고/ecc
시장이나	시장/ncn+이나/jcj
백화점을	백화/ncn+점/xsn+을/jco
드나드는	드나들/pvg+는/etm
번거로움을	번거롭/paa+ㅁ/etn+을/jco
덜어줄	덜/pvg+어/ecx+주/px+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
홈쇼핑으로	홈쇼핑/ncn+으로/jca
불리는	불리/pvg+는/etm
새로운	새롭/paa+ㄴ/etm
구매방식은	구매/ncn+방식/ncn+은/jcs
통신시설의	통신/ncn+시설/ncn+의/jcm
발달에	발달/ncn+에/jca
따라	따르/pvg+아/ecs
가능해질	가능/ncps+하/xsv+어/ecx+지/px+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
앞으로	앞/ncn+으로/jca
정보화	정보/ncn+화/xsn
사회가	사회/ncn+가/jcs
본격적으로	본격/ncn+적/xsn+으로/jca
펼쳐짐에	펼치/pvg+어/ecx+지/px+ㅁ/etn+에/jca
따라	따르/pvg+아/ecx
뉴미디어와	뉴미디어/ncn+와/jcj
OA	OA/f
기기의	기기/ncn+의/jcm
보급이	보급/ncn+이/jcs
보편화되면	보편/ncn+화/xsn+되/xsv+면/ecs
텔레마케팅은	텔레마케팅/ncn+은/jxc
케이블	케이블/ncn
TV	TV/f
와	와/jcj
비디오텍스의	비디오텍스/ncn+의/jcm
보급이	보급/ncn+이/jcs
일반화된	일반/ncn+화/xsn+되/xsv+ㄴ/etm
미국과	미국/nq+과/jcj
유럽에서	유럽/nq+에서/jca
활발히	활발/ncn+히/xsa
이루어지고	이루/pvg+어/ecx+지/px+고/ecx
있는데	있/px+는데/ecs
이	이/mmd
방식에	방식/ncn+에/jca
의한	의하/pvg+ㄴ/etm
쇼핑은	쇼핑/ncn+은/jcs
판매자와	판매/ncn+자/xsn+와/jcj
구매자가	구매/ncn+자/xsn+가/jcs
뉴미디어를	뉴미디어/ncn+를/jco
통해서	통하/pvg+어서/ecs
정보를	정보/ncn+를/jco
교환하고	교환/ncpa+하/xsv+고/ecc
물건을	물건/ncn+을/jco
매매하는	매매/ncpa+하/xsv+는/etm
것으로	것/nbn+으로/jca
판매자와	판매/ncn+자/xsn+와/jcj
구매자가	구매/ncn+자/xsn+가/jcs
모두	모두/mag
이익을	이익/ncn+을/jco
얻게	얻/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
판매자는	판매/ncn+자/xsn+는/jcs
물건을	물건/ncn+을/jco
팔기	팔/pvg+기/etn
위해	위하/pvg+어/ecx
거대한	거대/ncps+하/xsm+ㄴ/etm
영업조직을	영업/ncn+조직/ncn+을/jco
갖출	갖추/pvg+ㄹ/etm
필요도	필요/ncn+도/jxc
없고	없/paa+고/ecc
값비싼	값/ncn+비싸/paa+ㄴ/etm
도심지역에	도심/ncn+지역/ncn+에/jca
상점을	상점/ncn+을/jco
개설할	개설/ncpa+하/xsv+ㄹ/etm
필요도	필요/ncps+도/jxc
없다	없/paa+다/ef
.	./sf
또한	또한/maj
판매	판매/ncn
공정의	공정/ncn+의/jcm
축소로	축소/ncn+로/jca
인건비와	인건/ncn+비/xsn+와/jcj
관리비를	관리/ncn+비/xsn+를/jco
줄일	줄이/pvg+ㄹ/etm
수	수/nbn
있으며	있/paa+으며/ecs
동시에	동시/ncn+에/jca
판매량을	판매/ncn+량/xsn+을/jco
늘릴	늘리/paa+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
전국적인	전국/ncn+적/xsn+이/jp+ㄴ/etm
시장을	시장/ncn+을/jco
확보함으로써	확보/ncpa+하/xsv+ㅁ/etn+으로써/jca
상당한	상당/ncps+하/xsm+ㄴ/etm
편이익을	편이익/ncn+을/jco
발생시킬	발생/ncpa+시키/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
소비자	소비/ncn+자/xsn
입장에서는	입장/ncn+에서/jca+는/jxc
케이블	케이블/ncn
TV	TV/f
를	를/jco
통해서	통하/pvg+어서/ecs
미모의	미모/ncn+의/jcm
모델이나	모델/ncn+이나/jcj
인기	인기/ncn
코미디언이	코미디언/ncn+이/jcs
소개하는	소개/ncpa+하/xsv+는/etm
상품을	상품/ncn+을/jco
보면서	보/pvg+면서/ecc
상품에	상품/ncn+에/jca
대한	대하/pvg+ㄴ/etm
정보를	정보/ncn+를/jco
얻거나	얻/pvg+거나/ecc
잡지의	잡지/ncn+의/jcm
광고를	광고/ncn+를/jco
보고	보/pvg+고/ecs
전화로	전화/ncn+로/jca
물건을	물건/ncn+을/jco
주문할	주문/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있어서	있/paa+어서/ecs
쇼핑센터까지	쇼핑/ncn+센터/ncn+까지/jxc
간다거나	가/pvg+ㄴ다/ef+거나/ecc
상품을	상품/ncn+을/jco
찾기	찾/pvg+기/etn
위해서	위하/pvg+어서/ecs
헤매는	헤매/pvg+는/etm
일이	일/ncn+이/jcs
없으며	없/paa+으며/ecs
,	,/sp
판매공정	판매/ncn+공정/ncn
축소로	축소/ncn+로/jca
원가가	원가/ncn+가/jcs
감소되어	감소/ncpa+되/xsv+어/ecx
상대적으로	상대/ncn+적/xsn+으로/jca
저렴한	저렴/ncps+하/xsm+ㄴ/etm
가격으로	가격/ncn+으로/jca
상품을	상품/ncn+을/jco
구입할	구입/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
미국에서	미국/nq+에서/jca
텔레마케팅으로	텔레마케팅/ncn+으로/jca
성공적인	성공/ncn+적/xsn+이/jp+ㄴ/etm
실적을	실적/ncn+을/jco
보이고	보이/pvg+고/ecx
있는	있/px+는/etm
회사중의	회사/ncn+중/nbn+의/jcm
