<tdmsfile>
<tdmsfile>
Han2.hwp
전대협과	전대협/nq+과/jcj
계마리	계마리/nq
영광	nq[영광/nq
원자력발전소	원자력/ncn+발전/ncn+소/xsn]nq
2호기가	2/nno+호/nbu+기/xsn+가/jcs
전기를	전기/ncn+를/jco
발생시키는	발생/ncn+시키/xsv+는/etm
주변압기가	주/mma+변압/ncn+기/xsn+가/jcs
고장나면서	고장/ncn+나/pvg+면서/ecs
가동을	가동/ncn+을/jco
멈췄다.	멈추/pvg+었/ep+다/ef+./sf
영광원자력본부는	영광원자력본부/nq+는/jxc
사고	사고/ncn
이후	이후/ncn
전문인력	전문/ncn+인력/ncn
30여명을	30/nnc+여/xsn+명/nbu+을/jco
동원해	동원/ncpa+하/xsv+어/ecs
복구작업과	복구/ncn+작업/ncn+과/jcj
원인규명에	원인/ncn+규명/ncn+에/jca
나섰다.	나서/pvg+었/ep+다/ef+./sf
2호기는	2/nno+호/nbu+기/xsn+는/jxc
지난	지나/pvg+ㄴ/etm
5월	5/nno+월/nbu
50여일간의	50/nnc+여/xsn+일/nbu+간/xsn+의/jcm
예방정비를	예방/ncn+정비/ncn+를/jco
마쳤으나	마치/pvg+었/ep+으나/ecs
5개월여만에	5/nnc+개월/nbu+여/xsn+만/nbn+에/jca
또다시	또다시/mag
고장으로	고장/ncn+으로/jca
가동을	가동/ncn+을/jco
중단했다.	중단/ncpa+하/xsv+었/ep+다/ef+./sf
노총은	노총/nq+은/jxc
이날	이/mmd+날/ncn
오후	오후/ncn
서울	서울/nq
여의도	여의도/nq
한강	nq[한강/nq
둔치에서	둔치/ncn]nq+에서/jca
1만여명의	1만/nnc+여/xsn+명/nbu+의/jcm
조합원이	조합/ncn+원/xsn+이/jcs
참가한	참가/ncpa+하/xsv+ㄴ/etm
가운데	가운데/ncn
열린	열리/pvg+ㄴ/etm
`생존권	`/sl+생존/ncn+권/xsn
사수	사수/ncn
및	및/maj
정책연합	정책/ncn+연합/ncn
실현을	실현/ncn+을/jco
위한	위하/pvg+ㄴ/etm
97전국노동자대회'에서	97/nno+전국노동자대회/nq'/sr+에서/jca
오는	오/pvg+는/etm
대선에서	대선/ncn+에서/jca
정책연합을	정책/ncn+연합/ncn+을/jco
성공시켜	성공/ncpa+시키/xsv+어/ecs
생존권을	생존/ncn+권/xsn+을/jco
사수하고	사수/ncpa+하/xsv+고/ecc
정치역량을	정치/ncn+역량/ncn+을/jco
강화하기로	강화/ncpa+하/xsv+기/etn+로/jca
했다.	하/pvg+었/ep+다/ef+./sf
고무지우개는	고무/ncn+지우개/ncn+는/jxc
잃어버릴까봐	잃/pvg+어/ecx+버리/px+ㄹ까/ef+보/px+아/ecs
실로	실로/mag
엮어	엮/pvg+어/ecs
목에	목/ncn+에/jca
걸고	걸/pvg+고/ecs
다니지요.	다니/pvg+지/ef+요/jxf+./sf
크레용을	크레용/ncn+을/jco
쓰면	쓰/pvg+면/ecs
재생에	재생/ncn+에/jca
문제가	문제/ncn+가/jcs
있기	있/paa+기/etn
때문에	때문/nbn+에/jca
선생님들도	선생/ncn+님/xsn+들/xsn+도/jxc
연필로	연필/ncn+로/jca
점수를	점수/ncn+를/jco
매기고	매기/pvg+고/ecc
풀이	풀/ncn+이/jcs
없어	없/paa+어/ecs
공작시간이	공작/ncn+시간/ncn+이/jcs
있는	있/paa+는/etm
날	날/ncn
아침에는	아침/ncn+에/jca+는/jxc
밥알을	밥알/ncn+을/jco
골라내기	고르/pvg+아/ecs+내/pvg+기/etn
바빠요.	바쁘/paa+아/ef+요/jxf+./sf
오는	오/pvg+는/etm
3일부터	3/nno+일/nbu+부터/jxc
6일까지	6/nno+일/nbu+까지/jxc
서울	서울/nq
삼성동	삼성동/nq
한국종합전시장	한국종합전시장/nq
3층	3/nno+층/nbu
대서양관에서	대서양관/nq+에서/jca
국내	국내/ncn
최초로	최초/ncn+로/jca
북한문구	북한/nq+문구/ncn
특별전시회가	특별/ncn+전시/ncn+회/xsn+가/jcs
열린다.	열리/pvg+ㄴ다/ef+./sf
이번	이/mmd+번/nbn
전시회에는	전시/ncn+회/xsn+에/jca+는/jxc
필기구와	필기/ncn+구/xsn+와/jcj
종이제품,	종이/ncn+제품/ncn+,/sp
일반	일반/ncn
생활용품	생활/ncn+용품/ncn
등	등/nbn
34종	34/nnc+종/nbu
200여점의	200/nnc+여/xsn+점/nbu+의/jcm
북한	북한/nq
문구가	문구/ncn+가/jcs
선보인다.	선/ncn+보이/pvg+ㄴ다/ef+./sf
거의	거의/mag
모든	모든/mma
전시품은	전시/ncn+품/xsn+은/jxc
문구공업협동조합이	문구공업협동조합/nq+이/jcs
지난	지나/pvg+ㄴ/etm
8월	8/nno+월/nbu
중국	중국/nq
투먼(도문)에서	투먼/nq+(/sl+도문/nq+)/sr+에서/jca
북한을	북한/nq+을/jco
오가는	오가/pvg+는/etm
조선족	조선족/nq
상인을	상인/ncn+을/jco
통해	통하/pvg+어/ecs
입수한	입수/ncpa+하/xsv+ㄴ/etm
최근	최근/ncn
문구류이다.	문구/ncn+류/xsn+이/jp+다/ef+./sf
가장	가장/mag
열악한	열악/ncps+하/xsm+ㄴ/etm
종류가	종류/ncn+가/jcs
종이제품이다.	종이/ncn+제품/ncn+이/jp+다/ef+./sf
공책에	공책/ncn+에/jca
해당하는	해당/ncpa+하/xsv+는/etm
학습장은	학습/ncn+장/xsn+은/jxc
폐지로	폐지/ncn+로/jca
몇번씩	몇/mma+번/nbu+씩/xsn
재생을	재생/ncn+을/jco
해	하/pvg+어/ecs
싯누렇다	싯누렇/paa+다/ecs
못해	못하/px+어/ecs
거무튀튀한	거무튀튀/ncps+하/xsm+ㄴ/etm
색깔이다.	색깔/ncn+이/jp+다/ef+./sf
교과서는	교과/ncn+서/xsn+는/jxc
폐지를	폐지/ncn+를/jco
재생해	재생/ncpa+하/xsv+어/ecs
만든	만들/pvg+ㄴ/etm
누렇고	누렇/paa+고/ecc
너덜너덜한	너덜너덜/mag+하/xsm+ㄴ/etm
종이에	종이/ncn+에/jca
인쇄를	인쇄/ncn+를/jco
해	하/pvg+어/ecs
한참을	한참/ncn+을/jco
들여다보지	들여다보/pvg+지/ecx
않으면	않/px+으면/ecs
글자를	글자/ncn+를/jco
식별할	식별/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없다.	없/paa+다/ef+./sf
북한에서	북한/nq+에서/jca
가장	가장/mag
질이	질/ncn+이/jcs
좋다는	좋/paa+다/ef+는/etm
평안북도	평안북도/nq
강계	강계/nq
연필공장에서	연필/ncn+공장/ncn+에서/jca
만든	만들/pvg+ㄴ/etm
연필이	연필/ncn+이/jcs
하나같이	하나같/paa+이/xsa
`편심'이다.	`/sl+편심/ncn+'/sr+이/jp+다/ef+./sf
연필심이	연필/ncn+심/ncn+이/jcs
한가운데에	한가운데/ncn+에/jca
박히지	박히/pvg+지/ecx
않은	않/px+은/etm
것으로	것/nbn+으로/jca
심이	심/ncn+이/jcs
부러져	부러지/pvg+어/ecs
연필깎이로	연필깎이/ncn+로/jca
깎을	깎/pvg+을/etm
수도	수/nbn+도/jxc
없다.	없/paa+다/ef+./sf
그나마	그/npd+나마/jxc
목재부족	목재/ncn+부족/ncn
현상으로	현상/ncn+으로/jca
생산이	생산/ncn+이/jcs
어려운	어렵/paa+ㄴ/etm
상황인	상황/ncn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
알려져	알리/pvg+어/ecx+지/px+어/ecx
있다.	있/px+다/ef+./sf
어린이들이	어린이/ncn+들/xsn+이/jcs
미술시간에	미술/ncn+시간/ncn+에/jca
쓰는	쓰/pvg+는/etm
크레용은	크레용/ncn+은/jxc
12색이	12/nnc+색/ncn+이/jcs
최고급품으로	최고급/ncn+품/xsn+으로/jca
확인된다.	확인/ncpa+되/xsv+ㄴ다/ef+./sf
남한의	남한/nq+의/jcm
경우	경우/ncn
40~50색	40/nnc+~/sd+50/nnc+색/ncn
크레용이	크레용/ncn+이/jcs
일반화돼	일반/ncn+화/xsn+되/xsv+어/ecx
있다.	있/px+다/ef+./sf
전시품	전시/ncn+품/xsn
가운데는	가운데/ncn+는/jxc
만년필도	만년필/ncn+도/jxc
있는데,	있/paa+는데/ecs+,/sp
품질을	품질/ncn+을/jco
떠나	떠나/pvg+아/ecs
가격이	가격/ncn+이/jcs
고졸자	고졸/ncn+자/xsn
월급의	월급/ncn+의/jcm
4배인	4/nnc+배/nbu+이/jp+ㄴ/etm
20원이다.	20/nnc+원/nbu+이/jp+다/ef+./sf
정부는	정부/ncn+는/jxc
컴퓨터통신을	컴퓨터/ncn+통신/ncn+을/jco
통한	통하/pvg+ㄴ/etm
원서접수가	원서/ncn+접수/ncn+가/jcs
현재	현재/ncn
시험단계에	시험/ncn+단계/ncn+에/jca
머물고	머물/pvg+고/ecx
있어	있/px+어/ecs
접수가	접수/ncn+가/jcs
가능한	가능/ncps+하/xsm+ㄴ/etm
고등학교는	고등/ncn+학교/ncn+는/jxc
서울의	서울/nq+의/jcm
한성과학고,	한성과학고/nq+,/sp
부산의	부산/nq+의/jcm
문현여고,	문현여고/nq+,/sp
광주의	광주/nq+의/jcm
광주고	광주고/nq
등	등/nbn
서울	서울/nq
및	및/maj
지방의	지방/ncn+의/jcm
32개교에	32/nnc+개/nbu+교/xsn+에/jca
그치고	그치/pvg+고/ecx
있으나,	있/px+으나/ecs+,/sp
되도록	되도록/mag
이른	이르/paa+ㄴ/etm
시일	시일/ncn
안에	안/ncn+에/jca
전국의	전국/ncn+의/jcm
모든	모든/mma
학교로	학교/ncn+로/jca
확대해	확대/ncpa+하/xsv+어/ecs
통신으로만	통신/ncn+으로/jca+만/jxc
원서를	원서/ncn+를/jco
받도록	받/pvg+도록/ecs
할	하/pvg+ㄹ/etm
계획이다.	계획/ncn+이/jp+다/ef+./sf
신씨	신/nq+씨/xsn
등	등/nbn
3명은	3/nnc+명/nbu+은/jxc
이	이/mmd
시스템을	시스템/ncn+을/jco
개발한	개발/ncpa+하/xsv+ㄴ/etm
공로를	공로/ncn+를/jco
인정받아	인정/ncn+받/pvg+아/ecs
31일	31/nno+일/nbu
총무처에서	총무처/nq+에서/jca
주관한	주관/ncpa+하/xsv+ㄴ/etm
제13회	제/xp+13/nno+회/nbu
중앙전산개발	nq[중앙/ncn+전산/ncn+개발/ncn
경진대회	경진/ncn+대회/ncn]nq
시상식에서	시상/ncn+식/xsn+에서/jca
대상인	대상/ncn+이/jp+ㄴ/etm
대통령상을	대통령/ncn+상/ncn+을/jco
받았다.	받/pvg+았/ep+다/ef+./sf
미국산	미국/ncn+산/xsn
수입	수입/ncn
아이스크림	아이스크림/ncn
6개	6/nnc+개/nbu
품목에서	품목/ncn+에서/jca
병원성	병원/ncn+성/xsn
리스테리아균이	리스테리아균/ncn+이/jcs
검출돼	검출/ncpa+되/xsv+어/ecs
해당	해당/ncn
제품에	제품/ncn+에/jca
대한	대하/pvg+ㄴ/etm
판매금지	판매/ncn+금지/ncn
조치가	조치/ncn+가/jcs
내렸다.	내리/pvg+었/ep+다/ef+./sf
3일	3/nno+일/nbu
식품의약품안전본부는	식품의약품안전본부/nq+는/jxc
(주)성환상사가	(/sl+주/ncn+)/sr+성환상사/nq+가/jcs
성남	성남/nq
동원냉동창고에	동원/nq+냉동/ncn+창고/ncn+에/jca
보관중인	보관/ncn+중/nbn+이/jp+ㄴ/etm
미국	미국/nq
쓰리프티페이레스사의	쓰리프티페이레스사/nq+의/jcm
아이스크림	아이스크림/ncn
26개	26/nnc+개/nbu
전품목을	전/mma+품목/ncn+을/jco
검사한	검사/ncpa+하/xsv+ㄴ/etm
결과	결과/ncn
쿠키앤	nq[쿠키앤/nq
크림	크림/ncn]nq
등	등/nbn
6개제품에서	6/nnc+개/nbu+제품/ncn+에서/jca
리스테리아균이	리스테리아균/ncn+이/jcs
나왔다고	나오/pvg+았/ep+다/ef+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
식약본부는	식약본부/nq+는/jxc
이와함께	이/npd+와/jct+함께/mag
수입판매사인	수입/ncn+판매/ncn+사/xsn+이/jp+ㄴ/etm
성환상사를	성환상사/nq+를/jco
행정처분토록	행정/ncn+처분/ncpa+토록/ecs
성남시에	성남시/nq+에/jca
통보하는	통보/ncpa+하/xsv+는/etm
한편	한편/ncn
여타	여타/ncn
아이스크림	아이스크림/ncn
수입품에	수입/ncn+품/xsn+에/jca
대한	대하/pvg+ㄴ/etm
정밀검사를	정밀/ncn+검사/ncn+를/jco
강화토록	강화/ncpa+토록/ecs
조치했다.	조치/ncpa+하/xsv+었/ep+다/ef+./sf
이에	이/npd+에/jca
앞서	앞서/pvg+어/ecs
한달전부터	한/nnc+달/nbu+전/ncn+부터/jxc
수입	수입/ncn
아이스크림	아이스크림/ncn
검사에	검사/ncn+에/jca
들어간	들/pvg+어/ecs+가/pvg+ㄴ/etm
식약본부는	식약본부/nq+는/jxc
지난달	지나/pvg+ㄴ/etm+달/ncn
22일	22/nno+일/nbu
쓰리프티사의	쓰리프티사/nq+의/jcm
피스타치오,	피스타치오/nq+,/sp
매드벌매드니스	매드벌매드니스/nq
등	등/nbn
2개	2/nnc+개/nbu
제품에서	제품/ncn+에서/jca
리스테리아균을	리스테리아균/ncn+을/jco
확인하고	확인/ncpa+하/xsv+고/ecs
수입사가	수입/ncn+사/xsn+가/jcs
보관중인	보관/ncn+중/nbn+이/jp+ㄴ/etm
26개	26/nnc+개/nbu
전품목	전/mma+품목/ncn
13만5천리터를	13만/nnc+5천/nnc+리터/nbu+를/jco
검사했다.	검사/ncpa+하/xsv+었/ep+다/ef+./sf
리스테리아균은	리스테리아균/ncn+은/jsc
저온균으로	저온/ncn+균/ncn+으로/jca
섭씨	섭씨/ncn
4도의	4/nnc+도/nbu+의/jcm
냉장온도에서도	냉장/ncn+온도/ncn+에서/jca+도/jxc
생육할	생육/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
식중독균으로	식중독/ncn+균/ncn+으로/jca
임산부에게	임산/ncn+부/xsn+에게/jca
유산,	유산/ncn+,/sp
노약자에게	노약/ncn+자/xsn+에게/jca
패혈증과	패혈증/ncn+과/jcj
수막염	수막염/ncn
등을	등/nbn+을/jco
유발할	유발/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
보건복지부가	보건복지부/nq+가/jcs
고시한	고시/ncpa+하/xsv+ㄴ/etm
공장도가격보다	공장도/ncn+가격/ncn+보다/jca
의약품을	의약/ncn+품/xsn+을/jco
싸게	싸/paa+게/ecs
판	팔/pvg+ㄴ/etm
약국에	약국/ncn+에/jca
대해	대하/pvg+어/ecs
내린	내리/pvg+ㄴ/etm
영업정지처분은	영업/ncn+정지/ncn+처분/ncn+은/jxc
정당하다는	정당/ncps+하/xsm+다/ef+는/etm
판결이	판결/ncn+이/jcs
나왔다.	나오/pvg+았/ep+다/ef+./sf
현행	현행/ncn
약사법	약사/ncn+법/ncn
및	및/maj
시행령은	시행/ncn+령/xsn+은/jxc
보건복지부가	보건복지부/nq+가/jcs
고시한	고시/ncpa+하/xsv+ㄴ/etm
공장도	공장도/ncn
가격보다	가격/ncn+보다/jca
싸게	싸/paa+게/ecs
의약품을	의약/ncn+품/xsn+을/jco
판매할	판매/ncpa+하/xsv+ㄹ/etm
경우	경우/ncn
적발회수에	적발/ncn+회수/ncn+에/jca
따라	따르/pvg+아/ecs
3일에서	3/nno+일/nbu+에서/jca
1개월까지	1/nnc+개월/nbu+까지/jxc
영업정지처분을	영업/ncn+정지/ncn+처분/ncn+을/jco
내리도록	내리/pvg+도록/ecs
하고	하/pvg+고/ecx
있다.	있/px+다/ef+./sf
김씨는	김/nq+씨/xsn+는/jxc
인천,	인천/nq+,/sp
강릉	강릉/nq
등지에서	등지/nbn+에서/jca
수명의	수/mma+명/nbu+의/jcm
약사를	약사/ncn+를/jco
고용해	고용/ncpa+하/xsv+어/ecs
약국을	약국/ncn+을/jco
운영하다	운영/ncpa+하/xsv+다/ecs
지난해	지나/pvg+ㄴ/etm+해/ncn
9월	9/nno+월/nbu
공장도가격이	공장도/ncn+가격/ncn+이/jcs
한병에	한/nnc+병/nbu+에/jca
7500원인	7500/nnc+원/nbu+이/jp+ㄴ/etm
우황청심환을	우황청심환/nq+을/jco
7000원에	7000/nnc+원/nbu+에/jca
팔다	팔/pvg+다/ecs
적발돼	적발/ncpa+되/xsv+어/ecs
영업정지처분을	영업/ncn+정지/ncn+처분/ncn+을/jco
받았다.	받/pvg+았/ep+다/ef+./sf
이	이/nq
교수는	교수/ncn+는/jxc
<월간조선>     </sl+월간조선/nq+>/sr
기사가	기사/ncn+가/jcs
자신의	자신/ncn+의/jcm
책	책/ncn
중	중/nbn
일부분만을	일부분/ncn+만/jxc+을/jco
문제삼아	문제/ncn+삼/pvg+아/ecs
용공서적으로	용공/ncn+서적/ncn+으로/jca
매도했다며	매도/ncpa+하/xsv+었/ep+다/ef+며/ecs
지난달	지나/pvg+ㄴ/etm+달/ncn
반론보도	반론/ncn+보도/ncn
신청과	신청/ncn+과/jcj
손해배상	손해/ncn+배상/ncn
청구소송을	청구/ncn+소송/ncn+을/jco
냈으며	내/pvg+었/ep+으며/ecc
손해배상소송은	손해/ncn+배상/ncn+소송/ncn+은/jxc
아직	아직/mag
진행중이다.	진행/ncn+중/nbn+이/jp+다/ef+./sf
이르면	이르/paa+면/ecs
내년부터	내년/ncn+부터/jxc
생활보호대상자	생활/ncn+보호/ncn+대상/ncn+자/xsn
자녀들이	자녀/ncn+들/xsn+이/jcs
사립	사립/ncn
유치원에서	유치/ncn+원/xsn+에서/jca
무상교육을	무상/ncn+교육/ncn+을/jco
받을	받/pvg+을/etm
수	수/nbn
있게	있/paa+게/ecs
된다.	되/pvg+ㄴ다/ef+./sf
이들은	이/npp+들/xsn+은/jxc
또	또/maj
국회에	국회/ncn+에/jca
계류중인	계류/ncn+중/nbn+이/jp+ㄴ/etm
유아교육진흥법	유아/ncn+교육/ncn+진흥/ncn+법/ncn
개정안이	개정/ncn+안/ncn+이/jcs
통과되는	통과/ncpa+되/xsv+는/etm
대로	대로/nbn
전국사립	전국/ncn+사립/ncn
유치원	유치/ncn+원/xsn
학부모들이	학부모/ncn+들/xsn+이/jcs
부담하고	부담/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
급식비	급식/ncn+비/xsn
가운데	가운데/ncn
500원을	500/nnc+원/nbu+을/jco
깎기로	깎/pvg+기/etn+로/jca
했다.	하/pvg+었/ep+다/ef+./sf
이밖에	이/npd+밖에/jxc
이들은	이/npp+들/xsn+은/jxc
사립	사립/ncn
유치원에	유치/ncn+원/xsn+에/jca
대한	대하/pvg+ㄴ/etm
재정지원	재정/ncn+지원/ncn
근거규정	근거/ncn+규정/ncn
마련	마련/ncn
등을	등/nbn+을/jco
주요	주요/ncn
내용으로	내용/ncn+으로/jca
하는	하/pvg+는/etm
유아교육진흥법	유아/ncn+교육/ncn+진흥/ncn+법/ncn
개정안을	개정/ncn+안/ncn+을/jco
국회가	국회/ncn+가/jcs
이른	이르/paa+ㄴ/etm
시일	시일/ncn
안에	안/ncn+에/jca
통과시킬	통과/ncpa+시키/xsv+ㄹ/etm
것을	것/nbn+을/jco
촉구했다.	촉구/ncpa+하/xsv+었/ep+다/ef+./sf
보건복지부에	보건복지부/nq+에/jca
딸린	딸리/pvg+ㄴ/etm
식품의약품안전본부는	식품의약품안전본부/nq+는/jxc
9월중	9/nno+월/nbu+중/nbn
다소비식품	다소비/ncn+식품/ncn
543건을	543/nnc+건/nbu+을/jco
수거해	수거/ncpa+하/xsv+어/ecs
검사한	검사/ncpa+하/xsv+ㄴ/etm
결과	결과/ncn
8.6%인	8.6/nnc+%/su+이/jp+ㄴ/etm
46개	46/nnc+개/nbu
제품이	제품/ncn+이/jcs
규격기준에	규격/ncn+기준/ncn+에/jca
못미치는	못/mag+미치/pvg+는/etm
불량식품이거나	불량/ncn+식품/ncn+이/jp+거나/jcj
유해물질이	유해/ncn+물질/ncn+이/jcs
들어	들/pvg+어/ecx
있는	있/px+는/etm
유해식품으로	유해/ncn+식품/ncn+으로/jca
나타났다고	나타나/pvg+았/ep+다/ef+고/jcr
지난	지나/pvg+ㄴ/etm
31일	31/nno+일/nbu
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
안전본부는	안전본부/nq+는/jxc
찬하식품(충북	찬하식품/nq+(/sl+충북/nq
청원군	청원군/nq
강내면)이	강내면/nq+)/sr+이/jcs
만든	만들/pvg+ㄴ/etm
콩나물에서	콩나물/ncn+에서/jca
농약	농약/ncn
카벤다짐이	카벤다짐/nq+이/jcs
0.6ppm	0.6/nnc+ppm/su
남아있는	남/pvg+아/ecx+있/px+는/etm
것을	것/nbn+을/jco
밝혀내	밝히/pvg+어/ecx+내/px+어/ecs
고발조처키로	고발/ncn+조처/ncpa+키/etn+로/jca
했으며	하/pvg+었/ep+으며/ecs
사용하면	사용/ncpa+하/xsv+면/ecs
안되는	안/mag+되/pvg+는/etm
식용색소	식용/ncn+색소/ncn
황색4호를	황색/ncn+4/nno+호/nbu+를/jco
도토리묵에	도토리묵/ncn+에/jca
집어넣은	집/pvg+어/ecs+넣/pvg+은/etm
국보식품(전남	국보식품/nq+(/sl+전남/nq
구례군)에	구례군/nq+)/sr+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
제품	제품/ncn
폐기처분과	폐기/ncn+처분/ncn+과/jct
함께	함께/mag
영업정지	영업/ncn+정지/ncn
1개월의	1/nnc+개월/nbu+의/jcm
행정처분을	행정/ncn+처분/ncn+을/jco
내리기로	내리/pvg+기/etn+로/jca
했다.	하/pvg+었/ep+다/ef+./sf
환경부가	환경부/nq+가/jcs
지난	지나/pvg+ㄴ/etm
9월부터	9/nno+월/nbu+부터/jxc
남부지방에서	남부/ncn+지방/ncn+에서/jca
계속되고	계속/ncpa+되/xsv+고/ecx
있는	있/px+는/etm
가을가뭄에	가을/ncn+가뭄/ncn+에/jca
대한	대하/pvg+ㄴ/etm
대책마련에	대책/ncn+마련/ncn+에/jca
나섰다.	나서/pvg+었/ep+다/ef+./sf
환경부의	환경부/nq+의/jcm
가뭄대책은	가뭄/ncn+대책/ncn+은/jxc
가뭄으로	가뭄/ncn+으로/jca
연안	연안/ncn
및	및/maj
섬	섬/ncn
지역을	지역/ncn+을/jco
중심으로	중심/ncn+으로/jca
식수난이	식수/ncn+난/xsn+이/jcs
가중되고	가중/ncpa+되/xsv+고/ecx
있을	있/px+을/etm
뿐아니라	뿐/nbn+아니/paa+라/ecs
수질오염사고마저	수질/ncn+오염/ncn+사고/ncn+마저/jxc
우려되고	우려/ncpa+되/xsv+고/ecx
있기	있/px+기/etn
때문이다.	때문/nbn+이/jp+다/ef+./sf
환경부는	환경부/nq+는/jxc
특히	특히/mag
상수원의	상수/ncn+원/xsn+의/jcm
수량	수량/ncn
감소로	감소/ncn+로/jca
사소한	사소/ncps+하/xsm+ㄴ/etm
오염원에도	오염/ncn+원/xsn+에/jca+도/jxc
상수원의	상수/ncn+원/xsn+의/jcm
수질이	수질/ncn+이/jcs
매우	매우/mag
나빠질	나쁘/paa+아/ecx+지/px+ㄹ/etm
수	수/nbn
있다고	있/paa+다/ef+고/jcr
보고	보/pvg+고/ecs
상수원	상수/ncn+원/xsn
상류지점에	상류/ncn+지점/ncn+에/jca
대한	대하/pvg+ㄴ/etm
수질오염	수질/ncn+오염/ncn
감시활동을	감시/ncn+활동/ncn+을/jco
강화하기로	강화/ncpa+하/xsv+기/etn+로/jca
했다.	하/pvg+었/ep+다/ef+./sf
4일	4/nno+일/nbu
지방별	지방/ncn+별/xsn
날씨전망은	날씨/ncn+전망/ncn+은/jxc
다음과	다음/ncn+과/jct
같다.	같/paa+다/ef+./sf
북한에	북한/nq+에/jca
대한	대하/pvg+ㄴ/etm
추가지원은	추가/ncn+지원/ncn+은/jxc
언제	언제/mag
다시	다시/mag
이루어질	이루/pvg+어/ecx+지/px+ㄹ/etm
것인가.	것/nbn+이/jp+ㄴ가/ef+./sf
한적은	한적/nq+은/jxc
일단	일단/mag
이번주	이/mmd+번/nbn+주/ncn
안에	안/ncn+에/jca
북한적십자회쪽에	북한적십자회/nq+쪽/nbn+에/jca
`대북	`/sl+대북/ncn
3차지원을	3/nno+차/nbu+지원/ncn+을/jco
위한	위하/pvg+ㄴ/etm
4차	4/nno+차/nbu
남북적십자대표	남북적십자/nq+대표/ncn
접촉'을	접촉/ncn+'/sr+을/jco
제의할	제의/ncpa+하/xsv+ㄹ/etm
예정인데,	예정/ncn+이/jp+ㄴ데/ecs+,/sp
북쪽에서	북쪽/ncn+에서/jca
수락의사를	수락/ncn+의사/ncn+를/jco
표명해올	표명/ncpa+하/xsv+어/ecx+오/px+ㄹ/etm
경우	경우/ncn
이르면	이르/paa+면/ecs
다음주	다음/ncn+주/ncn
안으로	안/ncn+으로/jca
베이징에서	베이징/nq+에서/jca
다시	다시/mag
접촉을	접촉/ncn+을/jco
가질	가지/pvg+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것으로	것/nbn+으로/jca
보고	보/pvg+고/ecx
있다.	있/px+다/ef+./sf
앞으로	앞/ncn+으로/jca
4차	4/nno+차/nbu
접촉이	접촉/ncn+이/jcs
이루어질	이루/pvg+어/ecx+지/px+ㄹ/etm
경우	경우/ncn
대북추가지원	대북/ncn+추가/ncn+지원/ncn
양과	양/ncn+과/jcj
방법	방법/ncn
등에	등/nbn+에/jca
대해	대하/pvg+어/ecs
구체적으로	구체/ncn+적/xsn+으로/jca
논의될	논의/ncpa+되/xsv+ㄹ/etm
예정이지만,	예정/ncn+이/jp+지만/ecs+,/sp
구호물자	구호/ncn+물자/ncn
분배의	분배/ncn+의/jcm
투명성과	투명/ncn+성/xsn+과/jcj
판문점을	판문점/nq+을/jco
통한	통하/pvg+ㄴ/etm
전달	전달/ncn
등	등/nbn
두가지	두/nnc+가지/nbu
문제를	문제/ncn+를/jco
놓고	놓/pvg+고/ecs
양쪽이	양쪽/ncn+이/jcs
다소	다소/mag
