<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0300.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0300.txt </filename>
<title>수학과의 만남  </title>
<author>써지 랭 저 ; 송교식 역  </author>
<date>1992  </date>
<publisher>가서원  </publisher>
<kdc>410  </kdc>
<ddc> 510 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
수학을	수학/ncn+을/jco
것인가에	것/nbn+이/jp+ㄴ가/ef+에/jca
대해서	대하/pvg+어서/ecs
선생님과	선생/ncn+님/xsn+과/jcj
써지가	써지/nq+가/jcs
빠르게	빠르/paa+게/ecs
토론한다	토론/ncpa+하/xsv+ㄴ다/ef
.)	./sf+)/sr
써지	써지/nq
:	:/sp
제가	제/npp+가/jcs
칠판	칠판/ncn
앞으로	앞/ncn+으로/jca
나가도	나가/pvg+아도/ecs
되겠습니까	되/pvg+겠/ep+습니까/ef
?	?/sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
원하다면	원하/pvg+다면/ecs
좋습니다	좋/paa+습니다/ef
.	./sf
(	(/sl
써지가	nq[써지/nq+가/jcs
칠판	칠판/ncn
앞으로	앞/ncn+으로/jca
나가서	나가/pvg+서/ecs
가능한	가능/ncps+하/xsm+ㄴ/etm
그림들을	그림/ncn+들/xsn+을/jco
다양하게	다양/ncps+하/xsm+게/ecs
그린다	그리/pvg+ㄴ다/ef
.	./sf
나머지	나머지/ncn
학생들은	학생/ncn+들/xsn+은/jxc
활발한	활발/ncps+하/xsm+ㄴ/etm
대화	대화/ncn
속에	속/ncn+에/jca
웃기도	웃/pvg+기/etn+도/jxc
한다	하/px+ㄴ다/ef
.	./sf
써지와	써지/nq+와/jcj
많은	많/paa+은/etm
학생들	학생/ncn+들/xsn
그리고	그리고/maj
선생님이	선생/ncn+님/xsn+이/jcs
다양한	다양/ncps+하/xsm+ㄴ/etm
가능성들에	가능/ncn+성/xsn+들/xsn+에/jca
대해	대하/pvg+어/ecs
활발하게	활발/ncps+하/xsm+게/ecs
토론한다	토론/ncpa+하/xsv+ㄴ다/ef
.)	./sf+)/sr
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
좋습니다	좋/paa+습니다/ef
.	./sf
써지	써지/nq
나중에	나중/ncn+에/jca
말했던	말/ncpa+하/xsv+었/ep+던/etm
형태로	형태/ncn+로/jca
돌아갑시다	돌/pvg+아/ecs+가/pvg+ㅂ시다/ef
.	./sf
이런	이런/mmd
그림을	그림/ncn+을/jco
생각해	생각/ncpa+하/xsv+어/ecx
볼까요	보/px+ㄹ까/ef+요/jxf
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
정점이	정점/ncn+이/jcs
중앙에	중앙/ncn+에/jca
있을	있/paa+을/etm
때	때/ncn
,	,/sp
상자를	상자/ncn+를/jco
이렇게	이렇/pad+게/ecs
분해한다고	분해/ncpa+하/xsv+ㄴ다/ef+고/jcr
가정해	가정/ncpa+하/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
상자	상자/ncn
안에	안/ncn+에/jca
얼마나	얼마나/mag
많은	많/paa+은/etm
조각들이	조각/ncn+들/xsn+이/jcs
있겠습니까	있/paa+겠/ep+습니까/ef
?	?/sf
한	한/nnc
학생	학생/ncn
:	:/sp
얼마나	얼마나/mag
많은	많/paa+은/etm
부분들로	부분/ncn+들/xsn+로/jca
나누어지는지	나누/pvg+어/ecx+지/px+는지/ecs
알고	알/pvg+고/ecx
싶으신거죠	싶/px+으시/ep+ㄴ/etm+거/nbn+지/ef+요/jxf
?	?/sf
여섯	여섯/nnc
개입니다	개/nbu+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
여섯	여섯/nnc
개가	개/nbu+가/jcs
하나의	하나/ncn+의/jcm
상자를	상자/ncn+를/jco
만듭니다	만들/pvg+ㅂ니다/ef
.	./sf
이름이	이름/ncn+이/jcs
무엇입니까	무엇/npd+이/jp+ㅂ니까/ef
?	?/sf
학생	학생/ncn
:	:/sp
리자	리자/nq
(	(/sl
Lisa	Lisa/f
)	)/sr
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그녀가	그녀/npp+가/jcs
바로	바로/mag
맞췄습니다	맞추/pvg+었/ep+습니다/ef
.	./sf
곧	곧/maj
알아챌	알아채/paa+ㄹ/etm
것	것/nbn
같군요	같/paa+군/ef+요/jxf
.	./sf
상자를	상자/ncn+를/jco
만들기	만들/pvg+기/etn
위해서	위하/pvg+어서/ecs
여섯	여섯/nnc
개의	개/nbu+의/jcm
피라미드를	피라미드/ncn+를/jco
놓아야	놓/pvg+아야/ecs
합니다	하/px+ㅂ니다/ef
.	./sf
자	자/ii
그러면	그러면/maj
,	,/sp
왜	왜/mag
이미	이미/mag
알고	알/pvg+고/ecx
있는	있/px+는/etm
상자를	상자/ncn+를/jco
가지고	가지/pvg+고/ecs
지금과	지금/ncn+과/jct
반대로	반대/ncn+로/jca
시작하지	시작/ncpa+하/xsv+지/ecx
않았습니까	않/px+았/ep+습니까/ef
?	?/sf
가장	가장/mag
간단한	간단/ncps+하/xsm+ㄴ/etm
상자는	상자/ncn+는/jxc
무엇입니까	무엇/npd+이/jp+ㅂ니까/ef
?	?/sf
리자	리자/nq
:	:/sp
일	일/nnc
곱하기	곱하기/ncn
일	일/nnc
곱하기	곱하기/ncn
일입니다	일/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
완벽합니다	완벽/ncps+하/xsm+ㅂ니다/ef
.	./sf
그럼	그럼/mag
가장	가장/mag
간단한	간단/ncps+하/xsm+ㄴ/etm
상자	상자/ncn
,	,/sp
일	일/nnc
곱하기	곱하기/ncn
일	일/nnc
곱하기	곱하기/ncn
일인	일/nnc+이/jp+ㄴ/etm
정육면체를	정육면체/ncn+를/jco
가정합시다	가정/ncpa+하/xsv+ㅂ시다/ef
.	./sf
이것이	이것/npd+이/jcs
리자가	리자/ncn+가/jcs
말한	말/ncpa+하/xsv+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
피라미드의	피라미드/ncn+의/jcm
꼭지점을	꼭지/ncn+점/ncn+을/jco
어디에	어디/npd+에/jca
놓아야	놓/pvg+아야/ecs
하겠습니까	하/px+겠/ep+습니까/ef
?	?/sf
리자	리자/nq
:	:/sp
한가운데입니다	한가운데/ncn+이/jp+ㅂ니다/ef
.	./sf
183038800 
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
바로	바로/mag
여기	여기/npd
,	,/sp
한가운데	한가운데/ncn
말이죠	말/ncn+이/jp+지/ef+요/jxf
,	,/sp
리자가	리자/ncn+가/jcs
여섯	여섯/nnc
개의	개/nbu+의/jcm
피라미드를	피라미드/ncn+를/jco
놓는다고	놓/pvg+는다/ef+고/jcr
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그녀가	그녀/npp+가/jcs
말한	말/ncpa+하/xsv+ㄴ/etm
대로	대로/nbn
하겠습니다	하/pvg+겠/ep+습니다/ef
.	./sf
이렇게	이렇/pad+게/ef
.	./sf
상자	상자/ncn
,	,/sp
그러니까	그러니까/maj
정육면체가	정육면체/ncn+가/jcc
된	되/pvg+ㄴ/etm
여섯	여섯/nnc
면이	면/ncn+이/jcs
보이지요	보이/pvg+지/ef+요/jxf
.	./sf
그럼	그럼/mag
정육면체	정육면체/nbn
중앙에	중앙/ncn+에/jca
정점을	정점/ncn+을/jco
놓고	놓/pvg+고/ecc
,	,/sp
그	그/npp
밑면이	밑면/ncn+이/jcs
정육면체의	정육면체/ncn+의/jcm
각	각/mma
면이	면/ncn+이/jcc
된	되/pvg+ㄴ/etm
여섯	여섯/nnc
개의	개/nbu+의/jcm
피라미드가	피라미드/ncn+가/jcs
있습니다	있/paa+습니다/ef
.	./sf
그러면	그러면/maj
각	각/mma
피라미드의	피라미드/ncn+의/jcm
부피는	부피/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
,	,/sp
리자	리자/nq
?	?/sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
육	육/nnc
분의	분/nbn+의/jcm
일	일/nnc
.	./sf
전	전/mma
정육면체의	정육면체/ncn+의/jcm
총	총/xp
부피가	부피/ncn+가/jcs
1	1/nnc
이니까	이/jp+니까/ecs
,	,/sp
각	각/mma
피라미드의	피라미드/ncn+의/jcm
부피는	부피/ncn+는/jxc
총	총/xp
부피의	부피/ncn+의/jcm
육분의	육/nnc+분/nbn+의/jcm
일이	일/nnc+이/jcc
됩니다	되/pvg+ㅂ니다/ef
.	./sf
그러면	그러면/maj
이제	이제/mag
밑면의	밑면/ncn+의/jcm
각	각/mma
변이	변/ncn+이/jcs
1	1/nnc
,	,/sp
1	1/nnc
인	이/jp+ㄴ/etm
한피라미드의	한/nnc+피라미드/ncn+의/jcm
부피를	부피/ncn+를/jco
알게	알/pvg+게/ecs
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
그럼	그럼/mag
그	그/mmd
피라미드의	피라미드/ncn+의/jcm
높이는	높이/ncn+는/etm
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
한	한/nnc
학생	학생/ncn
:	:/sp
정육면체	정육면체/ncn
한	한/nnc
변의	변/ncn+의/jcm
이	이/nnc
분의	분/nbn+의/jcm
일입니다	일/nnc+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
입니다	이/jp+ㅂ니다/ef
.	./sf
높이가	높이/ncn+가/jcs
입니다	이/jp+ㅂ니다/ef
.	./sf
그럼	그럼/mag
밑면의	밑면/nbn+의/jcm
각	각/mma
변이	변/ncn+이/jcs
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcs
여전히	여전/ncn+히/xsa
인	이/jp+ㄴ/etm
피라미드를	피라미드/ncn+를/jco
가정해	가정/ncpa+하/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
이전	이전/ncn
것에서	것/nbn+에서/jca
얻어진	얻/pvg+어/ecx+지/px+ㄴ/etm
새	새/mma
피라미드는	피라미드/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
,	,/sp
마이크	마이크/nq
?	?/sf
마이크	마이크/nq
:	:/sp
한	한/nnc
변	변/ncn
a	a/f
,	,/sp
다른	다르/paa+ㄴ/etm
한	한/nnc
변	변/ncn
b	b/f
로	로/jca
팽창되지만	팽창/ncpa+되/xsv+지만/ecs
높이로는	높이/ncn+로/jca+는/jxc
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그렇습니다	그렇/pad+습니다/ef
.	./sf
밑면의	밑면/ncn+의/jcm
각	각/mma
변이	변/ncn+이/jcs
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcs
인	이/jp+ㄴ/etm
피라미드는	피라미드/ncn+는/jxc
인수	인수/ncn
a	a/f
,	,/sp
b	b/f
두	두/nnc
방향으로	방향/ncn+으로/jca
팽창되지만	팽창/ncpa+되/xsv+지만/ecs
,	,/sp
세	세/nnc
번째	번째/nbu
방향의	방향/ncn+의/jcm
인수는	인수/ncn+는/jxc
1	1/nnc
입니다	이/jp+ㅂ니다/ef
.	./sf
마이크가	마이크/nq+가/jcs
말한	말/ncpa+하/xsv+ㄴ/etm
대로입니다	대로/nbn+이/jp+ㅂ니다/ef
.	./sf
그러면	그러면/maj
이	이/mmd
피라미드의	피라미드/ncn+의/jcm
부피는	부피/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
마이크	마이크/nq
:	:/sp
ab	ab/f
의	의/jcm
육	육/nnc
분의	분/nbn+의/jcm
일입니까	일/nnc+이/jp+ㅂ니까/ef
?	?/sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
입니다	이/jp+ㅂ니다/ef
.	./sf
이것은	이것/npd+은/jxc
인	이/jp+ㄴ/etm
부피를	부피/ncn+를/jco
갖습니다	갖/pvg+습니다/ef
.	./sf
이제	이제/mag
높이를	높이/ncn+를/jco
변화시켜	변화/ncpa+시키/xsv+어/ecx
봅시다	보/px+ㅂ시다/ef
.	./sf
밑면이	밑면/ncn+이/jcs
ab	ab/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcs
1	1/nnc
인	이/jp+ㄴ/etm
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
피라미드를	피라미드/ncn+를/jco
보겠습니다	보/pvg+겠/ep+습니다/ef
.	./sf
세	세/nnc
번째	번째/nbu
,	,/sp
수직	수직/ncn
방향을	방향/ncn+을/jco
팽창시켰습니다	팽창/ncpa+시키/xsv+었/ep+습니다/ef
.	./sf
어떤	어떤/mmd
인수에	인수/ncn+에/jca
의한	의하/pvg+ㄴ/etm
것입니까	것/nbn+이/jp+ㅂ니까/ef
?	?/sf
마이크	마이크/nq
:	:/sp
1	1/nnc
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
처음엔	처음/ncn+에/jca+ㄴ/jxc
높이가	높이/ncn+가/jcs
로써	로써/jca
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
새	새/mma
피라미드의	피라미드/ncn+의/jcm
높이는	높이/pvg+는/etm
1	1/nnc
입니다	이/jp+ㅂ니다/ef
.	./sf
이	이/mmd
방향으로	방향/ncn+으로/jca
얼마나	얼마나/mag
팽창한	팽창/ncpa+하/xsv+ㄴ/etm
것입니까	것/nbn+이/jp+ㅂ니까/ef
?	?/sf
마이크	마이크/nq
:	:/sp
두	두/nnc
배입니다	배/nbu+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
아닙니다	아니/paa+ㅂ니다/ef
.	./sf
처음엔	처음/ncn+에/jca+ㄴ/jxc
높이가	높이/ncn+가/jcs
로써	로써/jca
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
새	새/mma
피라미드의	피라미드/ncn+의/jcm
높이는	높이/pvg+는/etm
1	1/nnc
입니다	이/jp+ㅂ니다/ef
.	./sf
이	이/mmd
방향으로	방향/ncn+으로/jca
얼마나	얼마나/mag
팽창한	팽창/ncpa+하/xsv+ㄴ/etm
것입니까	것/nbn+이/jp+ㅂ니까/ef
?	?/sf
마이크	마이크/nq
:	:/sp
두	두/nnc
배입니다	배/nbu+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
확실히	확실/ncn+히/xsa
,	,/sp
그럼	그럼/mag
어떤	어떤/mmd
인수에	인수/ncn+에/jca
의한	의하/pvg+ㄴ/etm
팽창입니까	팽창/ncn+이/jp+ㅂ니까/ef
?	?/sf
마이크	마이크/nq
:	:/sp
2	2/nnc
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
그렇습니다	그렇/pad+습니다/ef
.	./sf
그럼	그럼/mag
세	세/nnc
개의	개/nbu+의/jcm
피라미드를	피라미드/ncn+를/jco
갖게	갖/pvg+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
처음	처음/ncn
것은	것/nbn+은/jxc
각	각/mma
변이	변/ncn+이/jcs
1	1/nnc
,	,/sp
1	1/nnc
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcs
이었고	이/jp+었/ep+고/ecc
,	,/sp
두	두/nnc
번째는	번째/nbu+는/jxc
각변이	각/mma+변/ncn+이/jcs
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcs
인	이/jp+ㄴ/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
세	세/nnc
번째는	번째/nbu+는/jxc
두	두/nnc
변쩨	번째/nbu
것을	것/nbn+을/jco
한	한/nnc
방향으로	방향/ncn+으로/jca
2	2/nnc
만큼	만큼/nbn
팽창시켜서	팽창/ncpa+시키/xsv+어서/ecs
얻은	얻/pvg+은/etm
것으로	것/nbn+으로/jca
각	각/mma
변이	변/ncn+이/jcs
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcs
1	1/nnc
인	이/jp+ㄴ/etm
피라미드였습니다	피라미드/ncn+이/jp+었/ep+습니다/ef
.	./sf
두	두/nnc
번째	번째/nbu
피라미드의	피라미드/ncn+의/jcm
부피가	부피/ncn+가/jcs
입니다	이/jp+ㅂ니다/ef
.	./sf
세	세/nnc
번째	번째/nbu
피라미드의	피라미드/ncn+의/jcm
부피는	부피/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
마이크	마이크/nq
:	:/sp
육	육/nnc
분의	분/nbn+의/jcm
일	일/nnc
ab	ab/f
의	의/jcm
두	두/nnc
배입니다	배/nbu+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
,	,/sp
그럼	그럼/mag
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
마이크	마이크/nq
:	:/sp
삼	삼/nnc
분의	분/nbn+의/jcm
일	일/nnc
ab	ab/f
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
입니다	이/jp+ㅂ니다/ef
.	./sf
삼	삼/nnc
분의	분/nbn+의/jcm
일이	일/nnc+이/jcs
나온	나오/pvg+ㄴ/etm
것을	것/nbn+을/jco
보았습니까	보/pvg+았/ep+습니까/ef
?	?/sf
삼	삼/nnc
분의	분/nbn+의/jcm
일을	일/nnc+을/jco
잡았습니다	잡/pvg+았/ep+습니다/ef
.	./sf
이제	이제/mag
임의로	임의/ncn+로/jca
높이가	높이/ncn+가/jcc
h	h/f
인	이/jp+ㄴ/etm
마지막	마지막/ncn
피라미드를	피라미드/ncn+를/jco
그리겠습니다	그리/pvg+겠/ep+습니다/ef
.	./sf
밑면의	밑면/ncn+의/jcm
각	각/mma
변이	변/ncn+이/jcs
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcc
h	h/f
인	이/jp+ㄴ/etm
피라미드의	피라미드/ncn+의/jcm
부피는	부피/ncn+는/jxc
얼마이겠습니까	얼마/ncn+이/jp+겠/ep+습니까/ef
?	?/sf
누구	누구/npp
압니까	알/pvg+ㅂ니까/ef
?	?/sf
(	(/sl
학급	학급/ncn
대부분의	대부분/ncn+의/jcm
손이	손/ncn+이/jcs
올라간다	오르/pvg+아/ecs+가/pvg+ㄴ다/ef
.)	./sf+)/sr
마이크	마이크/nq
:	:/sp
h	h/f
배입니다	배/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
.	./sf
밑면의	밑면/ncn+의/jcm
각	각/mma
변이	변/ncn+이/jcs
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcc
h	h/f
인	이/jp+ㄴ/etm
피라미드는	피라미드/ncn+는/jxc
밑면의	밑면/ncn+의/jcm
각	각/mma
변이	변/ncn+이/jcs
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcs
1	1/nnc
인	이/jp+ㄴ/etm
피라미드를	피라미드/ncn+를/jco
수직	수직/ncn
방향으로	방향/ncn+으로/jca
인수	인수/ncn
h	h/f
만큼	만큼/nbn
팽창시켜서	팽창/ncpa+시키/xsv+어서/ecs
얻어진	얻/pvg+어/ecx+지/px+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
그러면	그러면/maj
,	,/sp
밑면이	밑면/ncn+이/jcc
a	a/f
,	,/sp
b	b/f
이고	이/jp+고/ecc
높이가	높이/ncn+가/jcc
h	h/f
인	이/jp+ㄴ/etm
새	새/mma
피라미드의	피라미드/ncn+의/jcm
부피는	부피/ncn+는/jxc
얼마입니까	얼마/ncn+이/jp+ㅂ니까/ef
?	?/sf
싼드라	싼드라/nq
:	:/sp
abh	abh/f
의	의/jcm
삼	삼/nnc
분의	분/nbn+의/jcm
일입니다	일/nnc+이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
예	예/ii
,	,/sp
그럼	그럼/mag
쓰겠습니다	쓰/pvg+겠/ep+습니다/ef
.	./sf
이것이	이것/npd+이/jcs
가장	가장/mag
일반적인	일반/ncn+적/xsn+이/jp+ㄴ/etm
정리입니다	정리/ncn+이/jp+ㅂ니다/ef
.	./sf
이런	이런/mmd
방법으로	방법/ncn+으로/jca
,	,/sp
정육면체의	정육면체/ncn+의/jcm
중앙에	중앙/ncn+에/jca
정점을	정점/ncn+을/jco
가진	가지/pvg+ㄴ/etm
여섯	여섯/nnc
개의	개/nbu+의/jcm
피라미드를	피라미드/ncn+를/jco
가정했습니다	가정/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
이	이/mmd
경우	경우/ncn
가장	가장/mag
간단한	간단/ncps+하/xsm+ㄴ/etm
것은	것/nbn+은/jxc
각	각/mma
변이	변/ncn+이/jcc
1	1/nnc
인	이/jp+ㄴ/etm
밑면과	밑면/ncn+과/jcj
높이가	높이/ncn+가/jcc
인	이/jp+ㄴ/etm
피라미드였습니다	피라미드/ncn+이/jp+었/ep+습니다/ef
.	./sf
이집트의	이집트/nq+의/jcm
피라미드처럼	피라미드/ncn+처럼/jca
,	,/sp
그	그/mmd
정점이	정점/ncn+이/jcs
밑면의	밑면/ncn+의/jcm
중아	중아/ncn
바로	바로/mag
위에	위/ncn+에/jca
있는	있/paa+는/etm
피라미드의	피라미드/ncn+의/jcm
부피를	부피/ncn+를/jco
곧바로	곧바로/mag
구할	구하/pvg+ㄹ/etm
수	수/nbn
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
써지	써지/nq
:	:/sp
제	제/npp
생각에	생각/ncn+에/jca
선생님께서는	선생/ncn+님/xsn+께서/jcs+는/jxc
다른	다르/paa+ㄴ/etm
방법으로도	방법/ncn+으로/jca+도/jxc
부피를	부피/ncn+를/jco
구할	구하/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
세	세/nnc
개의	개/nbu+의/jcm
피라미드로	피라미드/ncn+로/jca
정육면체를	정육면체/ncn+를/jco
구성할	구성/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
정육면체의	정육면체/ncn+의/jcm
부피는	부피/ncn+는/jxc
abh	abh/f
입니다	이/jp+ㅂ니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
이것은	이것/npd+은/jxc
정육면체가	정육면체/ncn+가/jcc
아니고	아니/paa+고/ecc
직육면체입니다	직육면체/ncn+이/jp+ㅂ니다/ef
.	./sf
써지	써지/nq
:	:/sp
좋습니다	좋/paa+습니다/ef
.	./sf
그렇지만	그렇지만/maj
세	세/nnc
개의	개/nbu+의/jcm
피라미드로	피라미드/ncn+로/jca
상자를	상자/ncn+를/jco
만들	만들/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
(	(/sl
써지가	nq[써지/nq+가/jcs
칠판에	칠판/ncn+에/jca
그림을	그림/ncn+을/jco
그린다	그리/pvg+ㄴ다/ef
)	)/sr
상자의	상자/ncn+의/jcm
한	한/nnc
모퉁이에	모퉁이/ncn+에/jca
빗변이	빗변/ncn+이/jcs
있는	있/paa+는/etm
밑면을	밑면/ncn+을/jco
가진	가지/pvg+ㄴ/etm
세	세/nnc
개의	개/nbu+의/jcm
피라미드를	피라미드/ncn+를/jco
얻을	얻/pvg+을/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
써지	nq[써지/nq
랭	랭/nq]nq
:	:/sp
아니	아니/mag
,	,/sp
꼭	꼭/mag
그렇지	그렇/pad+지/ecx
않습니다	않/px+습니다/ef
.	./sf
다른	다르/paa+ㄴ/etm
a	a/f
,	,/sp
b	b/f
,	,/sp
h	h/f
를	를/jco
갖게	갖/pvg+게/ecs
되니까	되/pvg+니까/ecs
,	,/sp
피라미드가	피라미드/ncn+가/jcs
꼭	꼭/mag
같아지지	같/paa+아/ecx+지/px+지/ecx
않습니다	않/px+습니다/ef
.	./sf
각	각/mma
변이	변/ncn+이/jcs
1	1/nnc
로	로/jca
모두	모두/mag
같은	같/paa+은/etm
정육면체를	정육면체/ncn+를/jco
택하면	택하/pvg+면/ecs
,	,/sp
똑같은	똑같/paa+은/etm
세	세/nnc
개의	개/nbu+의/jcm
피라미드를	피라미드/ncn+를/jco
가지고	가지/pvg+고/ecs
마무리할	마무리/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
생각은	생각/ncn+은/jxc
훌륭합니다	훌륭/ncps+하/xsm+ㅂ니다/ef
.	./sf
그러면	그러면/maj
대칭성에	대칭/ncn+성/xsn+에/jca
의하여	의하/pvg+여/ecs
세	세/nnc
개의	개/nbu+의/jcm
피라미드는	피라미드/ncn+는/jxc
같은	같/paa+은/etm
부피를	부피/ncn+를/jco
갖게	갖/pvg+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
만약	만약/mag
정육면체가	정육면체/ncn+가/jcc
아닌	아니/paa+ㄴ/etm
직육면체로	직육면체/ncn+로/jca
하면	하/pvg+면/ecs
,	,/sp
대칭이	대칭/ncn+이/jcc
아니게	아니/paa+게/ecs
됩니다	되/pvg+ㅂ니다/ef
.	./sf
만약	만약/mag
정육면체가	정육면체/ncn+가/jcs
아닌	아니/paa+ㄴ/etm
직육면체를	직육면체/ncn+를/jco
다루었던	다루/pvg+었/ep+던/etm
이유입니다	이유/ncn+이/jp+ㅂ니다/ef
.	./sf
좀더	좀더/mag
대칭에	대칭/ncn+에/jca
대해	대하/pvg+어/ecs
알아봅시다	알/pvg+아/ecs+보/pvg+ㅂ시다/ef
.	./sf
학생의	학생/ncn+의/jcm
방법대로	방법/ncn+대로/jxc
하면	하/pvg+면/ecs
,	,/sp
얻어지는	얻/pvg+어/ecx+지/px+는/etm
피라미드는	피라미드/ncn+는/jxc
비스듬한	비스듬/ncps+하/xsm+ㄴ/etm
것일텐데	것/nbn+이/jp+ㄹ텐데/ef
,	,/sp
이렇게	이렇/pad+게/ef
.	./sf
각	각/mma
피라미드의	피라미드/ncn+의/jcm
정점이	정점/ncn+이/jcs
밑면의	밑면/ncn+의/jcm
중앙에	중앙/ncn+에/jca
정확히	정확/ncn+히/xsa
놓이지	놓이/pvg+지/ecx
않게됩니다	않/px+게/ecs+되/pvg+ㅂ니다/ef
.	./sf
그러면	그러면/maj
여러	여러/mma
종류의	종류/ncn+의/jcm
피라미드를	피라미드/ncn+를/jco
갖게	갖/pvg+게/ecs
되지요	되/pvg+지/ef+요/jxf
.	./sf
각각의	각각/ncn+의/jcm
부피가	부피/ncn+가/jcs
정육면체의	정육면체/ncn+의/jcm
삼	삼/nnc
분의	분/nbn+의/jcm
일이라는	일/nnc+이/jp+라/ef+는/etm
것을	것/nbn+을/jco
옳습니다	옳/paa+습니다/ef
.	./sf
그러면	그러면/maj
