<tdmsfile>
<project>  </project>
46357   복합구성에서    복합/ncpa+구성/ncpa+에서/jca
46358   어떻게  어떻게/mag
46359   기능할  기능하/pvg+ㄹ/etm
46360   수      수/nbn
46361   있는지를        있/paa+는지/ecs+를/jxc
46362   살펴보았다      살피/pvg+어/ecx+보/px+았/ep+다/ef
46363   .        ./sf
46364   이런    이런/mmd
46365   의미적인        의미/ncps+적/xsn+이/jp+ㄴ/etm
46366   정연성은        정연성/nbn+은/jxc
46367   관계구성이      관계/ncpa+구성/ncpa+이/jcs
46368   지닌    지니/pvg+ㄴ/etm
46369   의미기능을      의미/ncps+기능/ncn+을/jco
46370   체계화할        체계화/ncpa+하/xsv+ㄹ/etm
46371   수      수/nbn
46372   있었고  있/paa+었/ep+고/ecc
46373   복합구성에서도  복합/ncpa+구성/ncpa+에서/jca+도/jxc
46374   더      더/mag
46375   간단한  간단/ncps+하/xsm+ㄴ/etm
46376   명시적인        명시/ncpa+적/xsn+이/jp+ㄴ/etm
46377   설명을  설명/ncpa+을/jco
46378   가능케  가능케/mag
46379   하였다  하/pvg+었/ep+다/ef
46380   .        ./sf
46381   4       4/nnc
46382   .        ./sf
46383   2       2/nnc
46384   .        ./sf
46385   4       4/nnc
46386   .        ./sf
46387   3       3/nnc
46388   .        ./sf
46389   의미적  의미/ncps+적/xsn
46390   정연성  정연성/ncn
46391   지금까지의      지금/ncn+까지의/jxc
46392   살펴본  살피/pvg+어/ecx+보/px+ㄴ/etm
46393   의미적  의미/ncps+적/xsn
46394   정연성은        정연성/ncn+은/jxc
46395   나영희  나영희/nq
46396   (       (/sl
46397   1986    1986/nnc
46398   )       )/sr
46399   에      에/jca
46400   나타난  나타나/pvg+ㄴ/etm
46401   구조를  구조/ncpa+를/jco
46402   중심으로        중심/ncn+으로/jca
46403   논의    논의/ncpa
46404   한      하/pvg+ㄴ/etm
46405   것이었다        것/nbn+이/jp+었/ep+다/ef
46406   .        ./sf
46407   섬제약의        섬제약/ncn+의/jcm
46408   위반으로        위반/ncpa+으로/jca
46409   나타나는        나타나/pvg+는/etm
46410   복합적인        복합/ncpa+적/xsn+이/jp+ㄴ/etm
46411   관계구성은      관계/ncpa+구성/ncpa+은/jxc
46412   앞의    앞/ncn+의/jcm
46413   예외에도        예외/ncn+에/jca+도/jxc
46414   그      그/mmd
46415   적격    적격/ncn
46416   성이    성/ncn+이/jcs
46417   훨씬    훨씬/mag
46418   더      더/mag
46419   미묘하고        미묘하/paa+고/ecc
46420   복잡한  복잡하/paa+ㄴ/etm
46421   양상으로        양상/ncn+으로/jca
46422   나타나는        나타나/pvg+는/etm
46423   경우가  경우/ncn+가/jcs
46424   많다    많/paa+다/ef
46425   .        ./sf
46426   여기서는        여기/npd+서/jca+는/jxc
46427   더      더/mag
46428   세분된  세분/ncpa+되/xsv+ㄴ/etm
46429   섬      섬/ncn
46430   제약과  제약/ncpa+과/jcj
46431   관련된  관련/ncpa+되/xsv+ㄴ/etm
46432   관계구문을      관계/ncpa+구문/ncn+을/jco
46433   살펴보고        살피/pvg+어/ecx+보/px+고/ecc
46434   의미적  의미/ncps+적/xsn
46435   정연성이        정연성/ncn+이/jcs
46436   어떻게  어떻게/mag
46437   기능할  기능하/pvg+ㄹ/etm
46438   수      수/nbn
46439   있는지를        있/paa+는지/ecs+를/jxc
46440   살펴    살피/pvg+어/ecx
46441   보도록  보/px+도록/ecx
46442   한다    하/px+ㄴ다/ef
46443   .        ./sf
46444   우선    우선/mag
46445   속성과  속성/ncn+과/jcj
46446   관련된  관련/ncpa+되/xsv+ㄴ/etm
46447   다음의  다음/ncn+의/jcm
46448   예를    예/ncn+를/jco
46449   살펴보자        살피/pvg+어/ecx+보/px+자/ecs
46450   (       (/sl
46451   54      54/nnc
46452   )       )/sr
46453   a       a/f
46454   .        ./sf
46455   *       */sy
46456   본      본/mmd
46457   옷이    옷/ncn+이/jcs
46458   멋진    멋지/paa+ㄴ/etm
46459   여자    여자/ncn
46460   b       b/f
46461   .        ./sf
46462   ?       ?/sf
46463   산      산/ncn
46464   옷이    옷/ncn+이/jcs
46465   멋진    멋지/paa+ㄴ/etm
46466   여자    여자/ncn
46467   c       c/f
46468   .        ./sf
46469   입은    입/ncn+은/jxc
46470   옷이    옷/ncn+이/jcs
46471   멋진    멋지/paa+ㄴ/etm
46472   여자    여자/ncn
46473   위의    위/ncn+의/jcm
46474   예는    예/ncn+는/jxc
46475   모두    모두/mag
46476   동일한  동일/ncpa+하/xsv+ㄴ/etm
46477   구조로  구조/ncpa+로/jca
46478   되어    되/pvg+어/ecx
46479   있으나  있/px+으나/ecs
46480   내포된  내포/ncpa+되/xsv+ㄴ/etm
46481   관계절의        관계문/ncpa+절의/ncn
46482   서술어에        서술어/ncn+에/jca
46483   따라    따르/pvg+아/ecs
46484   문장의  문장/ncn+의/jcm
46485   적      적/ncn
46486   격성이  격성/ncn+이/jcs
46487   차이가  차이/ncn+가/jcs
46488   나는    나/npp+는/jxc
46489   경우이다        경우/ncn+이/jp+다/ef
46490   .        ./sf
46491   앞에서  앞/ncn+에서/jca
46492   살펴    살피/pvg+어/ecs
46493   본대로  본/ncn+대로/jca
46494   양동휘  양동휘/ncn
46495   (       (/sl
46496   1987    1987/nnc
46497   )       )/sr
46498   에서는  에서/nq+는/jxc
46499   소위    소위/mag
46500   특징적인        특징/ncpa+적/xsn+이/jp+ㄴ/etm
46501   속성    속성/ncn
46502   (       (/sl
46503   characteristic    characteristic/f
46504   property property/f
46505   )       )/sr
46506   의      의/jcm
46507   관점에서        관점/ncn+에서/jca
46508   '       '/sl
46509   산      산/ncn
46510   옷      옷/ncn
46511   '       '/sr
46512   이나    이나/jcj
46513   '       '/sl
46514   입은    입/ncn+은/jxc
46515   옷      옷/ncn
46516   '       '/sr
46517   은      은/jxc
46518   핵심명사        핵심/ncn+명사/ncn
46519   '       '/sl
46520   여자    여자/ncn
46521   '       '/sr
46522   의      의/jcm
46523   특징적인        특징/ncpa+적/xsn+이/jp+ㄴ/etm
46524   속성이  속성/ncn+이/jcs
46525   될      되/pvg+ㄹ/etm
46526   수      수/nbn
46527   있지만  있/paa+지만/ecs
46528   '       '/sl
46529   본      보/pvg+ㄴ/etm
46530   옷      옷/ncn
46531   '       '/sr
46532   은      은/jxc
46533   단지    단지/mag
46534   본      보/pvg+ㄴ/etm
46535   것에    것/nbn+에/jca
46536   불과하여        불과하/paa+어/ecs
46537   그렇지  그렇/pad+지/ecx
46538   못하기  못하/px+기/etn
46539   때문에  때문/nbn+에/jca
46540   적격하지        적격하/pvg+지/ecx
46541   않다고  않/px+다고/ecs
46542   설명하고        설명/ncpa+하/xsv+고/ecc
46543   ,        ,/sp
46544   나영희  나영희/nq
46545   (       (/sl
46546   1986    1986/nnc
46547   )       )/sr
46548   에서는  에서/nq+는/jxc
46549   서술어와        서술어/ncn+와/jcj
46550   그      그/mmd
46551   핵심명사의      핵심/ncn+명사/ncn+의/jcm
46552   투명성  투명성/ncn
46553   (       (/sl
46554   transparency    transparency/f
46555   )       )/sr
46556   에      에/jca
46557   따라    따르/pvg+아/ecs
46558   그      그/mmd
46559   적격성이        적격성/ncn+이/jcs
46560   달라진다고      다르/paa+아/ecx+지/px+ㄴ다고/ecs
46561   설명된다        설명/ncpa+되/xsv+ㄴ다/ef
46562   .        ./sf
46563   이      이/mmd
46564   나영희  나영희/nq
46565   (       (/sl
46566   1986    1986/nnc
46567   )       )/sr
46568   의      의/jcm
46569   설명이  설명/ncpa+이/jcc
46570   과      과/jcj
46571   양동휘  양동휘/ncn
46572   (       (/sl
46573   1987    1987/nnc
46574   )       )/sr
46575   의      의/jcm
46576   설명은  설명/ncpa+은/jxc
46577   비슷한  비슷하/paa+ㄴ/etm
46578   원리에  원리/ncn+에/jca
46579   입각한  입각/ncpa+하/xsv+ㄴ/etm
46580   설명이라        설명/ncpa+이라/jca
46581   할      하/pvg+ㄹ/etm
46582   수      수/nbn
46583   있는데  있/paa+는데/ecs
46584   ,        ,/sp
46585   한편    한편/maj
46586   이기석  이기석/ncn
46587   (       (/sl
46588   1993    1993/nnc
46589   )       )/sr
46590   에서는  에서/nq+는/jxc
46591   이와는  이/npd+와/jct+는/jxc
46592   다른    다른/mma
46593   설명이  설명/ncpa+이/jcs
46594   제시된다        제시/ncpa+되/xsv+ㄴ다/ef
46595   .        ./sf
46596   이기석  이기석/ncn
46597   (       (/sl
46598   1993    1993/nnc
46599   )       )/sr
46600   은      은/jxc
46601   관계절은        관계절/ncn+은/jxc
46602   적어도  적어도/mag
46603   두      두/nnc
46604   음절    음절/ncn
46605   은      은/jxc
46606   되어야  되/pvg+어야/ecx
46607   되고    되/px+고/ecc
46608   길면    길/paa+면/ecs
46609   길수록  기/pvg+ㄹ수록/ecs
46610   그      그/mmd
46611   적격성은        적격성/ncn+은/jxc
46612   더      더/mag
46613   커진다고        크/paa+어/ecx+지/px+ㄴ다고/ecs
46614   주장한다        주장/ncpa+하/xsv+ㄴ다/ef
46615   .        ./sf
46616   한      한/nnc
46617   음절    음절/ncn
46618   동사로  동사/ncn+로/jca
46619   된      되/pvg+ㄴ/etm
46620   관      관/ncn
46621   계구성은        계구성/ncpa+은/jxc
46622   적격하지        적격하/pvg+지/ecx
46623   않은    않/px+ㄴ/etm
46624   구조가  구조/ncpa+가/jcs
46625   되어    되/pvg+어/ecx
46626   버리는  버리/px+는/etm
46627   경우가  경우/ncn+가/jcs
46628   많은데  많/paa+ㄴ데/ecs
46629   이는    이/npd+는/jxc
46630   한      한/nnc
46631   글자    글자/ncn
46632   동사로만        동사/ncn+로/jca+만/jxc
46633   이      이/mmd
46634   루어지는        루어지/ncn+는/jxc
46635   관계절은        관계절/ncn+은/jxc
46636   절      절/ncn
46637   (       (/sl
46638   clause  clause/f
46639   )       )/sr
46640   이라고  이/npd+라고/jcr
46641   여겨지기가      여기/pvg+어/ecx+지/px+기/etn+가/jcs
46642   불분명하기      불분명하/paa+기/etn
46643   때문이라는      때문/nbn+이/jp+라는/etm
46644   것이다  것/nbn+이/jp+다/ef
46645   .        ./sf
46646   그러    그러/nq
46647   나      나/jcj
46648   이런    이런/mmd
46649   주장은  주장/ncpa+은/jxc
46650   많은    많/paa+ㄴ/etm
46651   문제점을        문제점/ncn+을/jco
46652   가지고  가지/pvg+고/ecx
46653   있다    있/px+다/ef
46654   .        ./sf
46655   우선    우선/mag
46656   이런    이런/mmd
46657   한      한/nnc
46658   글자로  글자/ncn+로/jca
46659   된      되/pvg+ㄴ/etm
46660   서술어도        서술어/ncn+도/jxc
46661   다음과  다음/ncn+과/jct
46662   같은    같/paa+ㄴ/etm
46663   경우에는        경우/ncn+에/jca+는/jxc
46664   적격한  적격한/mag
46665   구조가  구조/ncpa+가/jcs
46666   될      되/pvg+ㄹ/etm
46667   수      수/nbn
46668   있다    있/paa+다/ef
46669   .        ./sf
46670   (       (/sl
46671   55      55/nnc
46672   )       )/sr
46673   a       a/f
46674   .        ./sf
46675   *       */sy
46676   본      본/mmd
46677   옷이    옷/ncn+이/jcs
46678   멋진    멋지/paa+ㄴ/etm
46679   여자    여자/ncn
46680   b       b/f
46681   .        ./sf
46682   어제    어제/ncn
46683   본      보/pvg+ㄴ/etm
46684   옷이    옷/ncn+이/jcs
46685   멋진    멋지/paa+ㄴ/etm
46686   여자    여자/ncn
46687   c       c/f
46688   .        ./sf
46689   (?)     (/sl+?/sf+)/sr
46690   보고    보/pvg+고/ecx
46691   있는    있/px+는/etm
46692   옷이    옷/ncn+이/jcs
46693   멋진    멋지/paa+ㄴ/etm
46694   여자    여자/ncn
46695   한      한/nnc
46696   글자로만        글자/ncn+로/jca+만/jxc
46697   된      되/pvg+ㄴ/etm
46698   관계절  관계절/ncn
46699   구성이  구성/ncpa+이/jcs
46700   절이라고        절/ncn+이/jp+라고/ecs
46701   여겨지기        여기/pvg+어/ecx+지/px+기/etn
46702   어려워  어렵/paa+어/ecs
46703   성립하지        성립/ncpa+하/xsv+지/ecx
46704   못한다면        못하/px+ㄴ다면/ecs
46705   수식구  수식구/ncn
46706   '       '/sl
46707   어제    어제/ncn
46708   ',       '/sl+,/sp
46709   또는    또는/maj
46710   서술어의        서술어/ncn+의/jcm
46711   상적    상/ncn+적/xsn
46712   표현이  표현/ncpa+이/jcs
46713   작용하고        작용/ncpa+하/xsv+고/ecx
46714   있는    있/px+는/etm
46715   c       c/f
46716   의      의/jcm
46717   경우가  경우/ncn+가/jcs
46718   성립하는        성립/ncpa+하/xsv+는/etm
46719   것은    것/nbn+은/jxc
46720   그      그/mmd
46721   절의    절/ncn+의/jcm
46722   음절    음절/ncn
46723   수가    수/nbn+가/jcs
46724   늘어서  늘/pvg+어서/ecs
46725   절로    절/ncn+로/jca
46726   여겨질  여기/pvg+어/ecx+지/px+ㄹ/etm
46727   수      수/nbn
46728   있는    있/paa+는/etm
46729   가능성이        가능성/ncn+이/jcs
46730   증대되었다고    증대/ncpa+되/xsv+었/ep+다고/ecs
46731   볼      보/pvg+ㄹ/etm
46732   수도    수/nbn+도/jxc
46733   있다    있/paa+다/ef
46734   .        ./sf
46735   그러나  그러나/maj
46736   다음과  다음/ncn+과/jct
46737   같이    같이/mag
46738   서술어가        서술어/ncn+가/jcs
46739   관계표지를      관계문/ncpa+표지/ncn+를/jco
46740   달리하여        달리하/pvg+어/ecs
46741   적격성에        적격성/ncn+에/jca
46742   차이가  차이/ncn+가/jcs
46743   나타나는        나타나/pvg+는/etm
46744   경우    경우/ncn
46745   ,        ,/sp
46746   이러한  이러하/pad+ㄴ/etm
46747   주      주/ncn
46748   장은    장/ncn+은/jxc
46749   근거가  근거/ncpa+가/jcs
46750   약하다  약하/paa+다/ef
46751   .        ./sf
46752   (       (/sl
46753   56      56/nnc
46754   )       )/sr
46755   a       a/f
46756   .        ./sf
46757   ?       ?/sf
46758   산      산/ncn
46759   집이    집/ncn+이/jcs
46760   멋진    멋지/paa+ㄴ/etm
46761   철수    철수/nq
46762   b       b/f
46763   .        ./sf
46764   사는    살/pvg+는/etm
46765   집이    집/ncn+이/jcs
46766   멋진    멋지/paa+ㄴ/etm
46767   철수    철수/nq
46768   c       c/f
46769   .        ./sf
46770   살      살/ncn
46771   집이    집/ncn+이/jcs
46772   멋진    멋지/paa+ㄴ/etm
46773   철수    철수/nq
46774   d       d/f
46775   .        ./sf
46776   살던    살/pvg+던/etm
46777   집이    집/ncn+이/jcs
46778   멋진    멋지/paa+ㄴ/etm
46779   철수    철수/nq
46780   단순히  단순히/mag
46781   음절의  음절/ncn+의/jcm
46782   수로만  수로/ncn+만/jxc
46783   규정짓는다면    규정짓/pvg+는다면/ecs
46784   같은    같/paa+ㄴ/etm
46785   음절    음절/ncn
46786   수인    수/nbn+이/jp+ㄴ/etm
46787   a       a/f
46788   와      와/jct
46789   c       c/f
46790   의      의/jcm
46791   경우에  경우/ncn+에/jca
46792   그      그/mmd
46793   적격성이        적격성/ncn+이/jcs
46794   차이    차이/ncn
46795   가      가/jcs
46796   나는    나/pvg+는/etm
46797   것을    것/nbn+을/jco
46798   설명하기        설명/ncpa+하/xsv+기/etn
46799   곤란하다        곤란/ncpa+하/xsv+다/ef
46800   .        ./sf
46801   따라서  따라서/maj
46802   이러한  이러하/pad+ㄴ/etm
46803   설명은  설명/ncpa+은/jxc
46804   지극히  지극히/mag
46805   자의적이라고    자의/ncn+적/xsn+이/jp+라고/ecs
46806   할      하/pvg+ㄹ/etm
46807   수      수/nbn
46808   있      따/pvg+라/ecs+서/jxc
46809   다      다/mag
46810   .        ./sf
46811   다시    다시/mag
46812   (       (/sl
46813   55      55/nnc
46814   )       )/sr
46815   의      의/jcm
46816   예로    예/ncn+로/jca
46817   돌아가면        돌아가/pvg+면/ecs
46818   ,        ,/sp
46819   우선    우선/mag
46820   '       '/sl
46821   본      보/pvg+ㄴ/etm
46822   옷      옷/ncn
46823   '       '/sr
46824   그리고  그리고/maj
46825   '       '/sl
46826   산      산/ncn
46827   옷      옷/ncn
46828   ',       '/sl+,/sp
46829   '       '/sl
46830   입은    입/ncn+은/jxc
46831   옷      옷/ncn
46832   '       '/sr
46833   은      은/jxc
46834   양동휘  양동휘/ncn
46835   (       (/sl
46836   1987    1987/nnc
46837   )       )/sr
46838   나      나/jcj
46839   나영희  나영희/nq
46840   (       (/sl
46841   1986    1986/nnc
46842   )       )/sr
46843   의      의/jcm
46844   지적대로        지적/ncpa+대로/jca
46845   특징적인        특징/ncpa+적/xsn+이/jp+ㄴ/etm
46846   속성이나        속성/ncn+이나/jcj
46847   투명성에        투명성/ncn+에/jca
46848   차이가  차이/ncn+가/jcs
46849   있을    있/paa+ㄹ/etm
46850   수      수/nbn
46851   있다    있/paa+다/ef
46852   .        ./sf
46853   즉      즉/maj
46854   '       '/sl
46855   본      보/pvg+ㄴ/etm
46856   옷      옷/ncn
46857   '       '/sr
46858   은      은/jxc
46859   그      그/mmd
