
그리스	그리스/nq
띠는	띠/pvg+는/etm
침전물이	침전/ncn+물/xsn+이/jcs
있으면	있/paa+으면/ecs
오줌에	오줌/ncn+에/jca
당이	당/ncn+이/jcs
있다는	있/paa+다/ef+는/etm
확실한	확실/ncps+하/xsm+ㄴ/etm
증거가	증거/ncn+가/jcc
되며	되/pvg+며/ecc
이것은	이것/npd+은/jxc
대개	대개/mag
당뇨를	당뇨/ncn+를/jco
의미한다	의미/ncpa+하/xsv+ㄴ다/ef
.	./sf

포도당이	포도당/ncn+이/jcs
있으면	있/paa+으면/ecs
그	그/mmd
포도당이	포도당/ncn+이/jcs
글루코오스	글루코오스/ncn
탈수소	탈/xp+수소/ncn
효소의	효소/ncn+의/jcm
촉매	촉매/ncn
작용으로	작용/ncn+으로/jca
공기	공기/ncn
중의	중/nbn+의/jcm
산소와	산소/ncn+와/jct
결합한다	결합/ncpa+하/xsv+ㄴ다/ef
.	./sf

그때	그/mmd+때/ncn
종이에	종이/ncn+에/jca
있는	있/paa+는/etm
과산화	과/xp+산화/ncn
효소가	효소/ncn+가/jcs
과산화수소를	과/xp+산화/ncn+수소/ncn+를/jco
올소톨리딘과	올소톨리딘/ncn+과/jct
결합하게	결합/ncpa+하/xsv+게/ecx
하여	하/px+어/ecc
암청색의	암청색/ncn+의/jcm
화합물을	화합/ncn+물/xsn+을/jco
만든다	만들/pvg+ㄴ다/ef
.	./sf

간단히	간단/ncn+히/xsa
말해	말/ncpa+하/xsv+어/ecc
오줌에	오줌/ncn+에/jca
담갔던	담그/pvg+았/ep+던/etm
노란색	노랗/paa+ㄴ/etm+색/ncn
종이가	종이/ncn+가/jcs
파란색으로	파랗/paa+ㄴ/etm+색/ncn+으로/jca
변하면	변하/pvg+면/ecs
당뇨가	당뇨/ncn+가/jcs
있다고	있/paa+다/ef+고/jcr
생각할	생각/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf

일단	일단/mag
오줌에	오줌/ncn+에/jca
포도당이	포도당/ncn+이/jcs
나타나기	나타나/pvg+기/etn
시작하면	시작/ncpa+하/xsv+면/ecs
당뇨병이	당뇨/ncn+병/ncn+이/jcs
이미	이미/mag
오래	오래/mag
전부터	전/ncn+부터/jxc
진행되어	진행/ncpa+되/xsv+어/ecx
왔다고	오/px+았/ep+다/ef+고/jcr
생각할	생각/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf

이제는	이제/mag+는/jxc
일반적으로	일반/ncn+적/xsn+으로/jca
당	당/ncn
내성	내성/ncn
검사를	검사/ncn+를/jco
사용하는데	사용/ncpa+하/xsv+는데/ecs
이	이/mmd
방법은	방법/ncn+은/jxc
포도당을	포도당/ncn+을/jco
섭취하여	섭취/ncpa+하/xsv+어/ecs
혈당을	혈당/ncn+을/jco
높인	높이/pvg+ㄴ/etm
후	후/ncn
혈당의	혈당/ncn+의/jcm
감소율을	감소/ncn+율/xsn+을/jco
측정하는	측정/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf

만일	만일/mag
혈당	혈당/ncn
수준이	수준/ncn+이/jcs
3	3/nnc
시간	시간/ncn
이상	이상/ncn
높게	높/paa+게/ecc
유지되면	유지/ncpa+되/xsv+면/ecs
인슐린	인슐린/ncn
반응이	반응/ncn+이/jcs
매우	매우/mag
늦다는	늦/paa+다/ef+는/etm
표시이며	표시/ncn+이/jp+며/ecc
이	이/mmd
사람은	사람/ncn+은/jxc
당뇨의	당뇨/ncn+의/jcm
초기라고	초기/ncn+라고/jcr
생각할	생각/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf

우리들은	우리/npp+들/xsn+은/jxc
생리학자들이	생리/ncn+학자/ncn+들/xsn+이/jcs
식욕	식욕/ncn
조절	조절/ncn
중추라	중추/ncn+라/jcr
부르는	부르/pvg+는/etm
,	,/sp
용광로의	용광로/ncn+의/jcm
온도조절	온도/ncn+조절/ncn
장치와	장치/ncn+와/jct
같은	같/paa+은/etm
식욕	식욕/ncn
조절	조절/ncn
장치를	장치/ncn+를/jco
가지고	가지/pvg+고/ecc
태어난다	태어나/pvg+ㄴ다/ef
.	./sf

만일	만일/mag
어떤	어떤/mmd
사람의	사람/ncn+의/jcm
식욕	식욕/ncn
조절	조절/ncn
중추가	중추/ncn+가/jcs
너무	너무/mag
높게	높/paa+게/ecs
조절되어	조절/ncpa+되/xsv+어/ecx
있을	있/px+을/etm
때	때/ncn
열심히	열심/ncn+히/xsa
자기	자기/npp
조절을	조절/ncn+을/jco
통해	통하/pvg+어/ecs
소모해	소모/ncpa+하/xsv+어/ecx
버리지	버리/px+지/ecx
않으면	않/px+으면/ecs
그	그/mmd
사람은	사람/ncn+은/jxc
소모하는	소모/ncpa+하/xsv+는/etm
양	양/ncn
이상의	이상/ncn+의/jcm
열량을	열량/ncn+을/jco
계속	계속/mag
섭취하게	섭취/ncpa+하/xsv+게/ecx
된다	되/pvg+ㄴ다/ef
.	./sf

1940	1940/nno
년대	년대/nbu
초반	초반/ncn
,	,/sp
생리학자	생리/ncn+학자/ncn
랜슨은	랜슨/nq+은/jxc
뇌의	뇌/ncn+의/jcm
아래	아래/ncn
부분에	부분/ncn+에/jca
위치한	위치/ncpa+하/xsv+ㄴ/etm
시상	시상/ncn
하부를	하부/ncn+를/jco
파괴하면	파괴/ncpa+하/xsv+면/ecs
동물들이	동물/ncn+들/xsn+이/jcs
비대해지는	비대/ncps+하/xsm+어/ecx+지/px+는/etm
것을	것/nbn+을/jco
발견하였다	발견/ncpa+하/xsv+였/ep+다/ef
.	./sf

배고픔이	배/ncn+고프/paa+ㅁ/etn+이/jcs
생기고	생기/pvg+고/ecc
텅	텅/mag
빈	비/paa+ㄴ/etm
위가	위/ncn+가/jcs
파동적으로	파동/ncn+적/xsn+으로/jca
수축하기	수축/ncpa+하/xsv+기/etn
시작하고	시작/ncpa+하/xsv+고/ecc
음식이	음식/ncn+이/jcs
들어가면	들/pvg+어/ecx+가/px+면/ecs
이	이/mmd
수축이	수축/ncn+이/jcs
멈춰진다	멈추/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf

아마도	아마도/mag
식욕	식욕/ncn
조절	조절/ncn
중추에	중추/ncn+에/jca
신호를	신호/ncn+를/jco
보내는	보내/pvg+는/etm
것은	것/nbn+은/jxc
바로	바로/mag
이	이/mmd
수축이라고	수축/ncn+이/jp+라/ef+고/jcr
생각된다	생각/ncpa+되/xsv+ㄴ다/ef
.	./sf

하지만	하지만/maj
그렇지	그렇/pad+지/ecx
않을	않/px+을/etm
수도	수/nbn+도/jxc
있는데	있/paa+는데/ecs
,	,/sp
수술로	수술/ncn+로/jca
위를	위/ncn+를/jco
없애도	없애/pvg+도/ecs
식욕	식욕/ncn
조절은	조절/ncn+은/jxc
전혀	전혀/mag
방해받지	방해/ncn+받/pvg+지/ecx
않기	않/px+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf

그는	그/npp+는/jxc
식욕	식욕/ncn
조절	조절/ncn
중추가	중추/ncn+가/jcs
혈액	혈액/ncn
속의	속/ncn+의/jcm
낮은	낮/paa+은/etm
포도당	포도당/ncn
농도에	농도/ncn+에/jca
반응한다고	반응/ncpa+하/xsv+ㄴ다/ef+고/jcr
생각했다	생각/ncpa+하/xsv+었/ep+다/ef
.	./sf

이	이/mmd
농도가	농도/ncn+가/jcs
어느	어느/mmd
수준	수준/ncn
이하로	이하/ncn+로/jca
낮아지면	낮/paa+아/ecx+지/px+면/ecs
식욕	식욕/ncn
조절	조절/ncn
중추가	중추/ncn+가/jcs
작용하기	작용/ncpa+하/xsv+기/etn
시작한다	시작/ncpa+하/xsv+ㄴ다/ef
.	./sf

만일	만일/mag
식욕	식욕/ncn
자극의	자극/ncn+의/jcm
결과	결과/ncn
음식을	음식/ncn+을/jco
먹으면	먹/pvg+으면/ecs
그	그/mmd
사람의	사람/ncn+의/jcm
혈당	혈당/ncn
수준이	수준/ncn+이/jcs
높아지고	높/paa+아/ecx+지/px+고/ecc
식욕	식욕/ncn
조절	조절/ncn
중추는	중추/ncn+는/jxc
작용을	작용/ncn+을/jco
멈춘다	멈추/pvg+ㄴ다/ef
.	./sf

스테로이드계	스테로이드/ncn+계/xsn
호르몬	호르몬/ncn
지금까지	지금/ncn+까지/jxc
언급한	언급/ncpa+하/xsv+ㄴ/etm
호르몬은	호르몬/ncn+은/jxc
모두	모두/mag
단백질	단백질/ncn
(	(/sl
인슐린	인슐린/ncn
,	,/sp
글루카곤	글루카곤/ncn
,	,/sp
세크레틴	세크레틴/ncn
,	,/sp
파라토르몬	파라토르몬/ncn
)	)/sr
이거나	이/jp+거나/ecc
변형된	변형/ncpa+되/xsv+ㄴ/etm
아미노산	아미노산/ncn
(	(/sl
티록신	티록신/ncn
,	,/sp
트리요오드티로닌	트리요오드티로닌/ncn
,	,/sp
아드레날린	아드레날린/ncn
)	)/sr
이다	이/jp+다/ef
.	./sf

이야기는	이야기/ncn+는/jxc
1927	1927/nno
년	년/nbu
독일의	독일/nq+의/jcm
생리학자	생리/ncn+학자/ncn
존덱과	존덱/nq+과/jcj
아쉬하임이	아쉬하임/nq+이/jcs
,	,/sp
임신한	임신/ncpa+하/xsv+ㄴ/etm
여인의	여인/ncn+의/jcm
오줌에서	오줌/ncn+에서/jca
추출한	추출/ncpa+하/xsv+ㄴ/etm
물질을	물질/ncn+을/jco
쥐의	쥐/ncn+의/jcm
암컷에	암컷/ncn+에/jca
주사한	주사/ncpa+하/xsv+ㄴ/etm
결과	결과/ncn
쥐가	쥐/ncn+가/jcs
발정을	발정/ncn+을/jco
일으키는	일으키/pvg+는/etm
현상을	현상/ncn+을/jco
발견하는	발견/ncpa+하/xsv+는/etm
것부터	것/nbn+부터/jxc
시작한다	시작/ncpa+하/xsv+ㄴ다/ef
(	(/sl
이	이/mmd
발견은	발견/ncn+은/jxc
임신	임신/ncn
검사의	검사/ncn+의/jcm
초기	초기/ncn
연구를	연구/ncn+를/jco
시작할	시작/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
하였다	하/pvg+였/ep+다/ef
).	)/sr+./sf

2	2/nnc
년이	년/nbu+이/jcs
못	못/mag
되어	되/pvg+어/ecs
독일의	독일/nq+의/jcm
부테난트와	부테난트/nq+와/jcj
세인트루이스	nq[세인트루이스/nq
대학의	대학/ncn]nq+의/jcm
도이지는	도이지/nq+는/jxc
이	이/mmd
호르몬의	호르몬/ncn+의/jcm
순수	순수/ncn
표본을	표본/ncn+을/jco
추출하였다	추출/ncpa+하/xsv+였/ep+다/ef
.	./sf

이것을	이것/npd+을/jco
'	'/sl
에스트론	에스트론/ncn
'	'/sr
이라	이/jp+라/ef
하였는데	하/pvg+였/ep+는데/ecs
,	,/sp
이	이/mmd
이름은	이름/ncn+은/jxc
'	'/sl
여성의	여성/ncn+의/jcm
발정	발정/ncn
'	'/sr
을	을/jco
뜻하는	뜻/ncpa+하/xsv+는/etm
'	'/sl
에스트루스	에스트루스/ncn
'	'/sr
라는	라/ef+는/etm
단어에서	단어/ncn+에서/jca
유래된	유래/ncpa+되/xsv+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf

부테난트는	부테난트/nq+는/jxc
성호르몬을	성/ncn+호르몬/ncn+을/jco
발견하고	발견/ncpa+하/xsv+고/ecc
연구한	연구/ncpa+하/xsv+ㄴ/etm
공로로	공로/ncn+로/jca
1939	1939/nno
년	년/nbu
노벨	nq[노벨/nq
화학상을	화학/ncn+상/ncn]nq+을/jco
받았다	받/pvg+았/ep+다/ef
.	./sf

그도	그/npp+도/jxc
도마크와	도마크/nq+와/jcj
쿤처럼	쿤/nq+처럼/jca
이	이/mmd
상을	상/ncn+을/jco
거부하도록	거부/ncpa+하/xsv+도록/ecs
압력을	압력/ncn+을/jco
받아	받/pvg+아/ecc
나치의	나치/ncn+의/jcm
압제가	압제/ncn+가/jcs
끝난	끝나/pvg+ㄴ/etm
1949	1949/nno
년에야	년/nbu+에/jca+야/jxc
이	이/mmd
상을	상/ncn+을/jco
받을	받/pvg+을/etm
수	수/nbn
있었다	있/paa+었/ep+다/ef
.	./sf

에스트론은	에스트론/ncn+은/jxc
에스트로젠	에스트로젠/ncn
('	(/sl+'/sl
발정을	발정/ncn+을/jco
일으킨다	일으키/pvg+ㄴ다/ef
'	'/sr
는	는/etm
뜻	뜻/ncn
)	)/sr
이라	이/jp+라/ef
불리는	불리/pvg+는/etm
여성	여성/ncn
호르몬의	호르몬/ncn+의/jcm
한	한/nnc
종류로	종류/ncn+로/jca
밝혀졌다	밝히/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf

그는	그/npp+는/jxc
이	이/mmd
호르몬을	호르몬/ncn+을/jco
'	'/sl
안드로스테론	안드로스테론/ncn
'	'/sr
이라	이/jp+라/ef
명명하였다	명명/ncpa+하/xsv+였/ep+다/ef
.	./sf

사춘기	사춘/ncn+기/xsn
동안의	동안/ncn+의/jcm
변화	변화/ncn
(	(/sl
즉	즉/mag
남성에게	남성/ncn+에게/jca
수염이	수염/ncn+이/jcs
나고	나/pvg+고/ecc
여성의	여성/ncn+의/jcm
가슴이	가슴/ncn+이/jcs
커지는	크/paa+어/ecx+지/px+는/etm
것과	것/nbn+과/jct
같은	같/paa+은/etm
)	)/sr
를	를/jco
지배하는	지배/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
바로	바로/mag
성호르몬의	성/ncn+호르몬/ncn+의/jcm
작용이다	작용/ncn+이/jp+다/ef
.	./sf

여성의	여성/ncn+의/jcm
복잡한	복잡/ncps+하/xsm+ㄴ/etm
생리	생리/ncn
주기도	주기/ncn+도/jxc
몇	몇/mma
가지	가지/nbu
에스트로젠의	에스트로젠/ncn+의/jcm
상호	상호/ncn
작용에	작용/ncn+에/jca
의해	의하/pvg+어/ecs
생긴다	생기/pvg+ㄴ다/ef
.	./sf

부신에는	부신/ncn+에/jca+는/jxc
두	두/nnc
개의	개/nbu+의/jcm
분비샘이	분비샘/ncn+이/jcs
있어서	있/paa+어서/ecs
부신	부신/ncn
수질	수질/ncn
(	(/sl
속	속/ncn
)	)/sr
과	과/jcj
부신	부신/ncn
피질	피질/ncn
(	(/sl
바깥	바깥/ncn
,	,/sp
껍데기	껍데기/ncn
)	)/sr
로	로/jca
이루어져	이루/pvg+어/ecx+지/px+어/ecx
있다	있/px+다/ef
.	./sf

1929	1929/nno
년	년/nbu
연구자들은	연구/ncn+자/xsn+들/xsn+은/jxc
,	,/sp
동물의	동물/ncn+의/jcm
부신을	부신/ncn+을/jco
제거하면	제거/ncpa+하/xsv+면/ecs
100	100/nnc
%	%/su
죽지만	죽/pvg+지만/ecs
수술	수술/ncn
후에	후/ncn+에/jca
부신	부신/ncn
피질의	피질/ncn+의/jcm
추출물을	추출/ncn+물/xsn+을/jco
주사하면	주사/ncpa+하/xsv+면/ecs
그	그/mmd
동물이	동물/ncn+이/jcs
살	살/pvg+ㄹ/etm
수	수/nbn
있음을	있/paa+음/etn+을/jco
발견하였다	발견/ncpa+하/xsv+였/ep+다/ef
.	./sf

아마도	아마도/mag
인슐린으로	인슐린/ncn+으로/jca
당뇨를	당뇨/ncn+를/jco
치료하듯	치료/ncpa+하/xsv+듯/ecs
부신	부신/ncn
피질	피질/ncn
호르몬을	호르몬/ncn+을/jco
주사하면	주사/ncpa+하/xsv+면/ecs
애디슨병을	애디슨병/ncn+을/jco
치료할	치료/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf

부신은	부신/ncn+은/jxc
아주	아주/mag
작은	작/paa+은/etm
분시선이기	분시선/ncn+이/jp+기/etn
때문에	때문/nbn+에/jca
일반적으로	일반/ncn+적/xsn+으로/jca
사용하기에	사용/ncpa+하/xsv+기/etn+에/jca
충분한	충분/ncps+하/xsm+ㄴ/etm
양의	양/ncn+의/jcm
피질	피질/ncn
추출물을	추출/ncn+물/xsn+을/jco
얻기	얻/pvg+기/etn
위해서는	위하/pvg+어서는/ecs
수많은	수/ncn+많/paa+은/etm
동물의	동물/ncn+의/jcm
부신을	부신/ncn+을/jco
떼어내야	떼/pvg+어/ecx+내/px+야/ecs
했다	하/pvg+었/ep+다/ef
.	./sf

2	nq[2/nno
차대전	차/nbu+대전/ncn]nq
동안	동안/ncn
그릇된	그릇되/pvg+ㄴ/etm
소문이	소문/ncn+이/jcs
퍼져	퍼지/pvg+어/ecs
피질	피질/ncn
호르몬의	호르몬/ncn+의/jcm
연구가	연구/ncn+가/jcs
성행하게	성행/ncpa+하/xsv+게/ecx
되었다	되/pvg+었/ep+다/ef
.	./sf

독일	독일/nq
사람들이	사람/ncn+들/xsn+이/jcs
아르헨티나의	아르헨티나/nq+의/jcm
도살장에서	도살/ncn+장/xsn+에서/jca
부신을	부신/ncn+을/jco
사들여	사들이/pvg+어/ecs
,	,/sp
높은	높/paa+은/etm
고도에서	고도/ncn+에서/jca
싸우는	싸우/pvg+는/etm
비생산의	비/xp+생산/ncn+의/jcm
효율을	효율/ncn+을/jco
증진시키기	증진/ncpa+시키/xsv+기/etn
위한	위하/pvg+ㄴ/etm
부신	부신/ncn
피질	피질/ncn
호르몬을	호르몬/ncn+을/jco
만든다고	만들/pvg+ㄴ다/ef+고/jcr
보고되었기	보고/ncpa+되/xsv+었/ep+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf

실제로	실제/ncn+로/jca
그렇지는	그렇/pad+지/ecx+는/jxc
않았지만	않/px+았/ep+지만/ecs
,	,/sp
이	이/mmd
소문은	소문/ncn+은/jxc
미국	미국/nq
정부를	정부/ncn+를/jco
자극하여	자극/ncpa+하/xsv+어/ecc
부신	부신/ncn
피질	피질/ncn
호르몬을	호르몬/ncn+을/jco
합성하는	합성/ncpa+하/xsv+는/etm
방법을	방법/ncn+을/jco
찾는	찾/pvg+는/etm
연구를	연구/ncn+를/jco
가장	가장/mag
우선으로	우선/ncn+으로/jca
하도록	하/pvg+도록/ecs
하는	하/pvg+는/etm
효과가	효과/ncn+가/jcs
있었다	있/paa+었/ep+다/ef
.	./sf

화합물	화합/ncn+물/xsn
A	A/f
는	는/jxc
켄달에	켄달/nq+에/jca
의해	의하/pvg+어/ecs
1944	1944/nno
년에	년/nbu+에/jca
합성되었다	합성/ncpa+되/xsv+었/ep+다/ef
.	./sf

엄청난	엄청나/paa+ㄴ/etm
노력을	노력/ncn+을/jco
기울인	기울이/pvg+ㄴ/etm
끝에	끝/ncn+에/jca
머르크사의	머르크사/nq+의/jcm
생화학자	생화학/ncn+자/xsn
사렛은	사렛/nq+은/jxc
37	37/nnc
단계의	단계/nbu+의/jcm
과정을	과정/ncn+을/jco
거쳐	거치/pvg+어/ecc
화합물	화합/ncn+물/xsn
E	E/f
를	를/jco
합성하였는데	합성/ncpa+하/xsv+였/ep+는데/ecs
뒤에	뒤/ncn+에/jca
이	이/mmd
물질이	물질/ncn+이/jcs
'	'/sl
코티손	코티손/ncn
'	'/sl
으로	으로/jca
밝혀졌다	밝히/pvg+어/ecx+지/px+었/ep+다/ef
.	./sf

이미	이미/mag
전쟁이	전쟁/ncn+이/jcs
끝난데다	끝/ncn+나/pvg+ㄴ데다/ecs
,	,/sp
독일	독일/nq
비행사에	비행/ncn+사/xsn+에/jca
대한	대하/pvg+ㄴ/etm
부신	부신/ncn
피질	피질/ncn
호르몬의	호르몬/ncn+의/jcm
작용에	작용/ncn+에/jca
관한	관하/pvg+ㄴ/etm
소문이	소문/ncn+이/jcs
거짓으로	거짓/ncn+으로/jca
판명되었으며	판명/ncpa+되/xsv+었/ep+으며/ecs
,	,/sp
화합물	화합/ncn+물/xsn
A	A/f
또한	또한/maj
실패작이었기	실패/ncn+작/xsn+이/jp+었/ep+기/etn
때문이었다	때문/nbn+이/jp+었/ep+다/ef
.	./sf

메이오	nq[메이오/nq
병원의	병원/ncn]nq+의/jcm
의사	의사/ncn
헨치는	헨치/nq+는/jxc
20	20/nnc
년	년/nbu
동안	동안/ncn
,	,/sp
고통스럽고	고통/ncps+스럽/xsm+고/ecc
때로는	때/ncn+로/jca+는/jxc
마비를	마비/ncn+를/jco
일으키기도	일으키/pvg+기/etn+도/jxc
하는	하/pvg+는/etm
류머티즘에	류머티즘/ncn+에/jca
대한	대하/pvg+ㄴ/etm
연구를	연구/ncn+를/jco
하고	하/pvg+고/ecx
있었다	있/px+었/ep+다/ef
.	./sf

헨치는	헨치/nq+는/jxc
체내에	체내/ncn+에/jca
이	이/mmd
질병에	질병/ncn+에/jca
대항하는	대항/ncpa+하/xsv+는/etm
자연	자연/ncn
기작이	기작/ncn+이/jcs
있으리라	있/paa+으리라/ef
생각했는데	생각/ncpa+하/xsv+었/ep+는데/ecs
,	,/sp
그	그/mmd
이유는	이유/ncn+는/jxc
류머티즘이	류머티즘/ncn+이/jcs
임신	임신/ncn
기간이나	기간/ncn+이나/jcj
황달에	황달/ncn+에/jca
걸려	걸리/pvg+어/ecx
있는	있/px+는/etm
동안에는	동안/ncn+에/jca+는/jxc
어느	어느/mmd
정도	정도/ncn
완화되었기	완화/ncpa+되/xsv+었/ep+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf

그는	그/npp+는/jxc
황달이나	황달/ncn+이나/jcj
임신에	임신/ncn+에/jca
공통으로	공통/ncn+으로/jca
들어있는	들/pvg+어/ecx+있/px+는/etm
생화학	생/xp+화학/ncn
요소에	요소/ncn+에/jca
대해서는	대하/pvg+어서는/ecs
생각하지	생각/ncpa+하/xsv+지/ecx
못했다	못하/px+었/ep+다/ef
.	./sf

그는	그/npp+는/jxc
황달의	황달/ncn+의/jcm
원인이	원인/ncn+이/jcc
되는	되/pvg+는/etm
쓸개즙과	쓸개즙/ncn+과/jct
임신에	임신/ncn+에/jca
관계되는	관계/ncpa+되/xsv+는/etm
성호르몬을	성/ncn+호르몬/ncn+을/jco
주사하였지만	주사/ncpa+하/xsv+였/ep+지만/ecs
류머티즘	류머티즘/ncn
환자는	환자/ncn+는/jxc
효과를	효과/ncn+를/jco
보지	보/pvg+지/ecx
못했다	못하/px+었/ep+다/ef
.	./sf

그리고	그리고/maj
1949	1949/nno
년	년/nbu
코티손이	코티손/ncn+이/jcs
충분히	충분/ncn+히/xsa
생산되자	생산/ncpa+되/xsv+자/ecs
헨치는	헨치/nq+는/jxc
이것을	이것/npd+을/jco
사용하게	사용/ncpa+하/xsv+게/ecx
되었다	되/pvg+었/ep+다/ef
.	./sf

이	이/mmd
물질은	물질/ncn+은/jxc
인슐린이	인슐린/ncn+이/jcs
당뇨를	당뇨/ncn+를/jco
치료하듯	치료/ncpa+하/xsv+듯/ecs
질병을	질병/ncn+을/jco
치료할	치료/ncpa+하/xsv+ㄹ/etm
수는	수/nbn+는/jxc
없었지만	없/paa+었/ep+지만/ecs
증상을	증상/ncn+을/jco
완화시키는	완화/ncpa+시키/xsv+는/etm
것	것/nbn
같았는데	같/paa+았/ep+는데/ecs
,	,/sp
류머티즘	류머티즘/ncn
환자에게는	환자/ncn+에게/jca+는/jxc
이것만으로도	이것/npd+만/jxc+으로/jca+도/jxc
하늘의	하늘/ncn+의/jcm
선물이나	선물/ncn+이나/jcj
다름없었다	다름/ncn+없/paa+었/ep+다/ef
.	./sf

불행히도	불행/ncn+히/xsa+도/jxc
,	,/sp
부신	부신/ncn
피질	피질/ncn
호르몬이	호르몬/ncn+이/jcs
신체의	신체/ncn+의/jcm
작용에	작용/ncn+에/jca
미치는	미치/pvg+는/etm
영향은	영향/ncn+은/jxc
매우	매우/mag
복잡해서	복잡/ncps+하/xsm+어서/ecs
늘	늘/mag
부작용이	부작용/ncn+이/jcs
따르며	따르/pvg+며/ecc
때때로	때때/ncn+로/xsa
매우	매우/mag
위험하기까지	위험/ncps+하/xsm+기/etn+까지/jxc
하다	하/pvg+다/ef
.	./sf

의사들은	의사/ncn+들/xsn+은/jxc
부신	부신/ncn
피질	피질/ncn
호르몬	호르몬/ncn
치료가	치료/ncn+가/jcs
확실하고	확실/ncps+하/xsm+고/ecc
급한	급하/paa+ㄴ/etm
경우가	경우/ncn+가/jcc
아니면	아니/paa+면/ecs
사용하기를	사용/ncpa+하/xsv+기/etn+를/jco
꺼린다	꺼리/pvg+ㄴ다/ef
.	./sf

부신	부신/ncn
피질	피질/ncn
호르몬과	호르몬/ncn+과/jct
관련된	관련/ncpa+되/xsv+ㄴ/etm
합성물질	합성/ncn+물질/ncn
(	(/sl
어떤	어떤/mmd
것은	것/nbn+은/jxc
분자내에	분자/ncn+내/nbn+에/jca
불소가	불소/ncn+가/jcs
들어	들/pvg+어/ecx
있다	있/px+다/ef
)	)/sr
이	이/jcs
부작용을	부작용/ncn+을/jco
줄이기	줄이/pvg+기/etn
위해	위하/pvg+어/ecs
사용되고	사용/ncpa+되/xsv+고/ecx
있지만	있/px+지만/ecs
이상적으로	이상/ncn+적/xsn+으로/jca
적합한	적합/ncps+하/xsm+ㄴ/etm
물질을	물질/ncn+을/jco
찾으려는	찾/pvg+으려/ecs+는/etm
노력은	노력/ncn+은/jxc
아직도	아직/ncn+도/xsa
성과를	성과/ncn+를/jco
거두지	거두/pvg+지/ecx
못하고	못하/px+고/ecx
있다	있/px+다/ef
.	./sf

이	이/mmd
모든	모든/mma
호르몬	호르몬/ncn
(	(/sl
내가	내/npp+가/jcs
언급하지	언급/ncpa+하/xsv+지/ecx
않은	않/px+은/etm
것을	것/nbn+을/jco
포함하여	포함/ncpa+하/xsv+어/ecs
)	)/sr
은	은/jxc
체내에서	체내/ncn+에서/jca
다소	다소/mag
극적인	극/ncn+적/xsn+이/jp+ㄴ/etm
효과를	효과/ncn+를/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf

그러나	그러나/maj
이것들은	이것/npd+들/xsn+은/jxc
아주	아주/mag
조화롭게	조화/ncps+롭/xsm+게/ecc
조절되어	조절/ncpa+되/xsv+어/ecc
신체의	신체/ncn+의/jcm
리듬을	리듬/ncn+을/jco
깨지	깨/pvg+지/ecx
않고	않/px+고/ecc
부드럽게	부드럽/paa+게/ecs
신체	신체/ncn
기능을	기능/ncn+을/jco
유지한다	유지/ncpa+하/xsv+ㄴ다/ef
.	./sf

이에	이/npd+에/jca
대한	대하/pvg+ㄴ/etm
가장	가장/mag
그럴	그렇/pad+ㄹ/etm
듯한	듯/nbn+하/pvg+ㄴ/etm
해답은	해답/ncn+은/jxc
,	,/sp
뇌의	뇌/ncn+의/jcm
일부는	일부/ncn+는/jxc
아니지만	아니/paa+지만/ecs
뇌의	뇌/ncn+의/jcm
아래	아래/ncn
부분에	부분/ncn+에/jca
붙어	붙/pvg+어/ecx
있는	있/px+는/etm
