<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0417.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0417.txt </filename>
<title> 최부의 표류기 </title>
<author>최부 저 ; 박화목 역 </author>
<date>1993  </date>
<publisher>민문고  </publisher>
<kdc>981.2  </kdc>
<ddc>915.1  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
멀리	멀리/mag
또	또/maj
다른	다른/mma
섬들이	섬/ncn+들/xsn+이/jcs
나타났습니다	나타나/pvg+았/ep+습니다/ef
.	./sf
섬마다	섬/ncn+마다/jxc
바위가	바위/ncn+가/jcs
깎아	깎/pvg+아/ecs
세운	세우/pvg+ㄴ/etm
듯했습니다	듯하/px+었/ep+습니다/ef
.	./sf
그래서	그래서/maj
,	,/sp
좀처럼	좀/ncn+처럼/jca
배를	배/ncn+를/jco
댈	대/pvg+ㄹ/etm
만한	만하/px+ㄴ/etm
곳을	곳/ncn+을/jco
찾기가	찾/pvg+기/etn+가/jcs
어려웠습니다	어렵/paa+었/ep+습니다/ef
.	./sf
저녁	저녁/ncn
무렵이	무렵/nbn+이/jcc
되어서야	되/pvg+어/ecs+서야/jxc
,	,/sp
겨우	겨우/mag
한	한/nnc
섬에	섬/ncn+에/jca
도착할	도착/ncpa+하/xsv+ㄹ/etm
수가	수/nbn+가/jcs
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
그러나	그러나/maj
그	그/mmd
섬	섬/ncn
역시	역시/mag
바위가	바위/ncn+가/jcs
험하여	험하/paa+어/ecs
배를	배/ncn+를/jco
대기가	대/pvg+기/etn+가/jcs
여의치	여의치/mag
않았습니다	않/px+았/ep+습니다/ef
.	./sf
배를	배/ncn+를/jco
댈만한	대/pvg+ㄹ만하/px+ㄴ/etm
곳을	곳/ncn+을/jco
찾아서	찾/pvg+아서/ecs
한참	한참/ncn
동안	동안/ncn
섬	섬/ncn
주위를	주위/ncn+를/jco
오락가락했습니다	오락가락/mag+하/xsv+었/ep+습니다/ef
.	./sf
뱃사람들은	뱃사람/ncn+들/xsn+은/jcs
옷을	옷/ncn+을/jco
벗고	벗/pvg+고/ecs
물	물/ncn
속으로	속/ncn+으로/jca
뛰어들어가	뛰/pvg+어/ecs+들/pvg+어/ecs+가/pvg+아/ecs
,	,/sp
배를	배/ncn+를/jco
끌	끌/pvg+ㄹ/etm
헤엄치기도	헤엄치/pvg+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
마침내	마침내/mag
,	,/sp
섬의	섬/ncn+의/jcm
언덕진	언덕/ncn+지/pvg+ㄴ/etm
곳을	곳/ncn+을/jco
찾아	찾/pvg+아/ecs
냈습니다	내/pvg+었/ep+습니다/ef
.	./sf
모래도	모래/ncn+도/jxc
얼마간	얼마/npd+간/nbn
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
모래톱	모래톱/ncn
사이로	사이/ncn+로/jca
물줄기가	물줄기/ncn+가/jcs
흘러내려	흐르/pvg+어/ecs+내리/pvg+어/ecs
바다에	바다/ncn+에/jca
들어가서	들/pvg+어/ecs+가/pvg+서/ecs
그것을	그것/npd+을/jco
보면	보/pvg+면/ecs
섬	섬/ncnn
주위를	주위/ncn+를/jco
오락가락했습니다	오락가락/mag+하/xsv+었/ep+습니다/ef
.	./sf
뱃사람들은	뱃사람/ncn+들/xsn+은/jcs
옷을	옷/ncn+을/jco
벗고	벗/pvg+고/ecc
물	물/ncn
속으로	속/ncn+으로/jca
뛰어들어가	뛰/pvg+어/ecs+들/pvg+어/ecx+가/px+아/ecs
,	,/sp
배를	배/ncn+를/jco
끌고	끌/pvg+고/ecs
헤엄치기도	헤엄/ncn+치/pvg+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
마침내	마침내/mag
,	,/sp
섬의	섬/ncn+의/jcm
언덕	언덕/ncn
진곳을	지/pvg+곳/ncn+을/jco
찾아냈습니다	찾/pvg+아/ecs+내/pvg+었/ep+습니다/ef
.	./sf
물줄기가	물줄기/ncn+가/jcs
흘러	흐르/pvg+어/ecs
내려	내리/pvg+어/ecs
바다에	바다/ncn+에/jca
들어가는	들/pvg+어/ecs+가/pvg+는/etm
것을	것/nbn+을/jco
보면	보/pvg+면/ecs
,	,/sp
섬에는	섬/ncn+에는/jcs
생물도	생물/ncn+도/jxc
있음직해	있/paa+음/etn+직하/px+어/ecs
보였다	보이/pvg+었/ep+다/ef
.	./sf
"	"/sl
저	저/mmd
곳이라면	곳/ncn+이/jp+라면/ecs
배를	배/ncn+를/jco
댈	대/pvg+ㄹ/etm
수가	수/nbn+가/jxc
있겠습니다	있/paa+겠/ep+습니다/ef
."	./sf+"/sr
배를	배/ncn+를/jco
끌고	끌/pvg+고/ecc
헤엄치던	헤엄/ncn+치/pvg+던/etm
사공이	사공/ncn+이/jcs
소리쳤습니다	소리/ncn+치/pvg+었/ep+습니다/ef
.	./sf
저	저/mmd
"	"/sl
곳이라면	곳/ncn+이/jp+라면/ecs
배를	배/ncn+를/jco
댈	대/pvg+ㄹ/etm
수가	수/nbn+가/jxc
있겠습니다	있/paa+겠/ep+습니다/ef
.	./sf
배를	배/ncn+를/jco
끌고	끌/pvg+고/ecs
헤엄치던	헤엄/ncn+치/pvg+던/etm
사공이	사공/ncn+이/jcs
소리쳤습니다	소리/ncn+치/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
어서	어서/mag
배를	배/ncn+를/jco
대게	대/pvg+게/ef
!"	!/sf+"/sl
"	"/sl
어서	어서/mag
땅을	땅/ncn+을/jco
딛고	딛/pvg+고/ecx
싶네	싶/px+네/ef
!"	!/sf+"/sl
배	배/ncn
안의	안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
기뻐서	기쁘/paa+어서/ecs
어쩔줄을	어쩌/pvd+ㄹ줄/nbn+을/jco
몰랐습니다	모르/pvg+았/ep+습니다/ef
.	./sf
배를	배/ncn+를/jco
끌고	끌/pvg+고/ecs
가던	가/pvg+던/etm
뱃사람이	뱃사람/ncn+이/jcs
섬	섬/ncn
언덕에	언덕/ncn+에/jca
올라가서	오르/pvg+아/ecs+가/pvg+서/ecs
배를	배/ncn+를/jco
매었습니다	매/pvg+었/ep+습니다/ef
.	./sf
그러자	그러자/maj
,	,/sp
배	배/ncn
안의	안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
미친	미치/pvg+ㄴ/etm
듯이	듯/nbn+이/xsa
뛰어내려	뛰/pvg+어/ecs+내리/pvg+어/ecs
뭍으로	뭍/ncn+으로/jca
올랐습니다	오르/pvg+았/ep+습니다/ef
.	./sf
그러나	그러나/maj
모두	모두/mag
허기지고	허기지/pvg+고/ecc
지쳐	지치/pvg+어/ecx
있기	있/px+기/etn
때문에	때문/nbn+에/jca
비틀거리고	비틀거리/pvg+고/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
갈증과	갈증/ncn+과/jcj
허기에	허기/ncn+에/jca
지친	지치/pvg+ㄴ/etm
사람들은	사람/ncn+들/xsn+은/jcs
시냇물을	시냇물/ncn+을/jco
발견하고	발견/ncpa+하/xsv+고/ecs
,	,/sp
손바닥으로	손바닥/ncn+으로/jca
물을	물/ncn+을/jco
떠	뜨/pvg+어/ecs
정신없이	정신/ncn+없/paa+이/xsa
마시기도	마시/pvg+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
그런가	그렇/pad+ㄴ가/ef
하면	하/pvg+면/ecs
,	,/sp
너무나	너무나/mag
기쁜	기쁘/paa+ㄴ/etm
나머지	나머지/ncn
울음을	울음/ncn+을/jco
터뜨리는	터뜨리/pvg+는/etm
사람도	사람/ncn+도/jxc
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
"	"/sl
이	이/mmd
곳에	곳/ncn+에/jca
샘물이	샘물/ncn+이/jcs
있으니	있/paa+으니/ecs
,	,/sp
밥을	밥/ncn+을/jco
지어	짓/pvg+어/ecs
먹을	먹/pvg+을/etm
수가	수/nbn+가/jxc
있습니다	있/paa+습니다/ef
.'	./sf+'/sl
몇	몇/mma
사람은	사람/ncn+은/jcs
물을	물/ncn+을/jco
길어다가	긷/pvg+어다가/ecs
밥을	밥/ncn+을/jco
지으려	짓/pvg+으려/ecs
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jxc
그것을	그것/npd+을/jco
보고	보/pvg+고/ecs
,	,/sp
"	"/sl
갑자기	갑자기/mag
밥을	밥/ncn+을/jco
배부르게	배부르/paa+게/ecs
먹는다면	먹/pvg+는다면/ecs
반드시	반드시/mag
죽게	죽/pvg+게/ecs
될	되/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
."	./sf+"/sr
하고	하/pvg+고/jcr
말렸습니다	말리/pvg+었/ep+습니다/ef
.	./sf
그러자	그러자/maj
,	,/sp
밥을	밥/ncn+을/jco
지으려던	짓/pvg+으려/ecs+던/etm
사람들이	사람/ncn+들/xsn+이/jcs
의아스러운	의아/ncps+스럽/xsm+은/etm
표정으로	표정/ncn+으로/jca
물었습니다	묻/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
배부르게	배부르/paa+게/ecs
밥을	밥/ncn+을/jco
먹으면	먹/pvg+으면/ecs
죽게	죽/pvg+게/ecs
되다니요	되/pvg+다니/ef+요/jxf
?"	?/sf+"/sl
"	"/sl
생각해	생각/ncpa+하/xsv+어/ecx
보아라	보/px+아라/ef
.	./sf
굶주림이	굶주림/ncn+이/jcs
극도에	극도/ncn+에/jca
달했으니	달하/pvg+었/ep+으니/ecs
,	,/sp
오장이	오장/ncn+이/jcs
말라	마르/pvg+아/ecs
붙었을	붙/pvg+었/ep+을/etm
것이	것/nbn+이/jcc
아니냐	아니/paa+냐/ef
?"	?/sf+"/sl
"	"/sl
그러하오면	그러하/pad+오/ep+면/ecs
,	,/sp
계속	계속/mag
굶자는	굶/pvg+자/ef+는/etm
말씀이옵니까	말씀/ncn+이/jp+오/ep+ㅂ니까/ef
?"	?/sf+"/sr
"	"/sl
그게	그거/npd+이/jcc
아니다	아니/paa+다/ef
.	./sf
밥이	밥/ncn+이/jcc
아닌	아니/paa+ㄴ/etm
죽을	죽/ncn+을/jco
지어	짓/pvg+어/ecs
먹는	먹/pvg+는/etm
것이	것/nbn+이/jcs
좋을	좋/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
먼저	먼저/mag
장을	장/ncn+을/jco
조금	조금/mag
마시고	마시/pvg+고/ecc
그	그/mmd
다음에	다음/ncn+에/jca
죽을	죽/ncn+을/jco
먹도록	먹/pvg+도록/ecs
하여라	하/pvg+어라/ef
.	./sf
죽을	죽/ncn+을/jco
먹되	먹/pvg+되/ecs
적당히	적당/ncn+히/xsa
먹고	먹/pvg+고/ecc
,	,/sp
그만두는	그만/mag+두/pvg+는/etm
게	거/nbn+이/jp
좋을	좋/paa+을/etm
것이다	것/nbn+이/jp+다/ef
."	./sf+"/sr
"	"/sl
경차관님	경차관/ncn+님/xsn
,	,/sp
그리하겠습니다	그리하/pvd+겠/ep+습니다/ef
."	./sf+"/sr
최부의	최부/nq+의/jcm
말에	말/ncn+에/jca
따라	따르/pvg+아/ecs
,	,/sp
배	배/ncn
안의	안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
모두	모두/mag
죽을	죽/ncn+을/jco
끓여	끓이/pvg+어/ecs
먹었습니다	먹/pvg+었/ep+습니다/ef
.	./sf
그러는	그러/pad+는/etm
사이에	사이/ncn+에/jca
날이	날/ncn+이/jcs
아주	아주/mag
어두워졌습니다	어둡/paa+어/ecx+지/px+었/ep+습니다/ef
.	./sf
시장기가	시장/ncn+기/xsn+가/jcs
풀리자	풀리/pvg+자/ecs
,	,/sp
몸이	몸/ncn+이/jcs
노곤한지	노곤/ncps+하/xsm+ㄴ지/ecs
모래톱에	모래톱/ncn+에/jca
누워있는	눕/pvg+어/ecx+있/px+는/etm
사람도	사람/ncn+도/jxc
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
밤이	밤/ncn+이/jcc
되자	되/pvg+자/ecs
,	,/sp
찬바람이	차/paa+ㄴ/etm+바람/ncn+이/jcs
불어왔습니다	불/pvg+어/ecs+오/pvg+았/ep+습니다/ef
.	./sf
"	"/sl
이	이/mmd
섬에는	섬/ncn+에/jca+는/jxc
바람을	바람/ncn+을/jco
피할	피하/pvg+ㄹ/etm
곳이	곳/ncn+이/jcs
없어	없/paa+어/ecs
보인다	보이/pvg+ㄴ다/ef
.	./sf
배에	배/ncn+에/jca
돌아가	돌/pvg+아/ecs+가/pvg+아/ecs
한숨	한숨/ncn
자고	자/pvg+고/ecs
,	,/sp
적당한	적당/ncps+하/xsm+ㄴ/etm
때에	때/ncn+에/jca
배를	배/ncn+를/jco
뛰워	띄우/pvg+어/ecs
다른	다른/mma
큰	크/paa+ㄴ/etm
섬에	섬/ncn+에/jca
찾아가도록	찾/pvg+아/ecs+가/pvg+도록/ecs
하자	하/pvg+자/ef
.	./sf
이제	이제/mag
우리	우리/npp
배는	배/ncn+는/jcs
섬이	섬/ncn+이/jcs
있는	있/paa+는/etm
바다에	바다/ncn+에/jca
떠	뜨/pvg+어/ecx
있으니까	있/px+으니까/ecs
,	,/sp
다시	다시/mag
큰	크/paa+ㄴ/etm
바다로	바다/ncn+로/jca
떠내려	뜨/pvg+어/ecs+내리/pvg+어/ecs
갈	가/pvg+ㄹ/etm
염려는	염려/ncn+는/jxc
없을	없/paa+을/etm
것이다	것/nbn+이/jp+다/ef
."	./sf+"/sr
최부의	최부/nq+의/jcm
말을	말/ncn+을/jco
따라	따르/pvg+아/ecs
,	,/sp
사람들은	사람/ncn+들/xsn+은/jcs
모두	모두/mag
다시	다시/mag
배로	배/ncn+로/jca
돌아왔습니다	돌/pvg+아/ecs+오/pvg+았/ep+습니다/ef
.	./sf
다음날이었습니다	다음/mmd+날/ncn+이/jp+었/ep+습니다/ef
.	./sf
이	이/mmd
날도	날/ncn+도/jxc
가끔	가끔/mag
흐리다가	흐리/paa+다가/ecs
비가	비/ncn+가/jcs
뿌리곤	뿌리/pvg+곤/ecx
하였습니다	하/px+었/ep+습니다/ef
.	./sf
그러더니	그러더니/mag
,	,/sp
바다빛깔이	바다/ncn+빛깔/ncn+이/jcs
도로	도로/mag
허옇게	허옇/paa+게/ecs
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
배가	배/ncn+가/jcs
큰	크/paa+ㄴ/etm
섬에	섬/ncn+에/jca
도착한	도착/ncpa+하/xsv+ㄴ/etm
것은	것/nbn+은/jxc
저녁	저녁/ncn
무렵이었습니다	무렵/nbn+이/jp+었/ep+습니다/ef
.	./sf
섬이	섬/ncn+이/jcs
잇닿아	잇닿/pvg+아/ecs
병풍처럼	병풍/ncn+처럼/jca
되어	되/pvg+어/ecx
있는	있/px+는/etm
그런	그런/mmd
섬이었습니다	섬/ncn+이/jp+었/ep+습니다/ef
.	./sf
배는	배/ncn+는/jxc
천천히	천천히/mag
그	그/mmd
섬을	섬/ncn+을/jco
향하여	향하/pvg+어/ecx
다가갔습니다	다가가/pvg+았/ep+습니다/ef
.	./sf
그러자	그러자/maj
,	,/sp
그	그/mmd
섬에서	섬/ncn+에서/jca
두	두/nnc
척의	척/nbu+의/jcm
배가	배/ncn+가/jcs
이쪽을	이쪽/npd+을/jco
향해	향하/pvg+어/ecs
오는	오/pvg+는/etm
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
두	두/nnc
척의	척/nbu+의/jcm
배에는	배/ncn+에/jca+는/jxc
모두	모두/mag
거룻배를	거룻배/ncn+를/jco
매달고	매/pvg+어/ecs+달/pvg+고/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
배	배/ncn
안의	안/ncn+의/jcm
사람들이	사람/ncn+들/xsn+이/jcs
웅성거렸습니다	웅성거리/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
저	저/mmd
배들은	배/ncn+들/xsn+은/jcs
우리	우리/npp
배를	배/ncn+를/jco
발견하고서	발견/ncpa+하고/jct+서/jxc
마주	마주/mag
오는	오/pvg+는/etm
거야	거/nbn+야/ef
!"	!/sf+"/sl
"	"/sl
저	저/mmd
배안에	배/ncn+안/ncn+에/jca
타고	타/pvg+고/ecx
있는	있/px+는/etm
사람들은	사람/ncn+들/xsn+은/jcs
어떤	어떤/mmd
사람일까	사람/ncn+이/jp+ㄹ까/ef
?"	?/sf+"/sl
"	"/sl
저	저/mmd
사람들을	사람/ncn+들/xsn+을/jco
보면	보/pvg+면/ecs
,	,/sp
우리가	우리/npp+가/jcs
어느	어느/mmd
땅에	땅/ncn+에/jca
다다랐는지를	다다르/pvg+았/ep+는지/ecs+를/jxc
알	알/pvg+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
거야	거/nbn+야/ef
."	./sf+"/sr
하고	하/pvg+고/jcr
,	,/sp
배안의	배/ncn+안/ncn+의/jcm
사람들은	사람/ncn+들/xsn+은/jcs
수군거렸습니다	수군거리/pvg+었/ep+습니다/ef
.	./sf
그	그/mmd
때	때/ncn
,	,/sp
정보라는	정보/nq+라/ef+는/etm
사람이	사람/ncn+이/jcs
최부에게	최부/nq+에게/jca
다가와	다가오/pvg+아/ecs
,	,/sp
"	"/sl
경차관님	경차관/ncn+님/xsn
,	,/sp
상복을	상복/ncn+을/jco
벗고	벗/pvg+고/ecc
관복으로	관복/ncn+으로/jca
갖추어	갖추/pvg+어/ecs
입는	입/pvg+는/etm
것이	것/nbn+이/jcs
좋은	좋/paa+은/etm
줄로	줄/nbn+로/jca
아옵니다	알/pvg+오/ep+ㅂ니다/ef
."	./sf+"/sr
하고	하/pvg+고/jcr
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
정보가	정보/nq+가/jcs
왜	왜/mag
그런	그런/mmd
말을	말/ncn+을/jco
하는지	하/pvg+는지/ecs
모르는	모르/pvg+는/etm
것이	것/nbn+이/jcc
아니었습니다	아니/paa+었/ep+습니다/ef
.	./sf
그러나	그러나/maj
짐짓	짐짓/mag
모르는	모르/pvg+는/etm
체하며	체/nbn+하/pvg+며/ecs
,	,/sp
"	"/sl
그건	그거/npd+ㄴ/etm
웬	웬/mma
까닭이냐	까닭/ncn+이/jp+냐/ef
?"	?/sf+"/sl
하고	하/pvg+고/jcr
물었습니다	묻/pvg+었/ep+습니다/ef
.	./sf
"	"/sl
혹시	혹시/mag
저	저/mmd
배에	배/ncn+에/jca
탄	타/pvg+ㄴ/etm
사람들이	사람/ncn+들/xsn+이/jcs
,	,/sp
우리를	우리/npp+를/jco
겁	겁/ncn
많은	많/paa+은/etm
무리로	무리/ncn+로/jca
여겨	여기/pvg+어/ecs
욕을	욕/ncn+을/jco
보일지도	보이/pvg+ㄹ지/nbn+도/jxc
모르는	모르/pvg+는/etm
일이옵니다	일/ncn+이/jp+오/ep+ㅂ니다/ef
.	./sf
그러므로	그러므로/maj
관복을	관복/ncn+을/jco
입으시어	입/pvg+으/ep+시/ep+어/ecs
위엄을	위엄/ncn+을/jco
보이셔야	보이/pvg+시/ep+어/ecx+야/jxc
합니다	하/px+ㅂ니다/ef
."	./sf+"/sr
하고	하/pvg+고/jcr
,	,/sp
정보가	정보/nq+가/jcs
대답했습니다	대답/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
그건	그거/npd+ㄴ/etm
그럴지도	그렇/pad+ㄹ지/ecs+도/jxc
모른다	모르/pvg+ㄴ다/ef
.	./sf
하나	하나/maj
."	./sf+"/sr
최부는	최부/nq+는/jcs
조용히	조용/ncn+히/xsa
말했습니다	말/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
"	"/sl
우리가	우리/npp+가/jcs
바다에서	바다/ncn+에서/jca
표류하게	표류/ncpa+하/xsv+게/ecs
된	되/pvg+ㄴ/etm
것도	것/nbn+도/jxc
하늘이	하늘/ncn+이/jcs
시킨	시키/pvg+ㄴ/etm
일이고	일/ncn+이/jp+고/ecs
,	,/sp
여러	여러/mma
번	번/nbu
죽을	죽/pvg+을/etm
고비에서	고비/ncn+에서/jca
다시	다시/mag
살아난	살/pvg+아/ecs+나/pvg+ㄴ/etm
것도	것/nbn+도/jxc
하늘이	하늘/ncn+이/jcs
그리	그리/mad
한	하/pvg+ㄴ/etm
것이	것/nbn+이/jcc
아니냐	아니/paa+냐/ef
?	?/sf
또한	또한/maj
,	,/sp
이	이/mmd
섬에	섬/ncn+에/jca
도착해서	도착/ncpa+하/xsv+어서/ecs
이	이/mmd
배를	배/ncn+를/jco
만난	만나/pvg+ㄴ/etm
것도	것/nbn+도/jxc
하늘이	하늘/ncn+이/jcs
시킨	시키/pvg+ㄴ/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
하늘의	하늘/ncn+의/jcm
이치는	이치/ncn+는/jxc
본래	본래/mag
정직한	정직/ncps+하/xsm+ㄴ/etm
법인데	법/ncn+이/jp+ㄴ데/ecs
,	,/sp
어찌	어찌/mag
하늘의	하늘/ncn+의/jcm
이치를	이치/ncn+를/jco
어기면서	어기/pvg+면서/ecs
거짓을	거짓/ncn+을/jco
행할	행/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있겠느냐	있/paa+겠/ep+느냐/ef
?"	?/sf+"/sl
그러는	그러/pad+는/jxc
동안에	동안/ncn+에/jca
,	,/sp
두	두/nnc
척의	척/nbu+의/jcm
배는	배/ncn+는/jxc
아주	아주/mag
가까이	가깝/paa+이/xsa
다가왔습니다	다가오/pvg+았/ep+습니다/ef
.	./sf
소리를	소리/ncn+를/jco
지르면	지르/pvg+면/ecs
서로	서로/mag
들릴	들리/pvg+ㄹ/etm
만한	만하/px+ㄴ/etm
거리까지	거리/ncn+까지/jca
온것입니다	오/pvg+ㄴ/etm+것/nbn+이/jp+ㅂ니다/ef
.	./sf
최부는	최부/nq+는/jcs
배의	배/ncn+의/jcm
동정을	동정/ncn+을/jco
조심스러이	조심/ncps+스럽/xsm+이/xsa
살펴보았습니다	살피/pvg+어/ecs+보/pvg+았/ep+습니다/ef
.	./sf
배	배/ncn
한	한/nnc
척에	척/nbu+에/jca
열두어	열두/nnc+어/nbn
명의	명/nbu+의/jcm
사나이들이	사나이/ncn+들/xsn+이/jcs
타고	타/pvg+고/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
사람마다	사람/ncn+마다/jxc
모두	모두/mag
검은	검/paa+은/etm
솜바지를	솜바지/ncn+를/jco
입고	입/pvg+고/ecc
짚신을	짚신/ncn+을/jco
신고	신/pvg+고/ecx
있었으며	있/px+었/ep+으며/ecs
,	,/sp
그	그/mmd
중에는	중/nbn+에/jca+는/jxc
수건으로	수건/ncn+으로/jca
머리를	머리/ncn+를/jco
동여맨	동이/pv+어/ecs+매/pvg+ㄴ/etm
사람도	사람/ncn+도/jxc
보였습니다	보이/pvg+었/ep+습니다/ef
.	./sf
또한	또한/maj
,	,/sp
더러는	더러/mag+는/jxc
대나무	대나무/ncn
잎으로	잎/ncn+으로/jca
만든	만들/pvg+ㄴ/etm
삿갓과	삿갓/ncn+과/jcj
종려나무	종려나무/ncn
껍질로	껍질/ncn+로/jca
만든	만들/pvg+ㄴ/etm
도롱이를	도롱이/ncn+를/jco
입기도	입/pvg+기/etn+도/jxc
했습니다	하/pvg+었/ep+습니다/ef
.	./sf
그	그/mmd
배에	배/ncn+에/jca
탄	타/pvg+ㄴ/etm
사람들은	사람/ncn+들/xsn+은/jcs
우리를	우리/npp+를/jco
보자	보/pvg+자/ecs
,	,/sp
요란스럽게	요란/ncps+스럽/xsm+게/ecs
뭐라고	뭐/npd+라고/jcr
떠들어	떠들/pvg+어/ecx
댔습니다	댔대/px+었/ep+습니다/ef
.	./sf
그	그/mmd
떠드는	떠들/pvg+는/etm
말소리가	말소리/ncn+가/jcs
중국말	중국/nq+말/ncn
같았습니다	같/paa+았/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
그들이	그/npp+들/xsn+이/jcs
중국	중국/nq
사람일	사람/ncn+이/jp+ㄹ/etm
것이라	것/nbn+이/jp+라/ecs
생각했습니다	생각/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그	그/mmd
배가	배/ncn+가/jcs
가까이	가깝/paa+이/xsa
다가왔습니다	다가오/pvg+았/ep+습니다/ef
.	./sf
최부는	최부/nq+는/jcs
종이에	종이/ncn+에/jca
글을	글/ncn+을/jco
써서	쓰/pvg+어서/ecs
,	,/sp
정보를	정보/nq+를/jco
시켜	시키/pvg+어/ecs
보냈습니다	보내/pvg+었/ep+습니다/ef
.	./sf
그	그/mmd
글의	글/ncn+의/jcm
내용은	내용/ncn+은/jcs
이런	이런/mmd
것이었습니다	것/nbn+이/jp+었/ep+습니다/ef
.	./sf
'	'/sl
나는	나/npp+는/jxc
조선국의	조선/nq+국/xsn+의/jcm
신하인	신하/ncn+이/jp+ㄴ/etm
최부입니다	최부/nq+이/jp+ㅂ니다/ef
.	./sf
임금의	임금/ncn+의/jcm
명을	명/ncn+을/jco
받들고	받들/pvg+고/ecs
제주도에	제주도/nq+에/jca
갔다가	가/pvg+았/ep+다가/ecs
,	,/sp
아버님이	아버님/ncn+이/jcs
돌아가셨다는	돌아가/pvg+시/ep+었/ep+다/ef+는/etm
소식을	소식/ncn+을/jco
듣고서	듣/pvg+고/ecs+서/jxc
,	,/sp
황급히	황급/ncn+히/xsa
고향으로	고향/ncn+으로/jca
돌아가는	돌/pvg+아/ecs+가/pvg+는/etm
길이었습니다	길/ncn+이/jp+었/ep+습니다/ef
.	./sf
그런데	그런데/maj
바다에서	바다/ncn+에서/jca
큰	크/paa+ㄴ/etm
풍랑을	풍랑/ncn+을/jco
만나	만나/pvg+아/ecs
표류하던	표류/ncpa+하/xsv+던/etm
중	중/nbn
,	,/sp
여러	여러/mma
날	날/ncn
만에	만/jxc+에/jca
이	이/mmd
곳에	곳/ncn+에/jca
도착했는데	도착/ncpa+하/xsv+었/ep+는데/ecs
,	,/sp
이	이/mmd
곳이	곳/ncn+이/jcs
어느	어느/mmd
나라의	나라/ncn+의/jcm
땅인지	땅/ncn+이/jp+ㄴ지/ecs
모르겠습니다	모르/pvg+겠/ep+습니다/ef
.'	./sf+'/sl
이와	이/npd+와/jct
같은	같/paa+은/etm
내용의	내용/ncn+의/jcm
글을	글/ncn+을/jco
한문으로	한문/ncn+으로/jca
써	쓰/pvg+어/ecs
보냈습니다	보내/pvg+었/ep+습니다/ef
.	./sf
말이	말/ncn+이/jcs
서로	서로/mag
통하지	통하/pvg+지/ecx
않더라도	않/px+더라도/ecs
한자의	한자/nq+의/jcm
뜻은	뜻/ncn+은/jxc
같기	같/paa+기/etn
때문에	때문/nbn+에/jca
의사를	의사/ncn+를/jco
통할	통하/pvg+ㄹ/etm
수가	수/nbn+가/jxc
있었습니다	있/paa+었/ep+습니다/ef
.	./sf
다가온	다가오/pvg+ㄴ/etm
배의	배/ncn+의/jcm
우두머리인	우두머리/ncn+이/jp+ㄴ/etm
듯싶은	듯/nbn+싶/px+은/etm
사람은	사람/ncn+은/jxc
최부가	최부/nq+가/jcs
써	쓰/pvg+어/ecs
보낸	보내/pvg+ㄴ/etm
글을	글/ncn+을/jco
읽더니	읽/pvg+더니/ecs
알겠다는	알/pvg+겠/ep+다/ef+는/etm
듯이	듯/nbn+이/xsa
고객을	고객/ncn+을/jco
끄덕였습니다	끄덕이/pvg+었/ep+습니다/ef
.	./sf
그리고	그리고/maj
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
회답을	회답/ncn+을/jco
