<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0054.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0054.txt </filename>
<title>한국경제,  설 땅이 없다 : 일본, 동남아연합, 한국경제의 선택과 전략</title>
<author>이경규 [외]  </author>
<date>1993  </date>
<publisher>중앙일보사  </publisher>
<kdc>320.911  </kdc>
<ddc>330.9519  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
동남아서	동남아/nq+서/jca
없다	없/paa+다/ef
.	./sf
이처럼	이/npd+처럼/jca
모든	모든/mma
여건이나	여건/ncn+이나/jcj
능력	능력/ncn
면에서	면/ncn+에서/jca
한국기업은	한국/nq+기업/ncn+은/jxc
일본기업에	일본/nq+기업/ncn+에/jca
비해	비하/pvg+어/ecx
터무니없이	터무니/ncn+없/paa+이/xsa
열세다	열세/ncn+다/ef
.	./sf
그러나	그러나/maj
동남아에서	동남아/nq+에서/jca
자수성가한	자수성가/ncpa+하/xsv+ㄴ/etm
어느	어느/mmd
교포	교포/ncn
실업인은	실업/ncn+인/xsn+은/jxc
그래도	그래도/mag
희망적이다	희망/ncn+적/xsn+이/jp+다/ef
.	./sf
"	"/sl
아무리	아무리/mag
우리가	우리/npp+가/jcs
일본에	일본/nq+에/jca
뒤떨어져	뒤떨어지/pvg+어/ecx
있어도	있/px+어도/ecs
동남아에서	동남아/nq+에서/jca
성공할	성공/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
사업의	사업/ncn+의/jcm
여지는	여지/ncn+는/jxc
얼마든지	얼마/ncn+든지/jxc
있다고	있/px+다고/ecs
확신합니다	확신/ncpa+하/xsv+ㅂ니다/ef
.	./sf
한국의	한국/nq+의/jcm
비즈니스	비즈니스/ncn
맨들이	맨/ncn+들/xsn+이/jcs
여태껏	여태껏/mag
이보다	이/npd+보다/jca
난관도	난관/ncn+도/jxc
돌파해	돌파/ncpa+하/xsv+어/ecx
오지	오/px+지/ecx
않았습니까	않/px+았/ep+습니까/ef
.	./sf
문제는	문제/ncn+는/jxc
기본자세에	기본/ncn+자세/ncn+에/jca
있다고	있/paa+다/ef+고/ecx
봅니다	보/px+ㅂ니다/ef
.	./sf
일본기업이	일본/nq+기업/ncn+이/jcs
강한	강하/paa+ㄴ/etm
진짜	진짜/ncn
이유는	이유/ncn+는/jxc
무슨	무슨/mmd
사업이든	사업/ncn+이든/jxc
위기의식	위기/ncn+의식/ncn
아래	아래/ncn
목숨을	목숨/ncn+을/jco
걸고	걸/pvg+고/ecc
열심히	열심/ncn+히/xsa
한다는데	하/pvg+ㄴ다/ef+는데/ecs
있습니다	있/paa+습니다/ef
.	./sf
동남아에	동남아/nq+에/jca
나오는	나오/pvg+는/etm
기업들도	기업/ncn+들/xsn+도/jxc
마찬가지입니다	마찬가지/ncn+이/jp+ㅂ니다/ef
.	./sf
일본	일본/nq
국내에서	국내/ncn+에서/jca
모든	모든/mma
방법을	방법/ncn+을/jco
다	다/mag
동원해봐도	동원/ncpa+하/xsv+어/ecx+보/px+아도/ecs
도저히	도저히/mag
견딜	견디/pvg+ㄹ/etm
수	수/nbn
없다는	없/paa+다/ef+는/etm
막다른	막다르/paa+ㄴ/etm
골목에서	골목/ncn+에서/jca
동남아	동남아/nq
진출을	진출/ncn+을/jco
결심한	결심/ncpa+하/xsv+ㄴ/etm
경우가	경우/ncn+가/jcs
대부분이기	대부분/ncn+이/jp+기/etn
때문에	때문/nbn+에/jca
여기와서	여기/npd+오/pvg+아서/ecs
사업하는	사업/ncpa+하/xsv+는/etm
자세도	자세/ncn+도/jxc
사생결단으로	사생/ncn+결단/ncn+으로/jca
노력을	노력/ncn+을/jco
합니다	하/pvg+ㅂ니다/ef
.	./sf
그런데	그런데/maj
한국기업들은	한국/nq+기업/ncn+들/xsn+은/jxc
여기서부터	여기/npd+서/jca+부터/jxc
좀	좀/mag
다른	다르/paa+ㄴ/etm
것	것/nbn
같아요	같/paa+아/ef+요/jxf
,	,/sp
국내에서	국내/ncn+에서/jca
노사분규에	노사/ncn+분규/ncn+에/jca
몇번	몇/nnc+번/nbu
시달렸다고	시달리/pvg+었/ep+다/ef+고/ecs
후다닥	후다닥/mag
동남아	동남아/nq
여행을	여행/ncn+을/jco
결정해서	결정/ncpa+하/xsv+어서/ecs
오니	오/pvg+니/ecs
,	,/sp
제대로	제대로/mag
되겠습니까	되/pvg+겠/ep+습니까/ef
.	./sf
이것부터	이것/npd+부터/jca
고쳐야합니다	고치/pvg+어야/ecs+하/px+ㅂ니다/ef
."	./sf+"/sr
그의	그/npp+의/jcm
희망론은	희망/ncn+론/xsn+은/jxc
어디까지나	어디/npd+까지/jxc+나/jxc
조건부	조건/ncn+부/xsn
희망론이었다	희망/ncn+론/xsn+이/jp+었/ep+다/ef
.	./sf
그의	그/npp+의/jcm
희망론은	희망/ncn+론/xsn+은/jxc
어디까지	어디/npd+까지/jxc
조건부	조건/ncn+부/xsn
희망론이었다	희망/ncn+론/xsn+이/jp+었/ep+다/ef
.	./sf
대만과	대만/nq+과/jcj
관계	관계/ncn
개선	개선/ncn
필요하다	필요/ncps+하/xsm+다/ef
한	한/nq
중	중/nq
수교	수교/ncn
전까지만	전/ncn+까지/jxc+만/jxc
해도	하/pvg+어도/ecs
한국과	한국/nq+과/jcj
대만	대만/nq
사이에는	사이/ncn+에/jca+는/jxc
정부차원에서	정부/ncn+차원/ncn+에서/jca
매년	매년/ncn
경제장관	경제/ncn+장관/ncn
회담이	회담/ncn+이/jcs
열렸다	열리/pvg+었/ep+다/ef
.	./sf
서울과	서울/nq+과/jcj
타이베이를	타이베이/nq+를/jco
오가며	오가/pvg+며/ecs
매우	매우/mag
우호적인	우호/ncn+적/xsn+이/jp+ㄴ/etm
분위기로	분위기/ncn+로/jca
양국의	양국/ncn+의/jcm
현안을	현안/ncn+을/jco
정기적으로	정기/ncn+적/xsn+으로/jca
토의했다	토의/ncpa+하/xsv+었/ep+다/ef
.	./sf
특히	특히/mag
한국대표단이	한국/nq+대표/ncn+단/xsn+이/jcs
타이베이에	타이베이/nq+에/jca
갈	가/pvg+ㄹ/etm
때	때/ncn
그들은	그/npp+들/xsn+은/jxc
융숭하기	융숭/ncps+하/xsm+기/etn
짝이	짝/nbn+이/jcs
없었다	없/paa+었/ep+다/ef
.	./sf
10여대의	10/nnc+여/xsn+대/nbu+의/jcm
개딜랙을	개딜랙/ncn+을/jco
24시간	24/nnc+시간/ncn
대기시켜	대기/ncpa+시키/xsv+어/ecx
놓고	놓/px+고/ecc
온갖	온갖/mma
정성을	정성/ncn+을/jco
다한다	다하/pvg+ㄴ다/ef
.	./sf
그러나	그러나/maj
이런	이런/mmd
걸로	걸/nbn+로/jca
기준삼아	기준/ncn+삼/pvg+아/ecs
그들의	그/npp+들/xsn+의/jcm
한국관을	한국/nq+관/xsn+을/jco
지레	지레/mag
짐작하는	짐작/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
큰	크/paa+ㄴ/etm
착각이다	착각/ncn+이/jp+다/ef
.	./sf
한마디로	한마디/ncn+로/jca
대만사람들이	대만/nq+사람/ncn+들/xsn+이/jcs
한국을	한국/nq+을/jco
보는	보/pvg+는/etm
평균적인	평균/ncn+적/xsn+이/jp+ㄴ/etm
감정은	감정/ncn+은/jxc
켤코	켤코/mag
우호적이랄	우호/ncn+적/xsn+이/jp+라/ef+ㄹ/etm
수	수/nbn
없기	없/paa+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
여러	여러/mma
가지	가지/ncn
이유가	이유/ncn+가/jcs
첫째는	첫째/nno+는/jxc
중국과의	중국/nq+과/jxc+의/jcm
관계개선을	관계/ncn+개선/ncn+을/jco
계기로	계기/ncn+로/jca
한국측이	한국/nq+측/nbn+이/jcs
대만에	대만/nq+에/jca
서운하게	서운하/paa+게/ecs
했다든지	하/pvg+었/ep+다/ef+든지/ecc
,	,/sp
우습게	우습/paa+게/ecs
봤던	보/pvg+았/ep+던/etm
한국이	한국/nq+이/jcs
올림픽	올림픽/ncn
개최를	개최/ncn+를/jco
계기로	계기/ncn+로/jca
자기네보다	자기/ncn+네/xsn+보다/jca
앞서기	앞/ncn+서/pvg+기/etn
시작한데	시작/ncpa+하/xsv+ㄴ데/ecs
대한	대하/pvg+ㄴ/etm
질시감이	질시/ncn+감/xsn+이/jcs
국민정서	국민/ncn+정서/ncn
밑바닥에	밑바닥/ncn+에/jca
깔려	깔리/pvg+어/ecx
있는	있/px+는/etm
점	점/ncn
등도	등/nbn+도/jxc
무시못한다	무시/ncn+못/mag+하/xsv+ㄴ다/ef
.	./sf
그러나	그러나/maj
또	또/maj
다른	다르/paa+ㄴ/etm
측면에서	측면/ncn+에서/jca
우리를	우리/npp+를/jco
낯뜨겁게	낯/ncn+뜨겁/paa+게/ecx
하는	하/px+는/etm
것들이	것/nbn+들/xsn+이/jcs
있다	있/paa+다/ef
.	./sf
"	"/sl
한국사람들은	한국/nq+사람/ncn+들/xsn+은/jxc
참	참/mag
이상합니다	이상/ncps+하/xsm+ㅂ니다/ef
.	./sf
정부관료든	정부/ncn+관료/ncn+든/jxc
,	,/sp
학자든	학자/ncn+든/jxc
,	,/sp
기자든간에	기자/ncn+든/jxc+간/nbn+에/jca
걸핏하면	걸핏하/paa+면/ecs
대만에	대만/nq+에/jca
와서	오/pvg+아서/ecs
중소기업이나	중소/ncn+기업/ncn+이나/jcj
부동산	부동산/ncn
제도를	제도/ncn+를/jco
물어	묻/pvg+어/ecx
보고	보/px+고/ecc
갑니다만	가/pvg+ㅂ니다/ef+만/jxc
오는	오/pvg+는/etm
사람만	사람/ncn+만/jxc
바뀔	바뀌/pvg+ㄹ/etm
뿐	뿐/nbn
매번	매번/mag
똑같은	똑같/paa+은/etm
질문만	질문/ncn+만/jxc
되풀이하는데	되풀이/ncpa+하/xsv+는데/ecs
이제	이제/mag
신물이	신물/ncn+이/jcs
났습니다	나/pvg+았/ep+습니다/ef
.	./sf
보고서를	보고/ncn+서/xsn+를/jco
만들면	만들/pvg+면/ecs
자기만	자기/npp+만/jxc
보고나서	보/pvg+고/ecx+나/px+서/ecs
버리는가	버리/pvg+는가/ef
보지요	보/px+지/ef+요/jxf
."	./sf+"/sr
대만관료들의	대만/nq+관료/ncn+들/xsn+의/jcm
이같은	이/npd+같/paa+은/jxc
반응은	반응/ncn+은/jxc
어제	어제/ncn
오늘일이	오늘/ncn+일/ncn+이/jcc
아니다	아니/paa+다/ef
.	./sf
"	"/sl
한국이	한국/nq+이/jcs
중국과	중국/nq+과/jct
외교관계를	외교/ncn+관계/ncn+를/jco
맺은	맺/pvg+은/etm
일에	일/ncn+에/jca
대만으로서는	대만/nq+으로서/jca+는/jxc
서운하지만	서운하/paa+지만/ecs
어쩔수	어쩌/pvd+ㄹ/etm+수/nbn
없지요	없/paa+지/ef+요/jxf
.	./sf
그러나	그러나/maj
대만사람들의	대만/nq+사람/ncn+들/xsn+의/jcm
기분을	기분/ncn+을/jco
그처럼	그/npp+처럼/jca
나쁘게	나쁘/paa+게/ecs
하는	하/pvg+는/etm
방법을	방법/ncn+을/jco
택해야	택하/pvg+어야/ecs
하는건가요	하/pvg+는/etm+거/nbn+ㄴ가/ef+요/jxf
.	./sf
한국의	한국/nq+의/jcm
실리를	실리/ncn+를/jco
생각해도	생각/ncpa+하/xsv+어도/ecs
그렇습니다	그렇/pad+습니다/ef
.	./sf
한국이	한국/nq+이/jcs
뭐	뭐/npd
그리	그리/ncn
답답하다고	답답하/paa+다고/ecs
그처럼	그/npp+처럼/jca
저자세로	저/xp+자세/ncn+로/jca
서두르는지	서두르/pvg+는지/ecs
모르겠습니다	모르/pvg+겠/ep+습니다/ef
.	./sf
오히려	오히려/mag
대만과의	대만/nq+과/jct+의/jxc
관계유지를	관계/ncn+유지/ncn+를/jco
어느	어느/mmd
정도	정도/ncn
끌어가면서	끌/pvg+어/ecs+가/pvg+면서/ecs
중국과	중국/nq+과/jct
줄다리기를	줄다리기/ncn+를/jco
하는	하/pvg+는/etm
편이	편/nbn+이/jcs
더	더/mag
유리할	유리/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있을	있/paa+을/etm
텐데도	터/nbn+이/jp+ㄴ데/ecs+도/jxc
말입니다	말/ncn+이/jp+ㅂ니다/ef
.	./sf
더구나	더구나/mag
대만이	대만/nq+이/jcs
얼마나	얼마나/mag
큰	크/paa+ㄴ/etm
시장입니까	시장/ncn+이/jp+ㅂ니까/ef
.	./sf
우리와	우리/npp+와/jcj
마음을	마음/ncn+을/jco
맞춰서	맞추/pvg+어서/ecs
비즈니스를	비즈니스/ncn+를/jco
잘할	잘/mag+하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
여지가	여지/ncn+가/jcs
얼마든지	얼마/ncn+든지/jxc
있는데	있/paa+는데/ecs
,	,/sp
외교적으로	외교/ncn+적/xsn+으로/jca
잔뜩	잔뜩/mag
기분만	기분/ncn+만/jxc
나쁘게	나쁘/paa+게/ecs
해놓고서	하/pvg+어/ecx+놓/px+고/ecs+서/jca
실속도	실속/ncn+도/jxc
못차리는	못/mag+차리/pvg+는/jxc
중국이나	중국/nq+이나/jcj
러시아	러시아/nq
시장에	시장/ncn+에/jca
전력을	전력/ncn+을/jco
쏟고	쏟/pvg+고/ecx
있는	있/px+는/etm
것에	것/nbn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
납득이	납득/ncn+이/jcs
잘	잘/mag
안갑니다	안/mag+가/pvg+ㅂ니다/ef
."	./sf+"/sr
그러다가	그러/pvd+다가/ecs
지금에	지금/ncn+에/jca
와서	오/pvg+아서/ecs
대만이	대만/nq+이/jcs
대규모	대/xp+규모/ncn
프로잭트를	프로잭트/ncn+를/jco
한다니까	하/pvg+ㄴ다/ef+니까/ecs
한국에	한국/nq+에/jca
대해	대하/pvg+어/ecx
특혜적인	특혜/ncn+적/xsn+이/jp+ㄴ/etm
대우를	대우/ncn+를/jco
해달라는	하/pvg+어/ecx+달라/ef+는/etm
것은	것/nbn+은/jxc
좀	좀/mag
심한	심하/paa+ㄴ/etm
것	것/nbn
아니냐는	아니/paa+냐/ef+는/etm
이야기다	이야기/ncn+다/ef
.	./sf
한	한/nq
중	중/nq
수교에	수교/ncn+에/jca
따른	따르/pvg+ㄴ/etm
이같은	이/npd+같/paa+은/jxc
불만이	불만/ncn+이/jcs
더욱	더욱/mag
크게	크/paa+게/ecs
들린다	들리/pvg+ㄴ다/ef
.	./sf
사실	사실/ncn
맞는	맞/pvg+는/etm
이야기다	이야기/ncn+다/ef
.	./sf
세계	세계/ncn
최대의	최대/ncn+의/jcm
외환보유고를	외환/ncn+보유고/ncn+를/jco
지니고	지니/pvg+고/ecx
있는	있/px+는/etm
나라	나라/ncn
,	,/sp
게다가	게다가/maj
한국과는	한국/nq+과/jct+는/jxc
산업구조	산업/ncn+구조/ncn
면에서	면/ncn+에서/jca
서로	서로/mag
보안적인	보안/ncn+적/xsn+이/jp+ㄴ/etm
측면이	측면/ncn+이/jcs
많아	많/paa+아/ecs
얼마든지	얼마/ncn+든지/jxc
협업체제	협업/ncn+체제/ncn
구축의	구축/ncn+의/jcm
여지가	여지/ncn+가/jcs
충분한데도	충분/ncps+하/xsm+ㄴ데/ecs+도/jxc
불구하고	불구/ncps+하/xsm+고/ecc
그동안	그/mmd+동안/ncn
한국	한국/nq
정부의	정부/ncn+의/jcm
정책은	정책/ncn+은/jxc
의도적으로	의도/ncn+적/xsn+으로/jca
소홀했던	소홀/ncps+하/xsm+었/ep+던/etm
게	거/nbn+이/jcs
사실이다	사실/ncn+이/jp+다/ef
.	./sf
기업들	기업/ncn+들/xsn
스스로가	스스로/ncn+가/jcs
오래	오래/mag
전부터	전/ncn+부터/jxc
대만기업들을	대만/nq+기업/ncn+들/xsn+을/jco
우습게	우습/paa+게/ecs
보는	보/pvg+는/etm
경향이	경향/ncn+이/jcs
없지	없/paa+지/ecx
않았다	않/paa+았/ep+다/ef
.	./sf
오히려	오히려/mag
일본의	일본/nq+의/jcm
실질적인	실질/ncn+적/xsn+이/jp+ㄴ/etm
대사로	대사/ncn+로/jca
나와있는	나오/pvg+아/ecx+있/px+는/etm
야나이	nq[야나이/nq
신이치	신이치/nq]nq
'	'/sl
교류협회	교류/ncn+협회/ncn
'	'/sr
회장이	회장/ncn+이/jcs
따끔한	따끔하/paa+ㄴ/etm
말을	말/ncn+을/jco
한다	하/pvg+ㄴ다/ef
.	./sf
"	"/sl
대만의	대만/nq+의/jcm
장점과	장점/ncn+과/jcj
한국의	한국/nq+의/jcm
장점을	장점/ncn+을/jco
잘	잘/mag
결합하면	결합/ncpa+하/xsv+면/ecs
좋은	좋/paa+은/etm
결과가	결과/ncn+가/jcs
나올텐데요	나오/pvg+ㄹ/etm+터/nbn+이/jp+ㄴ데/ef+요/jxf
.	./sf
서로	서로/mag
상이한	상이/ncps+하/xsm+ㄴ/etm
산업구조를	산업/ncn+구조/ncn+를/jco
보완하면서	보완/ncpa+하/xsv+면서/ecs
한국의	한국/nq+의/jcm
하드웨어와	하드웨어/ncn+와/jcj
대만의	대만/nq+의/jcm
소프트웨어가	소프트웨어/ncn+가/jcs
합치면	합치/pvg+면/ecs
일본에는	일본/nq+에/jca+는/jxc
무서운	무섭/paa+ㄴ/etm
경쟁자가	경쟁/ncn+자/xsn+가/jcc
될	되/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sr
대만	대만/nq
무역국의	무역/ncn+국/xsn+의/jcm
레이	nq[레이/nq
다오위	다오위/nq]nq
조장도	조장/ncn+도/jxc
같은	같/paa+은/etm
이야기다	이야기/ncn+다/ef
.	./sf
"	"/sl
두	두/nnc
나라가	나라/ncn+가/jcs
일본의	일본/nq+의/jcm
기술과	기술/ncn+과/jcj
자본을	자본/ncn+을/jco
많이	많/paa+이/xsa
받아들이는	받/pvg+아/ecs+들이/pvg+는/etm
과정에서	과정/ncn+에서/jca
대일적자가	대일/ncn+적자/ncn+가/jcs
많이	많/paa+이/xsa
생겼습니다만	생기/pvg+었/ep+습니다/ef+만/jxc
이를	이/npd+를/jco
극복하는	극복/ncpa+하/xsv+는/etm
방안으로서	방안/ncn+으로서/jca
지금부터라도	지금/ncn+부터/jxc+라도/jxc
한국과	한국/nq+과/jcj
대만이	대만/nq+이/jcs
보완관계를	보완/ncn+관계/ncn+를/jco
찾는	찾/pvg+는/etm
노력이	노력/ncn+이/jcs
필요합니다	필요/ncps+하/xsm+ㅂ니다/ef
."	./sf+"/sr
(	(/sl
전병우	전병우/nq
대우지사장	대우/nq+지사/ncn+장/xsn
)	)/sr
"	"/sl
대만은	대만/nq+은/jxc
중소기업	중소/ncn+기업/ncn
위주이므로	위주/ncn+이/jp+므로/ecs
대규모	대/xp+규모/ncn
프로젝트에	프로젝트/ncn+에/jca
있어	있/paa+어/ecs
마키팅이	마키팅/ncn+이/jcs
약합니다	약하/paa+ㅂ니다/ef
.	./sf
따라서	따라서/maj
해외지사망이	해외/ncn+지사/ncn+망/ncn+이/jcs
상대적으로	상대/ncn+적/xsn+으로/jca
강한	강하/paa+ㄴ/etm
한국기업이	한국/nq+기업/ncn+이/jcs
중개무역을	중개/ncn+무역/ncn+을/jco
담당하면	담당/ncpa+하/xsv+면/ecs
얼마든지	얼마/ncn+든지/jxc
성장	성장/ncn
가능성이	가능/ncn+성/xsn+이/jcs
있습니다	있/paa+습니다/ef
."	./sf+"/sr
(	(/sl
신주식	신주식/nq
삼성물산지사장	삼성/nq+물산/ncn+지사/ncn+장/xsn
)	)/sr
대만에서	대만/nq+에서/jca
한국제품이	한국/nq+제품/ncn+이/jcs
제대로	제대로/mag
환영받지	환영/ncn+받/pvg+지/ecx
못하고	못하/px+고/ecx
있는	있/px+는/etm
이유는	이유/ncn+는/jxc
그밖에도	그/npd+밖/ncn+에/jca+도/jxc
얼마든지	얼마/ncn+든지/jxc
있다	있/paa+다/ef
.	./sf
일본의	일본/nq+의/jcm
고급상품에	고급/ncn+상품/ncn+에/jca
길들여져	길들이/pvg+어/ecx+지/px+어/ecx
있는	있/px+는/etm
대만의	대만/nq+의/jcm
소비자들에게	소비/ncn+자/xsn+들/xsn+에게/jca
메이드	메이드/ncn
인	인/ncn
코리아의	코리아/ncn+의/jcm
품질은	품질/ncn+은/jxc
어중간할	어중간하/paa+ㄹ/etm
뿐	뿐/nbn
아니라	아니/paa+라/ecs
최근	최근/ncn
들어	들/pvg+어/ecx
값도	값/ncn+도/jxc
오르고	오르/pvg+고/ecc
납기도	납기/ncn+도/jxc
제대로	제대로/mag
지키지지	지키지/pvg+지/ecx
않고	않/px+고/ecx
있는	있/px+는/etm
경우가	경우/ncn+가/jcs
비일비재하기	비일비재/ncpa+하/xsv+기/etn
때문이라는	때문/nbn+이/jp+라/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
제도적인	제도/ncn+적/xsn+이/jp+ㄴ/etm
보완도	보완/ncn+도/jxc
필요하다	필요/ncps+하/xsm+다/ef
.	./sf
"	"/sl
1천만	1천만/nnc
달러짜리나	달러/nbu+짜리/xsn+나/jxc
수출절차가	수출/ncn+절차/ncn+가/jcs
똑같아서는	똑같/paa+아서/ecs+는/jxc
소량주문이	소량/ncn+주문/ncn+이/jcs
수지가	수지/ncn+가/jcs
맞겠습니까	맞/pvg+겠/ep+습니까/ef
."	./sf+"/sr
(	(/sl
김홍지	김홍지/nq
코드라과장	코드라/nq+과장/ncn
)	)/sr
기업들만	기업/ncn+들/xsn+만/jxc
탓할	탓/ncpa+하/xsv+ㄹ/etm
게	거/nbn+이/jcs
아니라는	아니/paa+라/ef+는/etm
이야기다	이야기/ncn+다/ef
.	./sf
아무튼	아무튼/mag
대만	대만/nq
실정을	실정/ncn+을/jco
좀	좀/mag
안다는	알/pvg+ㄴ다/ef+는/etm
사람이면	사람/ncn+이/jp+면/ecs
하나같이	하나/ncn+같/paa+이/xsa
"	"/sl
지금부터라도	지금/ncn+부터/jxc+라도/jxc
대만경제를	대만/nq+경제/ncn+를/jco
다시	다시/mag
봐야	보/pvg+아야/ecs
한다	하/px+ㄴ다/ef
"	"/sr
는	는/etm
이야기를	이야기/ncn+를/jco
강조한다	강조/ncpa+하/xsv+ㄴ다/ef
.	./sf
정치적으로	정치/ncn+적/xsn+으로/jca
아무리	아무리/mag
중국과의	중국/nq+과/jct+의/jxc
문제가	문제/ncn+가/jcs
중요하다	중요/ncps+하/xsm+다/ef
해도	하/pvg+어도/ecs
국익차원을	국익/ncn+차원/ncn+을/jco
고려해서라도	고려/ncpa+하/xsv+어서/ecs+라도/jxc
오랜	오랜/mma
친구인	친구/ncn+이/jp+ㄴ/etm
대만	대만/nq
경제외교부터	경제/ncn+외교/ncn+부터/jxc
정부차원에서	정부/ncn+차원/ncn+에서/jca
강화해	강화/ncpa+하/xsv+어/ecx
나가야	나가/pvg+아야/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
대만	대만/nq
안방에서	안방/ncn+에서/jca
일본	일본/nq
기업들	기업/ncn+들/xsn
불꽃접전	불꽃/ncn+접전/ncn
세계	세계/ncn
최대의	최대/ncn+의/jcm
외환보유고를	외환/ncn+보유고/ncn+를/jco
뽐내고	뽐/ncn+내/pvg+고/ecc
세계	세계/ncn
수출시장에서	수출/ncn+시장/ncn+에서/jca
잡동사니에	잡동사니/ncn+에/jca
관한	관하/pvg+ㄴ/etm
한	한/nbn
세계	세계/ncn
제일을	제일/ncn+을/jco
자부하는	자부/ncpa+하/xsv+는/etm
대만	대만/nq
,	,/sp
그러한	그러하/pad+ㄴ/etm
대만경제의	대만/nq+경제/ncn+의/jcm
안방에서는	안방/ncn+에서/jca+는/jxc
일본	일본/nq
기업들끼리	기업/ncn+들/xsn+끼리/jxc
치열한	치열/ncps+하/xsm+ㄴ/etm
경쟁을	경쟁/ncn+을/jco
벌이고	벌이/pvg+고/ecx
있다	있/px+다/ef
.	./sf
대만	대만/nq
전자시장이	전자/ncn+시장/ncn+이/jcs
바로	바로/mag
그것이다	그것/npd+이/jp+다/ef
.	./sf
대만업체들은	대만/nq+업체/ncn+들/xsn+은/jxc
축에도	축/ncn+에/jca+도/jxc
못낀다	못/mag+끼/pvg+ㄴ다/ef
.	./sf
먼저	먼저/mag
들어와서	들/pvg+어/ecs+오/pvg+아서/ecs
터를	터/ncn+를/jco
닦은	닦/pvg+은/etm
마쓰시타	마쓰시타/nq
소니	소니/nq
산요	산요/nq
등에	등/nbn+에/jca
대해	대하/pvg+어/ecx
유통시장개방을	유통/ncn+시장/ncn+개방/ncn+을/jco
계기로	계기/ncn+로/jca
새로	새로/mag
들어온	들/pvg+어/ecs+오/pvg+ㄴ/etm
도시바	도시바/nq
샤프	샤프/nq
NEC	NEC/f
등이	등/nbn+이/jcs
한판	한판/mag
승부를	승부/ncn+를/jco
걸고	걸/pvg+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그	그/mmd
중에서도	중/nbn+에서/jca+도/jxc
대표전수	대표/ncn+전수/ncn
격인	격/ncn+이/jp+ㄴ/etm
타이완	타이완/nq
마쓰시타와	마쓰시타/nq+와/jcj
도시바와의	도시바/nq+와/jct+의/jcm
싸움이	싸움/ncn+이/jcs
볼만하다	보/pvg+ㄹ/etm+만하/px+다/ef
.	./sf
입장이	입장/ncn+이/jcs
다른만큼	다르/paa+ㄴ/etm+만큼/jxc
이들의	이/npd+들/xsn+의/jcm
시장공략	시장/ncn+공략/ncn
방법도	방법/ncn+도/jxc
다르다	다르/paa+다/ef
.	./sf
삼성전자	삼성전자/nq
영업전략팀의	영업/ncn+전략/ncn+팀/ncn+의/jcm
강태융	강태융/nq
과장은	과장/ncn+은/jxc
"	"/sl
일본업체의	일본/nq+업체/nq+의/jcm
공략방법은	공략/ncn+방법/ncn+은/jxc
마쓰시타형과	마쓰시타/nq+형/xsn+과/jcj
도시바형으로	도시바/nq+형/xsn+으로/jca
나눌	나누/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
"	"/sr
고	고/jcr
설명한다	설명/ncpa+하/xsv+ㄴ다/ef
.	./sf
즉	즉/mag
도시바는	도시바/nq+는/jxc
시장기반이	시장/ncn+기반/ncn+이/jcs
없는	없/paa+는/etm
만큼	만큼/nbn
이의	이/npd+의/jcm
마련이	마련/ncn+이/jcs
급선무였다	급선무/ncn+이/jp+었/ep+다/ef
.	./sf
한	한/nnc
품목에	품목/ncn+에/jca
여러	여러/mma
대만인	대만/nq+인/xsn
대리점을	대리/ncn+점/xsn+을/jco
두는	두/pvg+는/etm
공격적	공격/ncn+적/xsn
방법을	방법/ncn+을/jco
택했다	택하/pvg+었/ep+다/ef
.	./sf
대리점은	대리/ncn+점/xsn+은/jxc
개별로	개별/ncn+로/jca
시장점유율이	시장/ncn+점유/ncn+율/xsn+이/jcs
그다지	그다지/mag
크지	크/paa+지/ecx
않으나	않/px+으나/ecs
이를	이/npd+를/jco
