<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0058.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0058.txt </filename>
<title>(속)나무이야기  </title>
<author>권영한  </author>
<date>1993  </date>
<publisher>전원문화사  </publisher>
<kdc>480.4  </kdc>
<ddc>580  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
가을이	가을/ncn+이/jcc
둘러싸인	두르/pvg+어/ecs+싸이/pvg+ㄴ/etm
좁은	좁/paa+은/etm
공간에서	공간/ncn+에서/jca
일년	일년/ncn
내내,	내내/mag+,/sp
무표정하고	무/xp+표정/ncps+하/xsm+고/ecs
오래	오래/mma
전에	전/ncn+에/jca
이미	이미/mag
죽어버린	죽/pvg+어/ecx+버리/px+ㄴ/etm
회색의	회색/ncn+의/jcm
시멘트	시멘트/ncn
담벼락만을	담벼락/ncn+만/jxc+을/jco
바라보고	바라보/pvg+고/ecs
살면,	살/pvg+면/ecs+,/sp
거기	거기/npd
사는	사/ncn+는/jxc
사람의	사람/ncn+의/jcm
마음도	마음/ncn+도/jxc
꿈도	꿈/ncn+도/jxc
낭만도	낭만/ncn+도/jxc
모두	모두/mag
시멘트	시멘트/ncn
담처럼	담/ncn+처럼/jca
굳어져	굳/pvg+어/ecx+지/px+어/ecx
버릴	버리/px+ㄹ/etm
것이	것/nbn+이/jcs
틀림이	틀림/ncn+이/jcs
없습니다.	없/paa+습니다/ef+./sf
우리들의	우리/npp+들/xsn+의/jcm
집들이	집/ncn+들/xsn+이/jcs
대부분	대부분/ncn
남향인	남향/ncn+이/jp+ㄴ/etm
경우가	경우/ncn+가/jcs
많으므로	많/paa+으므로/ecs
마루에서	마루/ncn+에서/jca
정면으로	정면/ncn+으로/jca
바라다보이는	바라/pvg+다/ecs+보이/pvg+는/etm
앞	앞/ncn
벽은	벽/ncn+은/jxc
하루	하루/ncn
종일	종일/ncn
그늘이	그늘/ncn+이/jcs
들어서,	들/pvg+어서/ecs+,/sp
담	담/ncn
밑에	밑/ncn+에/jca
화단을	화단/ncn+을/jco
만들고	만들/pvg+고/ecs
꽃	꽃/ncn
나무를	나무/ncn+를/jco
심어도	심/pvg+어도/ecs
잘	잘/mag
살지	살/pvg+지/ecx
못합니다.	못하/px+ㅂ니다/ef+./sf
잔디를	잔디/ncn+를/jco
심을	심/pvg+을/etm
때만	때/ncn+만/jxc
푸르르지	푸르르/paa+지/ecs
얼마	얼마/ncn
가지	가/pvg+지/ecx
않아	않/px+아/ecs
시름시름	시름시름/mag
죽고	죽/pvg+고/ecx
맙니다.	말/px+ㅂ니다/ef+./sf
이	이/mmd
죽음의	죽음/ncn+의/jcm
시멘트	시멘트/ncn
벽에	벽/ncn+에/jca
녹색의	녹색/ncn+의/jcm
생명을	생명/ncn+을/jco
불어	불/pvg+어/ecs
넣기	넣/pvg+기/etn
위해	위하/pvg+어/ecs
나는	나/npp+는/jxc
오래	오래/mma
전에	전/ncn+에/jca
우리집	우리/npp+집/ncn
앞	앞/ncn
담	담/ncn
밑에	밑/ncn+에/jca
담쟁이덩굴을	담쟁이/ncn+덩굴/ncn+을/jco
심었습니다.	심/pvg+었/ep+습니다/ef+./sf
그리고	그리고/maj
돌을	돌/pvg+을/jco
쌓고	쌓/pvg+고/ecs
돌과	돌/ncn+과/jcj
돌사이에는	돌/ncn+사이/ncn+에/jca+는/jxc
그늘에서도	그늘/ncn+에서/jca+도/jxc
잘	잘/mag
살	살/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
물이끼와	물이끼/ncn+와/jcj
솔이끼(蘚苔植物)을	솔이끼/ncn+(/sl+蘚苔植物/ncn+)/sr+를/jco
심었습니다.	심/pvg+었/ep+습니다/ef+./sf
심은지	심/pvg+은/etm+지/nbn
몇	몇/nnc
년이	년/nbu+이/jcc
되었는지	되/pvg+었/ep+는지/ecs
잘	잘/mag
생각이	생각/ncn+이/jcs
나지	나/pvg+지/ecx
않으나	않/px+으나/ecs
10년은	10/nnc+년/nbu+은/jxc
넘은	넘/pvg+은/etm
듯합니다.	듯하/px+ㅂ니다/ef+./sf
그	그/mmd
후	후/ncn
별탈없이	별/mma+탈/ncn+없/paa+이/xsa
잘	잘/mag
자란	자라/pvg+ㄴ/etm
푸른	푸르/paa+ㄴ/etm
담쟁이덩굴이	담쟁이/ncn+덩굴/ncn+이/jcs
지금은	지금/ncn+은/jxc
온	온/mma
벽면을	벽면/ncn+을/jco
푸르르게	푸르르/paa+게/ecs
장식하였으며,	장식/ncpa+하/xsv+었/ep+으며/ecs+,/sp
담을	담/ncn+을/jco
기어가다가	기/pvg+어/ecs+가/pvg+다가/ecs
갈	가/pvg+ㄹ/etm
곳이	곳/ncn+이/jcs
없는	없/paa+는/etm
몇	몇/nnc
줄기들은	줄기/ncn+들/xsn+은/jxc
마당으로도	마당/ncn+으로/jca+도/jxc
기어나와	기/pvg+어/ecs+나오/pvg+아/ecs
운치를	운치/ncn+를/jco
더해	더하/pvg+어/ecx
줍니다.	주/px+ㅂ니다/ef+./sf
그래서	그래서/maj
지금은	지금/ncn+은/jxc
마루에	마루/ncn+에/jca
앉아	앉/pvg+아/ecs
앞을	앞/ncn+을/jco
바라다보면,	바라/pvg+다/ecs+보/pvg+면/ecs+,/sp
바람에	바람/ncn+에/jca
나풀거리는	나풀거리/pvg+는/etm
싱싱한	싱싱/ncps+하/xsm+ㄴ/etm
잎들은	잎/ncn+들/xsn+은/jxc
마치	마치/mag
넘실대는	넘실대/pvg+는/etm
바다의	바다/ncn+의/jcm
파도를	파도/ncn+를/jco
연상케	연상/ncpa+케/ecx
합니다.	하/px+ㅂ니다/ef+./sf
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
시멘트로	시멘트/ncn+로/jca
달아오른	달/pvg+아/ecs+오르/pvg+ㄴ/etm
여름의	여름/ncn+의/jcm
뜨거운	뜨겁/paa+ㄴ/etm
복사열들을	복사/ncn+열/ncn+들/xsn+을/jco
모두	모두/mag
흡수하여	흡수/ncpa+하/xsv+여/ecs
잠깐	잠깐/mag
들판에라도	들판/ncn+에/jca+라도/jxc
나온	나오/pvg+ㄴ/etm
듯해서	듯하/px+어서/ecs
무척	무척/mag
시원합니다.	시원/ncps+하/xsm+ㅂ니다/ef+./sf
가을에	가을/ncn+에/jca
여는	열/pvg+는/etm
검은	검/paa+은/etm
자줏빛	자줏빛/ncn
작은	작/paa+은/etm
열매는	열매/ncn+는/jxc
온	온/mma
벽에	벽/ncn+에/jca
달라붙어	달라붙/pvg+어/ecx
있어서,	있/px+어서/ecs+,/sp
작은	작/paa+은/etm
새들이	새/ncn+들/xsn+이/jcs
날아와	날/pvg+아/ecs+오/pxvg아/ecs
좋아라고	좋/paa+아라/ef+고/ecs
따먹습니다.	따/pvg+아/ecs+먹/pvg+습니다/ef+./sf
그래서	그래서/maj
담쟁이덩굴을	담쟁이/ncn+덩굴/ncn+을/jco
키우고부터는,	키우/pvg+고/ecs+부터/jxc+는/jxc+,/sp
여름에는	여름/ncn+에/jca+는/jxc
푸른	푸르/paa+ㄴ/etm
잎을	잎/ncn+을/jco
봐서	보/pvg+아서/ecs
좋고,	좋/paa+고/ecs+,/sp
가을	가을/ncn
겨울에는	겨울/ncn+에/jca+는/jxc
새소리를	새/ncn+소리/ncn+를/jco
들어서	듣/pvg+어서/ecs
좋고,	좋/paa+고/ecs+,/sp
봄에는	봄/ncn+에/jca+는/jxc
연약한	연약/ncps+하/xsm+ㄴ/etm
신록이	신록/ncn+이/jcs
담에	담/ncn+에/jca
붙어	붙/pvg+어/ecs
기어가는	기/pvg+어/ecs+가/pvg+는/etm
앙증스러움이	앙증스럽/paa+ㅁ/etn+이/jcs
또한	또한/maj
볼	보/pvg+ㄹ/etm
만하여	만하/px+여/ecs
사시사철	사시/ncn+사철/ncn
생동하고	생동/ncpa+하/xsv+고/ecs
변화하는	변화/ncpa+하/xsv+는/etm
녹색의	녹색/ncn+의/jcm
담	담/ncn
속에서	속/ncn+에서/jca
살게	살/pvg+게/ecs
되었습니다.	되/pvg+었/ep+습니다/ef+./sf
옛날	옛날/ncn
어른들은	어른/ncn+들/xsn+은/jxc
담쟁이덩굴을	담쟁이/ncn+덩굴/ncn+을/jco
담에	담/ncn+에/jca
올리면	올리/pvg+면/ecs
좋지	좋/paa+지/ecx
않다고	않/px+다고/ecs
하셨습니다.	하/pvg+시/ep+었/ep+습니다/ef+./sf
그	그/mmd
이유는	이유/ncn+는/jxc
그때의	그/mmd+때/ncn+의/jcm
담은	담/ncn+은/jxc
대부분	대부분/ncn
흙담이었으므로,	흙담/ncn+이/jp+었/ep+으므로/ecs+,/sp
흙담에	흙담/ncn+에/jca
담쟁이덩굴을	담쟁이/ncn+덩굴/ncn+을/jco
올리면	올리/pvg+면/ecs
비가	비/ncn+가/jcs
올	오/pvg+ㄹ/etm
때	때/ncn
담이	담/ncn+이/jcs
젖어서	젖/pvg+어서/ecs
붕괴될	붕괴/ncpa+되/xsv+ㄹ/etm
우려가	우려/ncn+가/jcs
있고,	있/paa+고/ecs+,/sp
담쟁이덩굴을	담쟁이/ncn+덩굴/ncn+을/jco
타고	타/pvg+고/ecs
뱀이나	뱀/ncn+이나/jcj
지네들이	지네/ncn+들/xsn+이/jcs
집으로	집/ncn+으로/jca
들어올	들/pvg+어/ecs+오/pvg+ㄹ/etm
위험이	위험/ncn+이/jcs
있다고	있/paa+다고/ecs
해서	하/pvg+어서/ecs
금했던	금하/pvg+었/ep+던/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
그러나	그러나/maj
지금처럼	지금/ncn+처럼/jca
시멘트	시멘트/ncn
담이고	담/ncn+이/jp+고/ecs
또	또/maj
도시	도시/ncn
한가운데에는	한가운데/ncn+에/jca+는/jxc
뱀이나	뱀/ncn+이나/jcj
지네도	지네/ncn+도/jxc
없으니	없/paa+으니/ecs
담에	담/ncn+에/jca
담쟁이를	담쟁이/ncn+를/jco
올리는	올리/pvg+는/etm
것은	것/nbn+은/jxc
정서적으로	정서/ncn+적/xsn+으로/jca
퍽	퍽/mag
좋으니	좋/paa+으니/ecs
권장할	권장/ncpa+하/xsv+ㄹ/etm
만한	만하/px+ㄴ/etm
것이라고	것/nbn+이/jp+라고/ecs
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
담쟁이덩굴은	담쟁이/ncn+덩굴/ncn+은/jxc
포도나뭇과에	포도/ncn+나무/ncn+과/ncn+에/jca
속하는	속하/pvg+는/etm
낙엽	낙엽/ncn
덩굴	덩굴/ncn
식물입니다.	식물/ncn+이/jp+ㅂ니다/ef+./sf
돌담이나	돌담/ncn+이나/jcj
바위	바위/ncn
또는	또는/maj
나무줄기	나무/ncn+줄기/ncn
등에	등/nbn+에/jca
붙어	붙/pvg+어/ecs
사는	살/pvg+는/etm
이	이/mmd
식물을	식물/ncn+을/jco
모르는	모르/pvg+는/etm
사람은	사람/ncn+은/jxc
별로	별로/mag
없을	없/paa+을/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
길이는	길이/ncn+는/jxc
약	약/mma
10m	10/nnc+m/su
이상	이상/ncn
뻗고,	뻗/pvg+고/ecs+,/sp
덩굴손은	덩굴손/ncn+은/jxc
잎과	잎/ncn+과/jct
마주나며	마주/mag+나/pvg+며/ecs
갈라져서	가르/pvg+아/ecx+지/px+어서/ecs
끝에	끝/ncn+에/jca
흡착근이	흡착근/ncn+이/jcs
생기고	생기/pvg+고/ecs
한번	한번/ncn
붙으면	붙/pvg+으면/ecs
잘	잘/mag
떨어지지	떨어지/pvg+지/ecx
않으며,	않/px+으며/ecs+,/sp
많은	많/paa+은/etm
곁가지가	곁/ncn+가지/ncn+가/jcs
납니다.	나/pvg+ㅂ니다/ef+./sf
잎은	잎/ncn+은/jxc
난형이며	난형/ncn+이/jp+며/ecs
끝은	끝/ncn+은/jxc
뾰족하고	뾰족하/paa+고/ecs
셋으로	셋/nnc+으로/jca
갈라지며	가르/pvg+아/ecx+지/px+며/ecs
잎	잎/ncn
앞면에는	앞면/ncn+에/jca+는/jxc
털이	털/ncn+이/jcs
없고	없/paa+고/ecc
잎자루가	잎자루/ncn+가/jcs
잎보다	잎/ncn+보다/jca
길어서	길/paa+어서/ecs
참	참/ncn
보기가	보/pvg+기/etn+가/jcs
좋습니다.	좋/paa+습니다/ef+./sf
6	6/nno
7	7/nno
월에	월/nbu+에/jca
황록색	황록색/mag
꽃이	꽃/ncn+이/jcs
피고,	피/pvg+고/ecs+,/sp
열매는	열매/ncn+는/jxc
흰	희/paa+ㄴ/etm
가루로	가루/ncn+로/jca
덮여	덮이/pvg+어/ecx
있으며	있/px+으며/ecs
10	10/nno
월경	월/nbu+경/xsn
지름	지름/ncn
6	6/nnc
7mm의	7/nnc+mm/su+의/jcm
작은	작/paa+은/etm
열매가	열매/ncn+가/jcs
송이를	송이/ncn+를/jco
이루며	이루/pvg+며/ecs
검은	검/paa+은/etm
자줏빛으로	자줏빛/ncn+으로/jca
익습니다.	익/pvg+습니다/ef+./sf
야생의	야생/ncn+의/jcm
것은	것/nbn+은/jxc
붉게	붉/pvg+게/ecx
단풍이	단풍/ncn+이/jcs
드나	들/pvg+나/ecs
집안에	집안/ncn+에/jca
심은	심/pvg+은/etm
것은	것/nbn+은/jxc
단풍이	단풍/ncn+이/jcs
들지	들/pvg+지/ecx
않는	않/px+는/etm
것이	것/nbn+이/jcs
유감입니다.	유감/ncn+이/jp+ㅂ니다/ef+./sf
우리나라를	우리/npp+나라/ncn+를/jco
비롯하여	비롯/ncps+하/xsm+여/ecs
일본,	일본/nq+,/sp
타이완,	타이완/nq+,/sp
중국	중국/nq
등지에	등지/ncn+에/jca
골고루	골고루/mag
분포되고	분포/ncpa+되/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
담쟁이덩굴에는	담쟁이/ncn+덩굴/ncn+에/jca+는/jxc
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
애절한	애절/ncps+하/xsm+ㄴ/etm
이야기가	이야기/ncn+가/jcs
있습니다.	있/paa+습니다/ef+./sf
옛날	옛날/ncn
옛날	옛날/ncn
그리스에	그리스/nq+에/jca
부모님의	부모/ncn+님/xsn+의/jcm
말씀을	말씀/ncn+을/jco
잘	잘/mag
듣는	듣/pvg+는/etm
히스톤이라는	히스톤/nq+이/jp+라/ef+는/etm
착하고	착하/paa+고/ecc
아름다운	아름/ncps+답/xsm+ㄴ/etm
처녀가	처녀/ncn+가/jcs
있었습니다.	있/paa+었/ep+습니다/ef+./sf
그녀는	그녀/npp+는/jxc
부모님이	부모/ncn+님/xsn+이/jcs
시키는	시키/pvg+는/etm
대로	대로/nbn
부모님의	부모/ncn+님/xsn+의/jcm
정해	정하/pvg+어/ecx
주는	주/px+는/jxc
어떤	어떤/mmd
남자와	남자/ncn+와/jct
얼굴도	얼굴/ncn+도/jxc
보지	보/pvg+지/ecx
않고	않/px+고/ecs
약혼을	약혼/ncn+을/jco
했습니다.	하/pvg+었/ep+습니다/ef+./sf
그	그/mmd
후	후/ncn
결혼식을	결혼/ncn+식/xsn+을/jco
며칠	며칠/ncn
앞두고	앞두/pvg+고/ecs
갑자기	갑자기/mag
전쟁이	전쟁/ncn+이/jcs
일어나서	일어나/pvg+서/ecs
그녀의	그녀/npp+의/jcm
약혼자는	약혼/ncn+자/xsn+는/jxc
그만	그만/mag
전쟁터로	전쟁/ncn+터/ncn+로/jca
나갔습니다.	나가/pvg+았/ep+습니다/ef+./sf
착한	착하/paa+ㄴ/etm
히스톤은	히스톤/nq+은/jxc
한번도	한번/ncn+도/jxc
보지도	보/pvg+지/ecx+도/jxc
못하고	못하/px+고/ecs
이름도	이름/ncn+도/jxc
모르는	모르/pvg+는/etm
그	그/mmd
청년이	청년/ncn+이/jcs
전쟁에서	전쟁/ncn+에서/jca
돌아오기만을	돌/pvg+아/ecs+오/pvg+기/etn+만/jxc+을/jco
기다렸습니다.	기다리/pvg+었/ep+습니다/ef+./sf
그러나	그러나/maj
여러	여러/mma
해가	해/ncn+가/jcs
지나가고	지나/pvg+아/ecs+가/pvg+고/ecs
부모님	부모/ncn+님/xsn
마저	마저/mag
죽었으나	죽/pvg+었/ep+으나/ecs
히스톤이	히스톤/nq+이/jcs
기다리던	기다리/pvg+던/etm
청년이	청년/ncn+이/jcs
돌아오지	돌/pvg+아/ecs+오/pvg+지/ecx
않았습니다.	않/px+았/ep+습니다/ef+./sf
싸움터에서	싸움/ncn+터/ncn+에서/jca
돌아온	돌/pvg+아/ecs+오/pvg+ㄴ/etm
다른	다르/paa+ㄴ/etm
많은	많/paa+은/etm
청년들이	청년/ncn+들/xsn+이/jcs
아름다운	아름/ncps+답/xsm+ㄴ/etm
히스톤의	히스톤/nq+의/jcm
미모에	미모/ncn+에/jca
반해서	반하/pvg+어서/ecs
서로	서로/mag
자기가	자기/npp+가/jcs
히스톤의	히스톤/nq+의/jcm
약혼자라고	약혼/ncn+자/xsn+라고/ecs
했으나	하/pvg+었/ep+으나/ecs
히스톤은	히스톤/nq+은/jxc
꽃밭에	꽃밭/ncn+에/jca
섰던	서/pvg+었/ep+던/etm
아버지를	아버지/ncn+를/jco
찾아온	찾/pvg+아/ecs+오/pvg+ㄴ/etm
약혼자가,	약혼자/ncn+가/jcs+,/sp
그녀의	그녀/npp+의/jcm
뒤를	뒤/ncn+를/jco
지날	지나/pvg+ㄹ/etm
때	때/ncn
본	보/pvg+ㄴ/etm
그	그/mmd
사람의	사람/ncn+의/jcm
그림자를	그림자/ncn+를/jco
단	단/mma
하나의	하나/ncn+의/jcm
기억으로	기억/ncn+으로/jca
삼고,	삼/pvg+고/ecs+,/sp
모두	모두/mag
그	그/mmd
그림자의	그림자/ncn+의/jcm
주인공이	주인공/ncn+이/jcs
아니라고	아니/paa+라고/ecs
거절하였습니다.	거절/ncpa+하/xsv+였/ep+습니다/ef+./sf
그때	그/mmd+때/ncn
히스톤은	히스톤/nq+은/jxc
길에서	길/ncn+에서/jca
좀	좀/mag
멀리	멀리/mag
떨어져	떨어지/pvg+어/ecx
있었는데도	있/px+었/ep+는데/ecs+도/jxc
약혼자의	약혼/ncn+자/xsn+의/jcm
그림자가	그림자/ncn+가/jcs
자기	자기/npp
앞을	앞/ncn+을/jco
지나갈	지나/pvg+아/ecs+가/pvg+ㄹ/etm
만큼	만큼/nbn
키가	키/ncn+가/jcs
큰	크/paa+ㄴ/etm
사나이였다는	사나이/ncn+이/jp+었/ep+다/ef+는/etm
것이었습니다.	것/nbn+이/jp+었/ep+습니다/ef+./sf
히스톤은	히스톤/nq+은/jxc
그	그/mmd
후에도	후/ncn+에/jca+도/jxc
오래오래	오래/mag+오래/mag
그	그/npd
키	키/ncn
큰	크/paa+ㄴ/etm
약혼자를	약혼/ncn+자/xsn+를/jco
기다리다가	기다리/pvg+다가/ecs
그만	그만/mag
기다림에	기다리/pvg+ㅁ/etn+에/jca
지쳐서	지치/pvg+어서/ecs
죽고	죽/pvg+고/ecx
말았는데,	말/px+았/ep+는데/ecs+,/sp
죽을	죽/pvg+을/etm
때	때/ncn
히스톤은	히스톤/nq+은/jxc
자기의	자기/npp+의/jcm
시체를	시체/ncn+를/jco
그	그/mmd
키	키/ncn
큰	크/paa+ㄴ/etm
사나이의	사나이/ncn+의/jcm
긴	기/paa+ㄴ/etm
그림자가	그림자/ncn+가/jcs
지나간	지나/pvg+아/ecx+가/px+ㄴ/etm
바로	바로/mag
그	그/mmd
자리에	자리/ncn+에/jca
묻어	묻/pvg+어/ecx
달라고	달라/px+고/ecs
유언을	유언/ncn+을/jco
하였습니다	하/pvg+였/ep+습니다/ef+./sf
그녀를	그녀/npp+를/jco
불쌍히	불쌍/ncn+히/xsa
생각한	생각/ncpa+하/xsv+ㄴ/etm
동네	동네/ncn
사람들은	사람/ncn+들/xsn+은/jxc
그녀의	그녀/npp+의/jcm
유언대로	유언/ncn+대로/jxc
긴	길/paa+ㄴ/etm
그림자가	그림자/ncn+가/jcs
지나간	지나/pvg+아/ecs+가/pvg+ㄴ/etm
자리에	자리/ncn+에/jca
고이	고이/mag
묻어주었습니다.	묻/pvg+어/ecx+주/px+었/ep+습니다/ef+./sf
그런데	그런데/maj
그	그/mmd
다음해	다음/ncn+해/ncn
봄,	봄/ncn+,/sp
그	그/mmd
무덤에서	무덤/ncn+에서/jca
담쟁이덩굴이	담쟁이/ncn+덩굴/ncn+이/jcs
돋아나	돋/pvg+아/ecx+나/px+아/ecs
자꾸만	자꾸만/mag
뻗어	뻗/pvg+어/ecs
높은	높/paa+은/etm
곳으로	곳/ncn+으로/jca
오르려	오르/pvg+려/ecs
했습니다.	하/px+었/ep+습니다/ef+./sf
그것은	그것/npd+은/jxc
담쟁이덩굴	담쟁이/ncn+덩굴/ncn
속에	속/ncn+에/jca
키	키/ncn
큰	크/paa+ㄴ/etm
약혼자를	약혼/ncn+자/xsn+를/jco
찾으려는	찾/pvg+으려/ecs+는/jxc
히스톤의	히스톤/nq+의/jcm
넋이	넋/ncn+이/jcs
담겨	담기/pvg+어/ecx
있기	있/px+기/etn
때문이었습니다.	때문/nbn+이/jp+었/ep+습니다/ef+./sf
담쟁이덩굴을	담쟁이/ncn+덩굴/ncn+을/jco
석벽려(石벽려),	석벽려/ncn+(/sl+石벽려/ncn+)/sr+,/sp
지금(地錦)이라고	지금/ncn+(/sl+地錦/ncn+)/sr+이/jp+라고/jcr+도/jxc
하는데	하/pvg+는데/ecs
'지금'이라는	'/sl+지금/ncn+'/sr+이/jp+라/ef+는/etm
말은	말/ncn+은/jxc
땅을	땅/ncn+을/jco
덮는	덮/pvg+는/etm
비단이라는	비단/ncn+이/jp+라/ef+는/etm
뜻이기도	뜻/ncn+이/jp+기/etn+도/jxc
합니다.	하/pvg+ㅂ니다/ef+./sf
번식은	번식/ncn+은/jxc
이른	이르/paa+ㄴ/etm
봄,	봄/ncn+,/sp
잎이	잎/ncn+이/jcs
피기	피/pvg+기/etn
전에	전/ncn+에/jca
연필만한	연필/ncn+만/nbn+하/pvg+ㄴ/etm
담쟁이덩굴	담쟁이/ncn+덩굴/ncn
줄기를	줄기/ncn+를/jco
20cm	20/nnc+cm/su
정도	정도/ncn
잘라서	자르/pvg+아서/ecs
그늘진	그늘/ncn+지/pvg+ㄴ/etm
모래땅에	모래/ncn+땅/ncn+에/jca
2/3	2/nnc+//sp+3/nnc
정도	정도/ncn
묻어	묻/pvg+어/ecx
두면	두/px+면/ecs
비교적	비교/ncn+적/xsn
발근이	발근/ncn+이/jcs
잘	잘/mag
됩니다.	되/pvg+ㅂ니다/ef+./sf
착근이	착근/ncn+이/jcc
된	되/pvg+ㄴ/etm
다음에	다음/ncn+에/jca
거름을	거름/ncn+을/jco
주거나	주/pvg+거나/ecc
비옥한	비옥/ncps+하/xsm+ㄴ/etm
곳에	곳/ncn+에/jca
옮기면	옮기/pvg+면/ecs
잘	잘/mag
자라고	자라/pvg+고/ecs
병해나	병해/ncn+나/jxc
충해도	충해/ncn+도/jxc
별로	별로/mag
없어서	없/paa+어서/ecs
농약을	농약/ncn+을/jco
칠	치/pvg+ㄹ/etm
번거로움도	번거롭/paa+ㅁ/etn+도/jxc
없습니다.	없/paa+습니다/ef+./sf
만병초	만병초/ncn
지금으로부터	지금/ncn+으로/jca+부터/jxc
약	약/mma
30여년	30/nnc+여/xsn+년/nbu
전	전/nbu
지리산	지리산/nq
종주	종주/ncn
등산을	등산/ncn+을/jco
한	하/pvg+ㄴ/etm
일이	일/ncn+이/jcs
있었습니다.	있/paa+었/ep+습니다/ef+./sf
그때는	그/mmd+때/ncn+는/jxc
지금처럼	지금/ncn+처럼/jca
지리산	지리산/nq
횡단	횡단/ncn
도로가	도로/ncn+가/jcs
나기	나/pvg+기/etn
전이었으므로	전/ncn+이/jp+었/ep+으므로/ecs
등산로는	등산/ncn+로/xsn+는/jca
주로	주로/mag
구례	구례/nq
화엄사	화엄사/nq
뒤로	뒤/ncn+로/jca
등반하는	등반/ncpa+하/xsv+는/etm
코스가	코스/ncn+가/jcs
일반적이었습니다.	일반/ncn+적/xsn+이/jp+었/ep+습니다/ef+./sf
지금도	지금/ncn+도/jxc
기억이	기억/ncn+이/jcs
생생한	생생/ncps+하/xsm+ㄴ/etm
지리산	지리산/nq
종주로에	종주/ncn+로/xsn+에/jca
붙어	붙/pvg+어/ecx
있던	있/px+던/etm
재미있는	재미/ncn+있/paa+는/etm
지명들은	지명/ncn+들/xsn+은/jxc
뭉클	뭉클/mag
지리산을	지리산/nq+을/jco
그립게	그립/paa+게/ecs
만듭니다.	만들/pvg+ㅂ니다/ef+./sf
'눈썹바위',	'/sl+눈썹바위/nq+'/sr+,/sp
'선비샘',	'/sl+선비샘/nq+'/sr+,/sp
'토끼봉',	'/sl+토끼봉/nq+'/sr+,/sp
'음양수',	'/sl+음양수/nq+'/sr+./sf
'선녀탕',	'/sl+선녀탕/nq+'/sr+./sf
'옹달샘',	'/sl+옹달샘/ncn+'/sr+./sf
'장터목',	'/sl+장터목/nq+'/sr+./sf
'세석'.	'/sl+세석/nq+'/sr+./sf
등	등/nbn
모두	모두/mag
그리운	그립/paa+ㄴ/etm
이름들입니다.	이름/ncn+들/xsn+이/jp+ㅂ니다/ef+./sf
'눈썹바위'는	'/sl+눈썹바위/nq+'/sr+는/jxc
화엄사에서	화엄사/nq+에서/jca
'노고단'으로	'/sl+노고단/nq+'/sl+으로/jca
올라가는	오르/pvg+아/ecs+가/pvg+는/etm
도중에	도중/ncn+에/jca
있는데,	있/paa+는데/ecs+,/sp
1500	1500/nnc+m/su+가/jcs
넘는	넘/pvg+는/etm
'노고단'은	'/sl+노고단/nq+'/sr+은/jxc
몇	몇/mma
시간	시간/nbu
동안이나	동안/ncn+이나/jxc
가파른	가파르/paa+ㄴ/etm
오르막길을	오르막길/ncn+을/jco
힘겹게	힘/ncn+겹/paa+게/ecx
올라가도	오르/pvg+아/ecs+가/pvg+도/jxc
오르막길만	오르막길/ncn+만/jxc
계속되고	계속/ncpa+되/xsv+고/ecs
정상은	정상/ncn+은/jxc
멀리	멀리/mag
아득하기만	아득/ncps+하/xsm+기/etn+만/jxc
합니다.	하/pvg+ㅂ니다/ef+./sf
지칠	지치/pvg+ㄹ/etm
대로	대로/nbn
지치고	지치/pvg+고/ecs
너무	너무/mag
힘겨워	힘/ncn+겹/paa+어/ecs
등산을	등산/ncn+을/jco
포기할까	포기/ncpa+하/xsm+ㄹ까/ef
하는	하/pvg+는/etm
생각마저	생각/ncn+마저/jxc
들	들/pvg+ㄹ/etm
무렵	무렵/nbn
'눈썹바위'가	'/sl+눈썹바위/nq+'/sr+가/jcs
나타납니다.	나타나/pvg+ㅂ니다/ef+./sf
사람으로	사람/ncn+으로/jca
치면,	치/pvg+면/ecs+,/sp
사람의	사람/ncn+의/jcm
머리	머리/ncn
위로	위/ncn+로/jca
올라가는데	오르/pvg+아/ecs+가/pvg+는데/ecs
지금	지금/ncn
눈썹쯤	눈썹/ncn+쯤/xsn
왔다는	오/pvg+았/ep+다/ef+는/etm
뜻으로	뜻/ncn+으로/jca
'눈썹바위'라고	'/sl+눈썹바위/nq+'/sr+라고/ecs
이름을	이름/ncn+을/jco
붙였답니다.	붙이/pvg+었/ep+답니다/ef+./sf
그래서	그래서/maj
많은	많/paa+은/etm
등산객들은	등산/ncn+객/xsn+들/xsn+은/jxc
이	이/mmd
작은	작/paa+은/etm
바위	바위/ncn
위에	위/ncn+에/jca
앉아	앉/pvg+아/ecs
땀을	땀/ncn+을/jco
닦고	닦/pvg+고/ecc
