<tdmsfile>
<tdmsfile>
mbc.hwp
"지옥	"/sl+지옥/ncn
큰방과	큰방/ncn+과/jcj
넓은	넓/paa+은/etm
운동장보다도	운동/ncn+장/xsn+보다/jca+도/jxc
이보다	이/npd+보다/jca
더	더/mag
기쁘게	기쁘/paa+게/ecx
한	하/px+ㄴ/etm
것은	것/nbn+은/jxc
장애인에	장애/ncn+인/xsn+에/jca
대한	대하/pvg+ㄴ/etm
편견을	편견/ncn+을/jco
갖고	갖/pvg+고/ecx
있던	있/px+던/etm
주민들이	주민/ncn+들/xsn+이/jcs
오히려	오히려/mag
자신들의	자신/npp+들/xsn+의/jcm
든든한	든든/ncps+하/xsm+ㄴ/etm
후원자가	후원/ncn+자/xsn+가/jcs
되었다는	되/pvg+었/ep+다/ef+는/etm
사실입니다.	사실/ncn+이/jp+ㅂ니다/ef+./sf
그것은	그것/npd+은/jxc
사랑의	사랑/ncn+의/jcm
힘이었습니다	힘/ncn+이/jp+었/ep+습니다/ef
MBC	MBC/f
뉴스	뉴스/ncn
유상하입니다.	유상하/nq+이/jp+ㅂ니다/ef+./sf
거대한	거대/ncps+하/xsm+ㄴ/etm
공룡으로	공룡/ncn+으로/jca
일컬어지는	일컫/pvg+어/ecx+지/px+는/etm
서울시의	서울시/nq+의/jcm
방만한	방만/ncps+하/xsm+ㄴ/etm
행정을	행정/ncn+을/jco
집중	집중/ncn
점검해보겠습니다.	점검/ncpa+하/xsv+어/ecx+보/px+겠/ep+습니다/ef+./sf
오늘은	오늘/ncn+은/jxc
그	그/mmd
첫	첫/mma
순서로	순서/ncn+로/jca
지난	지나/pvg+ㄴ/etm
95년	95/nno+년/nbu
서울시가	서울시/nq+가/jcs
외부기관에	외부/ncn+기관/ncn+에/jca
조직진단을	조직/ncn+진단/ncn+을/jco
의뢰한	의뢰/ncpa+하/xsv+ㄴ/etm
결과	결과/ncn
조직과	조직/ncn+과/jcj
인원을	인원/ncn+을/jco
많이	많/paa+이/xsa
줄여야	줄이/pvg+어야/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
보고서가	보고/ncn+서/xsn+가/jcs
나왔지만	나오/pvg+았/ep+지만/ecs
서울시가	서울시/nq+가/jcs
이를	이/npd+를/jco
은폐한	은폐/ncpa+하/xsv+ㄴ/etm
사실을	사실/ncn+을/jco
고발합니다.	고발/ncpa+하/xsv+ㅂ니다/ef+./sf
이성주	이성주/nq
기자가	기자/ncn+가/jcs
취재했습니다.	취재/ncpa+하/xsv+었/ep+습니다/ef+./sf
지난	지난/mma
95년	95/nno+년/nbu
3월	3/nno+월/nbu
서울시는	서울시/nq+는/jxc
삼성	nq[삼성/nq
경제연구원을	경제/ncn+연구/ncn+원/xsn]nq+을/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
6개	6/nnc+개/nbu
연구소에	연구/ncn+소/xsn+에/jca
조직과	조직/ncn+과/jcj
인력에	인력/ncn+에/jca
대한	대하/pvg+ㄴ/etm
경영	경영/ncn
평가를	평가/ncn+를/jco
의뢰했습니다.	의뢰/ncpa+하/xsv+었/ep+습니다/ef+./sf
그	그/mmd
예산은	예산/ncn+은/jxc
자그마치	자그마치/mag
3억5천만원이었습니다.	3억/nnc+5천만/nnc+원/nbu+이/jp+었/ep+습니다/ef+./sf
8개월에	8/nnc+개월/nbu+에/jca
걸친	걸치/pvg+ㄴ/etm
작업	작업/ncn
끝에	끝/ncn+에/jca
완성된	완성/ncpa+되/xsv+ㄴ/etm
경영	경영/ncn
평가	평가/ncn
보고서는	보고/ncn+서/xsn+는/jxc
서울시로	서울시/nq+로/jca
넘겨졌습니다.	넘기/pvg+어/ecx+지/px+었/ep+습니다/ef+./sf
원래	원래/mag
이	이/mmd
보고서는	보고/ncn+서/xsn+는/jxc
책자로	책자/ncn+로/jca
만들어져	만들/pvg+어/ecx+지/px+어/ecs
공개될	공개/ncpa+되/xsv+ㄹ/etm
예정이었지만,	예정/ncn+이/jp+었/ep+지만/ecs+,/sp
어찌된	어찌/mag+되/pvg+ㄴ/etm
일인지	일/ncn+이/jp+ㄴ지/ecs
서울	서울/nq
시장을	시장/ncn+을/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
몇몇	몇몇/nnc
고위	고위/ncn
공무원들의	공무/ncn+원/xsn+들/xsn+의/jcm
손에서	손/ncn+에서/jca
행방을	행방/ncn+을/jco
감춰버렸습니다.	감추/pvg+어/ecx+버리/px+었/ep+습니다/ef+./sf
사라진	사라지/pvg+ㄴ/etm
보고서의	보고/ncn+서/xsn+의/jcm
주된	주되/pvg+ㄴ/etm
내용은	내용/ncn+은/jxc
서울시의	서울시/nq+의/jcm
조직이	조직/ncn+이/jcs
너무	너무/mag
방만하고	방만/ncps+하/xsm+고/ecc
최고	최고/ncn
30%까지	30/nnc+%/su+까지/jxc
조직과	조직/ncn+과/jcj
인력을	인력/ncn+을/jco
감축해야	감축/ncpa+하/xsv+어야/ecs
한다는	하/pvg+ㄴ다/ef+는/etm
것이었습니다.	것/nbn+이/jp+었/ep+습니다/ef+./sf
조시장이	조/nq+시장/ncn+이/jcs
판단을	판단/ncn+을/jco
해서	하/pvg+어서/ecs
민감한	민감/ncps+하/xsm+ㄴ/etm
사안이라고	사안/ncn+이/jp+라/ef+고/jcr
생각을	생각/ncn+을/jco
했어요.	하/pvg+었/ep+어/ef+요/jxf+./sf
누구든지	누구/npp+든지/jxc
자기집	자기/npp+집/ncn
파헤치려	파/pvg+아/ecs+헤치/pvg+려/ecs
한다면	하/pvg+ㄴ다/ef+면/ecs
좋아할	좋아하/pvg+ㄹ/etm
사람이	사람/ncn+이/jcs
있겠어요?	있/paa+겠/ep+어/ef+요/jxf+?/sf
서울	서울/nq
의회가	의회/ncn+가/jcs
보고서를	보고/ncn+서/xsn+를/jco
공개하라고	공개/ncpa+하/xsv+라/ef+고/jcr
여러	여러/nnc
차례	차례/nbu
요구했지만	요구/ncpa+하/xsv+었/ep+지만/ecs
서울시는	서울시/nq+는/jxc
이런	이런/mmd
저런	저런/mmd
핑계로	핑계/ncn+로/jca
일관했습니다.	일관/ncpa+하/xsv+었/ep+습니다/ef+./sf
수차례에	수차례/ncn+에/jca
걸쳐서	걸치/pvg+어서/ecs
그	그/mmd
자료를	자료/ncn+를/jco
공개할	공개/ncpa+하/xsv+ㄹ/etm
것을	것/nbn+을/jco
촉구했지만	촉구ncpa+하/xsv+었/ep+지만/ecs
서울시에서는	서울시/nq+에서/jca+는/jxc
아직	아직/mag
자료가	자료/ncn+가/jcs
미완성이다.	미/xp+완성/ncn+이/jp+다/ef+./sf
보고서가	보고/ncn+서/xsn+가/jcs
완간이	완간/ncn+이/jcc
안	안/mag
됐다라는	되/pvg+었/ep+다/ef+라/ef+는/etm
여러	여러/nnc
가지	가지/nbu
이유를	이유/ncn+를/jco
들어서	들/pvg+어서/ecs
아직까지도	아직/mag+까지/jxc+도/jxc
그	그/mmd
자료를	자료/ncn+를/jco
제출하지	제출/ncpa+하/xsv+지/ecx
않고	않/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
시민의	시민/ncn+의/jcm
세금으로	세금/ncn+으로/jca
만든	만들/pvg+ㄴ/etm
귀중한	귀중/ncps+하/xsm+ㄴ/etm
보고서를	보고/ncn+서/xsn+를/jco
휴지조각으로	휴지/ncn+조각/ncn+으로/jca
만들어	만들/pvg+어/ecx
버린	버리/px+ㄴ/etm
서울시.	서울시/nq+./sf
이렇게	이렇/pad+게/ecs
자신의	자신/npp+의/jcm
치부를	치부/ncn+를/jco
감추는	감추/pvg+는/etm
동안	동안/ncn
서울시의	서울시/nq+의/jcm
방만함은	방만/ncps+하/xsm+ㅁ/etn+은/jxc
그	그/mmd
규모를	규모/ncn+를/jco
더해가고	더하/pvg+어/ecx+가/px+고/ecx
있습니다	있/px+습니다/ef
MBC	MBC/f
뉴스	뉴스/ncn
이성주입니다.	이성주/nq+이/jp+ㅂ니다/ef+./sf
시청자	시청자/ncn
여러분	여러분/npp
오늘	오늘/ncn
TV	TV/f
토론회	토론/ncn+회/xsn
어떻게	어떻/pad+게/ecs
보셨습니까?	보/pvg+셨/ep+습니까/ef+?/sf
이	이/mmd
경제를	경제/ncn+를/jco
주제로	주제/ncn+로/jca
한	하/pvg+ㄴ/etm
오늘	오늘/ncn
후보간	후보/ncn+간/xsn
합동	합동/ncn
TV	TV/f
토론회에서는	토론/ncn+회/xsn+에서/jca+는/jxc
지금의	지금/ncn+의/jcm
경제난에	경제/ncn+난/xsn+에/jca
대한	대하/pvg+ㄴ/etm
진단	진단/ncn
책임이	책임/ncn+이/jcs
어디에	어디/npd+에/jca
있느냐를	있/paa+느냐/ef+를/jco
놓고	놓/pvg+고/ecc
치열한	치열/ncps+하/xsm+ㄴ/etm
공방이	공방/ncn+이/jcs
오갔습니다.	오가/pvg+았/ep+습니다/ef+./sf
송기원	송기원/nq
기자입니다.	기자/ncn+이/jp+ㅂ니다/ef+./sf
오늘	오늘/ncn
토론회의	토론/ncn+회/xsn+의/jcm
열기는	열기/ncn+는/jxc
강추위가	강추위/ncn+가/jcs
무색할	무색/ncpa+하/xsv+ㄹ/etm
지경이었습니다.	지경/nbn+이/jp+었/ep+습니다/ef+./sf
주제는	주제/ncn+는/jxc
경제문제.	경제/ncn+문제/ncn+./sf
먼저	먼저/mag
이회창	이회창/nq
후보가	후보/ncn+가/jcs
현	현/mma
경제	경제/ncn
위기에	위기/ncn+에/jca
대해	대하/pvg+어/ecs
정치권	정치/ncn+권/xsn
공동의	공동/ncn+의/jcm
책임론을	책임/ncn+론/xsn+을/jco
제기하면서	제기/ncpa+하/xsv+면서/ecc
차별화를	차별/ncpa+화/xsn+를/jco
시도했습니다.	시도/ncpa+하/xsv+었/ep+습니다/ef+./sf
한보사태에서	한보/nq+사태/ncn+에서/jca
보듯이	보/pvg+듯이/ecs
그	그/mmd
동안의	동안/ncn+의/jcm
뿌리깊은	뿌리/ncn+깊/paa+은/etm
정경유착과	정경/ncn+유착/ncn+과/jcj
부정부패의	부정/ncn+부패/ncn+의/jcm
비리가	비리/ncn+가/jcs
경제	경제/ncn
발목을	발목/ncn+을/jco
잡아	잡/pvg+아/ecx
왔습니다.	오/px+았/ep+습니다/ef+./sf
저는	저/npp+는/jxc
깨끗한	깨끗/ncps+하/xsm+ㄴ/etm
정치와	정치/ncn+와/jcj
튼튼한	튼튼/ncps+하/xsm+ㄴ/etm
경제로	경제/ncn+로/jca
경제를	경제/ncn+를/jco
바로	바로/mag
세우겠습니다.	세우/pvg+겠/ep+습니다/ef+./sf
김대중	김대중/nq
후보는	후보/ncn+는/jxc
한나라당의	한나라당/nq+의/jcm
책임을	책임/ncn+을/jco
추궁하면서	추궁/ncpa+하/xsv+면서/ecc
정권교체의	정권/ncn+교체/ncn+의/jcm
필요성을	필요/ncn+성/xsn+을/jco
역설했습니다.	역설/ncpa+하/xsv+었/ep+습니다/ef+./sf
이	이/mmd
나라를	나라/ncn+를/jco
이꼴로	이/mmd+꼴/ncn+로/jca
만든	만들/pvg+ㄴ/etm
그런	그런/mmd
세력들이	세력/ncn+들/xsn+이/jcs
다시	다시/mag
정권을	정권/ncn+을/jco
잡으면	잡/pvg+으면/ecs
조금도	조금/ncn+도/jxc
개혁이	개혁/ncn+이/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
없습니다.	없/paa+습니다/ef+./sf
왜냐하면	왜냐하면/maj
기득권	기득/ncn+권/xsn
세력들이	세력/ncn+들/xsn+이/jcs
개혁을	개혁/ncn+을/jco
막기	막/pvg+기/etn
때문에	때문/nbn+에/jca
그렇습니다.	그렇/pad+습니다/ef+./sf
이인제	이인제/nq
후보는	후보/ncn+는/jxc
김대중	김대중/nq
후보에	후보/ncn+에/jca
동조하면서도	동조/ncpa+하/xsv+면서/ecc+도/jxc
도덕성을	도덕/ncn+성/xsn+을/jco
갖춘	갖추/pvg+ㄴ/etm
정권이	정권/ncn+이/jcs
탄생해야	탄생/ncpa+하/xsv+어야/ecs
한다고	하/pvg+ㄴ다/ef+고/jcr
강조했습니다.	강조/ncpa+하/xsv+었/ep+습니다/ef+./sf
고통을	고통/ncn+을/jco
분담하자고	분담/ncpa+하/xsv+자/ef+고/jcr
요구할	요구/ncpa+하/xsv+ㄹ/etm
때	때/ncn
그와	그/npp+와/jct
같은	같/paa+은/etm
도덕성이	도덕/ncn+성/xsn+이/jcs
있어야만	있/paa+어야만/ecs
따를	따르/pvg+ㄹ/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
저는	저/npp+는/jxc
지금	지금/mag
이	이/mmd
난국을	난국/ncn+을/jco
초래한	초래/ncpa+하/xsv+ㄴ/etm
한나라당	한나라당/nq
정부	정부/ncn
여당이	여당/ncn+이/jcs
그와	그/npp+와/jct
같은	같/paa+은/etm
도덕성을	도덕/ncn+성/xsn+을/jco
가질	가지/pvg+ㄹ/etm
수	수/nbn
있겠는가...	있/paa+겠/ep+는가/ef+.../se
정경유착	정경/ncn+유착/ncn
문제가	문제/ncn+가/jcs
나오자	나오/pvg+자/ecc
이인제	이인제/nq
후보가	후보/ncn+가/jcs
현재의	현재/ncn+의/jcm
정치구조를	정치/ncn+구조/ncn+를/jco
비판하면서	비판/ncpa+하/xsv+면서/ecc
두	두/nnc
후보를	후보/ncn+를/jco
동시에	동시에/mag
겨냥했습니다.	겨냥/ncpa+하/xsv+었/ep+습니다/ef+./sf
지국과부를	지국/ncn+과/jcj+부/ncn+를/jco
관리하는	관리/ncpa+하/xsv+는/etm
돈이	돈/ncn+이/jcs
필요하고	필요/ncps+하/xsm+고/ecc
이러다	이러/pvd+다/ecs
보면	보/pvg+면/ecs
재벌들한테	재벌/ncn+들/xsn+한테/jca
손을	손/ncn+을/jco
벌리게	벌리/pvg+게/ecx
되고	되/px+고/ecc
유착이	유착/ncn+이/jcs
일어나게	일/pvg+어/ecx+나/px+게/ecx
되어	되/px+어/ecx
있습니다.	있/px+습니다/ef+./sf
이	이/mmd
고리를	고리/ncn+를/jco
끊으려면	끊/pvg+으려면/ecs
저는	저/npp+는/jxc
제도보다도	제도/ncn+보다/jca+도/jxc
한번	한/nnc+번/nbu
세대교체를	세대/ncn+교체/ncn+를/jco
하지	하/pvg+지/ecx
않으면	않/px+으면/ecs
정말	정말/mag
뛰어	뛰/pvg+어/ecs
넘을	넘/pvg+을/etm
수	수/nbn
없는	없/paa+는/etm
강이라고	강/ncn+이/jp+라/ef+고/jcr
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
문제는	문제/ncn+는/jxc
정신의	정신/ncn+의/jcm
교체입니다.	교체/ncn+이/jp+ㅂ니다/ef+./sf
정신이	정신/ncn+이/jcs
정말	정말/mag
깨끗한	깨끗/ncps+하/xsm+ㄴ/etm
정치를	정치/ncn+를/jco
이루어	이루/pvg+어/ecx
낼	내/px+ㄹ/etm
수	수/nbn
있느냐	있/paa+느냐/ef
아무리	아무리/mag
젊어도	젊/paa+어도/ecs
정신이	정신/ncn+이/jcs
썩은	썩/pvg+은/etm
정치쪽에	정치/ncn+쪽/nbn+에/jca
물들어간다면	물들/pvg+어/ecx+가/px+ㄴ다/ef+면/ecs
그건	그거/npd+ㄴ/jxc
세대교체로서	세대/ncn+교체/ncn+로서/jca
정경유착을	정경/ncn+유착/ncn+을/jco
끊어	끊/pvg+어/ecx
질	지/px+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
이렇게	이렇/pad+게/ecs
말할	말/ncpa+하/xsv+ㄹ/etm
순	수/nbn+ㄴ/jxc
없다	없/paa+다/ef
이렇게	이렇/pad+게/ecs
생각합니다.	생각/ncpa+하/xsv+ㅂ니다/ef+./sf
정경유착의	정경/ncn+유착/ncn+의/jcm
주범은	주범/ncn+은/jxc
이	이/mmd
불건전한	불/xp+건전/ncps+하/xsm+ㄴ/etm
재벌과	재벌/ncn+과/jcj
그리고	그리고/maj
한나라당입니다.	한나라당/nq+이/jp+ㅂ니다/ef+./sf
5공,	5/nno+공/ncn+,/sp
6공	6/nno+공/ncn
김영삼	김영삼/nq
정권,	정권/ncn+,/sp
연이어서	연잇/pvg+어서/ecs
정경유착	정경/ncn+유착/ncn
속에서	속/ncn+에서/jca
이	이/mmd
나라의	나라/ncn+의/jcm
모든	모든/mma
것을	것/nbn+을/jco
좌지우지해	좌지우지/ncpa+하/xsv+어/ecx
왔습니다.	오/px+았/ep+습니다/ef+./sf
사회자의	사회/ncn+자/xsn+의/jcm
질문에	질문/ncn+에/jca
이은	잇/pvg+은/etm
답변에	답변/ncn+에/jca
이어	이어/mag
후보자간	후보/ncn+자/xsn+간/xsn
토론회	토론/ncn+회/xsn
이회창	이회창/nq
후보가	후보/ncn+가/jcs
김대중	김대중/nq
후보를	후보/ncn+를/jco
향해	향하/pvg+어/ecs
공세를	공세/ncn+를/jco
취했습니다.	취하/pvg+었/ep+습니다/ef+./sf
우선	우선/mag
당장	당장/mag
청문회가	청문/ncn+회/xsn+가/jcs
열리고	열리/pvg+고/ecc
청문회를	청문/ncn+회/xsn+를/jco
주장하셨기	주장/ncpa+하/xsv+셨/ep+기/etn
때문에	때문/nbn+에/jca
이제	이제/mag
짧은	짧/paa+은/etm
2년반의	2/nnc+년/nbu+반/nnc+의/jcm
대통령을	대통령/ncn+을/jco
가진	가지/pvg+ㄴ/etm
정부라는	정부/ncn+이/jp+라/ef+는/etm
것은	것/nbn+은/jxc
그	그/mmd
안에서	안/ncn+에서/jca
서로	서로/mag
정치	정치/ncn
권력의	권력/ncn+의/jcm
싸움이	싸움/ncn+이/jcs
일어날	일/pvg+어/ecx+나/px+ㄹ/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
이런	이런/mmd
상황에서	상황/ncn+에서/jca
과연	과연/mag
사회	사회/ncn
안정을	안정/ncn+을/jco
이루고	이루/pvg+고/ecc
고용을	고용/ncn+을/jco
안정시킬	안정/ncpa+시키/xsv+ㄹ/etm
수	수/nbn
있겠는가...	있/paa+겠/ep+는가/ef+.../se
우리	우리/npp
국민이	국민/ncn+이/jcs
어떤	어떤/mmd
국민인데,	국민/ncn+이/jp+ㄴ데/ecs+,/sp
청문회	청문/ncn+회/xsn
좀	좀/mag
한다고	하/pvg+ㄴ다/ef+고/jcr
해서	하/pvg+어서/ecs
나라가	나라/ncn+가/jcs
흔들립니까?	흔들리/pvg+ㅂ니까/ef+?/sf
오히려	오히려/maj
국가	국가/ncn
운영에	운영/ncn+에/jca
지장을	지장/ncn+을/jco
가져	가지/pvg+어/ecx
온	오/px+ㄴ/etm
것은	것/nbn+은/jxc
오늘	오늘/ncn
한나라당들이	한나라당/nq+들/xsn+이/jcs
정치를	정치/ncn+를/jco
잘못	잘못/mag
잡고	잡/pvg+고/ecc
이렇게	이렇/pad+게/ecx
된	되/px+ㄴ/etm
것이지	것/nbn+이/jp+지/ecs
청문회	청문/ncn+회/xsn
때문에	때문/nbn+에/jca
그런	그런/mmd
것은	것/nbn+은/jxc
아닙니다.	아니/paa+ㅂ니다/ef+./sf
이인제	이인제/nq
후보는	후보/ncn+는/jxc
두	두/nnc
후보를	후보/ncn+를/jco
동시에	동시에/mag
겨냥했습니다.	겨냥/ncpa+하/xsv+었/ep+습니다/ef+./sf
이회창	이회창/nq
후보님께	후보/ncn+님/xsn+께/jca
이	이/mmd
말씀을	말씀/ncn+을/jco
드리고	드리/pvg+고/ecx
싶습니다.	싶/px+습니다/ef+./sf
지금	지금/mag
김대중	김대중/nq
후보를	후보/ncn+를/jco
고발을	고발/ncn+을/jco
해	하/pvg+어/ecx
놓으셨는데요.	놓/px+으셨/ep+는데/ef+요/jxf+./sf
그것이	그것/npd+이/jcs
과연	과연/mag
우리	우리/npp
사회에	사회/ncn+에/jca
어떤	어떤/mmd
충격을	충격/ncn+을/jco
가져올	가지/pvg+어/ecs+오/pvg+ㄹ/etm
것인지	것/nbn+이/jp+ㄴ지/ecs
참	참/mag
걱정하지	걱정/ncpa+하/xsv+지/ecx
않을	않/px+을/etm
수	수/nbn
없습니다.	없/paa+습니다/ef+./sf
또	또/maj
내각제	내각/ncn+제/xsn
김대중	김대중/nq
후보님께서는	후보/ncn+님/xsn+께서/jcs+는/jxc
별거	별/mma+거/nbn
아닌	아니/paa+ㄴ/etm
것처럼	것/nbn+처럼/jca
말씀하시지만	말씀/ncpa+하/xsv+시/ep+지만/ecs
그렇지	그렇/pad+지/ecx
않습니다.	않/px+습니다/ef+./sf
한나라당의	한나라당/nq+의/jcm
내각제	내각/ncn+제/xsn
신봉론자들이	신봉/ncn+론/xsn+자/xsn+들/xsn+이/jcs
많이	많/paa+이/xsa
있습니다.	있/paa+습니다/ef+./sf
현실적으로	현실/ncn+적/xsn+으로/jca
추진될	추진/ncpa+되/xsv+ㄹ/etm
가능성이	가능/ncn+성/xsn+이/jcs
크고...	크/paa+고/ecc+.../se
3당	3/nnc+당/nbu
후보들은	후보/ncn+들/xsn+은/jxc
대통령	대통령/ncn
선거사상	선거/ncn+사/xsn+상/xsn
처음	처음/mag
실시되는	실시/ncpa+되/xsv+는/etm
오늘	오늘/ncn
토론회에서	토론/ncn+회/xsn+에서/jca
긴장된	긴장/ncpa+되/xsv+ㄴ/etm
표정을	표정/ncn+을/jco
감추지	감추/pvg+지/ecx
못했습니다.	못하/px+었/ep+습니다/ef+./sf
MBC	MBC/f
뉴스	뉴스/ncn
송기원입니다.	송기원/nq+이/jp+ㅂ니다/ef+./sf
이제	이제/mag
분위기를	분위기/ncn+를/jco
잠시	잠시/mag
바꿔서	바꾸/pvg+어서/ecs
시청자	시청/ncn+자/xsn
여러분을	여러분/npp+을/jco
갈	가/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
땅	땅/ncn
~	~/sd
북한의	북한/nq+의/jcm
경승지	경승/ncn+지/xsn
금강산으로	금강산/nq+으로/jca
모십니다.	모시/pvg+ㅂ니다/ef+./sf
뉴스	뉴스/ncn
데스크가	데스크/ncn+가/jcs
창사	창사/ncn
특집으로	특집/ncn+으로/jca
차례대로	차례/ncn+대로/jca
보내드릴	보내/pvg+어/ecx+드리/px+ㄹ/etm
계획인	계획/ncn+이/jp+ㄴ/etm
금강산의	금강산/nq+의/jcm
절경	절경/ncn
오늘은	오늘/ncn+은/jxc
세상의	세상/ncn+의/jcm
만물을	만물/ncn+을/jco
모두	모두/mag
모아	모으/pvg+아/ecx
놓았다는	놓/px+았/ep+다/ef+는/etm
만물상를	만물상/nq+를/jco
소개해	소개/ncpa+하/xsv+어/ecx
드립니다.	드리/px+ㅂ니다/ef+./sf
이호인	이호인/nq
기자입니다.	기자/ncn+이/jp+ㅂ니다/ef+./sf
원정교	원정교/nq
다리를	다리/ncn+를/jco
건너	건너/pvg+어/ecs
외금강의	외금강/nq+의/jcm
산자락이	산/ncn+자락/ncn+이/jcs
잡힐	잡히/pvg+ㄹ/etm
듯	듯/nbn
다가오면	다가오/pvg+면/ecs
산행은	산행/ncn+은/jxc
길머리에	길/ncn+머리/ncn+에/jca
접어든	접/pvg+어/ecs+들/pvg+ㄴ/etm
셈입니다.	셈/nbn+이/jp+ㅂ니다/ef+./sf
빼곡이	빼곡/ncps+이/xsa
들어선	들/pvg+어/ecs+서/pvg+ㄴ/etm
소나무를	소나무/ncn+를/jco
뒤로하고	뒤/ncn+로/jca+하/pvg+고/ecc
손길을	손길/ncn+을/jco
달려	달리/pvg+어/ecs
만물상의	만물상/nq+의/jcm
문턱	문턱/ncn
운정녕	운정녕/nq
고갯마루까지는	고갯마루/ncn+까지/jxc+는/jxc
12Km	12/nnc+Km/f
~	~/sd
길옆엔	길/ncn+옆/ncn+에/jca+ㄴ/jxc
웅장한	웅장/ncps+하/xsm+ㄴ/etm
관음연봉들이	관음연봉/nq+들/xsn+이/jcs
위풍	위풍/ncn
당당한	당당/ncps+하/xsm+ㄴ/etm
모습을	모습/ncn+을/jco
드러내고	드러내/pvg+고/ecc
그	그/mmd
아래	아래/ncn
맑은	맑/paa+은/etm
온정천이	온정천/nq+이/jcs
흐르는	흐르/pvg+는/etm
이	이/mmd
계곡은	계곡/ncn+은/jxc
찬	차/paa+ㄴ/etm
안개가	안개/ncn+가/jcs
끼어	끼/pvg+어/ecx
있다고	있/px+다/ef+고/jcr
해서	하/pvg+어서/ecs
한하계라고	한하계/nq+라/ef+고/jcr
합니다.	하/pvg+ㅂ니다/ef+./sf
이	이/mmd
한하계	한하계/nq
옆	옆/ncn
산길을	산길/ncn+을/jco
계속	계속/mag
오르다보면	오르/pvg+다/ecs+보/pvg+면/ecs
중간음봉	중간/ncn+음봉/nq
골짜기	골짜기/ncn
저편에서	저편/ncn+에서/jca
질낮같은	질낮/ncn+같/paa+은/etm
물줄기가	물/ncn+줄기/ncn+가/jcs
발길을	발길/ncn+을/jco
잡습니다.	잡/pvg+습니다/ef+./sf
가녀린	가녀리/paa+ㄴ/etm
모양세가	모양세/ncn+가/jcs
여성을	여성/ncn+을/jco
닮았다는	닮/pvg+았/ep+다/ef+는/etm
관음폭포.	관음폭포/nq+./sf
다시	다시/mag
길을	길/ncn+을/jco
재촉해	재촉/ncpa+하/xsv+어/ecs
만상대에	만상대/nq+에/jca
이르면	이르/paa+면/ecs
가을볕에	가을/ncn+볕/ncn+에/jca
어루어진	어루/pvg+어/ecx+지/px+ㄴ/etm
오봉과	오봉/nq+과/jcj
세지,	세지/nq+,/sp
문주	문주/nq
등	등/nbn
수려한	수려/ncps+하/xsm+ㄴ/etm
금강의	금강/nq+의/jcm
봉우리들이	봉우리/ncn+들/xsn+이/jcs
다가옵니다.	다가오/pvg+ㅂ니다/ef+./sf
바위	바위/ncn
사이로	사이/ncn+로/jca
투구를	투구/ncn+를/jco
쓴	쓰/pvg+ㄴ/etm
장수가	장수/ncn+가/jcs
서	서/pvg+어/ecx
있고	있/px+고/ecc
고개를	고개/ncn+를/jco
빼꼼히	빼꼼/ncn+히/xsa
내민	내밀/pvg+ㄴ/etm
거북,	거북/ncn+,/sp
그	그/mmd
옆에는	옆/ncn+에/jca+는/jxc
초대가	초대/ncn+가/jcs
하늘을	하늘/ncn+을/jco
찌를	찌르/pvg+ㄹ/etm
듯	듯/nbn
우뚝합니다.	우뚝/ncps+하/xsm+ㅂ니다/ef+./sf
만상계는	만상계/nq+는/jxc
이처럼	이/npd+처럼/jca
골골마다	골골/mag+마다/jxc
수많은	수많/paa+은/etm
기암들을	기암/ncn+들/xsn+을/jco
품어	품/pvg+어/ecs
안고	안/pvg+고/ecx
있습니다.	있/px+습니다/ef+./sf
이름지은	이름/ncn+짓/pvg+은/etm
모든	모든/mma
사물을	사물/ncn+을/jco
거의	거의/mag
다	다/mag
찾아	찾/pvg+아/ecx
