<tdmsfile>
<tdmsfile>
Chosun2. 2차 수정 hwp
새로운	새롭/paa+ㄴ/etm
아태지역이	아태/nq+지역/ncn+이/jcs
앞으로	앞/ncn+으로/jca
인터넷	인터넷/ncn
상거래에서	상거래/ncn+에서/jca
중요한	중요/ncps+하/xsm+ㄴ/etm
기회의	기회/ncn+의/jcm
시장으로	시장/ncn+으로/jca
부상할	부상/ncpa+하/xsv+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
지적했다.	지적/ncpa+하/xsv+었/ep+다/ef+./sf
신한국당	신한국당/nq
비주류	비/xp+주류/ncn
의원	의원/ncn
8명이	8/nnc+명/nbu+이/jcs
경북지역	경북/nq+지역/ncn
필승결의대회에서의	필승/ncn+결의/ncn+대회/ncn+에서/jca+의/ncn
`03	`/sl+03/nnc
마스코트'	마스코트/ncn+'/sr
훼손에	훼손/ncn+에/jca
대해	대하/pvg+어/ecs
격렬하게	격렬/ncps+하/xsm+게/ecs
항의하면서	항의/ncpa+하/xsv+면서/ecc
책임당직자들의	책임/ncn+당직/ncn+자/xsn+들/xsn+의/jcm
즉각적인	즉각/ncn+적/xsn+이/jp+ㄴ/etm
문책을	문책/ncn+을/jco
요구하고	요구/ncpa+하/xsv+고/ecx
나서,	나/px+아서/ecs+,/sp
한동안	한동안/ncn
소강상태를	소강/ncn+상태/ncn+를/jco
보이던	보이/pvg+던/etm
당내분이	당/ncn+내분/ncn+이/jcs
격화될	격화/ncpa+되/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
보인다.	보이/pvg+ㄴ다/ef+./sf
특히	특히/mag
서청원의원	서청원/nq+의원/ncn
등	등/nbn
일부	일부/ncn
의원들은	의원/ncn+들/xsn+은/jxc
항의과정에서	항의/ncn+과정/ncn+에서/jca
김태호사무총장과	김태호/nq+사무/ncn+총장/ncn+과/jct
격한	격/ncps+하/xsm+ㄴ/etm
몸싸움을	몸/ncn+싸움/ncn+을/jco
벌였다.	벌이/pvg+었/ep+다/ef+./sf
이들은	이/npd+들/xsn+은/jxc
기자들과	기자/ncn+들/xsn+과/jct
만나	만나/pvg+아/ecs
"당지도부는	"/sl+당/ncn+지도/ncn+부/xsn+는/jxc
이번	이번/ncn
폭력행위를	폭력/ncn+행위/ncn+를/jco
구미갑	구미/nq+갑/ncn
지구당	지구/ncn+당/ncn
대의원들에	대의원/ncn+들/xsn+에/jca
국한된	국한/ncpa+되/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
호도하고	호도/ncpa+하/xsv+고/ecc
있으나	있/paa+으나/ecs
일부	일부/ncn
당직자들의	당직/ncn+자/xsn+들/xsn+의/jcm
발언이	발언/ncn+이/jcs
폭력	폭력/ncn
행위의	행위/ncn+의/jcm
도화선이	도화/ncn+선/ncn+이/jcs
됐다는	되/pvg+었/ep+다/ef+는/etm
점에	점/ncn+에/jca
우리는	우리/npp+는/jxc
주목하고	주목/ncpa+하/xsv+고/ecx
있다"고	있/px+다/ef+"/sr+고/jcr
말했다.	말/ncpa+하/xsv+었/ep+다/ef+./sf
이들은	이/npd+들/xsn+은/jxc
또	또/mag
오는	오/pvg+는/etm
10일오전	10/nno+일/nbu+오전/ncn
국회에서	국회/ncn+에서/jca
의원	의원/ncn
30여명이	30/nnc+여/xsn+명/nbu+이/jcs
참석하는	참석/ncpa+하/xsv+는/etm
`반DJP	`/sl+반/xp+DJP/f
총연대'	총/xp+연대/ncn+'/sr
모임을	모임/ncn+을/jco
소집,	소집/ncn+,/sp
당지도부의	당/ncn+지도/ncn+부/xsn+의/jcm
적절한	적절/ncps+하/xsm+ㄴ/etm
조치가	조치/ncn+가/jcs
뒤따르지	뒤/ncn+따르/pvg+지/ecx
않을	않/px+을/etm
경우	경우/ncn
집단	집단/ncn
실력행사에	실력/ncn+행사/ncn+에/jca
들어갈	들/pvg+어/ecx+가/px+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
밝혔다.	밝히/pvg+었/ep+다/ef+./sf
이에대해	이/npd+에/jca+대하/pvg+어/ecs
이한동대표는	이한동/nq+대표/ncn+는/jxc
"김대통령이	"/sl+김/nq+대통령/ncn+이/jcs
비록	비록/mag
탈당했지만	탈당/ncpa+하/xsv+었/ep+지만/ecs
당시는	당시/ncn+는/jxc
명예	명예/ncn
총재였고,	총재/ncn+이/jp+었/ep+고/ecc+,/sp
더욱이	더욱이/mag
현직	현직/ncn
국가원수에	국가/ncn+원수/ncn+에/jca
대한	대하/pvg+ㄴ/etm
모독은	모독/ncn+은/jxc
큰	크/paa+ㄴ/etm
잘못"이라며	잘못/ncn+"/sr+이/jp+라며/ecs
"당차원의	"/sl+당/ncn+차원/ncn+의/jcm
사과가	사과/ncn+가/jcs
필요하다"고	필요/ncps+하/xsm+다/ef+"/sr+고/jcr
해명했다.	해명/ncpa+하/xsv+었/ep+다/ef+./sf
이에앞서	이/npd+에/jca+앞서/ncn
이회창총재는	이회창/nq+총재/ncn+는/jxc
7일	7/nno+일/nbu
"대단히	"/sl+대단/ncn+히/xsa
잘못된	잘못/ncpa+되/xsv+ㄴ/etm
일"이라고	일/ncn+"/sr+이/jp+라/ef+고/jcr
사과하고	사과/ncpa+하/xsv+고/ecc
관계자들의	관계/ncn+자/xsn+들/xsn+의/jcm
엄중	엄중/ncn
문책을	문책/ncn+을/jco
지시했다.	지시/ncpa+하/xsv+었/ep+다/ef+./sf
이에따라	이/npd+에/jca+따르/pvg+아/ecs
신한국당은	신한국당/nq+은/jxc
자체	자체/ncn
진상조사위를	진상/ncn+조사위/ncn+를/jco
현지에	현지/ncn+에/jca
파견해	파견/ncpa+하/xsv+어/ecs
진상조사와	진상/ncn+조사/ncn+와/jct
함께	함께/mag
책임자를	책임/ncn+자/xsn+를/jco
색출,	색출/ncn+,/sp
당기위에	당기위/ncn+에/jca
회부키로	회부/ncpa+키/etn+로/jca
하는	하/pvg+는/etm
등	등/nbn
파문	파문/ncn
수습에	수습/ncn+에/jca
나섰다.	나서/pvg+었/ep+다/ef+./sf
문제의	문제/ncn+의/jcm
구미갑	구미/nq+갑/ncn
지구당위원장인	지구/ncn+당/ncn+위원/ncn+장/xsn+이/jp+ㄴ/etm
박세직의원은	박세직/nq+의원/ncn+은/jxc
이날	이/mmd+날/ncn
책임을	책임/ncn+을/jco
지고	지/pvg+고/ecc
세계화추진위원장	세계/ncn+화/xsn+추진/ncn+위원/ncn+장/xsn
등	등/nbn
일체의	일체/ncn+의/jcm
중앙당	중앙/ncn+당/ncn
당직을	당직/ncn+을/jco
사퇴했다.	사퇴/ncpa+하/xsv+었/ep+다/ef+./sf
.	./sp
무디스는	무디스/nq+는/jxc
현재	현재/ncn
20개	20/nnc+개/nbu
한국의	한국/nq+의/jcm
은행에	은행/ncn+에/jca
대해	대하/pvg+어/ecs
대부분이	대부분/ncn+이/jcs
A3	A/f+3/nno
및	및/maj
Baa1	Baa/f+1/nno
수준에	수준/ncn+에/jca
집중된	집중/ncpa+되/xsv+ㄴ/etm
가운데	가운데/ncn
A2에서부터	A/f+2/nno+에서/jca+부터/jxc
Baa3까지	Baa/f+3/nno+까지/jxc
신용평가를	신용/ncn+평가/ncn+를/jco
내리고	내리/pvg+고/ecx
있다.	있/px+다/ef+./sf
무디스는	무디스/nq+는/jxc
이같은	이/npd+같/paa+은/etm
평가에	평가/ncn+에/jca
변화가	변화/ncn+가/jcs
있는	있/paa+는/etm
것으로	것/nbn+으로/jca
시사하지는	시사/ncpa+하/xsv+지/ecx+는/jxc
않았다.	않/px+았/ep+다/ef+./sf
한국의	한국/nq+의/jcm
은행재무상태	은행/ncn+재무/ncn+상태/ncn
등급은	등급/ncn+은/jxc
주택은행의	주택은행/nq+의/jcm
비교적	비교/ncn+적/xsn
건전한	건전/ncps+하/xsm+ㄴ/etm
건전한	C+에서부터
4개	4/nnc+개/nbu
은행의	은행/ncn+의/jcm
E로까지	E/f+로/jca+까지/jxc
나타나	나타나/pvg+아/ecx
있다.	있/px+다/ef+./sf
평균등급은	평균/ncn+등급/ncn+은/jxc
약	약/mma
D수준이다.	D/f+수준/ncn+이/jp+다/ef+./sf
경제	경제/ncn
분석가들은	분석/ncn+가/xsn+들/xsn+은/jxc
한국이	한국/nq+이/jcs
상당한	상당/ncps+하/xsm+ㄴ/etm
경상수지적자와	경상/ncn+수지/ncn+적자/ncn+와/jcj
외환자금	외환/ncn+자금/ncn
문제를	문제/ncn+를/jco
해결하기	해결/ncpa+하/xsv+기/etn
위해	위하/pvg+어/ecs
고심하고	고심/ncpa+하/xsv+고/ecx
있다고	있/px+다/ef+고/ecs
지적,	지적/ncn+,/sp
지난	지나/pvg+ㄴ/etm
수년간	수/nnc+년/nbu+간/xsn
경상수지적자에	경상/ncn+수지/ncn+적자/ncn+에/jca
따른	따르/pvg+ㄴ/etm
자금조달을	자금/ncn+조달/ncn+을/jco
위해	위하/pvg+어/ecs
과도한	과도/ncps+하/xsm+ㄴ/etm
차입을	차입/ncn+을/jco
해왔다고	하/pvg+어/ecx+오/px+았/ep+다/ef+고/jcr
주장했다.	주장/ncpa+하/xsv+었/ep+다/ef+./sf
또한	또한/maj
금년들어	금년/ncn+들/pvg+어/ecs
이어지는	잇/pvg+어/ecx+지/px+는/etm
한국기업들의	한국/nq+기업/ncn+들/xsn+의/jcm
파산으로	파산/ncn+으로/jca
외국	외국/ncn
대출기관들이	대출/ncn+기관/ncn+들/xsn+이/jcs
한국에	한국/nq+에/jca
대한	대하/pvg+ㄴ/etm
대출창구를	대출/ncn+창구/ncn+를/jco
폐쇄했으며	폐쇄/ncpa+하/xsv+었/ep+으며/ecc
이로인해	이/npd+로/jca+인하/pvg+어/ecs
원화가치가	원화/ncn+가치/ncn+가/jcs
최저	최저/ncn
수준으로	수준/ncn+으로/jca
하락하고	하락/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
대졸	대졸/ncn
여사원의	여/ncn+사원/ncn+의/jcm
76.9%가	76.9/nnc+%/su+가/jcs
직무배치에	직무/ncn+배치/ncn+에/jca
있어서	있/paa+어서/ecs
남녀간에	남녀/ncn+간/nbn+에/jca
차이가	차이/ncn+가/jcs
있다고	있/paa+다/ef+고/jcr
생각하고	생각/ncpa+하/xsv+고/ecx
있었다.	있/px+었/ep+다/ef+./sf
이같은	이/npd+같/paa+은/etm
사실은	사실/ncn+은/jxc
한국여성민우회	한국여성민우회/nq
고용평등추진본부가	고용평등추진본부/nq+가/jcs
대기업	대/xp+기업/ncn
계열사에	계열/ncn+사/xsn+에/jca
근무하고	근무/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
65명의	65/nnc+명/nbu+의/jcm
대졸	대졸/ncn
여사원을	여/ncn+사원/ncn+을/jco
대상으로	대상/ncn+으로/jca
승진실태와	승진/ncn+실태/ncn+와/jcj
배치	배치/ncn
등을	등/nbn+을/jco
조사한	조사/ncpa+하/xsv+ㄴ/etm
결과	결과/ncn
8일	8/nno+일/nbu
밝혀졌다.	밝히/pvg+어/ecx+지/px+었/ep+다/ef+./sf
조사결과에	조사/ncn+결과/ncn+에/jca
따르면	따르/pvg+면/ecs
여사원의	여/ncn+사원/ncn+의/jcm
76.9%가	76.9/nnc+%/su+가/jcs
여성들은	여성/ncn+들/xsn+은/jxc
홍보	홍보/ncn
및	및/maj
출판,비서	출판/ncn+,/sp+비서/ncn
등	등/nbn
보조업무부서에	보조/ncn+업무/ncn+부서/ncn+에/jca
배치된다고	배치/ncpa+되/xsv+ㄴ다고/ecs
응답,부서나	응답/ncn+,/sp+부서/ncn+나/jcj
업무배치가	업무/ncn+배치/ncn+가/jcs
동등하게	동등/ncps+하/xsm+게/ecs
이루어지지	이루/pvg+어/ecx+지/px+지/ecx
않고	않/px+고/ecx
있다는	있/px+다/ef+는/etm
의견을	의견/ncn+을/jco
표시했다.	표시/ncpa+하/xsv+었/ep+다/ef+./sf
또	또/maj
56.1%가	56.1/nnc+%/su+가/jcs
승진에서	승진/ncn+에서/jca
남성동기보다	남성/ncn+동기/ncn+보다/jca
늦는	늦/paa+는/etm
등	등/nbn
어떠한	어떠/ncps+하/xsm+ㄴ/etm
형태로든	형태/ncn+로든/jxc
승진차별을	승진/ncn+차별/ncn+을/jco
받았다고	받/pvg+았/ep+다/ef+고/jcr
답했다.	답/ncpa+하/xsv+었/ep+다/ef+./sf
이어	이어/maj
대졸여성의	대졸/ncn+여성/ncn+의/jcm
78%가	78/nnc+%/su+가/jcs
공식적,	공식/ncn+적/xsn+,/sp
표면적인	표면/ncn+적/xsn+이/jp+ㄴ/etm
차별은	차별/ncn+은/jxc
없으나	없/paa+으나/ecs
관습과	관습/ncn+과/jcj
선입견	선입견/ncn
등으로	등/nbn+으로/jca
인해	인하/pvg+어/ecs
회사내에	회사/ncn+내/nbn+에/jca
남녀차별이	남녀/ncn+차별/ncn+이/jcs
있다고	있/paa+다/ef+고/jcr
응답했다.	응답/ncpa+하/xsv+었/ep+다/ef+./sf
디켐베	nq[디켐베/nq
무톰보가	무톰보/nq]nq+가/jcs
이끈	이끌/pvg+ㄴ/etm
애틀랜타	nq[애틀랜타/nq
호크스가	호크스/nq]nq+가/jcs
`호화군단'	`/sl+호화/ncn+군단/ncn+'/sl
시카고	nq[시카고/nq
불스를	불스/nq]nq+를/jco
잡고	잡/pvg+고/ecc
5연승으로	5/nnc+연승/ncn+으로/jca
무패행진을	무패/ncn+행진/ncn+을/jco
이어갔다.	잇/pvg+어/ecx+가/px+았/ep+다/ef+./sf
무키	nq[무키/nq
블레이록은	블레이록/nq]nq+은/jxc
17점,	17/nnc+점/nbu+,/sp
스티브	nq[스티브/nq
스미스와	스미스/nq]nq+와/jcj
타이론	nq[타이론/nq
코빈은	코빈/nq]nq+은/jxc
각각15점을	각각/mag+15/nnc+점/nbu+을/jco
넣어	넣/pvg+어/ecs
팀이	팀/ncn+이/jcs
68년이후	68/nno+년/nbu+이후/ncn
가장	가장/mag
좋은	좋/paa+은/etm
성적인	성적/ncn+이/jp+ㄴ/etm
5연승	5/nnc+연승/ncn
하는데	하/pvg+는데/ecs
공을	공/ncn+을/jco
세웠다.	세우/pvg+었/ep+다/ef+./sf
시카고는	시카고/nq+는/jxc
`농구황제'	`/sl+농구/ncn+황제/ncn+'/sl
마이클	nq[마이클/nq
조던이	조던/nq]nq+이/jcs
27점을	27/nnc+점/nbu+을/jco
넣으며	넣/pvg+으며/ecc
고군분투했으나	고군분투/ncpa+하/xsv+었/ep+으나/ecs
단짝	단짝/ncn
스코티	nq[스코티/nq
피펜의	피펜/nq]nq+의/jcm
결장	결장/ncn
공백을	공백/ncn+을/jco
메우지	메우/pvg+지/ecx
못하고	못하/px+고/ecc
종료	종료/ncn
2분동안	2/nnc+분/nbu+동안/ncn
한골도	한/nnc+골/ncn+도/jxc
넣지	넣/pvg+지/ecx
못해	못하/px+어/ecs
개막전에	개막/ncn+전/xsn+에/jca
이어	잇/pvg+어/ecs
2패째를	2/nnc+패/nbu+째/xsn+를/jco
기록했다.	기록/ncpa+하/xsv+었/ep+다/ef+./sf
뉴저지	nq[뉴저지/nq
네츠는	네츠/nq]nq+는/jxc
홈에서	홈/ncn+에서/jca
크리스	nq[크리스/nq
개틀링이	개틀링/nq]nq+이/jcs
24점,12리바운드를	24/nnc+점/nbu+,/sp+12/nnc+리바운드/nbu+를/jco
잡아내	잡/pvg+아/ecx+내/px+어/ecs
마이애미	nq[마이애미/nq
히트를	히트/nq]nq+를/jco
99-87로	99/nnc+-/sd+87/nnc+로/jca
여유있게	여유/ncn+있/paa+게/ecs
제치고	제치/pvg+고/ecc
4승(무패)째를	4/nnc+승/nbu+(/sl+무/ncn+패/ncn+)/sr+째/xsn+를/jco
올렸다.	올리/pvg+었/ep+다/ef+./sf
포인트	포인트/ncn
가드	가드/ncn
켄덜	nq[켄덜/nq
길은	길/nq]nq+은/jxc
19점,	19/nnc+점/nbu+,/sp
파워포워드	파워포워드/nq
제이슨	nq[제이슨/nq
윌리엄스는	윌리엄스/nq]nq+는/jxc
18점	18/nnc+점/nbu
10	10/nnc
리바운드로	리바운드/nbu+로/jca
뒤를	뒤/ncn+를/jco
받쳤다.	받치/pvg+었/ep+다/ef+./sf
시애틀	nq[시애틀/nq
슈퍼소닉스는	슈퍼소닉스/nq]nq+는/jxc
NBA	NBA/f
최고의	최고/ncn+의/jcm
수비수	수비/ncn+수/xsn
게리	nq[게리/nq
페이튼(24점)이	페이튼/nq]nq+(/sl+24/nnc+점/nbu+)/sr+이/jcs
경기	경기/ncn
종료	종료/ncn
23초를	23/nnc+초/nbu+를/jco
남겨두고	남기/pvg+어/ecx+두/px+고/ecc
93-93	93/nnc+-/sd+93/nnc
동점에서	동점/ncn+에서/jca
가로채기에	가로/ncn+채/pvg+기/etn+에/jca
이은	잇/pvg+은/etm
레이업	레이업/nq
슛을	슛/ncn+을/jco
성공시킨데	성공/ncn+시키/xsv+ㄴ데/ecs
힘입어	힘입/pvg+어/ecs
인디애나	nq[인디애나/nq
페이서스를	페이서스/nq]nq+를/jco
99-93으로	99/nnc+-/sd+93/nnc+으로/jca
제압했다.	제압/ncpa+하/xsv+었/ep+다/ef+./sf
클리블랜드	nq[클리블랜드/nq
캐벌리어스도	캐벌리어스/nq]nq+도/jxc
웨슬리	nq[웨슬리/nq
퍼슨이	퍼슨/nq]nq+이/jcs
종료	종료/ncn
2분을	2/nnc+분/nbu+을/jco
남겨두고	남기/pvg+어/ecx+두/px+고/ecc
자신의	자신/ncn+의/jcm
26점중	26/nnc+점/nbu+중/nbn
9점을	9/nnc+점/nbu+을/jco
넣고	넣/pvg+고/ecc
시애틀에서	시애틀/nq+에서/jca
이적한	이적/ncn+/ncpa+하/xsv+ㄴ/etm
숀	nq[숀/nq
켐프(28점	켐프/nq]nq+(/sl+28/nnc+점/nbu
15리바운드)가	15/nnc+리바운드/nbu+)/sr+가/jcs
공수에서	공수/ncn+에서/jca
분전,	분전/ncn+,/sp
보스턴셀	nq[보스턴/nq
셀틱스를	셀틱스/nq]nq+를/jco
96-92로	96/nnc+-/sd+92/nnc+로/jca
꺾었다.	꺾/pvg+었/ep+다/ef+./sf
개막전에서	개막/ncn+전/xsn+에서/jca
시카고를	시카고/nq+를/jco
침몰시킨	침몰/ncn+시키/xsv+ㄴ/etm
보스턴	nq[보스턴/nq
셀틱스는	셀틱스/nq]nq+는/jxc
스몰	스몰/ncn
포워드	포워드/nq
앙투앙	nq[앙투앙/nq
워커가	워커/nq]nq+가/jcs
22점	22/nnc+점/nbu
11리바운드를	11/nnc+리바운드/nbu+를/jco
뽑아냈으나	뽑/pvg+아/ecx+내/px+었/ep+으나/ecs
4점차로	4/nnc+점/nbu+차/ncn+로/jca
또다시	또다시/mag
주저앉아	주저앉/pvg+아/ecs
4연패의	4/nnc+연패/ncn+의/jcm
수렁에서	수렁/ncn+에서/jca
헤어나지	헤어나/pvg+지/ecs
못했다.	못하/pvg+었/ep+다/ef+./sf
한국고미술협회,	한국고미술협회/nq+,/sp
미술협회,	미술협회/nq+,/sp
박물관협회,	박물관협회/nq+,/sp
화랑협회	화랑협회/nq
등	등/nbn
4개단체는	4/nnc+개/nbu+단체/ncn+는/jxc
7일	7/nno+일/nbu
`서화.	`/sl+서화/ncn+./sf
골동품에	골동/ncn+품/xsn+에/jca
대한	대하/pvg+ㄴ/etm
종합소득세	종합/ncn+소득/ncn+세/ncn
시행유보	시행/ncn+유보/ncn
결정에	결정/ncn+에/jca
따른	따르/pvg+ㄴ/etm
성명서'를	성명/ncn+서/xsn+'/sr+를/jco
내고	내/pvg+고/ecc
서화.	서화/ncn+./sf
골동품에	골동/ncn+품/xsn+에/jca
대한	대하/pvg+ㄴ/etm
소득세	소득/ncn+세/ncn
폐지를	폐지/ncn+를/jco
요구했다.	요구/ncpa+하/xsv+었/ep+다/ef+./sf
관련	관련/ncn
4개	4/nnc+개/nbu
단체는	단체/ncn+는/jxc
이	이/mmd
성명서에서	성명/ncn+서/xsn+에서/jca
"6일	"/sl+6/nno+일/nbu
국회	국회/ncn
재경위에서	재경위/nq+에서/jca
서화.	서화/ncn+./sf
골동품	골동/ncn+품/xsn
양도차익에	양도/ncn+차익/ncn+에/jca
대한	대하/pvg+ㄴ/etm
과세를	과세/ncn+를/jco
서화.	서화/ncn+./sf
골동품의	골동/ncn+품/xsn+의/jcm
과표양성화를	과표/ncn+양성/ncn+화/xsn+를/jco
위한	위하/pvg+ㄴ/etm
여건이	여건/ncn+이/jcs
성숙	성숙/ncn
될	되/pvg+ㄹ/etm
때까지	때/ncn+까지/jxc
시행시기를	시행/ncn+시기/ncn+를/jco
2001년까지	2001/nno+년/nbu+까지/jxc
유보하기로	유보/ncpa+하/xsv+기/etn+로/jca
결정해	결정/ncpa+하/xsv+어/ecs
서화.	서화/ncn+./sf
골동품	골동/ncn+품/xsn
종소세	종소/ncn+세/ncn
폐지	폐지/ncn
방침을	방침/ncn+을/jco
번복했다"며	번복/ncpa+하/xsv+었/ep+다/ef+"/sr+며/ecc
"미술시장의	"/sl+미술/ncn+시장/ncn+의/jcm
실태를	실태/ncn+를/jco
제대로	제대로/mag
파악하지	파악/ncpa+하/xsv+지/ecx
못한	못하/px+ㄴ/etm
이번	이번/ncn
결정은	결정/ncn+은/jxc
미술시장을	미술/ncn+시장/ncn+을/jco
음성화,	음성/ncn+화/xsn+,/sp
냉각화시키는	냉각/ncn+화/xsn+시키/xsv+는/etm
문화말살정책"이라고	문화/ncn+말살/ncn+정책/ncn+"/sr+이/jp+라/ef+고/jcr
주장했다.	주장/ncpa+하/xsv+었/ep+다/ef+./sf
신한국당	신한국당/nq
이회창,	이회창/nq+,/sp
국민회의	국민회의/nq
김대중,	김대중/nq+,/sp
국민신당	국민신당/nq
이인제후보의	이인제/nq+후보/ncn+의/jcm
3자	3/nnc+자/nbu
대결로	대결/ncn+로/jca
압축된	압축/ncpa+되/xsv+ㄴ/etm
대선전의	대선/ncn+전/xsn+의/jcm
큰	크/paa+ㄴ/etm
흐름은	흐름/ncn+은/jxc
이번주말	이번/ncn+주말/ncn
일차	일차/ncn
가닥이	가닥/ncn+이/jcs
잡힐	잡히/pvg+ㄹ/etm
전망이다.	전망/ncn+이/jp+다/ef+./sf
세	세/nnc
후보는	후보/ncn+는/jxc
우선	우선/mag
12일부터	12/nno+일/nbu+부터/jxc
14일까지	14/nno+일/nbu+까지/jxc
한국신문협회와	한국신문협회/nq+와/jcj
한국방송협회가	한국방송협회/nq+가/jcs
공동	공동/ncn
주최하는	주최/ncpa+하/xsv+는/etm
TV토론회에	TV/f+토론/ncn+회/xsn+에/jca
출전한다.	출전/ncpa+하/xsv+ㄴ다/ef+./sf
토론회는	토론/ncn+회/xsn+는/jxc
당초	당초/mag
10일부터	10/nno+일/nbu+부터/jxc
시작할	시작/ncpa+하/xsv+ㄹ/etm
예정이었지만,	예정/ncn+이/jp+었/ep+지만/ecs+,/sp
자민련	자민련/nq
김종필총재에	김종필/nq+총재/ncn+에/jca
이어	잇/pvg+어/ecs
민주당	민주당/nq
조순총재까지	조순/nq+총재/ncn+까지/jxc
후보	후보/ncn
사퇴	사퇴/ncn
의사를	의사/ncn+를/jco
밝혀,	밝히/pvg+어/ecs+,/sp
일정이	일정/ncn+이/jcs
조정됐다.	조정/ncpa+되/xsv+었/ep+다/ef+./sf
이번	이번/ncn
토론회는	토론/ncn+회/xsn+는/jxc
다섯번째	다섯/nno+번째/nbu
TV토론회이지만,	TV/f+토론/ncn+회/xsn+이/jp+지만/ecs+,/sp
대선	대선/ncn
공고(26일)전의	공고/ncn+(/sl+26/nno+일/nbu+)/sr+전/ncn+의/jcm
마지막	마지막/ncn
TV토론회인데다	TV/f+토론/ncn+회/xsn+이/jp+ㄴ데다/ecs
TV3사가	TV/f+3/nnc+사/ncn+가/jcs
공동	공동/ncn
중계한다.	중계/ncpa+하/xsv+ㄴ다/ef+./sf
자연	자연/ncn
토론회이후	토론/ncn+회/xsn+이후/ncn
유권자들의	유권/ncn+자/xsn+들/xsn+의/jcm
반응,	반응/ncn+,/sp
후보간	후보/ncn+간/nbn
지지도	지지/ncn+도/xsn
변화	변화/ncn
추이가	추이/ncn+가/jcs
관심이다.	관심/ncn+이/jp+다/ef+./sf
정치권과	정치/ncn+권/xsn+과/jcj
여론조사	여론/ncn+조사/ncn
전문가들은	전문/ncn+가/xsn+들/xsn+은/jxc
이번	이번/ncn
토론회	토론/ncn+회/xsn
이후	이후/ncn
형성되는	형성/ncpa+되/xsv+는/etm
여론	여론/ncn
흐름이	흐름/ncn+이/jcs
사실상	사실/ncn+상/xsn
이번	이번/ncn
선거전을	선거/ncn+전/xsn+을/jco
좌우할	좌우/ncpa+하/xsv+ㄹ/etm
것으로	것/nbn+으로/jca
예상하고	예상/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
금주에는	금주/ncn+에/jca+는/jxc
또	또/mag
세후보	세/nnc+후보/ncn
진영의	진영/ncn+의/jcm
세의	세/ncn+의/jcm
윤곽이	윤곽/ncn+이/jcs
대체로	대체로/mag
잡힐	잡히/pvg+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
국민회의와	국민회의/nq+와/jcj
자민련은	자민련/nq+은/jxc
이미	이미/mag
손을	손/ncn+을/jco
잡았으므로,	잡/pvg+았/ep+으므로/ecs+,/sp
신한국당과	신한국당/nq+과/jcj
국민신당	국민신당/nq
간의	간/nbn+의/jcm
세력	세력/ncn
분포가	분포/ncn+가/jcs
어떻게	어떻/pad+게/ecs
될	되/pvg+ㄹ/etm
지가	지/nbn+가/jcs
관심이다.	관심/ncn+이/jp+다/ef+./sf
현재	현재/ncn
의석이	의석/ncn+이/jcs
1백50석인	1백/nnc+50/nnc+석/nbu+이/jp+ㄴ/etm
신한국당은	신한국당/nq+은/jxc
민주당	민주당/nq
의원	의원/ncn
11명중	11/nnc+명/nbu+중/nbn
몇명이	몇/nnc+명/nbu+이/jcs
따라	따르/pvg+아/ecs
오느냐,	오/pvg+느냐/ef+,/sp
당내	당/ncn+내/nbn
비주류가	비/xp+주류/ncn+가/jcs
얼마나	얼마나/mag
이탈하느냐에	이탈/ncpa+하/xsv+느냐/ef+에/jca
따라	따르/pvg+아/ecs
의석에	의석/ncn+에/jca
변화가	변화/ncn+가/jcs
오게	오/pvg+게/ecx
된다.	되/px+ㄴ다/ef+./sf
국민회의와	국민회의/nq+와/jcj
자민련	자민련/nq
의석의	의석/ncn+의/jcm
합계는	합계/ncn+는/jxc
1백24석이다.	1백/nnc+24/nnc+석/nbu+이/jp+다/ef+./sf
세	세/nnc
후보간	후보/ncn+간/nbn
싸움은	싸움/ncn+은/jxc
훨씬	훨씬/mag
치열해질	치열/ncps+하/xsm+어/ecx+지/px+ㄹ/etm
것이다.	것/nbn+이/jp+다/ef+./sf
지금까지	지금/ncn+까지/jxc
상황을	상황/ncn+을/jco
모호하게	모호/ncps+하/xsm+게/ecs
만들고	만들/pvg+고/ecx
있던	있/px+던/etm
구름들이	구름/ncn+들/xsn+이/jcs
걷혀,	걷히/pvg+어/ecs+,/sp
싸움판의	싸움/ncn+판/ncn+의/jcm
구조와	구조/ncn+와/jcj
적의	적/ncn+의/jcm
얼굴이	얼굴/ncn+이/jcs
명료해졌으므로	명료/ncps+하/xsm+어/ecx+지/px+었/ep+으므로/ecs
