<tdmsfile>
<tdmsfile>
Han3.hwp
먼저	먼저/mag
도청현장을	도청/ncn+현장/ncn+을/jco
급습했으나,	급습/ncpa+하/xsv+었/ep+으나/ecs+,/sp
체포된	체포/ncpa+되/xsv+ㄴ/etm
미	미/nq
대사관	대사/ncn+관/xsn
직원이	직원/ncn+이/jcs
외교관	외교/ncn+관/xsn
신분으로	신분/ncn+으로/jca
면책특권을	면책/ncn+특권/ncn+을/jco
부여받고	부여/ncn+받/xsv+고/ecx
있었기	있/px+었/ep+기/etn
때문에	때문/nbn+에/jca
사실관계만	사실/ncn+관계/ncn+만/jxc
조사한	조사/ncpa+하/xsv+ㄴ/etm
뒤	뒤/ncn
곧	곧/mag
석방했다고	석방/ncpa+하/xsv+었/ep+다고/ecs
신문은	신문/ncn+은/jxc
전했다.	전하/pvg+었/ep+다/ef+./sf
미대사관	미대사관/nq
직원은	직원/ncn+은/jxc
경찰	경찰/ncn
조사가	조사/ncn+가/jcs
끝난	끝나/pvg+ㄴ/etm
직후	직후/ncn
해외로	해외/ncn+로/jca
출국했으며,	출국/ncpa+하/xsv+었/ep+으며/ecc+,/sp
오스트리아	오스트리아/nq
외무부	외무부/ncn
대변인은	대변/ncn+인/xsn+은/jxc
이	이/mmd
사건이	사건/ncn+이/jcs
이미	이미/mag
해결됐다고	해결/ncpa+되/xsv+었/ep+다고/ecs
밝혔다고	밝히/pvg+었/ep+다고/ecs
신문은	신문/ncn+은/jxc
덧붙였다.	덧붙이/pvg+었/ep+다/ef+./sf
`전쟁터의	`/sl+전쟁/ncn+터/ncn+의/jcm
베트남	베트남/nq
소녀'가	소녀/ncn+'/sr+가/jcs
유엔대사가	유엔/nq+대사/ncn+가/jcc
됐다.	되/xsv+었/ep+다/ef+./sf
유엔은	유엔/nq+은/jxc
4일	4/nno+일/nbu
지난	지나/pvg+ㄴ/etm
72년	72/nno+년/nbu
베트남전	베트남전/nq
당시	당시/ncn
미군의	미군/ncn+의/jcm
네이팜탄	네이팜탄/nq
폭격에	폭격/ncn+에/jca
놀라	놀라/pvg+아/ecs
벌거벗은	벌거벗/pvg+은/etm
채	채/nbn
달아나는	달아나/pvg+는/etm
사진으로	사진/ncn+으로/jca
전세계에	전/mma+세계/ncn+에/jca
널리	널리/mag
알려진	알려지/pvg+ㄴ/etm
베트남	베트남/nq
여인	여인/ncn
판티	nq[판티/nq
킴푹(34)을	킴푹/nq]nq+(/sl+34/nnc+)/sr+을/jco
유네스코	유네스코/nq
평화친선대사로	평화/ncn+친선/ncn+대사/ncn+로/jca
임명했다고	임명/ncpa+하/xsv+었/ep+다고/ecs
일본	일본/nq
<지지통신>이                   </sl+지지/ncn+통신/ncn+>/sr+이/jcs
5일	5/nno+일/nbu
보도했다.	보도/ncpa+하/xsv+었/ep+다/ef+./sf
72년	72/nno+년/nbu
6월	6/nno+월/nbu
거주지인	거주/ncn+지/xsn+이/jp+ㄴ/etm
트람방	트람방/nq
등지에	등지/nbn+에/jca
대한	대하/pvg+ㄴ/etm
미	미/nq
전폭기의	전폭/ncn+기/xsn+의/jcm
집중폭격으로	집중/ncn+폭격/ncn+으로/jca
온몸에	온몸/ncn+에/jca
불이	불/ncn+이/jcs
붙은	붙/pvg+은/etm
킴푹의	킴푹/nq+의/jcm
충격적인	충격/ncn+적/xsn+이/jp+ㄴ/etm
모습은	모습/ncn+은/jxc
그	그/mmd
뒤	뒤/ncn
반전운동에	반전/ncn+운동/ncn+에/jca
커다란	커다랗/paa+ㄴ/etm
경각심을	경각/ncn+심/xsn+을/jco
불러일으켰으며,	부르/pvg+어/ecs+일으키/pvg+었/ep+으며/ecc+,/sp
이	이/mmd
장면을	장면/ncn+을/jco
찍어	찍/pvg+어/ecs
보도한	보도/ncpa+하/xsv+ㄴ/etm
의	nq[의/nq
콩닉웃	콩닉웃/nq]nq
기자는	기자/ncn+는/jxc
73년	73/nno+년/nbu
퓰리처상을	퓰리처상/nq+을/jco
받았다.	받/pvg+았/ep+다/ef+./sf
당시	당시/ncn
9살이던	9/nno+살/nbu+이/jp+던/etm
킴푹은	킴푹/nq+은/jxc
중화상을	중화상/ncn+을/jco
입고	입/pvg+고/ecc
1년	1/nnc+년/nbu
2개월	2/nnc+개월/nbu
동안	동안/ncn
17차례의	17/nno+차례/nbu+의/jcm
수술을	수술/ncn+을/jco
받았으며,	받/pvg+았/ep+으며/ecc+,/sp
현재는	현재/ncn+는/jxc
캐나다	캐나다/nq
토론토에서	토론토/nq+에서/jca
두	두/mma
아이의	아이/ncn+의/jcm
엄마가	엄마/ncn+가/jcc
돼	되/pvg+어/ecs
행복하게	행복/ncps+하/xsm+게/ecs
살고	살/pvg+고/ecx
있다.	있/px+다/ef+./sf
하성봉	하성봉/nq
기자	기자/ncn
.	./sp
최씨는	최/nq+씨/xsn+는/jxc
도쿄대	도쿄대/nq
대학원을	대학/ncn+원/xsn+을/jco
수료한	수료/ncpa+하/xsv+ㄴ/etm
뒤	뒤/ncn
민단	민단/nq
후쿠시마현	후쿠시마현/nq
지방본부	지방/ncn+본부/ncn
단장	단장/ncn
등을	등/nbn+을/jco
역임했다.	역임/ncpa+하/xsv+었/ep+다/ef+./sf
중국과	중국/nq+과/jcj
일본은	일본/nq+은/jxc
군사교류	군사/ncn+교류/ncn
활성화	활성/ncn+화/xsn
차원에서	차원/ncn+에서/jca
중국	중국/nq
인민해방군	인민/ncn+해방/ncn+군/ncn
군의관	군의/ncn+관/xsn
2명을	2/nnc+명/nbu+을/jco
내년	내년/ncn
봄부터	봄/ncn+부터/jxc
1년간	1/nnc+년/nbu+간/xsn
일본의	일본/nq+의/jcm
방위의과대학에	방위/ncn+의과/ncn+대학/ncn+에/jca
연수시키기로	연수/ncn+시키/xsv+기/etn+로/jca
합의했다고	합의/ncpa+하/xsv+었/ep+다고/ecs
<마이니치신문>이               </sl+마이니치신문/nq+>/sr+이/jcs
5일	5/nno+일/nbu
보도했다.	보도/ncpa+하/xsv+었/ep+다/ef+./sf
중국	중국/nq
해방군	해방/ncn+군/ncn
관계자가	관계/ncn+자/xsn+가/jcs
일본	일본/nq
방위당국에	방위/ncn+당국/ncn+에/jca
장기간	장기간/ncn
연수하기로	연수/ncpa+하/xsv+기/etn+로/jca
한	하/pvg+ㄴ/etm
것은	것/nbn+은/jxc
이번이	이/mmd+번/nbn+이/jcs
처음이며	처음/ncn+이/jp+며/ecc
일본	일본/nq
정부는	정부/ncn+는/jxc
이번	이/mmd+번/nbn
일이	일/ncn+이/jcs
두	두/mma
나라	나라/ncn
군당국간	군/ncn+당국/ncn+간/nbn
신뢰조성으로	신뢰/ncn+조성/ncn+으로/jca
이어지기를	이어지/pvg+기/etn+를/jco
기대하고	기대/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
한편	한편/maj
일본	일본/nq
방위청도	방위청/ncn+도/jxc
자위대	자위대/nq
군의관의	군의/ncn+관/xsn+의/jcm
중국	중국/nq
장기	장기/ncn
연수	연수/ncn
파견을	파견/ncn+을/jco
검토중이다.	검토/ncn+중/nbn+이/jp+다/ef+./sf
만리장성	만리장성/nq
건설에	건설/ncn+에/jca
버금가는	버금가/pvg+는/etm
대역사로	대/xp+역사/ncn+로/jca
일컬어지는	일컬어지/pvg+는/etm
양쯔강	양쯔강/nq
싼샤(삼협)댐	nq[싼샤/nq+(/sl+삼협/nq+)/sr+댐/ncn]nq
1차	1/nno+차/nbu
물막이	물/ncn+막이/ncn
공사가	공사/ncn+가/jcs
8일	8/nno+일/nbu
완공된다.	완공/ncpa+되/xsv+ㄴ다/ef+./sf
지난	지나/pvg+ㄴ/etm
93년	93/nno+년/nbu
12월	12/nno+월/nbu
공사를	공사/ncn+를/jco
시작한	시작/ncpa+하/xsv+ㄴ/etm
지	지/nbn
4년만에	4/nno+년/nbu+만/jxc+에/jca
양쯔강	양쯔강/nq
본류의	본류/ncn+의/jcm
물길을	물길/ncn+을/jco
막는	막/pvg+는/etm
임시	임시/ncn
댐의	댐/ncn+의/jcm
모습이	모습/ncn+이/jcs
드러나게	드러나/pvg+게/ecx
되는	되/px+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
중국	중국/nq
<중앙텔레비전>은               </sl+중앙텔레비전/nq+>/sr+은/jxc
이날	이/mmd+날/ncn
양쯔강이	양쯔강/nq+이/jcs
처음	처음/ncn
인간의	인간/ncn+의/jcm
손에	손/ncn+에/jca
의해	의하/pvg+어/ecs
흐름이	흐름/ncn+이/jcs
저지되는	저지/ncpa+되/xsv+는/etm
역사적인	역사/ncn+적/xsn+이/jp+ㄴ/etm
순간을	순간/ncn+을/jco
14시간	14/nnc+시간/nbu
생방송을	생/xp+방송/ncn+을/jco
통해	통하/pvg+어/ecs
전국에	전국/ncn+에/jca
방송할	방송/ncpa+하/xsv+ㄹ/etm
예정이다.	예정/ncn+이/jp+다/ef+./sf
관영	관영/ncn
<인민일보>를                   </sl+인민일보/nq+>/sr+를/jco
비롯한	비롯/ncpa+하/xsv+ㄴ/etm
각	각/mma
신문도	신문/ncn+도/jxc
한달	한/nnc+달/nbu
전부터	전/ncn+부터/jxc
대대적인	대대/ncn+적/xsn+이/jp+ㄴ/etm
특집을	특집/ncn+을/jco
통해	통하/pvg+어/ecs
분위기를	분위기/ncn+를/jco
조성하고	조성/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
싼샤댐	싼샤댐/nq
건설	건설/ncn
최고	최고/ncn
책임자인	책임/ncn+자/xsn+이/jp+ㄴ/etm
리펑	리펑/nq
국무원	국무/ncn+원/xsn
총리는	총리/ncn+는/jxc
최근	최근/mag
공사현장	공사/ncn+현장/ncn
부근의	부근/ncn+의/jcm
수몰민	수몰/ncn+민/xsn
정착촌을	정착/ncn+촌/xsn+을/jco
방문해	방문/ncpa+하/xsv+어/ecx
댐	댐/ncn
공사로	공사/ncn+로/jca
인해	인하/pvg+어/ecs
삶의	삶/ncn+의/jcm
터전이	터전/ncn+이/jcs
바뀐	바뀌/pvg+ㄴ/etm
이주민들을	이주/ncn+민/xsn+들/xsn+을/jco
위로했다.	위로/ncpa+하/xsv+었/ep+다/ef+./sf
중국	중국/nq
정부는	정부/ncn+는/jxc
싼샤댐	싼샤댐/nq
건설에	건설/ncn+에/jca
대한	대하/pvg+ㄴ/etm
외부의	외부/ncn+의/jcm
부정적	부정/ncn+적/xsn
시각을	시각/ncn+을/jco
애써	애/ncn+쓰/pvg+어/ecs
무시한	무시/ncpa+하/xsv+ㄴ/etm
채	채/nbn
공사에	공사/ncn+에/jca
박차를	박차/ncn+를/jco
가하고	가하/pvg+고/ecx
있다.	있/px+다/ef+./sf
양쯔강과	양쯔강/nq+과/jct
함께	함께/mag
중국인의	중국/nq+인/xsn+의/jcm
젖줄로	젖줄/ncn+로/jca
불리는	불리/pvg+는/etm
황허	황허/nq
상류도	상류/ncn+도/jxc
지난	지나/pvg+ㄴ/etm
달	달/ncn
28일	28/nno+일/nbu
댐	댐/ncn
건설을	건설/ncn+을/jco
위해	위하/pvg+어/ecs
막았다.	막/pvg+았/ep+다/ef+./sf
중국	중국/nq
정부는	정부/ncn+는/jxc
경제건설	경제/ncn+건설/ncn
목적으로	목적/ncn+으로/jca
동시에	동시에/mag
두	두/nnc
개의	개/nbu+의/jcm
중국	중국/nq
최대	최대/ncn
강을	강/ncn+을/jco
막아놓는	막/pvg+아/ecx+놓/px+는/etm
셈이	셈/nbn+이/jcc
된다.	되/pvg+ㄴ다/ef+./sf
물론	물론/mag
임시	임시/ncn
물막이댐이	물/ncn+막이/ncn+댐/ncn+이/jcs
완공된다고	완공/ncpa+되/xsv+ㄴ다/ef+고/jcr
해서	하/pvg+어서/ecs
양쯔강이	양쯔강/nq+이/jcs
완전히	완전/ncn+히/xsa
막히는	막히/pvg+는/etm
것은	것/nbn+은/jxc
아니다.	아니/paa+다/ef+./sf
한쪽으로는	한쪽/ncn+으로/jca+는/jxc
물이	물/ncn+이/jcs
흐르는	흐르/pvg+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
이를	이/npd+를/jco
위해	위하/pvg+어/ecs
강	강/ncn
남쪽에	남쪽/ncn+에/jca
높이	높이/mag
58m,	58/nnc+m/su+,/sp
길이	길이/ncn
3726m의	3726/nnc+m/su+의/jcm
물길	물길/ncn
가르는	가르/pvg+는/etm
임시제방이	임시/ncn+제방/ncn+이/jcs
이미	이미/mag
완공된	완공/ncpa+되/xsv+ㄴ/etm
상태다.	상태/ncn+이/jp+다/ecs+./sf
임시	임시/ncn
물막이댐은	물/ncn+막이/ncn+댐/ncn+은/jxc
높이	높이/ncn
82m에	82/nnc+m/su+에/jca
길이	길이/ncn
2438m로	2438/nnc+m/su+로/jca
싼샤댐이	싼샤댐/nq+이/jcs
완공될	완공/ncpa+되/xsv+ㄹ/etm
때까지	때/nbn+까지/jxc
양쯔강의	양쯔강/nq+의/jcm
흐름을	흐름/ncn+을/jco
막게	막/pvg+게/ecx
된다.	되/px+ㄴ다/ef+./sf
양쯔강과학원	양쯔강/nq+과학/ncn+원/xsn
소속의	소속/ncn+의/jcm
전문가	전문/ncn+가/xsn
60여명은	60/nnc+여/xsn+명/nbu+은/jxc
이를	이/npd+를/jco
위해	위하/pvg+어/ecs
150대	150/nnc+대/nbn
1로	1/nnc+로/jca
축소한	축소/ncpa+하/xsv+ㄴ/etm
임시	임시/ncn
물막이댐	물/ncn+막이/ncn+댐/ncn
모형을	모형/ncn+을/jco
만들어	만들/pvg+어/ecs
가상실험을	가상/ncn+실험/ncn+을/jco
하기도	하/pvg+기/etn+도/jxc
했다.	하/pvg+었/ep+다/ef+./sf
당연히	당연/ncn+히/xsa
댐이	댐/ncn+이/jcs
완공되면	완공/ncpa+되/xsv+면/ecs
환경파괴	환경/ncn+파괴/ncn
뿐	뿐/nbn
아니라	아니/paa+라/ecs
물의	물/ncn+의/jcm
역류현상으로	역류/ncn+현상/ncn+으로/jca
상류지역에	상류/ncn+지역/ncn+에/jca
대홍수가	대/xp+홍수/ncn+가/jcs
발생할	발생/ncpa+하/xsv+ㄹ/etm
것이라는	것/nbn+이/jp+라는/etm
예측도	예측/ncn+도/jxc
나오고	나오/pvg+고/ecx
있다.	있/px+다/ef+./sf
오는	오/pvg+는/jxc
2009년	2009/nno+년/nbu
완공될	완공/ncpa+되/xsv+ㄹ/etm
싼샤댐은	싼샤댐/nq+은/jxc
총	총/xp
공사비	공사/ncn+비/xsn
2050억위안(약	2050억/nnc+위안/nbu+(/sl+약/mma
20조5000억원)에	20조/nnc+5000억/nnc+원/nbu+)/sr+에/jca
높이	높이/ncn
175m,	175/nnc+m/su+,/sp
길이	길이/ncn
2310m	2310/nnc+m/su
규모로	규모/ncn+로/jca
현재	현재/ncn
세계	세계/ncn
최대규모인	최대/ncn+규모/ncn+이/jp+ㄴ/etm
브라질	브라질/nq
이과수댐의	이과수댐/nq+의/jcm
3배에	3/nnc+배/nbu+에/jca
달한다.	달하/pvg+ㄴ다/ef+./sf
3일	3/nno+일/nbu
재개된	재개/ncpa+되/xsv+ㄴ/etm
이스라엘과	이스라엘/nq+과/jcj
팔레스타인간의	팔레스타인/nq+간/nbn+의/jcm
평화회담은	평화/ncn+회담/ncn+은/jxc
이스라엘이	이스라엘/nq+이/jcs
4일	4/nno+일/nbu
유대정착촌	유대/ncn+정착/ncn+촌/xsn
건설을	건설/ncn+을/jco
발표함에	발표/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
앞날이	앞날/ncn+이/jcs
더욱	더욱/mag
불투명해졌다.	불/xp+투명/ncps+하/xsm+어/ecx+지/px+었/ep+다/ef+./sf
이스라엘	이스라엘/nq
주택부는	주택/ncn+부/xsn+는/jxc
이날	이/mmd+날/ncn
동예루살렘	동예루살렘/nq
유대정착촌	유대/ncn+정착/ncn+촌/xsn
건설을	건설/ncn+을/jco
연기하라는	연기/ncpa+하/xsv+라는/etm
미국의	미국/nq+의/jcm
요청에도	요청/ncn+에/jca+도/jxc
불구하고	불구/ncpa+하/xsv+고/ecc
내년에	내년/ncn+에/jca
1차분	1/nno+차/nbu+분/xsn
1000가구의	1000/nnc+가구/nbu+의/jcm
정착촌	정착/ncn+촌/xsn
건설을	건설/ncn+을/jco
시작할	시작/ncpa+하/xsv+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
확인했다.	확인/ncpa+하/xsv+었/ep+다/ef+./sf
이런	이런/mmd
방침은	방침/ncn+은/jxc
워싱턴에서	워싱턴/nq+에서/jca
이스라엘과	이스라엘/nq+과/jcj
팔레스타인이	팔레스타인/nq+이/jcs
평화회담을	평화/ncn+회담/ncn+을/jco
재개한	재개/ncpa+하/xsv+ㄴ/etm
시점에	시점/ncn+에/jca
나온	나오/pvg+ㄴ/etm
것으로,	것/nbn+으로/jca+,/sp
회담에	회담/ncn+에/jca
임하는	임하/pvg+는/etm
이스라엘쪽이	이스라엘/nq+쪽/nbn+이/jcs
합의도달에	합의/ncn+도달/ncn+에/jca
성의가	성의/ncn+가/jcs
없다는	없/paa+다는/etm
비판이	비판/ncn+이/jcs
나오고	나오/pvg+고/ecx
있다.	있/px+다/ef+./sf
야세르	nq[야세르/nq
아라파트	아라파트/nq]nq
팔레스타인자치정부	팔레스타인/nq+자치/ncn+정부/ncn
수반은	수반/ncn+은/jxc
이날	이/mmd+날/ncn
이스라엘쪽이	이스라엘/nq+쪽/nbn+이/jcs
워싱턴회담에	워싱턴/nq+회담/ncn+에/jca
임할	임하/pvg+ㄹ/etm
준비가	준비/ncn+가/jcc
돼	되/pvg+어/ecx
있는지	있/px+는지/ecs
의심스럽다고	의심/ncn+스럽/xsm+다/ef+고/jcr
비난했다.	비난/ncpa+하/xsv+었/ep+다/ef+./sf
이스라엘의	이스라엘/nq+의/jcm
온건정당인	온건/ncn+정당/ncn+이/jp+ㄴ/etm
메레츠당	메레츠당/nq
역시	역시/mag
정착촌	정착/ncn+촌/xsn
건설결정을	건설/ncn+결정/ncn+을/jco
`도발적'이라고	`/sl+도발/ncn+적/xsn+'/sr+이/jp+라고/ecs
비판하면서	비판/ncpa+하/xsv+면서/ecc
다음	다음/mmd
주에	주/ncn+에/jca
네타냐후	네타냐후/nq
총리	총리/ncn
정부에	정부/ncn+에/jca
대한	대하/pvg+ㄴ/etm
불신임안을	불/xp+신임/ncn+안/ncn+을/jco
의회에	의회/ncn+에/jca
제출할	제출/ncpa+하/xsv+ㄹ/etm
것을	것/nbn+을/jco
다짐했다.	다짐/ncpa+하/xsv+었/ep+다/ef+./sf
한편	한편/maj
이스라엘과	이스라엘/nq+과/jcj
팔레스타인	팔레스타인/nq
협상대표들은	협상/ncn+대표/ncn+들/xsn+은/jxc
4일	4/nno+일/nbu
워싱턴에서	워싱턴/nq+에서/jca
이틀째	이틀/ncn+째/xsn
평화회담을	평화/ncn+회담/ncn+을/jco
열었으나	열/pvg+었/ep+으나/ecs
이스라엘군	이스라엘/nq+군/ncn
철수	철수/ncn
및	및/maj
유대정착촌	유대/ncn+정착/ncn+촌/xsn
건설	건설/ncn
문제	문제/ncn
등을	등/nbn+을/jco
둘러싸고	두르/pvg+어/ecs+싸/pvg+고/ecc
여전히	여전/ncn+히/xsa
이견을	이견/ncn+을/jco
좁히지	좁히/pvg+지/ecx
못했다.	못하/px+었/ep+다/ef+./sf
이날	이/mmd+날/ncn
회담에서	회담/ncn+에서/jca
팔레스타인쪽은	팔레스타인/nq+쪽/nbn+은/jxc
이스라엘이	이스라엘/nq+이/jcs
앞서	앞서/mag
합의한	합의/ncpa+하/xsv+ㄴ/etm
대로	대로/nbn
요르단강	요르단강/nq
서안에서	서안/ncn+에서/jca
군대를	군대/ncn+를/jco
철수할	철수/ncpa+하/xsv+ㄹ/etm
것과	것/nbn+과/jcj
유대정착촌	유대/ncn+정착/ncn+촌/xsn
건설을	건설/ncn+을/jco
중지할	중지/ncpa+하/xsv+ㄹ/etm
것을	것/nbn+을/jco
거듭	거듭/mag
촉구했다.	촉구/ncpa+하/xsv+었/ep+다/ef+./sf
해상자위대의	해상/ncn+자위대/ncn+의/jcm
교전수칙은	교전/ncn+수칙/ncn+은/jxc
일본	일본/nq
정부가	정부/ncn+가/jcs
지난	지나/pvg+ㄴ/etm
9월	9/nno+월/nbu
미국과	미국/nq+과/jct
합의한	합의/ncpa+하/xsv+ㄴ/etm
새	새/mma
방위협력지침에	방위/ncn+협력/ncn+지침/ncn+에/jca
따라	따르/pvg+아/ecs
미군과	미군/ncn+과/jct
협력할	협력/ncpa+하/xsv+ㄹ/etm
때	때/nbn
활용할	활용/ncpa+하/xsv+ㄹ/etm
실전	실전/ncn
교범의	교범/ncn+의/jcm
근거가	근거/ncn+가/jcc
될	되/pvg+ㄹ/etm
수	수/nbn
있다.	있/paa+다/ef+./sf
교전수칙은	교전/ncn+수칙/ncn+은/jxc
함장과	함장/ncn+과/jcj
기장에게	기장/ncn+에게/jca
무력을	무력/ncn+을/jco
사용할	사용/ncpa+하/xsv+ㄹ/etm
경우	경우/nbn
미리	미리/mag
정해진	정하/pvg+어/ecx+지/px+ㄴ/etm
시나리오에	시나리오/ncn+에/jca
따를	따르/pvg+ㄹ/etm
것과	것/nbn+과/jcj
무력사용을	무력/ncn+사용/ncn+을/jco
제한하도록	제한/ncpa+하/xsv+도록/ecs
규정하고	규정/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
그러나	그러나/maj
94년,	94/nno+년/nbu+,/sp
95년	95/nno+년/nbu
교전수칙은	교전/ncn+수칙/ncn+은/jxc
접근	접근/ncn
선박에	선박/ncn+에/jca
대해	대하/pvg+어/ecs
선제공격을	선제/ncn+공격/ncn+을/jco
할	하/pvg+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
하는	하/pvg+는/etm
한편	한편/maj
미사일을	미사일/ncn+을/jco
장착한	장착/ncpa+하/xsv+ㄴ/etm
것으로	것/nbn+으로/jca
추정되는	추정/ncpa+되/xsv+는/etm
정체불명의	정체/ncn+불명/ncn+의/jcm
잠수함이	잠수함/ncn+이/jcs
접근하는	접근/ncpa+하/xsv+는/etm
경우에도	경우/ncn+에/jca+도/jxc
경고	경고/ncn
없이	없/paa+이/ecs
공격할	공격/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있도록	있/paa+도록/ecs
허용하고	허용/ncpa+하/xsv+고/ecx
있다.	있/px+다/ef+./sf
빈주재	빈/nq+주재/ncn
미국	미국/nq
대사관이	대사/ncn+관/xsn+이/jcs
북한	북한/nq
대사관	대사/ncn+관/xsn
고위	고위/ncn
관리의	관리/ncn+의/jcm
전화를	전화/ncn+를/jco
도청한	도청/ncpa+하/xsv+ㄴ/etm
사실이	사실/ncn+이/jcs
적발됐으나	적발/ncpa+되/xsv+었/ep+으나/ecc
미국과	미국/nq+과/jcj
오스트리아	오스트리아/nq
정부가	정부/ncn+가/jcs
이	이/mmd
문제를	문제/ncn+를/jco
외교적	외교/ncn+적/xsn
경로를	경로/ncn+를/jco
통해	통하/pvg+어/ecs
`해결'했다고	`/sl+해결/ncn+'/sr+하/xsv+었/ep+다고/ecs
빈에서	빈/nq+에서/jca
발행되는	발행/ncpa+되/xsv+는/etm
일간지	일간/ncn+이/jcs
쿠리어가	쿠리어/nq+가/jcs
5일	5/nno+일/nbu
폭로했다.	폭로/ncpa+하/xsv+었/ep+다/ef+./sf
쿠리어지는	쿠리어지/nq+는/jxc
미	미/nq
대사관	대사/ncn+관/xsn
직원이	직원/ncn+이/jcs
지난주	지나/pvg+ㄴ/etm+주/ncn
한	한/nnc
아파트에서	아파트/ncn+에서/jca
빈주재	빈/nq+주재/ncn
북한	북한/nq
대사관소속	대사/ncn+관/xsn+소속/ncn
1등서기관의	1/nno+등/nbu+서기/ncn+관/xsn+의/jcm
개인	개인/ncn
전화기와	전화/ncn+기/xsn+와/jct
연결된	연결/ncpa+되/xsv+ㄴ/etm
녹음기에	녹음/ncn+기/xsn+에/jca
카세트	카세트/ncn
테이프를	테이프/ncn+를/jco
교환하던중	교환/ncpa+하/xsv+던/etm+중/nbn
경찰에	경찰/ncn+에/jca
체포됐다고	체포/ncpa+되/xsv+었/ep+다고/ecs
보도했다.	보도/ncpa+하/xsv+었/ep+다/ef+./sf
지난	지나/pvg+ㄴ/etm
6월	6/nno+월/nbu
도청	도청/ncn
가능성을	가능/ncn+성/xsn+을/jco
인지한	인지/ncpa+하/xsv+ㄴ/etm
빈	빈/nq
경찰은	경찰/ncn+은/jxc
수주간	수주/ncn+간/xsn
문제의	문제/ncn+의/jcm
아파트를	아파트/ncn+를/jco
감시해오다	감시/ncpa+하/xsv+어/ecx+오/px+다/ecs
도청현장을	도청/ncn+현장/ncn+을/jco
급습했으나	급습/ncpa+하/xsv+었/ep+으나/ecs
체포된	체포/ncpa+되/xsv+ㄴ/etm
미	미/nq
대사관직원이	대사/ncn+관/xsn+직원/ncn+이/jcs
외교관	외교/ncn+관/xsn
신분으로	신분/ncn+으로/jca
면책특권을	면책/ncn+특권/ncn+을/jco
부여받고	부여/ncn+받/xsv+고/ecx
있었기	있/px+었/ep+기/etn
때문에	때문/nbn+에/jca
사실관계를	사실/ncn+관계/ncn+를/jco
조사한	조사/ncpa+하/xsv+ㄴ/etm
뒤	뒤/ncn
곧	곧/mag
석방했다고	석방/ncpa+하/xsv+었/ep+다고/ecs
신문은	신문/ncn+은/jxc
전했다.	전하/pvg+었/ep+다/ef+./sf
미대사관	미대사관/nq
직원은	직원/ncn+은/jxc
경찰의	경찰/ncn+의/jcm
조사가	조사/ncn+가/jcs
끝난	끝나/pvg+ㄴ/etm
직후	직후/ncn
해외로	해외/ncn+로/jca
출국했으며	출국/ncpa+하/xsv+었/ep+으며/ecc
오스트리아	오스트리아/nq
외무부대변인은	외무부/nq+대변/ncn+인/xsn+은/jxc
이	이/mmd
사건이	사건/ncn+이/jcs
이미	이미/mag
`해결'됐다고	`/sl+해결/ncn+'/sr+되/xsv+었/ep+다고/ecs
밝혔다고	밝히/pvg+었/ep+다고/ecs
신문은	신문/ncn+은/jxc
덧붙였다.	덧붙이/pvg+었/ep+다/ef+./sf
임금	임금/ncn
인상을	인상/ncn+을/jco
요구하는	요구/ncpa+하/xsv+는/etm
프랑스	프랑스/nq
트럭	트럭/ncn
운전사들은	운전/ncn+사/xsn+들/xsn+은/jxc
전국	전국/ncn
141개의	141/nnc+개/nbu+의/jcm
주요	주요/ncn
도로를	도로/ncn+를/jco
봉쇄한	봉쇄/ncpa+하/xsv+ㄴ/etm
채	채/nbn
