<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0098.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0098.txt </filename>
<title> 교실 밖 국사여행 </title>
<author>역사학연구소   </author>
<date> 1993 </date>
<publisher>사계절출판사  </publisher>
<kdc>911  </kdc>
<ddc>951.9  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
도구를	도구/ncn+를/jco
쓰는	쓰/pvg+는/etm
방법인	방법/ncn+이/jp+ㄴ/etm
이두를	이두/ncn+를/jco
고안하였는데	고안/ncpa+하/xsv+었/ep+는데/ecs
,	,/sp
그것은	그것/npd+은/jxc
한문	한문/ncn
경전을	경전/ncn+을/jco
읽는	읽/pvg+는/etm
데	데/nbn
지금도	지금/ncn+도/jxc
쓰이고	쓰이/pvg+고/ecx
있다	있/px+다/ef
.	./sf
원효는	원효/nq+는/jxc
설총을	설총/nq+을/jco
낳은	낳/pvg+은/etm
뒤로는	뒤/ncn+로/jca+는/jxc
스님들이	스님/ncn+들/xsn+이/jcs
수행하면서	수행/ncpa+하/xsv+면서/ecs
지켜야	지키/pvg+어야/ecx
하는	하/px+는/etm
계율을	계율/ncn+을/jco
어겼다	어기/pvg+었/ep+다/ef
하여	하/pvg+어/ecs
스스로	스스로/mag
이름을	이름/ncn+을/jco
소성	소성/nq
거사라고	거사/ncn+라고/jxc
바꾸었다	바꾸/pvg+었/ep+다/ef
.	./sf
거사란	거사/ncn+란/jxc
,	,/sp
불교에서	불교/nq+에서/jca
출가하지	출가/ncpa+하/xsv+지/ecx
않은	않/px+은/etm
남자	남자/ncn
신자를	신자/ncn+를/jco
가리키는	가리키/pvg+는/etm
말이다	말/ncn+이/jp+다/ef
.	./sf
그는	그/npp+는/jxc
승복을	승복/ncn+을/jco
벗어	벗/pvg+어/ecx
버리고	버리/px+고/ecc
보통	보통/ncn
사람들의	사람/ncn+들/xsn+의/jcm
옷을	옷/ncn+을/jco
입었다	입/pvg+었/ep+다/ef
.	./sf
"	"/sl
나무아미타불	나무아미타불/ncn
!"	!/sf+"/sr
을	을/jco
외었다	외/pvg+었/ep+다/ef
.	./sf
이	이/mmd
말은	말/ncn+은/jxc
아미타부처님께	아미타부처/nq+님/xsn+께/jca
귀의한다는	귀의/ncpa+하/xsv+ㄴ다는/etm
뜻인데	뜻/ncn+이/jp+ㄴ데/ecs
,	,/sp
아미타불의	아미타불/nq+의/jcm
이름을	이름/ncn+을/jco
지성으로	지성/ncn+으로/jca
부르면	부르/pvg+면/ecs
어려운	어렵/paa+ㄴ/etm
불교	불교/nq
교리를	교리/ncn+를/jco
몰라도	모르/pvg+아도/ecs
,	,/sp
죽어서	죽/pvg+어서/ecs
서쪽에	서쪽/ncn+에/jca
있는	있/paa+는/etm
극락	극락/ncn
정토에	정토/ncn+에/jca
태어난다고	태어나/pvg+ㄴ다고/ecs
하였다	하/pvg+었/ep+다/ef
.	./sf
이리하여	이리하/pvg+어/ecs
궁벽한	궁벽/ncps+하/xsm+ㄴ/etm
촌의	촌/ncn+의/jcm
가난하고	가난/ncps+하/xsm+고/ecc
무지한	무지/ncps+하/xsm+ㄴ/etm
사람들도	사람/ncn+들/xsn+도/jxc
부처님을	부처/nq+님/xsn+을/jco
알게	알/pvg+게/ecx
되었고	되/px+었/ep+고/ecc
,	,/sp
모두	모두/mag
"	"/sl
나무아미타불	나무아미타불/ncn
!"	!/sf+"/sr
이라고	이/jp+라고/jcr
염불을	염불/ncn+을/jco
하게	하/pvg+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
이때	이때/npd
,	,/sp
사람들은	사람/ncn+들/xsn+은/jxc
계속되는	계속/ncpa+되/xsv+는/etm
전쟁을	전쟁/ncn+을/jco
치르느라	치르/pvg+느라/ecs
무거운	무겁/paa+ㄴ/etm
역과	역/ncn+과/jcj
군대의	군대/ncn+의/jcm
부담에	부담/ncn+에/jca
지쳐	지치/pvg+어/ecx
있었던	있/px+었/ep+던/etm
터이라	터/nbn+이/jp+라/ef
,	,/sp
원효의	원효/nq+의/jcm
가르침을	가르치/pvg+ㅁ/etn+을/jco
따라	따르/pvg+아/ecs
아미타불과	아미타불/ncn+과/jcj
극락	극락/ncn
정토를	정토/ncn+를/jco
널리	널리/mag
믿고	믿/pvg+고/ecc
위안을	위안/ncn+을/jco
얻었다	얻/pvg+었/ep+다/ef
.	./sf
이로부터	이/npd+로/jca+부터/jxc
원효는	원효/nq+는/jxc
정한	정하/pvg+ㄴ/etm
곳이	곳/ncn+이/jcs
없이	없/paa+이/xsa
온	온/mma
나라를	나라/ncn+를/jco
두루	두루/mag
돌아다니며	돌/pvg+아/ecs+다니/pvg+며/ecc
일반	일반/ncn
백성들에게	백성/ncn+들/xsn+에게/jca
부처의	부처/nq+의/jcm
가르침을	가르치/pvg+ㅁ/etn+을/jco
전하였다	전하/pvg+었/ep+다/ef
.	./sf
그래서	그래서/maj
지금도	지금/ncn+도/jxc
우리	우리/npp
나라	나라/ncn
곳곳에는	곳곳/ncn+에/jca+는/jxc
원효와	원효/nq+와/jcj
인연이	인연/ncn+이/jcs
있다는	있/paa+다는/etm
절이	절/ncn+이/jcs
많이	많이/mag
있다	있/paa+다/ef
.	./sf
원효는	원효/nq+는/jxc
당시까지	당시/ncn+까지/jxc
전해진	전하/pvg+어/ecx+지/px+ㄴ/etm
여러	여러/mma
경전을	경전/ncn+을/jco
공부하고	공부/ncpa+하/xsv+고/ecc
독자적으로	독자/ncn+적/xsn+으로/jca
해석하여	해석/ncpa+하/xsv+어/ecs
많은	많/paa+은/etm
저술을	저술/ncn+을/jco
남겼다	남기/pvg+었/ep+다/ef
.	./sf
당시	당시/ncn
논쟁이	논쟁/ncn+이/jcc
되고	되/pvg+고/ecx
있던	있/px+던/etm
불교학	불교/nq+학/xsn
문제들에	문제/ncn+들/xsn+에/jca
대해서도	대하/pvg+어서/ecs+도/jxc
그것은	그것/npd+은/jxc
하나의	하나/ncn+의/jcm
이치로	이치/ncn+로/jca
귀결된다는	귀결/ncpa+되/xsv+ㄴ다는/etm
입장에서	입장/ncn+에서/jca
그	그/mmd
뜻을	뜻/ncn+을/jco
밝혀	밝히/pvg+어/ecx
내었다	내/px+었/ep+다/ef
.	./sf
여러	여러/mma
강물이	강물/ncn+이/jcs
흘러	흐르/pvg+어/ecs
바다로	바다/ncn+로/jca
들어가면	들/pvg+어/ecx+가/px+면/ecs
모두	모두/mag
한가지로	한/nnc+가지/nbu+로/jca
짠맛의	짜/paa+ㄴ/etm+맛/ncn+의/jcm
바닷물이	바다/ncn+물/ncn+이/jcc
되듯	되/pvg+듯/ecs
,	,/sp
경전의	경전/ncn+의/jcm
여러	여러/mma
가지	가지/nbu
교설도	교설/ncn+도/jxc
본뜻은	본/ncn+뜻/ncn+은/jxc
부처의	부처/nq+의/jcm
진리를	진리/ncn+를/jco
나타내는	나타내/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
그	그/mmd
조화정신을	조화/ncn+정신/ncn+을/jco
화쟁사상	화쟁사상/ncn
(	(/sl
和諍思想	和諍思想/ncn
)	)/sr
이라고	이/jp+라/ef+고/jcr
하며	하/pvg+며/ecc
,	,/sp
불교의	불교/nq+의/jcm
근본	근본/ncn
뜻을	뜻/ncn+을/jco
잘	잘/mag
드러낸	드러내/pvg+ㄴ/etm
그의	그/npp+의/jcm
많은	많/paa+은/etm
저술은	저술/ncn+은/jxc
세계적으로	세계/ncn+적/xsn+으로/jca
높이	높/paa+이/xsa
평가받고	평가/ncn+받/pvg+고/ecx
있다	있/px+다/ef
.	./sf
신라에서는	신라/nq+에서/jca+는/jxc
원효의	원효/nq+의/jcm
연구를	연구/ncn+를/jco
이어받아	잇/pvg+어/ecx+받/px+아/ecs
불교학에	불교/ncn+학/xsn+에/jca
뛰어난	뛰어나/paa+ㄴ/etm
승려가	승려/ncn+가/jcs
많이	많/paa+이/xsa
배출되었다	배출/ncpa+되/xsv+었/ep+다/ef
.	./sf
원효는	원효/nq+는/jxc
불교의	불교/nq+의/jcm
진리를	진리/ncn+를/jco
혼자	혼자/ncn
깨닫는	깨닫/pvg+는/etm
데	데/nbn
그치지	그치/pvg+지/ecx
않고	않/px+고/ecc
,	,/sp
백성들과	백성/ncn+들/xsn+과/jct
함께	함께/mag
생활하며	생활/ncpa+하/xsv+며/ecc
불교를	불교/nq+를/jco
널리	널리/mag
알게	알/pvg+게/ecx
하였다	하/px+었/ep+다/ef
.	./sf
또	또/maj
,	,/sp
원효는	원효/nq+는/jxc
천한	천하/paa+ㄴ/etm
노비나	노비/ncn+나/jcj
무지한	무지/ncps+하/xsm+ㄴ/etm
백성들에게도	백성/ncn+들/xsn+에게/jca+도/jxc
누구나	누구/npp+나/jxc
깨달을	깨닫/pvg+을/etm
수	수/nbn
있는	있/paa+는/etm
본성이	본성/ncn+이/jcs
갖추어져	갖추/pvg+어/ecx+지/px+어/ecx
있음을	있/px+ㅁ/etn+을/jco
저술에서도	저술/ncpa+에서/jca+도/jxc
밝혀	밝히/pvg+어/ecx
내었다	내/px+었/ep+다/ef
.	./sf
이것은	이것/npd+은/jxc
삼국간의	삼국/ncn+간/xsn+의/jcm
긴	기/paa+ㄴ/etm
전쟁을	전쟁/ncn+을/jco
거치며	거치/pvg+며/ecc
마침내	마침내/mag
한반도	한반도/nq
남쪽을	남쪽/ncn+을/jco
통일한	통일/ncpa+하/xsv+ㄴ/etm
과정에서	과정/ncn+에서/jca
성장한	성장/ncpa+하/xsv+ㄴ/etm
민	민/ncn
(	(/sl
民	民/ncn
)	)/sr
의	의/jcm
지위와	지위/ncn+와/jcj
의식을	의식/ncn+을/jco
반영하는	반영/ncpa+하/xsv+는/etm
것이기도	것/nbn+이/jp+기/etn+도/jxc
하다	하/px+다/ef
.	./sf
또한	또한/maj
삼국간의	삼국/ncn+간/xsn+의/jcm
끊임없는	끊임/ncn+없/paa+는/etm
전쟁에	전쟁/ncn+에/jca
지친	지치/pvg+ㄴ/etm
백성들은	백성/ncn+들/xsn+은/jxc
원효의	원효/nq+의/jcm
가르침을	가르치/pvg+ㅁ/etn+을/jco
따라	따르/pvg+아/ecs
불교를	불교/nq+를/jco
믿어	믿/pvg+어/ecs
위안을	위안/ncn+을/jco
얻게	얻/pvg+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
이때부터	이때/npd+부터/jxc
신라에서는	신라/nq+에서/jca+는/jxc
누구나	누구/npp+나/jxc
아미타불을	아미타불/ncn+을/jco
염불하게	염불/ncpa+하/xsv+게/ecx
되었다	되/px+었/ep+다/ef
.	./sf
불국사와	불국사/nq+와/jct
석굴암	석굴암/nq
빛나는	빛나/pvg+는/etm
우리	우리/npp
문화	문화/ncn
유산	유산/ncn
모량리의	모량리/nq+의/jcm
가난한	가난/ncps+하/xsm+ㄴ/etm
여인	여인/ncn
경조에게	경조/nq+에게/jca
아들이	아들/ncn+이/jcs
하나	하나/ncn
있었다	있/paa+었/ep+다/ef
.	./sf
아이는	아이/ncn+는/jxc
머리가	머리/ncn+가/jcs
크고	크/paa+고/ecc
이마가	이마/ncn+가/jcs
평평하여	평평하/paa+어/ecs
마치	마치/mag
성과	성/ncn+과/jct
같았으므로	같/paa+았/ep+으므로/ecs
이름을	이름/ncn+을/jco
대성	대성/nq
(	(/sl
大城	大城/nq
)	)/sr
이라	이라/jca
했다	하/px+었/ep+다/ef
.	./sf
이들은	이/npd+들/xsn+은/jxc
집이	집/ncn+이/jcs
가난하여	가난/ncps+하/xsm+어/ecs
부자	부자/ncn
복안의	복안/nq+의/jcm
집에	집/ncn+에/jca
품팔이를	품팔이/ncn+를/jco
하고	하/pvg+고/ecc
,	,/sp
그	그/mmd
집에서	집/ncn+에서/jca
준	주/pvg+ㄴ/etm
약간의	약간/ncn+의/jcm
밭을	밭/ncn+을/jco
부쳐	부치/pvg+어/ecs
먹고	먹/pvg+고/ecs
살았다	살/pvg+았/ep+다/ef
.	./sf
어느	어느/mmd
날	날/ncn
,	,/sp
홍륜사	홍륜사/nq
스님이	스님/ncn+이/jcs
복안의	복안/nq+의/jcm
집에	집/ncn+에/jca
와서	오/pvg+아서/ecs
법회를	법회/ncn+를/jco
베풀기	베풀/pvg+기/etn
위한	위하/pvg+ㄴ/etm
보시를	보시/ncn+를/jco
권했다	권하/pvg+었/ep+다/ef
.	./sf
복안이	복안/nq+이/jcs
베	베/ncn
50필을	50/nnc+필/nbu+을/jco
시주하자	시주/ncpa+하/xsv+자/ecc
,	,/sp
스님은	스님/ncn+은/jxc
축원하면서	축원/ncpa+하/xsv+면서/ecc
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
단월	단월/ncn
(	(/sl
시주하는	시주/ncpa+하/xsv+는/etm
사람	사람/ncn
)	)/sr
께서	께서/jca
보시를	보시/ncn+를/jco
좋아하시니	좋/paa+아/ecx+하/px+시/ep+니/ecs
,	,/sp
천신이	천신/ncn+이/jcs
늘	늘/mag
돌보아	돌보/pvg+아/ecx
줄	주/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
하나를	하나/ncn+를/jco
베풀면	베풀/pvg+면/ecs
그	그/mmd
만	만/nnc
배를	배/nbu+를/jco
얻게	얻/pvg+게/ecx
될	되/px+ㄹ/etm
것이니	것/nbn+이/jp+니/ecs
,	,/sp
안락하고	안락/ncps+하/xsm+고/ecc
장수를	장수/ncn+를/jco
누릴	누리/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
."	./sf+"/sr
대성이	대성/nq+이/jcs
이	이/mmd
말을	말/ncn+을/jco
듣고	듣/pvg+고/ecs
뛰어들어가	뛰/pvg+어/ecx+들/px+어/ecx+가/px+아/ecx
그	그/mmd
어머니에게	어머니/ncn+에게/jca
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
제가	제/npp+가/jcs
문	문/ncn
밖에서	밖/ncn+에서/jca
스님의	스님/ncn+의/jcm
축원을	축원/ncn+을/jco
들으니	듣/pvg+으니/ecs
,	,/sp
하나를	하나/ncn+를/jco
보시하면	보시/ncpa+하/xsv+면/ecs
만배를	만/nnc+배/nbu+를/jco
얻는다고	얻/pvg+는다고/ecs
합니다	하/pvg+ㅂ니다/ef
.	./sf
우리가	우리/npp+가/jcs
전생에	전생/ncn+에/jca
선한	선하/paa+ㄴ/etm
일을	일/ncn+을/jco
못	못/mag
했기에	하/pvg+었/ep+기/etn+에/jca
지금	지금/ncn
이렇게	이렇/pad+게/ecs
가난한	가난/ncps+하/xsm+ㄴ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
지금	지금/ncn
또	또/maj
보시하지	보시/ncpa+하/xsv+지/ecx
않는다면	않/px+는다면/ecs
내세에는	내세/ncn+에/jca+는/jxc
더욱	더욱/mag
곤궁할	곤궁/ncps+하/xsm+ㄹ/etm
터이니	터/nbn+이/jp+니/ecs
,	,/sp
고용살이로	고용/ncn+살/pvg+이/e수+로/jca
얻은	얻/pvg+은/etm
밭을	밭/ncn+을/jco
보시하여	보시/ncpa+하/xsv+어/ecs
훗날의	훗날/ncn+의/jcm
과보를	과보/ncn+를/jco
꾀함이	꾀하/pvg+ㅁ/etn+이/jcs
어떻겠습니까	어떻/pad+겠/ep+습니까/ef
?"	?/sf+"/sr
어머니도	어머니/ncn+도/jxc
아들의	아들/ncn+의/jcm
말을	말/ncn+을/jco
옳다고	옳/paa+다고/ecs
여겨	여기/pvg+어/ecs
밭을	밭/ncn+을/jco
절에	절/ncn+에/jca
바쳤다	바치/pvg+었/ep+다/ef
.	./sf
그런	그렇/pad+ㄴ/etm
지	지/nbn
얼마	얼마/ncn
안	안/mag
되어	되/pvg+어/ecs
대성이	대성/nq+이/jcs
죽었다	죽/pvg+었/ep+다/ef
.	./sf
그	그/mmd
날	날/ncn
밤	밤/ncn
,	,/sp
재상	재상/ncn
김문량의	김문량/nq+의/jcm
집에	집/ncn+에/jca
하늘에서	하늘/ncn+에서/jca
외치는	외치/pvg+는/etm
소리가	소리/ncn+가/jcs
들렸다	들리/pvg+었/ep+다/ef
.	./sf
"	"/sl
모량리	모량리/nq
대성이란	대성/nq+이/jp+란/etm
아이가	아이/ncn+가/jcs
네	네/npp
집에	집/ncn+에/jca
태어날	태어나/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
."	./sf+"/sr
이	이/mmd
소리에	소리/ncn+에/jca
놀라	놀라/pvg+아/ecs
사람을	사람/ncn+을/jco
시켜	시키/pvg+어/ecs
찾아보게	찾/pvg+아/ecx+보/px+게/ecx
하였더니	하/px+었/ep+더니/ecs
,	,/sp
대성이	대성/nq+이/jcs
과연	과연/mag
죽었는데	죽/pvg+었/ep+는데/ecs
,	,/sp
그때가	그때/npd+가/jcs
하늘에서	하늘/ncn+에서/jca
외치는	외치/pvg+는/etm
소리가	소리/ncn+가/jcs
있을	있/paa+을/etm
때와	때/ncn+와/jct
같았다	같/paa+았/ep+다/ef
.	./sf
김문량의	김문량/nq+의/jcm
부인이	부인/ncn+이/jcs
임신하여	임신/ncpa+하/xsv+어/ecs
아이를	아이/ncn+를/jco
낳으니	낳/pvg+으니/ecs
,	,/sp
아이는	아이/ncn+는/jxc
왼손을	왼손/ncn+을/jco
꼭	꼭/mag
쥐고	쥐/pvg+고/ecx
펴지	펴/pvg+지/ecx
않았다	않/px+았/ep+다/ef
.	./sf
7일	7/nnc+일/ncn
만에야	만/ncn+에/jca+야/jxc
주먹을	주먹/ncn+을/jco
폈는데	펴/pvg+었/ep+는데/ecs
,	,/sp
'	'/sl
대성	대성/nq
'	'/sr
이라고	이/jp+라고/jcr
새긴	새기/pvg+ㄴ/etm
패쪽이	패쪽/ncn+이/jcs
있었다	있/paa+었/ep+다/ef
.	./sf
그래서	그래서/maj
이름을	이름/ncn+을/jco
대성이라고	대성/nq+이/jp+라고/jxc
짓고	짓/pvg+고/ecc
,	,/sp
전생의	전생/ncn+의/jcm
어머니	어머니/ncn
경조를	경조/nq+를/jco
모셔다가	모시/pvg+다가/ecs
함께	함께/mag
봉양하였다	봉양/ncpa+하/xsv+었/ep+다/ef
.	./sf
대성이	대성/nq+이/jcs
큰	크/paa+ㄴ/etm
뒤	뒤/ncn
,	,/sp
사냥을	사냥/ncn+을/jco
좋아하여	좋/paa+아/ecx+하/px+어/ecs
하루는	하루/ncn+는/jxc
토함산에	토함산/nq+에/jca
올라	오르/pvg+아/ecs
곰	곰/ncn
한	한/nnc
마리를	마리/nbu+를/jco
잡고	잡/pvg+고/ecc
,	,/sp
산	산/ncn
밑	밑/ncn
마을에	마을/ncn+에/jca
내려와	내리/pvg+어/ecs+오/pvg+아/ecs
잤다	자/pvg+았/ep+다/ef
.	./sf
그	그/mmd
날	날/ncn
밤	밤/ncn
꿈에	꿈/ncn+에/jca
곰이	곰/ncn+이/jcs
귀신으로	귀신/ncn+으로/jca
변하여	변하/pvg+어/ecs
덤벼들었다	덤비/pvg+어/ecx+들/px+었/ep+다/ef
.	./sf
"	"/sl
네가	네/npp+가/jcs
왜	왜/mag
나를	나/npp+를/jco
죽였느냐	죽이/pvg+었/ep+느냐/ef
?	?/sf
내가	내/npp+가/jcs
너를	너/npp+를/jco
잡아먹겠다	잡/pvg+아/ecs+먹/pvg+겠/ep+다/ef
."	./sf+"/sr
대성이	대성/nq+이/jcs
두려워	두렵/paa+어/ecs
떨면서	떨/pvg+면서/ecc
용서를	용서/ncn+를/jco
빌었더니	빌/pvg+었/ep+더니/ecs
,	,/sp
귀신이	귀신/ncn+이/jcs
말했다	말/ncpa+하/xsv+었/ep+다/ef
.	./sf
"	"/sl
나를	나/ncn+를/jco
위하여	위하/pvg+어/ecs
절을	절/ncn+을/jco
세워	세우/pvg+어/ecx
주겠느냐	주/px+겠/ep+느냐/ef
?"	?/sf+"/sr
대성이	대성/nq+이/jcs
그렇게	그렇/pad+게/ecx
하겠다고	하/px+겠/ep+다고/ecx
맹세하고	맹세/ncpa+하/xsv+고/ecc
꿈을	꿈/ncn+을/jco
깨니	깨/pvg+니/ecs
,	,/sp
땀이	땀/ncn+이/jcs
흘러	흐르/pvg+어/ecs
자리를	자리/ncn+를/jco
적셨다	적시/pvg+었/ep+다/ef
.	./sf
대성은	대성/nq+은/jxc
이때부터	이때/npd+부터/jca
사냥을	사냥/ncn+을/jco
그만두고	그만두/pvg+고/ecc
,	,/sp
곰을	곰/ncn+을/jco
잡았던	잡/pvg+았/ep+던/etm
자리에	자리/ncn+에/jca
절을	절/ncn+을/jco
세웠다	세우/pvg+었/ep+다/ef
.	./sf
이	이/mmd
때문에	때문/nbn+에/jca
대성은	대성/nq+은/jxc
불심이	불심/ncn+이/jcs
더욱	더욱/mag
깊어져	깊/paa+어/ecx+지/px+어/ecs
이승의	이승/ncn+의/jcm
부모를	부모/ncn+를/jco
위하여	위하/pvg+어/ecs
불국사를	불국사/nq+를/jco
짓고	짓/pvg+고/ecc
,	,/sp
다보탑과	다보탑/nq+과/jcj
무영탑을	무영탑/nq+을/jco
세웠다	세우/pvg+었/ep+다/ef
.	./sf
무영탑은	무영탑/nq+은/jxc
석가여래가	석가여래/nq+가/jcs
상주하여	상주/ncpa+하/xsv+어/ecs
설법하는	설법/ncpa+하/xsv+는/etm
자리이므로	자리/ncn+이/jp+므로/ecs
석가탑이라고도	석가탑/nq+이/jp+라/ef+고도/ecs
하며	하/pvg+며/ecc
,	,/sp
다보탑은	다보탑/nq+은/jxc
다보여래가	다보여래/ncn+가/jcs
석가여래의	석가여래/nq+의/jcm
설법을	설법/ncn+을/jco
증명하는	증명/ncpa+하/xsv+는/etm
자리이다	자리/ncn+이/jp+다/ef
.	./sf
또	또/maj
,	,/sp
청운	청운/nq
,	,/sp
백운의	백운/nq+의/jcm
두	두/mma
다리를	다리/ncn+를/jco
만들어	만들/pvg+어/ecs
여러	여러/mma
부처와	부처/nq+와/jcj
보살들이	보살/ncn+들/xsn+이/jcs
거니는	거닐/pvg+는/etm
계단으로	계단/ncn+으로/jca
삼았고	삼/pvg+았/ep+고/ecc
,	,/sp
연화	연화/nq
,	,/sp
칠보의	칠보/nq+의/jcm
두	두/mma
다리는	다리/ncn+는/jxc
극락에	극락/ncn+에/jca
있는	있/paa+는/etm
아미타불과	아미타불/ncn+과/jcj
보살이	보살/ncn+이/jcs
오르내리는	오르/pvg+아/ecs+내리/pvg+는/etm
계단으로	계단/ncn+으로/jca
삼았다	삼/pvg+았/ep+다/ef
.	./sf
그	그/mmd
밖의	밖/ncn+의/jcm
여러	여러/mma
다리는	다리/ncn+는/jxc
불보살	불보살/ncn
(	(/sl
佛菩薩	佛菩薩/ncn
:	:/sp
부처와	부처/nq+와/jcj
보살	보살/ncn
)	)/sr
로부터	로/jca+부터/jxc
모든	모든/mma
중생이	중생/ncn+이/jcs
설법을	설법/ncn+을/jco
듣기	듣/pvg+기/etn
위해	위하/pvg+어/ecs
오가는	오/pvg+가/pvg+는/etm
계단이었다	계단/ncn+이/jp+었/ep+다/ef
.	./sf
마치	마치/mag
옛날	옛날/ncn
,	,/sp
석가모니	석가모니/nq
부처님이	부처/nq+님/xsn+이/jcs
영취산에서	영취산/nq+에서/jca
법을	법/ncn+을/jco
설하는	설하/pvg+는/etm
곳과	곳/ncn+과/jct
같고	같/paa+고/ecc
,	,/sp
서역	서역/nq
무량수국의	무량수국/nq+의/jcm
도량과도	도량/ncn+과/jct+도/jxc
같다	같/paa+다/ef
.	./sf
이것이	이것/npd+이/jcs
바로	바로/mag
불국사라고	불국사/nq+라/ef+고/jcr
이름한	이름/ncn+하/xsv+ㄴ/etm
까닭이며	까닭/ncn+이/jp+며/ecc
,	,/sp
이로써	이/npd+로써/jca
절을	절/ncn+을/jco
세	세/nbu
번째	번째/nbu
지었다	짓/pvg+었/ep+다/ef
.	./sf
또	또/maj
,	,/sp
전생의	전생/ncn+의/jcm
부모를	부모/ncn+를/jco
위하여	위하/pvg+어/ecs
석불사를	석불사/nq+를/jco
세웠다	세우/pvg+었/ep+다/ef
.	./sf
이	이/mmd
절은	절/ncn+은/jxc
여느	여느/mma
절처럼	절/ncn+처럼/jca
토목으로	토목/ncn+으로/jca
건축하지	건축/ncpa+하/xsv+지/ecx
않고	않/px+고/ecc
,	,/sp
돌을	돌/ncn+을/jco
다듬어	다듬/pvg+어/ecs
쌓아	쌓/pvg+아/ecs
감실을	감실/ncn+을/jco
만들고	만들/pvg+고/ecc
,	,/sp
큰	크/paa+ㄴ/etm
돌을	돌/ncn+을/jco
다듬어	다듬/pvg+어/ecs
감실의	감실/ncn+의/jcm
덮개로	덮개/ncn+로/jca
삼았다	삼/pvg+았/ep+다/ef
.	./sf
그런데	그런데/maj
뚜껑돌을	뚜껑/ncn+돌/ncn+을/jco
얹자마자	얹/pvg+자마자/ecs
갑자기	갑자기/mag
돌이	돌/ncn+이/jcs
세쪽으로	세/nnc+쪽/nbu+으로/jca
갈라졌다	갈라/pvg+아/ecx+지/px+었/ep+다/ef
.	./sf
대성이	대성/nq+이/jcs
슬퍼하고	슬퍼하/pvg+고/ecc
원통해	원통/ncps+하/xsm+어/ecs
하다가	하/pvg+다가/ecs
어렴풋이	어렴풋이/mag
잠이	잠/ncn+이/jcs
들었는데	들/pvg+었/ep+는데/ecs
,	,/sp
밤중에	밤/ncn+중/xsn+에/jca
천신이	천신/ncn+이/jcs
내려와	내리/pvg+어/ecx+오/px+아/ecs
다시	다시/mag
맞추어	맞추/pvg+어/ecx
주고	주/px+고/ecx
갔다	가/px+았/ep+다/ef
.	./sf
대성이	대성/nq+이/jcs
막	막/mag
일어나	일어나/pvg+아/ecs
급히	급히/mag
남쪽	남쪽/ncn
고개로	고개/ncn+로/jca
달려가	달리/pvg+어/ecx+가/px+아/ecs
향불을	향불/ncn+을/jco
피워	피우/pvg+어/ecs
천신을	천신/ncn+을/jco
공양하였다	공양/ncpa+하/xsv+었/ep+다/ef
.	./sf
그리고	그리고/maj
그	그/mmd
감실	감실/ncn
안에	안/ncn+에/jca
석불을	석불/ncn+을/jco
만들어	만들/pvg+어/ecs
앉혔다	앉히/pvg+었/ep+다/ef
.	./sf
이	이/mmd
두	두/mma
절에	절/ncn+에/jca
있는	있/paa+는/etm
,	,/sp
돌로	돌/ncn+로/jca
파고	파/pvg+고/ecc
저미고	저미/pvg+고/ecc
새겨	새기/pvg+어/ecs
만든	만들/pvg+ㄴ/etm
조상의	조상/ncn+의/jcm
찬연함은	찬연/ncps+하/xsm+ㅁ/etn+은/jxc
가히	가히/mag
볼	보/pvg+ㄹ/etm
만하고	만하/px+고/ecc
,	,/sp
절의	절/ncn+의/jcm
장려함은	장려/ncpa+하/xsv+ㅁ/etn+은/jxc
동경	동경/nq
(	(/sl
경주	경주/nq
)	)/sr
의	의/jcm
그	그/mmd
어느	어느/mmd
절보다	절/ncn+보다/jca
뛰어나다	뛰어나/paa+다/ef
.	./sf
이	이/mmd
이야기는	이야기/ncn+는/jxc
불국사와	불국사/nq+와/jcj
석굴암	석굴암/nq
(	(/sl
석불사	석불사/nq
)	)/sr
의	의/jcm
창건	창건/ncn
설화로서	설화/ncn+로서/jca
,	,/sp
'	'/sl
삼국유사	삼국유사/nq
'	'/sr
와	와/jcj
'	'/sl
불국사	불국사/nq
사적	사적/ncn
'	'/sr
에	에/jca
전하고	전하/pvg+고/ecx
있다	있/px+다/ef
.	./sf
이	이/mmd
설화에는	설화/ncn+에/jca+는/jxc
생활이	생활/ncn+이/jcs
어려운데도	어렵/paa+ㄴ데도/ecs
