아들은	아들/ncn+은/jxc
끝마치는게	끝/ncn+마치/pvg+는/etm+거/nbn+이/jcs
좋을	좋/paa+을/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
만일	만일/mag
쌍둥이가	쌍둥이/ncn+가/jcs
친척	친척/ncn
중에	중/nbn+에/jca
없다하더라도	없/paa+다/ecx+하/px+더라도/ecs
쌍둥이를	쌍둥이/ncn+를/jco
낳을	낳/pvg+을/etm
가능성은	가능/ncn+성/xsn+은/jxc
있기	있/paa+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
그러나	그러나/maj
유전성이	유전/ncn+성/xsn+이/jcs
있는	있/paa+는/etm
것은	것/nbn+은/jxc
2란성뿐이고	2란성/ncn+뿐/jxc+이/jp+고/ecc
그것도	그것/npd+도/jxc
약한	약하/pvg+ㄴ/etm
편이며	편/ncn+이/jp+며/ecs
이	이/mmd
2란성은	2란성/ncn+은/jxc
한국인에게는	한국/nq+인/xsn+에게/jca+는/jxc
소수이니	소수/ncn+이/jp+니/ecs
쌍둥이	쌍둥이/ncn
전체를	전체/ncn+를/jco
생각한다면	생각/ncpa+하/xsv+ㄴ다/ef+면/ecs
유전성은	유전/ncn+성/xsn+은/jxc
점점	점점/mag
박약해지고	박약/ncps+하/xsm+어/ecx+지/px+고/ecx
있는	있/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
따라서	따라서/maj
결혼상대를	결혼/ncn+상대/ncn+를/jco
구하는데	구하/pvg+는데/ecs
문제삼을	문제/ncn+삼/pvg+을/etm
정도로	정도/ncn+로/jca
쌍둥이의	쌍둥이/ncn+의/jcm
유전성이	유전/ncn+성/xsn+이/jcs
염려될	염려/ncpa+되/xsv+ㄹ/etm
일은	일/ncn+은/jxc
아니다	아니/paa+다/ef
.	./sf
K	K/f
씨는	씨/xsn+는/jxc
원래	원래/ncn
키가	키/ncn+가/jcs
작은	작/paa+은/etm
편이며	편/ncn+이/jp+며/ecs
부인	부인/ncn
역시	역시/mag
키가	키/ncn+가/jcs
작은지라	작/paa+은지라/ecs
세	세/nnnc
자녀가	자녀/ncn+가/jcs
모두	모두/mag
키가	키/ncn+가/jcs
작은	작/paa+은/etm
편이라고	편/ncn+이/jp+라/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
그런데	그런데/maj
큰	크/paa+ㄴ/etm
아들의	아들/ncn+의/jcm
혼담이	혼담/ncn+이/jcs
이루어져	이루/pvg+어/ecx+지/px+어/ecs
좋은	좋/paa+은/etm
신부감을	신부/ncn+감/xsn+을/jco
골랐는데	고르/vg+았/ep+는데/ecs
역시	역시/mag
키가	키/ncn+가/jcs
작다고	작/paa+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
아들의	아들/ncn+의/jcm
키가	키/ncn+가/jcs
작으니	작/paa+으니/ecs
중매인이	중매/ncn+인/xsn+이/jcs
일부러	일부러/mag
키가	키/ncn+가/jcs
작은	작/paa+은/etm
신부를	신부/ncn+를/jco
택한	택하/pvg+ㄴ/etm
듯하다고	듯하/px+다/ef+고/jcr
씨는	씨/nq+는/jxc
말한다	말/ncpa+하/xsv+ㄴ다/ef
.	./sf
그러니	그러니/maj
장차	장차/mag
태어날	태어나/pvg+ㄹ/etm
손자의	손자/ncn+의/jcm
키도	키/ncn+도/jxc
또한	또한/maj
작을	작/paa+을/etm
것이	것/nbn+이/jcc
아닌가	아니/paa+ㄴ가/ef
하고	하/pvg+고/ecs
그는	그/npp+는/jxc
걱정한다	걱정/ncpa+하/xsv+ㄴ다/ef
.	./sf
신장은	신장/ncn+은/jxc
유전한다	유전/ncpa+하/xsv+ㄴ다/ef
우리들의	우리/npp+들/xsn+의/jcm
주위를	주위/ncn+를/jco
보면	보/pvg+면/ecs
금방	금방/mag
알	알/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
일이지만	일/ncn+이/jp+지만/ecs
부모	부모/ncn
형제간의	형제/ncn+간/nbn+의/jcm
키가	키/ncn+가/jcs
닮는	닮/pvg+는/etm
일도	일/ncn+도/jxc
있고	있/paa+고/ecc
닮지	닮/pvg+지/ecx
않는	않/px+는/etm
일도	일/ncn+도/jxc
있어	있/paa+어/ecs
일정하지가	일정/ncps+하/xsm+지/ecx+가/jcs
않다	않/px+다/ef
.	./sf
누구나	누구/npp+나/jxc
이런	이런/mmd
유전자를	유전/ncn+자/xsn+를/jco
얼마쯤	얼마쯤/mag
가지고	가지/pvg+고/ecx
있는데	있/px+는데/ecs
크게	크/paa+게/ecx
하는	하/px+는/etm
유전자가	유전/ncn+자/xsn+가/jcs
많으면	많/paa+으면/ecs
키는	키/ncn+는/jxc
커지고	크/paa+어/ecx+지/px+고/ecs
크게	크/paa+게/ecx
하는	하/px+는/etm
유전자가	유전/ncn+자/xsn+가/jcs
적으면	적/paa+으면/ecs
키는	키/ncn+는/jxc
작아진다	작/paa+아/ecx+지/px+ㄴ다/ef
.	./sf
부모는	부모/ncn+는/jxc
자기가	자기/npp+가/jcs
가지고	가지/pvg+고/ecx
있는	있/px+는/etm
유전자를	유전/ncn+자/xsn+를/jco
자식에게는	자식/ncn+에게/jca+는/jxc
반밖에	반/ncn+밖에/jxc
전해주지	전하/pvg+어/ecx+주/px+지/ecx
않으므로	않/px+으므로/ecs
같은	같/paa+은/etm
형제라도	형제/ncn+라도/jxc
키를	키/ncn+를/jco
크게	크/paa+게/ecx
하는	하/px+는/etm
유전자를	유전/ncn+자/xsn+를/jco
많이	많/paa+이/xsa
받은	받/pvg+은/etm
사람은	사람/ncn+은/jxc
키가	키/ncn+가/jcs
크고	크/paa+고/ecc
적게	적/pvg+게/ecs
받은	받/pvg+은/etm
사람은	사람/ncn+은/jxc
키가	키/ncn+가/jcs
작게	작/paa+게/ecx
되므로	되/px+므로/ecs
형제간의	형제/ncn+간/nbn+의/jcm
신장에	신장/ncn+에/jca
차이가	차이/ncn+가/jcs
있는	있/paa+는/etm
것은	것/nbn+은/jxc
당연한	당연/ncps+하/xsm+ㄴ/etm
일이다	일/ncn+이/jp+다/ef
.	./sf
통계에	통계/ncn+에/jca
의하면	의하/pvg+면/ecs
자식의	자식/ncn+의/jcm
신장의	신장/ncn+의/jcm
35	35/nnc
%	%/su
는	는/jxc
아빠로부터	아빠/ncn+로/jca+부터/jxc
,	,/sp
35	35/nnc
%	%/su
는	는/jxc
엄마로부터	엄마/ncn+로/jca+부터/jxc
각각	각각/mag
유전되며	유전/ncpa+되/xsv+며/ecs
나머지	나머지/ncn
30	30/nnc
%	%/su
는	는/jxc
환경의	환경/ncn+의/jcm
영향에	영향/ncn+에/jca
따라	따르/pvg+아/ecs
달라진다고	다르/paa+아/ecx+지/px+ㄴ다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
이	이/mmd
숫자를	숫자/ncn+를/jco
지능이나	지능/ncn+이나/jcj
체중에	체중/ncn+에/jca
비해보면	비하/pvg+어/ecx+보/px+면/ecs
신장의	신장/ncn+의/jcm
유전성은	유전/ncn+성/xsn+은/jxc
꽤	꽤/mag
높은	높/paa+은/etm
편이다	편/ncn+이/jp+다/ef
.	./sf
엄마	엄마/ncn
아빠가	아빠/ncn+가/jcs
작으면	작/paa+으면/ecs
자식도	자식/ncn+도/jxc
반드시	반드시/mag
작은가	작/paa+은가/ef
예외도	예외/ncn+도/jxc
있지만	있/paa+지만/ecs
자식의	자식/ncn+의/jcm
신장에는	신장/ncn+에/jca+는/jxc
엄마	엄마/ncn
아빠의	아빠/ncn+의/jcm
신장의	신장/ncn+의/jcm
평균치가	평균/ncn+치/xsn+가/jcs
작용하는듯하다	작용/ncpa+하/xsv+는/etm+듯하/px+다/ef
.	./sf
즉	즉/maj
,	,/sp
엄마	엄마/ncn
아빠가	아빠/ncn+가/jcs
다	다/mag
같이	같/paa+이/xsa
키가	키/ncn+가/jcs
중간일	중간/ncn+이/jp+ㄹ/etm
경우에는	경우/ncn+에/jca+는/jxc
자식들도	자식/ncn+들/xsn+도/jxc
중간	중간/ncn
정도의	정도/ncn+의/jcm
키를	키/ncn+를/jco
가지게	가지/pvg+게/ecx
되고	되/px+고/ecs
엄마	엄마/ncn
아빠	아빠/ncn
중	중/nbn
한	한/nnc
사람이	사람/ncn+이/jcs
크고	크/paa+고/ecx
한	한/nnc
사람이	사람/ncn+이/jcs
작을	작/paa+을/etm
경우에도	경우/ncn+에/jca+도/jxc
또한	또한/maj
자식들	자식/ncn+들/xsn
키의	키/ncn+의/jcm
평균치가	평균/ncn+치/xsn+가/jcs
중간일	중간/ncn+이/jp+ㄹ/etm
가능성이	가능/ncn+성/xsn+이/jcs
높다	높/paa+다/ef
.	./sf
아무래도	아무래도/mag
신장이	신장/ncn+이/jcs
비슷한	비슷/ncps+하/xsm+ㄴ/etm
사람끼리	사람/ncn+끼리/xsn
결혼하는	결혼/ncpa+하/xsv+는/etm
경우가	경우/ncn+가/jcs
많은데	많/paa+은데/ecs
양친의	양친/ncn+의/jcm
키가	키/ncn+가/jcs
다	다/mag
작을	작/paa+을/etm
경우에는	경우/ncn+에/jca+는/jxc
한	한/nnc
사람만	사람/ncn+만/jxc
작을	작/paa+을/etm
때에	때/ncn+에/jca
비해	비하/pvg+어/ecs
그영향이	그/mmd+영향/ncn+이/jcs
2	2/nnc
배가	배/nbu+가/jcs
작용된다	작용/ncpa+되/xsv+ㄴ다/ef
.	./sf
물론	물론/mag
엄마	엄마/ncn
아빠가	아빠/ncn+가/jcs
둘다	둘/nnc+다/mag
작다고	작/paa+다/ef+고/jcr
해서	하/pvg+어서/ecs
그	그/mmd
자식들도	자식/ncn+들/xsn+도/jxc
모두	모두/mag
작다고는	작/paa+다/ef+고/jcr+는/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
앞에서	앞/ncn+에서/jca
한	하/pvg+ㄴ/etm
얘기는	얘기/ncn+는/jxc
평균일	평균/ncn+이/jp+ㄹ/etm
경우이며	경우/ncn+이/jp+며/ecc
신장의	신장/ncn+의/jcm
유전에는	유전/ncn+에/jca+는/jxc
예외도	예외/ncn+도/jxc
많기	많/paa+기/etn
때문이다	때문/nbn+이/jp+다/ef
.	./sf
어렸을	어리/paa+었/ep+을/etm
때의	때/ncn+의/jcm
키는	키/ncn+는/jxc
짐작할	짐작/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없다.	없/paa+다/ef+./sf
어렸을	어리/paa+었/ep+을/etm
때는	때/ncn+는/jxc
키가	키/ncn+가/jcs
몹시	몹시/mag
작았는데	작/paa+았/ep+는데/ecs
성장하면서	성장/ncpa+하/xsv+면서/ecs
빠른	빠르/paa+ㄴ/etm
속도로	속도/ncn+로/jca
크는	크/paa+는/etm
사람을	사람/ncn+을/jco
우리는	우리/npp+는/jxc
얼마든지	얼마든지/mag
볼	보/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
잠시	잠시/mag
생각난	생각나/pvg+ㄴ/etm
일이지만	일/ncn+이/jp+지만/ecs
K	K/f
씨와	씨/xsn+와/jcj
나의	나/npp+의/jcm
같은	같/paa+은/etm
친구	친구/ncn
중에	중/nbn+에/jca
B	B/f
씨가	씨/xsn+가/jcs
있다	있/paa+다/ef
.	./sf
처음에는	처음/ncn+에/jca+는/jxc
K씨와	K/f+씨/xsn+와/jct
같이	같/paa+이/xsa
작은	작/paa+은/etm
키였으나	키/ncn+이/jp+었/ep+으나/ecs
중학교	중학교/ncn
1	1/nno
학년	학년/nbu
때	때/ncn
다른	다르/paa+ㄴ/etm
지방으로	지방/ncn+으로/jca
전학하여	전학/ncpa+하/xsv+어/ecs
40	40/nnc
년	년/nbu
만에	만/jxc+에/jca
만났는데	만나/pvg+았/ep+는데/ecs
놀랄	놀라/pvg+ㄹ/etm
정도로	정도/ncn+로/jca
키가	키/ncn+가/jcs
큰	크/paa+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
B	B/f
씨의	씨/xsn+의/jcm
형제가	형제/ncn+가/jcs
모두	모두/mag
어렸을	어리/paa+었/ep+을/etm
때는	때/ncn+는/jxc
키가	키/ncn+가/jcs
작았는데	작/paa+았/ep+는데/ecs
지금은	지금/ncn+은/jxc
모두	모두/mag
큰	크/paa+ㄴ/etm
키가	키/ncn+가/jcc
되었다고	되/pvg+었/ep+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
반대로	반대/ncn+로/jca
처음에는	처음/ncn+에/jca+는/jxc
키가	키/ncn+가/jcs
큰	크/paa+ㄴ/etm
편이었는데	편/ncn+이/jp+었/ep+는데/ecs
성장이	성장/ncn+이/jcs
빨리	빠르/paa+이/xsa
멈추고	멈추/pvg+고/ecs
결국은	결국/ncn+은/jxc
작은	작/paa+은/etm
키를	키/ncn+를/jco
갖는	갖/pvg+는/etm
사람도	사람/ncn+도/jxc
많다	많/paa+다/ef
.	./sf
국민학교	국민/ncn+학교/ncn
시절에는	시절/ncn+에/jca+는/jxc
키가	키/ncn+가/jcs
크고	크/paa+고/ecc
스마트한	스마트/ncps+하/xsm+ㄴ/etm
체격이었던	체격/ncn+이/jp+었/ep+던/etm
것이	것/nbn+이/jcs
10	10/nnc
년	년/nbu
만에	만/jxc+에/jca
보니	보/pvg+니/ecs
딴	따/paa+ㄴ/etm
사람처럼	사람/ncn+처럼/jca
작은	작/paa+은/etm
사람으로	사람/ncn+으로/jca
변해	변하/pvg+어/ecx
있었다	있/px+었/ep+다/ef
.	./sf
신장이	신장/ncn+이/jcs
닮는다는	닮/pvg+는다/ef+는/etm
것은	것/nbn+은/jxc
어른이	어른/ncn+이/jcc
되었을	되/pvg+었/ep+을/etm
때의	때/ncn+의/jcm
모습	모습/ncn
뿐만이	뿐만/jxc+이/jcc
아니라	아니/paa+라/ecs
자라나는	자라/pvg+아/ecx+나/px+는/etm
도중의	도중/ncn+의/jcm
모양까지도	모양/ncn+까지/jxc+도/jxc
닮게	닮/pvg+게/ecx
되는	되/px+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
아기	아기/ncn
때에는	때/ncn+에/jca+는/jxc
성장하는	성장/ncpa+하/xsv+는/etm
속도가	속도/ncn+가/jcs
빠르던	빠르/paa+던/etm
것이	것/nbn+이/jcs
중간에	중간/ncn+에/jca
멈추었다가	멈추/pvg+었/ep+다가/ecs
사춘기	사춘기/ncn
시절에	시절/ncn+에/jca
다시	다시/mag
급성장하는	급/xp+성장/ncpa+하/xsv+는/etm
경우가	경우/ncn+가/jcs
많다	많/paa+다/ef
.	./sf
사람마다	사람/ncn+마다/jxc
각각	각각/mag
그	그/mmd
차이는	차이/ncn+는/jxc
있지만	있/paa+지만/ecs
남자일	남자/ncn+이/jp+ㄹ/etm
경우	경우/ncn
11	11/nno
세에서	세/nbu+에서/jca
12	12/nno
세까지	세/nbu+까지/jxc
,	,/sp
여자일	여자/ncn+이/jp+ㄹ/etm
경우는	경우/ncn+는/jxc
9	9/nno
세에서	세/nbu+에서/jca
12	12/nno
세까지의	세/nbu+까지/jxc+의/jcm
성장	성장/ncn
속도가	속도/ncn+가/jcs
보편적으로	보편/ncn+적/xsn+으로/jca
빠르다	빠르/paa+다/ef
.	./sf
일찍부터	일찍/ncn+부터/jxc
키가	키/ncn+가/jcs
컸다가	크/paa+었/ep+다가/ecs
빨리	빠르/paa+이/xsa
멈춘	멈추/pvg+ㄴ/etm
가족이라면	가족/ncn+이/jp+라면/ecs
어른이	어른/ncn+이/jcc
되었을	되/pvg+었/ep+을/etm
때의	때/ncn+의/jcm
신장은	신장/ncn+은/jxc
부모와	부모/ncn+와/jcj
자식이	자식/ncn+이/jcs
함께	함께/mag
작은	작/paa+은/etm
편이지만	편/ncn+이/jp+지만/ecs
어린	어리/paa+ㄴ/etm
시절에는	시절/ncn+에/jca+는/jxc
부모와	부모/ncn+와/jcj
가식이	가식/ncn+이/jcs
모두	모두/mag
키가	키/ncn+가/jcs
크다	크/paa+다/ef
.	./sf
그러므로	그러므로/maj
부모와	부모/ncn+와/jcj
자식이	자식/ncn+이/jcs
같은	같/paa+은/etm
연령	연령/ncn
,	,/sp
즉	즉/mag
10	10/nno
세나	세/nbu+나/jcj
40	40/nno
세	세/nbu
때	때/ncn
각각	각각/mag
비교해	비교/ncpa+하/xsv+어/ecx
보면	보/px+면/ecs
많이	많/paa+이/xsa
닮는다	닮/pvg+는다/ef
.	./sf
환경에	환경/ncn+에/jca
따라	따르/pvg+아/ecs
신장은	신장/ncn+은/jxc
커질	크/paa+어/ecx+지/px+ㄹ/etm
수	수/nbn
있는가.	있/paa+는가/ef+./sf
유전은	유전/ncn+은/jxc
부모에게서	부모/ncn+에게서/jca
받은	받/pvg+은/etm
것이니	것/nbn+이/jp+니/ecs
불가항력이지만	불/xp+가항/ncn+력/xsn+이/jp+지만/ecs
환경에	환경/ncn+에/jca
따라	따르/pvg+아/ecs
어느	어느/mmd
정도	정도/ncn
신장의	신장/ncn+의/jcm
크기를	크기/ncn+를/jco
바꿀	바꾸/pvg+ㄹ/etm
수가	수/nbn+가/jcs
있다	있/paa+다/ef
.	./sf
무조건	무/xp+조건/ncn
키를	키/ncn+를/jco
크게	크/paa+게/ecx
할	하/px+ㄹ/etm
수는	수/nbn+는/jxc
없지만	없/paa+지만/ecs
적어도	적/paa+어도/ecs
성장을	성장/ncn+을/jco
방해하고	방해/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
원인만은	원인/ncn+만/jxc+은/jxc
제거해	제거/ncpa+하/xsv+어/ecx
줄	주/px+ㄹ/etm
필요가	필요/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
호르몬	호르몬/ncn
장애에	장애/ncn+에/jca
의하면	의하/pvg+면/ecs
신장이	신장/ncn+이/jcs
너무	너무/mag
큰	크/paa+ㄴ/etm
경우와	경우/ncn+와/jcj
작은	작/paa+은/etm
경우가	경우/ncn+가/jcs
나타날	나타나/pvg+ㄹ/etm
수	수/nbn
있으며	있/paa+으며/ecs
지능의	지능/ncn+의/jcm
발달	발달/ncn
,	,/sp
성	성/ncn
(	(/sl
性	性/ncn
)	)/sr
의	의/jcm
특징	특징/ncn
,	,/sp
얼굴	얼굴/ncn
모양	모양/ncn
등에	등/nbn+에/jca
이상이	이상/ncn+이/jcs
생기게	생기/pvg+게/ecx
될	되/px+ㄹ/etm
수도	수/nbn+도/jxc
있으므로	있/paa+으므로/ecs
이런	이런/mmd
징후를	징후/ncn+를/jco
알게	알/pvg+게/ecx
되면	되/px+면/ecs
즉시	즉시/mag
소아과	소아/ncn+과/xsn
의사의	의사/ncn+의/jcm
진료를	진료/ncn+를/jco
받는	받/pvg+는/etm
것이	것/nbn+이/jcs
중요하다	중요/ncps+하/xsm+다/ef
.	./sf
기생충이나	기생충/ncn+이나/jcj
혈액이나	혈액/ncn+이나/jcj
내장병	내장/ncn+병/ncn
등도	등/nbn+도/jxc
신장의	신장/ncn+의/jcm
발육을	발육/ncn+을/jco
방해하는	방해/ncpa+하/xsv+는/etm
원인이	원인/ncn+이/jcc
되는데	되/pvg+는데/ecs
신장뿐만	신장/ncn+뿐/jxc+만/jxc
아니고	아니/paa+고/ecc
전신의	전신/ncn+의/jcm
건강에도	건강/ncn+에/jca+도/jxc
영향을	영향/ncn+을/jco
미치게	미치/pvg+게/ecx
되므로	되/px+므로/ecs
방치해서는	방치/ncpa+하/xsv+어서/ecs+는/jxc
안된다	안되/paa+ㄴ다/ef
.	./sf
전시	전시/ncn
(	(/sl
戰時	戰時/ncn
)	)/sr
에	에/jca
식량이	식량/ncn+이/jcs
부족한	부족/ncps+하/xsm+ㄴ/etm
시절에	시절/ncn+에/jca
태어난	태어나/pvg+ㄴ/etm
어린이들은	어린이/ncn+들/xsn+은/jxc
신장의	신장/ncn+의/jcm
발육이	발육/ncn+이/jcs
1	1/nnc
2	2/nnc
년	년/nbu
정도	정도/ncn
늦어져	늦/paa+어/ecx+지/px+어/ecx
있으며	있/px+으며/ecs
이러한	이러하/pad+ㄴ/etm
경향은	경향/ncn+은/jxc
농촌보다도	농촌/ncn+보다/jca+도/jxc
대도시에	대/xp+도시/ncn+에/jca
더욱	더욱/mag
심하다	심하/paa+다/ef
.	./sf
이런	이런/mmd
경우는	경우/ncn+는/jxc
말할	말/ncpa+하/xsv+ㄹ/etm
필요도	필요/ncn+도/jxc
없이	없/paa+이/xsa
신장에	신장/ncn+에/jca
환경의	환경/ncn+의/jcm
영향이	영향/ncn+이/jcs
크다는	크/paa+다/ef+는/etm
증거다	증거/ncn+다/ef
.	./sf
일본이나	일본/nq+이나/jcj
한국도	한국/nq+도/jxc
전후	전후/ncn
20	20/nnc
여	여/xsn
년	년/nbu
동안의	동안/ncn+의/jcm
신장은	신장/ncn+은/jxc
놀라울	놀랍/paa+ㄹ/etm
정도로	정도/ncn+로/jca
향상되었으나	향상/ncpa+되/xsv+었/ep+으나/ecs
이것	이것/npd
역시	역시/mag
환경	환경/ncn
탓이라	탓/ncn+이/jp+라/ef
할	하/pvg+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
신장이	신장/ncn+이/jcs
유전만을	유전/ncn+만/jxc+으로/jca
결정될	결정/ncpa+되/xsv+ㄹ/etm
때	때/ncn
환경의	환경/ncn+의/jcm
영향은	영향/ncn+은/jxc
많이	많/paa+이/xsa
받지	받/pvg+지/ecx
않고	않/px+고/ecs
주로	주로/mag
유전만으로	유전/ncn+만/jxc+으로/jca
신장이	신장/ncn+이/jcs
커졌다	크/paa+어/ecx+지/px+었/ep+다/ef
작아졌다	작/paa+아/ecx+지/px+었/ep+다/ef
하는	하/pvg+는/etm
경우가	경우/ncn+가/jcs
있다	있/paa+다/ef
.	./sf
예를	예/ncn+를/jco
들면	들/pvg+면/ecs
연골	연골/ncn
지스토로피라고	지스토로피/ncn+라고/jcr
해서	하/pvg+어서/ecs
손발이	손발/ncn+이/jcs
길었다	길/paa+었/ep+다/ef
짧아졌다	짧/paa+아/ecx+지/px+었/ep+다/ef
하는	하/pvg+는/etm
경우는	경우/ncn+는/jxc
멘델의	멘델/nq+의/jcm
유전의	유전/ncn+의/jcm
법칙에	법칙/ncn+에/jca
따라	따르/pvg+아/ecs
우성	우성/ncn
(	(/sl
優性	優性/ncn
)	)/sr
으로	으로/jca
유전한다	유전/ncpa+하/xsv+ㄴ다/ef
.	./sf
따라서	따라서/maj
이런	이런/mmd
환자와	환자/ncn+와/jcj
정상자가	정상/ncn+자/xsn+가/jcs
결혼하면	결혼/ncpa+하/xsv+면/ecs
태어난	태어나/pvg+ㄴ/etm
자식의	자식/ncn+의/jcm
반수	반수/ncn
(	(/sl
半數	半數/ncn
)	)/sr
는	는/jxc
이상이	이상/ncn+이/jcs
생기고	생기/pvg+고/ecc
반수는	반수/ncn+는/jxc
정상적이	정상/ncn+적/xsn+이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
다음에도	다음/ncn+에/jca+도/jxc
설명하겠지만	설명/ncpa+하/xsv+겠/ep+지만/ecs
염색체에	염색체/ncn+에/jca
이상을	이상/ncn+을/jco
갖는	갖/pvg+는/etm
사람들이	사람/ncn+들/xsn+이/jcs
신장의	신장/ncn+의/jcm
이상을	이상/ncn+을/jco
나타내기도	나타내/pvg+기/etn+도/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
모코증이나	모코/ncn+증/xsn+이나/jcj
터너증의	터너/ncn+증/xsn+의/jcm
환자는	환자/ncn+는/jxc
신장이	신장/ncn+이/jcs
특히	특히/mag
작고	작/paa+고/ecc
성	성/ncn
염색체	염색/ncn+체/xsn
Xyy	Xyy/f
나	나/jcj
XXyy	XXyy/f
의	의/jcm
사람	사람/ncn
(	(/sl
둘	둘/nnc
다	다/mag
남자	남자/ncn
)	)/sr
은	은/jxc
신장이	신장/ncn+이/jcs
대단히	대단/ncn+히/xsa
큰	크/paa+ㄴ/etm
사람이	사람/ncn+이/jcs
많다	많/paa+다/ef
.	./sf
키가	키/ncn+가/jcs
크다고	크/paa+다/ef+고/jcr
무조건	무/xp+조건/ncn
좋아하지	좋/paa+아/ecx+하/px+지/ecx
마라.	말/px+라/ef+./sf
이상의	이상/ncn+의/jcm
설명에서	설명/ncn+에서/jca
알	알/pvg+ㄹ/etm
수	수/nbn
있겠지만	있/paa+겠/ep+지만/ecs
씨의	씨/xsn+의/jcm
아들도	아들/ncn+도/jxc
신장이	신장/ncn+이/jcs
작은	작/paa+은/etm
사람끼리	사람/ncn+끼리/xsn
결혼하면	결혼/ncpa+하/xsv+면/ecs
키가	키/ncn+가/jcs
작은	작/paa+은/etm
아기가	아기/ncn+가/jcs
태어나는	태어나/pvg+는/etm
것은	것/nbn+은/jxc
할	하/pvg+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
일이지만	일/ncn+이/jp+지만/ecs
그렇다고	그렇/pad+다고/ecs
큰	크/paa+ㄴ/etm
아기를	아기/ncn+를/jco
못갖는다는	못갖/paa+는다/ef+는/etm
원칙은	원칙/ncn+은/jxc
없다	없/paa+다/ef
.	./sf
기르는	기르/pvg+는/etm
방법	방법/ncn
여하에	여하/ncn+에/jca
따라	따르/pvg+아/ecs
어느	어느/mmd
정도	정도/ncn
크게	크/paa+게/ecx
할	하/px+ㄹ/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
몸이	몸/ncn+이/jcs
비대하면	비대/ncps+하/xsm+면/ecs
활동에도	활동/ncn+에/jca+도/jxc
지장이	지장/ncn+이/jcs
있고	있/paa+고/ecs
공부하기가	공부/ncpa+하/xsv+기/etn+가/jcs
싫어지니	싫/paa+어/ecx+지/px+니/ecs
성적도	성적/ncn+도/jxc
향상될	향상/ncpa+되/xsv+ㄹ/etm
수가	수/nbn+가/jcs
없다	없/paa+다/ef
.	./sf
조금만	조금만/mag
움직여도	움직이/pvg+어도/ecs
숨이	숨/ncn+이/jcs
가빠져서	가쁘/paa+아/ecx+지/px+어서/ecs
결국은	결국/ncn+은/jxc
운동	운동/ncn
부족이	부족/ncn+이/jcc
되고	되/pvg+고/ecs
운동	운동/ncn
부족이	부족/ncn+이/jcc
되면	되/pvg+면/ecs
비대해진다는	비대/ncps+하/xsm+어/ecx+지/px+ㄴ다/ef+는/etm
악순환이	악순환/ncn+이/jcs
되풀이된다	되풀이/ncpa+되/xsv+ㄴ다/ef
.	./sf
어렸을	어리/paa+었/ep+을/etm
때	때/ncn
운동을	운동/ncn+을/jco
시키지	시키/pvg+지/ecx
않으면	않/px+으면/ecs
성격에도	성격/ncn+에/jca+도/jxc
이상이	이상/ncn+이/jcs
생길	생기/pvg+ㄹ/etm
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
어린애이면서	어린애/ncn+이/jp+면서/ecc
고혈압의	고혈압/ncn+의/jcm
경향을	경향/ncn+을/jco
나타내는	나타내/pvg+는/etm
수도	수/nbn+도/jxc
있다	있/paa+다/ef
.	./sf
식사를	식사/ncn+를/jco
제한하고	제한/ncpa+하/xsv+고/ecc
운동을	운동/ncn+을/jco
많이	많/paa+이/xsa
하면	하/pvg+면/ecs
체중	체중/ncn
조절에	조절/ncn+에/jca
큰	크/paa+ㄴ/etm
도움이	도움/ncn+이/jcc
되지만	되/pvg+지만/ecs
그러한	그러하/pad+ㄴ/etm
외적인	외적/ncn+이/jp+ㄴ/etm
원인에만	원인/ncn+에/jca+만/jxc
신경을	신경/ncn+을/jco
쓰다	쓰/pvg+다/ecx
보면	보/px+면/ecs
본질을	본질/ncn+을/jco
놓치게	놓치/pvg+게/ecx
된다	되/px+ㄴ다/ef
.	./sf
</tdmsfile>
