<tdmsfile>
sbs.hwp
외환당국	외환/ncn+당국/ncn
3백억원이란	3백억/nnc+원/nbu+이란/jxc
가장	가장/mag
많은	많/paa+은/etm
순이익을	순/mma+이익/ncn+을/jco
기록했기	기록/ncpa+하/xsv+었/ep+기/etn
때문입니다.	때문/nbn+이/jp+ㅂ니다/ef+./sf
이와함께	이/npd+와/jct+함께/mag
한라는	한라/nq+는/etm
한라공조와	한라공조/nq+와/jcj
캄코,	캄코/nq+,/sp
한라	nq[한라/nq
일렉트로닉스	일렉트로닉스/ncn]nq
등	등/nbn
3개	3/nnc+개/nbu
계열사에	계열/ncn+사/xsn+에/jca
대해서는	대하/pvg+어서/ecs+는/jxc
법정관리나	법정/ncn+관리/ncn+나/jcj
화의를	화의/ncn+를/jco
신청하지	신청/ncpa+하/xsv+지/ecx
않고	않/px+고/ecs
자력으로	자력/ncn+으로/jca
살아남는	살/pvg+아/ecs+남/pvg+는/etm
방법을	방법/ncn+을/jco
택할	택하/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
전망됩니다	전망/ncpa+되/xsv+ㅂ니다/ef
에스비에스	에스비에스/nq
허윤석입니다.	허윤석/nq+이/jp+ㅂ니다/ef+./sf
재경원이	재경원/nq+이/jcs
종금부실	종금/ncn+부실/ncn
키워	키우/pvg+어/ecs
금융위기의	금융/ncn+위기/ncn+의/jcm
직접적인	직접/ncn+적/xsn+이/jp+ㄴ/etm
원인을	원인/ncn+을/jco
제공한	제공/ncpa+하/xsv+ㄴ/etm
종합금융사의	종합/ncn+금융/ncn+사/xsn+의/jcm
부실은	부실/ncn+은/jxc
재정경제원의	재정경제원/nq+의/jcm
무리한	무리/ncps+하/xsm+ㄴ/etm
성장정책과	성장/ncn+정책/ncn+과/jcj
감독소홀이	감독/ncn+소홀/ncn+이/jcs
빚은	빚/ncn+은/jxc
예견할	예견/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있었던	있/paa+었/ep+던/etm
비극으로	비극/ncn+으로/jca
지적되고	지적/ncpa+되/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
유원식기자가	유원식/nq+기자/ncn+가/jcs
보도합니다.	보도/ncpa+하/xsv+ㅂ니다/ef+./sf
종합금융사가	종합/ncn+금융/ncn+사/xsn+가/jcs
금융산업계에	금융/ncn+산업/ncn+계/xsn+에/jca
별로	별로/mag
떠오른	뜨/pvg+어/ecs+오르/pvg+ㄴ/etm
것은	것/nbn+은/jxc
지난	지나/pvg+ㄴ/etm
94년과	94/nno+년/nbu+과/jct
구십오년	구십오/nno+년/nbu
정부가	정부/ncn+가/jcs
단기자금을	단기/ncn+자금/ncn+을/jco
운용하던	운용/ncpa+하/xsv+던/etm
투자금융회사	투자/ncn+금융/ncn+회사/ncn
전부를	전부/ncn+를/jco
종합금융회사로	종합/ncn+금융/ncn+회사/ncn+로/jca
허가하면서부텁니다	허가/ncpa+하/xsv+면서/ecs+부터/jcx+이/jp+ㅂ니다/ef+./sf
전국에는	전국/ncn+에/jca+는/jxc
30개의	30/nnc+개/nbu+의/jcm
종합금융사가	종합/ncn+금융/ncn+사/xsn+가/jcs
영업을	영업/ncn+을/jco
시작했고	시작/ncpa+하/xsv+었/ep+고/ecs
이후	이후/ncn
재정경제원은	재정경제원/nq+은/jxc
계속	계속/mag
종금사의	종금/ncn+사/xsn+의/jcm
취급업무를	취급/ncn+업무/ncn+를/jco
늘려	늘리/pvg+어/ecx
줬습니다.	주/px+었/ep+습니다/ef+./sf
종합금융이라는	종합/ncn+금융/ncn+이/jp+라/ef+는/etm
이름그대로	이름/ncn+그/npd+대로/jxc
외화자금	외화/ncn+자금/ncn
운용과	운용/ncn+과/jcj
리스,	리스/ncn+,/sp
어음대출등	어음/ncn+대출/ncn+등/nbn
거의	거의/mag
모든	모든/mma
금융업무를	금융/ncn+업무/ncn+를/jco
취급할	취급/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있게된	있/paa+게/ecs+되/pvg+ㄴ/etm
종금사들은	종금/ncn+사/xsn+들/xsn+은/jxc
싼	싸/paa+ㄴ/etm
이자로	이자/ncn+로/jca
들여온	들이/pvg+어/ecs+오/pvg+ㄴ/etm
외화를	외화/ncn+를/jco
국내에서	국내/ncn+에서/jca
비싼	비싸/paa+ㄴ/etm
금리로	금리/ncn+로/jca
영업을	영업/ncn+을/jco
하면서	하/pvg+면서/ecs
막대한	막대/ncps+하/xsm+ㄴ/etm
이익을	이익/ncn+을/jco
챙길	챙기/pvg+ㄹ/etm
수	수/nbn
있었습니다.	있/paa+었/ep+습니다/ef+./sf
거기다	거기/npd+다/jxc
재경원은	재경원/nq+은/jxc
종금사들에게	종금/ncn+사/xsn+들/xsn+에게/jca
갖가지	갖가지/mma
여신한도규제를	여신/ncn+한도/ncn+규제/ncn+를/jco
풀어줘	풀/paa+어/ecx+주/px+어/ecs
한	한/nnc
기업에	기업/ncn+에/jca
수백억원씩	수백억/nnc+원/nbu+씩/xsn
대출할	대출/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
길을	길/ncn+을/jco
터줬습니다.	트/pvg+어/ecx+주/px+었/ep+습니다/ef+./sf
금융기관에	금융/ncn+기관/ncn+에/jca
대한	대하/pvg+ㄴ/etm
감독은	감독/ncn+은/jxc
모든나라가	모든/mma+나라/ncn+가/jcs
엄격하지만	엄격/ncps+하/xsm+지만/ecs
우리나라에서	우리/npp+나라/ncn+에서/jca
종금사에	종금/ncn+사/xsn+에/jca
대한	대하/pvg+ㄴ/etm
감독은	감독/ncn+은/jxc
그렇지	그렇/pad+지/ecx
못했습니다.	못하/px+었/ep+습니다/ef+./sf
종금사에	종금/ncn+사/xsn+에/jca
대한	대하/pvg+ㄴ/etm
감독은	감독/ncn+은/jxc
재경원이	재경원/nq+이/jcs
맡았는데	맡/pvg+았/ep+는데/ecs
재경원은	재경원/nq+은/jxc
종금사의	종금/ncn+사/xsn+의/jcm
건전성보다는	건전/ncn+성/xsn+보다/jca+는/jxc
외형성장에만	외형/ncn+성장/ncn+에/jca+만/jxc
신경	신경/ncn
썼고,	쓰/pvg+었/ep+고/ecs+,/sp
이것이	이것/npd+이/jcs
오늘의	오늘/ncn+의/jcm
부실을	부실/ncn+을/jco
가져온	가지/pvg+어/ecs+오/pvg+ㄴ/etm
결정적	결정/ncn+적/xsn
이유였습니다.	이유/ncn+이/jp+었/ep+습니다/ef+./sf
한국은행	한국은행/nq
독립문제가	독립/ncn+문제/ncn+가/jcs
거론된	거론/ncpa+되/xsv+ㄴ/etm
이후	이후/ncn
은행이	은행/ncn+이/jcs
한국은행의	한국은행/nq+의/jcm
영향권으로	영향/ncn+권/xsn+으로/jca
들어가자	들/pvg+어/ecs+가/pvg+자/ecs
재경원은	재경원/nq+은/jxc
종금사를	종금/ncn+사/xsn+를/jco
키워서	키우/pvg+어서/ecs
영향권	영향/ncn+권/xsn
안에	안/ncn+에/jca
두고,	두/pvg+고/ecs+,/sp
또,	또/mag+,/sp
종금사를	종금/ncn+사/xsn+를/jco
매개로	매개/ncn+로/jca
기업들을	기업/ncn+들/xsn+을/jco
지배하려고	지배/ncpa+하/xsv+려고/ecs
했던	하/pvg+었/ep+던/etm
것입니다.	것/nbn+이/jp+ㅂ니다/ef+./sf
또,	또/maj+,/sp
종금사	종금/ncn+사/xsn
대부분이	대부분/ncn+이/jcs
사채업자	사채/ncn+업자/ncn
출신이었다는	출신/ncn+이/jp+었/ep+다/ef+는/etm
사실에서	사실/ncn+에서/jca
종금사는	종금/ncn+사/xsn+는/jxc
공공성을	공공/ncn+성/xsn+을/jco
가진	가지/pvg+ㄴ/etm
금융기관으로서의	금융/ncn+기관/ncn+으로서/jca+의/jcm
건전성이나	건전/ncn+성/xsn+이나/jcj
명예보다는	명예/ncn+보다/jca+는/jxc
위험을	위험/ncn+을/jco
수반한	수반/ncpa+하/xsv+ㄴ/etm
고수익을	고/xp+수익/ncn+을/jco
최고목적으로	최고/ncn+목적/ncn+으로/jca
할	하/pvg+ㄹ/etm
수	수/nbn
밖에	밖에/jxc
없는	없/paa+는/etm
한계도	한계/ncn+도/jxc
있었습니다.	있/paa+었/ep+습니다/ef+./sf
필연적이고도	필연/ncn+적/xsn+이/jp+고/ecs+도/jxc
태생적인	태생/ncn+적/xsn+이/jp+ㄴ/etm
바로	바로/mag
그	그/mmd
한계를	한계/ncn+를/jco
제어해	제어/ncpa+하/xsv+어/ecx
주지	주/px+지/ecx
못한	못하/px+ㄴ/etm
재경원의	재경원/nq+의/jcm
관리소홀이	관리/ncn+소홀/ncn+이/jcs
오늘의	오늘/ncn+의/jcm
비극을	비극/ncn+을/jco
잉태시킨	잉태/ncpa+시키/xsv+ㄴ/etm
원인으로	원인/ncn+으로/jca
지적되고	지적/ncpa+되/xsv+고/ecx
있습니다.	있/px+습니다/ef+./sf
SBS	SBS/f
유원식입니다.	유원식/nq+이/jp+ㅂ니다/ef+./sp
TV	TV/f
합동토론회	합동/ncn+토론/ncn+회/xsn
잠시후	잠시/ncn+후/ncn
8시	8/nno+시/nbu
개최	개최/ncn
이회창,	이회창/nq+,/sp
김대중,	김대중/nq+,/sp
이인제	이인제/nq
세	세/nnc
유력후보의	유력/ncn+후보/ncn+의/jcm
두번째	두/nno+번째/nbu
TV	TV/f
합동토론회가	합동/ncn+토론/ncn+회/xsn+가/jcs
잠시후	잠시/ncn+후/ncn
8시부터	8/nno+시/nbu+부터/jxc
열립니다.	열리/pvg+ㅂ니다/ef+./sf
지난	지나/pvg+ㄴ/etm
1일	1/nno+일/nbu
경제분야	경제/ncn+분야/ncn
토론회에	토론/ncn+회/xsn+에/jca
이어	잇/pvg+어/ecs
정치를	정치/ncn+를/jco
주제로	주제/ncn+로/jca
열리는	열리/pvg+는/etm
오늘	오늘/ncn
두번째	두/nno+번째/nbu
토론회는	토론/ncn+회/xsn+는/jxc
20%	20/nnc+%/su
안팎으로	안팎/ncn+으로/jca
추산되는	추산/ncpa+되/xsv+는/etm
부동층의	부동/ncn+층/xsn+의/jcm
향배에	향배/ncn+에/jca
결정적인	결정/ncn+적/xsn+이/jp+ㄴ/etm
영향을	영향/ncn+을/jco
미칠	미치/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
보입니다.	보이/pvg+ㅂ니다/ef+./sf
토론회의	토론/ncn+회/xsn+의/jcm
예상쟁점,	예상/ncn+쟁점/ncn+,/sp
백수현기자가	백수현/nq+기자/ncn+가/jcs
짚어봤습니다	짚/pvg+어/ecx+보/px+았/ep+습니다/ef
대선	대선/ncn
중반	중반/ncn
레이스가	레이스/ncn+가/jcs
가파른	가파르/paa+ㄴ/etm
고비를	고비/ncn+를/jco
넘고	넘/pvg+고/ecx
있는	있/px+는/etm
12월	12/nno+월/nbu
첫	첫/mma
일요일밤,	일요일/ncn+밤/ncn+,/sp
세명의	세/nnc+명/nbu+의/jcm
유력대선주자들은	유력/ncn+대선/ncn+주자/ncn+들/xsn+은/jxc
두번째	두/nno+번째/nbu
TV	TV/f
합동토론에	합동/ncn+토론/ncn+에/jca
나서	나서/pvg+어/ecs
안방의	안방/ncn+의/jcm
시청자를	시청/ncn+자/xsn+를/jco
상대로	상대/ncn+로/jca
뜨거운	뜨겁/paa+ㄴ/etm
득표전을	득표/ncn+전/xsn+을/jco
벌입니다.	벌이/pvg+ㅂ니다/ef+./sf
오늘	오늘/ncn
토론회의	토론/ncn+회/xsn+의/jcm
주제는	주제/ncn+는/jxc
정치현안.	정치/ncn+현안/ncn+./sf
IMF	IMF/f
관리체제를	관리/ncn+체제/ncn+를/jco
극복할	극복/ncpa+하/xsv+ㄹ/etm
후보의	후보/ncn+의/jcm
위기	위기/ncn
관리	관리/ncn
능력과	능력/ncn+과/jcj
차기정권	차기/ncn+정권/ncn
담당세력의	담당/ncn+세력/ncn+의/jcm
도덕성이	도덕/ncn+성/xsn+이/jcs
우선	우선/mag
도마위에	도마/ncn+위/ncn+에/jca
오를	오르/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
예상됩니다.	예상/ncpa+되/xsv+ㅂ니다/ef+./sf
또	또/maj
기존의	기존/ncn+의/jcm
쟁점이	쟁점/ncn+이/jcs
다시	다시/mag
제기되면서	제기/ncpa+되/xsv+면서/ecs
상대방의	상대방/ncn+의/jcm
아킬레스건을	아킬레스건/nq+을/jco
건드리는	건드리/pvg+는/etm
후보간	후보/ncn+간/nbn
일대일	일/nnc+대/nbn+일/nnc
공방전도	공방/ncn+전/xsn+도/jxc
뜨거울	뜨겁/paa+ㄹ/etm
것으로	것/nbn+으로/jca
보입니다.	보이/pvg+ㅂ니다/ef+./sf
이회창후보는	이회창/nq+후보/ncn+는/jxc
DJT	DJT/f
연대가	연대/ncn+가/jcs
집권할	집권/ncpa+하/xsv+ㄹ/etm
경우	경우/ncn
내각제개헌문제로	내각/ncn+제/xsn+개헌/ncn+문제/ncn+로/jca
국가가	국가/ncn+가/jcs
혼란에	혼란/ncn+에/jca
빠진다는	빠지/pvg+ㄴ다/ef+는/etm
논리로,	논리/ncn+로/jca+,/sp
김대중	김대중/nq
후보는	후보/ncn+는/jxc
국가위기에대한	국가/ncn+위기/ncn+에/ncn+대하/pvg+ㄴ/etm
한나라당의	한나라당/nq+의/jcm
공동책임론으로	공동/ncn+책임/ncn+론/xsn+으로/jca
각각	각각/mag
상대방을	상대방/ncn+을/jco
겨누며	겨누/pvg+며/ecs
격론을	격론/ncn+을/jco
벌일	벌이/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
예상됩니다.	예상/ncpa+되/xsv+ㅂ니다/ef+./sf
이인제,	이인제/nq+,/sp
이회창	이회창/nq
두후보간에는	두/nnc+후보/ncn+간/nbn+에/jca+는/jxc
병역시비	병역/ncn+시비/ncn
공방도	공방/ncn+도/jxc
예상됩니다.	예상/ncpa+되/xsv+ㅂ니다/ef+./sf
이인제후보는	이인제/nq+후보/ncn+는/jxc
이회창	이회창/nq
후보	후보/ncn
자제의	자제/ncn+의/jcm
병역면제의혹을	병역/ncn+면제/ncn+의혹/ncn+을/jco
제기하며	제기/ncpa+하/xsv+며/ecs
후보	후보/ncn
사퇴를	사퇴/ncn+를/jco
요구한다는	요구/ncpa+하/xsv+ㄴ다/ef+는/etm
방침이지만	방침/ncn+이/jp+지만/ecs
이에	이/npd+에/jca
맞서	맞서/pvg+어/ecs
이회창후보도	이회창/nq+후보/ncn+도/jxc
이인제후보의	이인제/nq+후보/ncn+의/jcm
입영기피의혹을	입영/ncn+기피/ncn+의혹/ncn+을/jco
거론하며	거론/ncpa+하/xsv+며/ecs
정면으로	정면/ncn+으로/jca
반박한다는	반박/ncpa+하/xsv+ㄴ다/ef+는/etm
입장입니다.	입장/ncn+이/jp+ㅂ니다/ef+./sf
이른바	이른바/mag
YS	YS/f
신당지원설과	신당/ncn+지원/ncn+설/xsn+과/jcj
이인제후보의	이인제/nq+후보/ncn+의/jcm
경선불복을	경선/ncn+불복/ncn+을/jco
놓고도	놓/pvg+고/ecs+도/jxc
설전이	설전/ncn+이/jcs
예상됩니다.	예상/ncpa+되/xsv+ㅂ니다/ef+./sf
또	또/maj
김대중,	김대중/nq+,/sp
이인제	이인제/nq
두	두/nnc
후보가	후보/ncn+가/jcs
이회창후보를	이회창/nq+후보/ncn+를/jco
상대로	상대/ncn+로/jca
연합공세를	연합/ncn+공세/ncn+를/jco
펼지도	펴/pvg+ㄹ지/ecs+도/jxc
관심거립니다.	관심/ncn+거리/xsv+ㅂ니다/ef+./sf
세후보간의	세/nnc+후보/ncn+간/nbn+의/jcm
이런	이런/mmd
공방전은	공방/ncn+전/xsn+은/jxc
20%안팎까지	20/nnc+%/su+안팎/ncn+까지/jxc
늘어난	늘/pvg+어/ecx+나/px+ㄴ/etm
것으로	것/nbn+으로/jca
추산되는	추산/ncpa+되/xsv+는/etm
부동층의	부동/ncn+층/xsn+의/jcm
향배에	향배/ncn+에/jca
결정적인	결정/ncn+적/xsn+이/jp+ㄴ/etm
영향을	영향/ncn+을/jco
미칠	미치/pvg+ㄹ/etm
것으로	것/nbn+으로/jca
전망입니다.	전망/ncn+이/jp+ㅂ니다/ef+./sf
서울방송은	서울방송/nq+은/jxc
오늘	오늘/ncn
토론회를	토론/ncn+회/xsn+를/jco
잠시후	잠시/ncn+후/ncn
8시부터	8/nno+시/nbu+부터/jxc
2시간동안	2/nnc+시간/nbu+동안/ncn
전국에	전국/ncn+에/jca
생중계할	생/xp+중계/ncpa+하/xsv+ㄹ/etm
예정입니다.	예정/ncn+이/jp+ㅂ니다/ef+./sf
SBS	SBS/f
백수현입니다.	백수현/nq+이/jp+ㅂ니다/ef+./sf
3당,	3/nnc+당/nbu+,/sp
휴일	휴일/ncn
대리유세전	대리/ncn+유세/ncn+전/xsn
활발	활발/ncn
각후보진영은	각/mma+후보/ncn+진영/ncn+은/jxc
오늘	오늘/ncn
저녁	저녁/ncn
합동토론을	합동/ncn+토론/ncn+을/jco
앞두고	앞/ncn+두/pvg+고/ecs
하루종일	하루/ncn+종일/mag
예상질문과	예상/ncn+질문/ncn+과/jcj
답변을	답변/ncn+을/jco
정리하며	정리/ncpa+하/xsv+며/ecs
토론준비에	토론/ncn+준비/ncn+에/jca
전념했습니다.	전념/ncpa+하/xsv+었/ep+습니다/ef+./sf
이런가운데	이런/mmd+가운데/ncn
정당지도부는	정당/ncn+지도/ncn+부/xsn+는/jxc
궂은	궂/paa+은/etm
날씨속에서도	날씨/ncn+속/ncn+에서/jca+도/jxc
부동표	부동/ncn+표/ncn
흡수를	흡수/ncn+를/jco
위한	위하/pvg+ㄴ/etm
총력전을	총력/ncn+전/xsn+을/jco
펼쳤습니다.	펼치/pvg+었/ep+습니다/ef+./sf
정승민	정승민/nq
기자가	기자/ncn+가/jcs
보도합니다.	보도/ncpa+하/xsv+ㅂ니다/ef+./sf
한나라당은	한나라당/nq+은/jxc
이회창후보가	이회창/nq+후보/ncn+가/jcs
공식일정	공식/ncn+일정/ncn
없이	없/paa+이/ecs
토론회	토론/ncn+회/xsn
준비에	준비/nnc+에/jca
몰두한	몰두/ncpa+하/xsv+ㄴ/etm
가운데	가운데/ncn
조순총재와	조순/nq+총재/ncn+와/jcj
이기택	이기택/nq
선대위의장	선대위/ncn+의장/ncn
등	등/nbn
당지도부가	당/ncn+지도/ncn+부/xsn+가/jcs
강원도와	강원도/nq+와/jcj
수도권	수도/ncn+권/xsn
지역을	지역/ncn+을/jco
돌며	돌/pvg+며/ecs
득표활동을	득표/ncpa+활동/ncpa+을/jco
계속했습니다.	계속/ncpa+하/xsv+었/ep+습니다/ef+./sf
조순	조순/nq
총재는	총재/ncn+는/jxc
오전	오전/ncn
서울	서울/nq
조계사를	조계사/nq+를/jco
방문해	방문/ncpa+하/xsv+어/ecs
파계승	파계/ncn+승/ncn
탈을	탈/ncn+을/jco
선거홍보물로	선거/ncn+홍보/ncn+물/xsn+로/jca
사용해	사용/ncpa+하/xsv+어/ecs
물의를	물의/ncn+를/jco
빚은데	빚/pvg+은데/ecs
대해	대하/pvg+어/ecs
사과하고	사과/ncpa+하/xsv+고/ecs
오후에는	오후/ncn+에/jca+는/jxc
강원도	강원도/nq
원주와	원주/nq+와/jcj
횡성에서	횡성/nq+에서/jca
거리유세를	거리/ncn+유세/ncpa+를/jco
계속했습니다.	계속/ncpa+하/xsv+었/ep+습니다/ef+./sf
국민회의도	국민회의/nq+도/jxc
김대중후보가	김대중/nq+후보/ncn+가/jcs
일산자택에	일산/nq+자택/ncn+에/jca
머물며	머물/pvg+며/ecs
토론	토론/ncpa
준비에	준비/ncpa+에/jca
전념한	전념/ncpa+하/xsv+ㄴ/etm
가운데	가운데/ncn
김종필	김종필/nq
공동선대위의장과	공동/ncn+선대위/ncn+의장/ncn+과/jcj
박태준	박태준/nq
자민련총재가	자민련/nq+총재/ncn+가/jcs
강원도	강원도/nq
춘천과	춘천/nq+과/jcj
경북	경북/nq
영천등지에서	영천/nq+등지/nbn+에서/jca
민심잡기에	민심/ncn+잡/pvg+기/etn+에/jca
주력했습니다.	주력/ncpa+하/xsv+었/ep+습니다/ef+./sf
"정권교체가	"/sl+정권/ncn+교체/ncn+가/jcs
되면	되/pvg+면/ecs
책임자들을	책임/ncn+자/xsn+들/xsn+을/jco
모두	모두/mag
조사해서	조사/ncpa+하/xsv+어서/ecs
국민앞에	국민/ncn+앞/ncn+에/jca
석고대죄시키겠다"	석고대죄/ncpa+시키/xsv+겠/ep+다/ef+"/sr
파랑새	파랑새/nq
유세단도	유세/ncn+단/xsn+도/jxc
서울시내와	서울/nq+시내/ncn+와/jcj
수도권	수도/ncn+권/xsn
곳곳에서	곳곳/ncn+에서/jca
거리유세를	거리/ncn+유세/ncpa+를/jco
벌이며	벌이/pvg+며/ecs
정권교체를	정권/ncn+교체/ncpa+를/jco
위한	위하/pvg+ㄴ/etm
젊은층의	젊/paa+은/etm+층/xsn+의/jcm
지지를	지지/ncpa+를/jco
호소했습니다.	호소/ncpa+하/xsv+었/ep+습니다/ef+./sf
국민신당	국민신당/nq
이인제후보는	이인제/nq+후보/ncn+는/jxc
오전에	오전/ncn+에/jca
서울	서울/nq
역삼동	역삼동/nq
국기원을	국기원/nq+을/jco
방문해	방문/ncpa+하/xsv+어/ecs
제	제/mma
2의	2/nnc+의/jcm
경제기적을	경제/ncn+기적/ncn+을/jco
이루기	이루/pvg+기/etn
위한	위하/pvg+ㄴ/etm
태권도정신의	태권도/nq+정신/ncn+의/jcm
함양을	함양/nq+을/jco
강조했습니다.	강조/ncpa+하/xsv+었/ep+습니다/ef+./sf
"태권도정신함양통해	"/sl+태권도/nq+정신/ncn+함양/nq+통/ncpa+하/xsv+어/ecs
군사기진작과	군/ncn+사기/ncn+진작/ncn+과/jcj
경제기적을	경제/ncn+기적/ncn+을/jco
위한	위하/pvg+ㄴ/etm
국민적공감대형성에	국민/ncn+적/xsn+공감/ncn+대/xsn+형성/ncpa+에/jca
이바지해달라"	이바지/ncpa+하/xsv+어/ecx+달/px+라/ecs+"/sl
국민신당	국민신당/nq
모래시계유세단도	모래시계/nq+유세/ncn+단/xsn+도/jxc
서울	서울/nq
대학로등지에서	대학로/nq+등지/nbn+에서/jca
거리유세를	거리/ncn+유세/ncpa+를/jco
펼치며	펼치/pvg+며/ecs
젊고	젊/paa+고/ecs
힘있는	힘/ncn+있/xsm+는/etm
대통령을	대통령/ncn+을/jco
뽑아달라고	뽑/pvg+아/ecx+달/px+라고/ecs
호소했습니다.	호소/ncpa+하/xsv+었/ep+습니다/ef+./sf
sbs	SBS/f
정승민입니다.	정승민/nq+이/jp+ㅂ니다/ef+./sf
현직	현직/ncn
검사가	검사/ncn+가/jcs
도박판	도박/ncn+판/ncn
벌여	벌이/pvg+어/ecs
온	온/mma
국민이	국민/ncn+이/jcs
경제살리기에	경제/ncn+살리/pvg+기/etn+에/jca
허리띠를	허리/ncn+띠/ncn+를/jco
졸라매고	조르/pvg+아/ecs+매/pvg+고/ecx
있는	있/px+는/etm
요즘	요즘/ncn
현직	현직/ncn
검사를	검사/ncn+를/jco
포함한	포함/ncpa+하/xsv+ㄴ/etm
사회지도층	사회/ncn+지도/ncn+층/xsn
인사들이	인사/ncn+들/xsn+이/jcs
제주까지	제주/nq+까지/jxc
내려가	내리/pvg+어/ecs+가/pvg+아/ecs
포커	포커/ncn
도박판을	도박/ncn+판/ncn+을/jco
벌이다	벌이/pvg+다/ecs
경찰에	경찰/ncn+에/jca
붙잡혔습니다.	붙잡히/pvg+었/ep+습니다/ef+./sf
제주에서	제주/nq+에서/jca
이용탁기자가	이용탁/nq+기자/ncn+가/jcs
보도합니다.	보도/ncpa+하/xsv+ㅂ니다/ef+./sf
호젓한	호젓/ncps+하/xsm+ㄴ/etm
농촌의	농촌/ncn+의/jcm
한	한/nnc
식당에서	식당/ncn+에서/jca
속칭	속칭/ncn
포커도박판을	포커/ncn+도박/ncn+판/ncn+을/jco
벌이다	벌이/pvg+다/ecs
제주지방경찰청	제주지방경찰청/nq
특수기동대에	특수/ncn+기동/ncn+대/xsn+에/jca
의해	의하/pvg+어/ecs
이들이	이/npd+들/xsn+이/jcs
붙잡힌	붙잡히/pvg+ㄴ/etm
시간은	시간/ncn+은/jxc
오늘	오늘/ncn
새벽	새벽/ncn
4시	4/nnc+시/nbu
반쯤.	반/nnc+쯤/xsn+./sf
밤새	밤새/mag
도박판을	도박/ncn+판/ncn+을/jco
벌이다	벌이/pvg+다/ecs
붙잡힌	붙잡히/pvg+ㄴ/etm
이들은	이들/npp+은/jxc
법무부	법무부/nq
소속	소속/ncn
이	이/nq
모	모/ncn
검사를	검사/ncn+를/jco
비롯해	비롯/ncpa+하/xsv+어/ecs
한의사인	한의사/ncn+이/jp+ㄴ/etm
유모씨	유/ncn+모/ncn+씨/xsn
그리고	그리고/maj
건축업자	건축/ncn+업자/ncn
등	등/nbn
사회지도층	사회/ncn+지도/ncn+층/xsn
인사	인사/ncn
다섯명입니다.	다섯/nnc+명/nbu+이/jp+ㅂ니다/ef+./sf
"이들은	"/sl+이들/npp+은/jxc
이곳에서	이곳/npd+에서/jca
한판에	한/nnc+판/nbu+에/jca
20만원에서	20만/nnc+원/nbu+에서/jca
최고	최고/ncn
50만원의	50만/nnc+원/nbu+의/jcm
포커판을	포커/ncn+판/ncn+을/jco
벌였습니다"	벌이/pvg+었/ep+습니다/ef+"/sr
판돈에는	판돈/ncn+에/jca+는/jxc
외화도	외화/ncn+도/jxc
끼어있어	끼/pvg+어/ecx+있/px+어/ecs
경제를	경제/ncn+를/jco
살리자는	살리/pvg+자/ef+는/etm
각계각층의	각계/ncn+각층/ncn+의/jcm
한	한/mmq
목소리와	목/ncn+소리/ncn+와/jct
