<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0024.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0024.txt </filename>
<title>문학비평론  </title>
<author>홍문표  </author>
<date>1993  </date>
<publisher>양문각  </publisher>
<kdc>809  </kdc>
<ddc>801.95  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
1.	1/nno+./sf
그의	그/npp+의/jcm
의식이나	의식/ncn+이나/jcj
사상에	사상/ncn+에/jca
끼친	끼치/pvg+ㄴ/etm
영향을	영향/ncn+을/jco
살펴보자	살피/pvg+어/ecx+보/px+자/ef
.	./sf
그는	그/npp+는/jxc
나라의	나라/ncn+의/jcm
쇠운과	쇠운/ncn+과/jcj
자기집의	자기/npp+집/ncn+의/jcm
쇠운에	쇠운/ncn+에/jca
태어나	태어나/pvg+아/ecs
,	,/sp
걷잡을	걷잡/pvg+을/etm
수	수/nbn
없는	없/paa+는/etm
가세의	가세/ncn+의/jcm
영락으로	영락/ncn+으로/jca
5	5/nno
,	,/sp
6세	6/nno+세/nbu
때부터	때/ncn+부터/jca
극빈한	극빈/ncps+하/xsm+ㄴ/etm
생활을	생활/ncn+을/jco
하다가	하/pvg+다가/ecs
,	,/sp
11	11/nnc
세에	세/nbu+에/jca
설상가상으로	설상가상/ncn+으로/jca
부모를	부모/ncn+를/jco
거의	거의/mag
동시에	동시/ncn+에/jca
잃고	잃/pvg+고/ecs
고아가	고아/ncn+가/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
이리하여	이리하/pvd+어/ecs
"	"/sl
나는	나/npp+는/jxc
격언	격언/ncn
그대로	그대로/mag
'	'/sl
발가벗은	발가벗/pvg+은/etm
몸	몸/ncn
'으로	'/sr+으로/jca
...	.../se
부모도	부모/ncn+도/jxc
형제도	형제/ncn+도/jxc
재산도	재산/ncn+도/jxc
없는	없/paa+는/etm
몸이	몸/ncn+이/jcs
열한	열한/nnc
살에	살/nbu+에/jca
광야에	광야/ncn+에/jca
길잃은	길/ncn+잃/pvg+은/etm
어린	어리/paa+ㄴ/etm
양	양/ncn
모양으로	모양/ncn+으로/jca
세상에	세상/ncn+에/jca
내어	내/pvg+어/ecx
던짐	던지/pvg+ㅁ/etn
"이	"/sr+이/jcs
된	되/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그건	그것/npd+은/jxc
적빈주의의	적빈/ncn+주의/ncn+의/jcm
고아의식으로	고아/ncn+의식/ncn+으로/jca
,	,/sp
즉	즉/mag
정신적	정신/ncn+적/xsn
.	./sf
지적	지적/ncn
조상이나	조상/ncn+이나/jcj
전통이	전통/ncn+이/jcs
없다는	없/paa+다/ef+는/etm
생각으로	생각/ncn+으로/jca
확대된다	확대/ncpa+되/xsv+ㄴ다/ef
.	./sf
둘째로	둘째/nno+로/jca
,	,/sp
엘리트로서의	엘리트/ncn+로서/jca+의/jcm
체험을	체험/ncn+을/jco
보면	보/pvg+면/ecs
,	,/sp
그는	그/npp+는/jxc
대여섯	대여섯/nno
살	살/nbu
때에	때/ncn+에/jca
"	"/sl
외조모한테	외조모/ncn+한테/jca
이야기	이야기/ncn
책을	책/ncn+을/jco
읽어드려	읽/pvg+어/ecx+드리/px+어/ecs
상급으로	상급/ncn+으로/jca
밤과	밤/ncn+과/jcj
배를	배/ncn+를/jco
받은	받/pvg+은/etm
것을	것/nbn+을/jco
기억	기억/ncn
"	"/sr
한다고	한/pvg+ㄴ다/ef+고/jcr
하며	하/pvg+며/ecc
,	,/sp
18	18/nnc
,	,/sp
19세	19/nnc+세/nbu
때부터	때/ncn+부터/jxc
자신에	자신/ncn+에/jca
대한	대하/pvg+ㄴ/etm
우월감과	우월/ncn+감/xsn+과/jcj
사명감이라는	사명/ncn+감/xsn+이/jp+라/ef+는/etm
일종의	일종/ncn+의/jcm
엘리트의식을	엘리트/ncn+의식/ncn+을/jco
체험하게	체험/ncpa+하/xsv+게/ecs
된	되/pvg+ㄴ/etm
것을	것/nbn+을/jco
당시의	당시/ncn+의/jcm
일기와	일기/ncn+와/jcj
그	그/npd
밖의	밖/ncn+의/jcm
여러	여러/mma
자전적	자전/ncn+적/xsn
기록에서	기록/ncn+에서/jca
거듭	거듭/mag
밝히고	밝히/pvg+고/ecx
있다	있/px+다/ef
.	./sf
그	그/npp
관계	관계/ncn
기록	기록/ncn
가운데	가운데/ncn
한	한/nnc
보기를	보기/ncn+를/jco
일기에서	일기/ncn+에서/jca
들어	들/pvg+어/ecx
보자	보/px+자/ef
.	./sf
잘	자/pvg+ㄹ/etm
적마다	적/nbn+마다/jxc
나를	나/npp+를/jco
칭찬한다	칭찬/ncpa+하/xsv+ㄴ다/ef
.	./sf
그러나	그러나/maj
그것이	그것/npd+이/jcs
모두	모두/mag
진정인	진정/ncn+이/jp+ㄴ/etm
것	것/nbn
같다	같/paa+다/ef
.	./sf
듣기	듣/pvg+기/etn
싫지	싫/paa+지/ecx
아니하다	아니하/pad+다/ef
.	./sf
기실은	기실/ncn+은/jxc
나도	나/npp+도/jxc
지금까지	지금/ncn+까지/jxc
그렇게	그렇/pad+게/ecs
생각은	생각/ncn+은/jxc
했던	하/pvg+었/ep+던/etm
것이지마는	것/nbn+이/jp+지마는/ecs
남이	남/npp+이/jcs
그렇게	그렇/pad+게/ecs
말하니	말/ncpa+하/xsv+니/ecs
더욱	더욱/mag
마음이	마음/ncn+이/jcs
든든해지는	든든하/paa+어/ecx+지/px+는/etm
셈인지	셈/nbn+이/jp+ㄴ지/ecs
만족해지고	만족/ncps+하/xsm+어/ecx+지/px+고/ecc
또	또/maj
용기를	용기/ncn+를/jco
얻었다	얻/pvg+었/ep+다/ef
.	./sf
이러한	이러하/pad+ㄴ/etm
엘리트의식의	엘리트/ncn+의식/ncn+의/jcm
체험은	체험/ncn+은/jxc
그의	그/npp+의/jcm
계몽사상과	계몽/ncn+사상/ncn+과/jcj
민족의식에	민족/ncn+의식/ncn+에/jca
연결된	연결/ncpa+되/xsv+ㄴ/etm
글이나	글/ncn+이나/jcj
행동은	행동/ncn+은/jxc
물론이요	물론/ncn+이/jp+요/jxf
,	,/sp
그	그/npd
밖의	밖/ncn+의/jcm
행위	행위/ncn
,	,/sp
가령	가령/mag
친일적	친일/ncn+적/xsn
언동까지도	언동/ncn+까지도/jxc
이타적	이타/ncn+적/xsn
.	./sf
시혜적	시혜/ncn+적/xsn
.	./sf
자기희생적인	자기/ncn+희생/ncn+적/xsn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
과신	과신/ncn
.	./sf
미화하는	미화/ncpa+하/xsv+는/etm
나르시시즘으로	나르시시즘/ncn+으로/jca
발전하게	발전/ncpa+하/xsv+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
셋째로	셋째/nno+로/jca
,	,/sp
약소	약소/ncn
망국	망국/ncn
민족으로서의	민족/ncn+으로서/jca+의/jcm
체험이다	체험/ncn+이/jp+다/ef
.	./sf
노일전쟁	노일전쟁/nq
때	때/ncn
러시아	러시아/nq
병정의	병정/ncn+의/jcm
한국인에	한국/nq+인/xsn+에/jca
대한	대하/pvg+ㄴ/etm
행패를	행패/ncn+를/jco
본	보/pvg+ㄴ/etm
이광수는	이광수/nq+는/jxc
"	"/sl
우리	우리/npp
민족이	민족/ncn+이/jcs
약하고	약하/paa+고/ecc
못난	못나/paa+ㄴ/etm
것을	것/nbn+을/jco
통분하고	통분/ncpa+하/xsv+고/ecc
아라사	아라사/nq
사람을	사람/ncn+을/jco
향하여	향하/pvg+어/ecs
이를	이/ncn+를/jco
갈았다	갈/pvg+았/ep+다/ef
."고	./sf+"/sr+고/jcr
한다.	하/pvg+ㄴ다/ef+./sf
그후	그/mmd+후/ncn
동학에	동학/ncn+에/jca
입도한	입도/ncpa+하/xsv+ㄴ/etm
그는	그/npp+는/jxc
일본	일본/nq
헌병의	헌병/ncn+의/jcm
체포령	체포/ncn+령/xsn
때문에	때문/nbn+에/jca
피신하였고	피신/ncpa+하/xsv+었/ep+고/ecc
,	,/sp
14세	14/nno+세/nbu
때	때/ncn
도일	도일/ncn
유학하고	유학/ncpa+하/xsv+고/ecx
있던	있/px+던/etm
중에	중/nbn+에/jca
을사조약의	을사조약/nq+의/jcm
체결을	체결/ncn+을/jco
보고	보/pvg+고/ecc
비분였으며	비분/ncpa+하/xsv+어/ecs+었/ep+으며/ecs
,	,/sp
오산학교	오산학교/nq
교원	교원/ncn
시절인	시절/ncn+이/jp+ㄴ/etm
19세	19/nno+세/nbu
때에	때/ncn+에/jca
한일합방의	한일합방/nq+의/jcm
조서를	조서/ncn+를/jco
보고	보/pvg+고/ecc
망국한을	망국/ncn+한/ncn+을/jco
노래로	노래/ncn+로/jca
읊어	읊/pvg+어/ecs
학생들에게	학생/ncn+들/xsn+에게/jca
부르게	부르/pvg+게/ecs
하였다고	하/pvg+었/ep+다/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
이와	이/npd+와/jct
같은	같/paa+은/etm
10대의	10/nnc+대/nbu+의/jcm
체험이	체험/ncn+이/jcs
그의	그/npp+의/jcm
특이한	특이/ncps+하/xsm+ㄴ/etm
민족주의	민족/ncn+주의/ncn
형성과	형성/ncn+과/jcj
변모에	변모/ncn+에/jca
당연히	당연/ncn+히/xsa
작용하였을	작용/ncpa+하/xsv+었/ep+을/etm
것으로	것/nbn+으로/jca
생각할	생각/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
그런데	그런데/maj
그	그/mma
민족주의는	민족/ncn+주의/ncn+는/jxc
초년에	초년/ncn+에/jca
어느	어느/mma
정도	정도/ncn
올바른	올바르/paa+ㄴ/etm
방향을	방향/ncn+을/jco
보이다가	보이/pvg+다가/ecs
,	,/sp
중년에는	중년/ncn+에/jca+는/jxc
태도의	태도/ncn+의/jcm
불투명함을	불/xp+투명/ncps+하/xsm+ㅁ/etn+을/jco
나타내더니	나타내/pvg+더/ep+니/ecs
,	,/sp
만년에	만년/ncn+에/jca
오면서	오/pvg+면서/ecs
전혀	전혀/mag
뒤틀린	뒤틀리/pvg+ㄴ/etm
친일적	친일/ncn+적/xsn
준자으로	준자/ncn+으로/jca
굴절되고	굴절/ncpa+되/xsv+고/ecx
만다	말/px+ㄴ다/ef
.	./sf
마지막으로	마지막/ncn+으로/jca
,	,/sp
작가로서의	작가/ncn+로서/jca+의/jcm
체험을	체험/ncn+을/jco
보면	보/pvg+면/ecs
,	,/sp
유	유/ncn
.	./sf
소년기	소년/ncn+기/xsn
(5	(/sl+5/nnc
,	,/sp
6	6/nnc
세부터	세/nbu+부터/jca
10	10/nnc
대에	대/nbu+에/jca
이르기까지)에	이르/pvg+기/etn+까지/jca+)/sr+에/jca
있어서의	있/paa+어서/ecs+의/jcm
한국	한국/nq
및	및/maj
동서양의	동서양/ncn+의/jcm
문학체험이	문학/ncn+체험/ncn+이/jcs
그의	그/npp+의/jcm
계몽사상에	계몽/ncn+사상/ncn+에/jca
연결되는	연결/ncpa+되/xsv+는/etm
것으로	것/nbn+으로/jca
보인다	보이/pvg+ㄴ다/ef
.	./sf
유년기에는	유년/ncn+기/xsn+에/jca+는/jxc
한국의	한국/nq+의/jcm
고대소설로	고대/ncn+소설/ncn+로/jca
[덜걱전	[/sl+덜걱전/nq
]	]/sr
[소대성전	[/sl+소대성전/nq
]	]/sr
[장풍운전	[/sl+장풍운전/nq
]	]/sr
등과	등/nbn+과/jcj
민요들을	민요/ncn+들/xsn+을/jco
일고	일/pvg+고/ecc
,	,/sp
한시문으로	한시/ncn+문/ncn+으로/jca
[	/sl
[	]/sr+[/sl
][	]/sr+[/sl
][	]/sr+[/sl
]	]/sr
등을	등/nbn+을/jco
공부함으로서	공부/ncpa+하/xsv+ㅁ/etn+으로서/jca
한국과	한국/nq+과/jcj
중국의	중국/nq+의/jcm
문학에	문학/ncn+에/jca
대한	대하/pvg+ㄴ/etm
소양을	소양/ncn+을/jco
기렀다면	기르/pvg+었/ep+다/ef+면/ecs
,	,/sp
소년기에는	소년/ncn+기/xsn+에/jca+는/jxc
서구와	서구/ncn+와/jcj
일본의	일본/nq+의/jcm
문학작품들을	문학/ncn+작품/ncn+들/xsn+을/jco
상당량	상당/ncn+량/ncn
체험함으로써	체험/ncpa+하/xsv+ㅁ/etn+으로써/jca
근대	근대/ncn
서구문학의	서구/ncn+문학/ncn+의/jcm
교양을	교양/ncn+을/jco
쌓았던	쌓/pvg+았/ep+던/etm
셈이다	셈/nbn+이/jp+다/ef
.	./sf
서구적인	서구/ncn+적/xsn+이/jp+ㄴ/etm
것	것/nbn
가운데서는	가운데/ncn+서/jca+는/jxc
톨스토이	톨스토이/nq
(L	(/sl+L/f
.	./sf
Tolstoy)의	Tolstoy/f+)/sr+의/jcm
작품들에서	작품/ncn+들/xsn+에서/jca
가장	가장/mag
큰	크/paa+ㄴ/etm
영향을	영향/ncn+을/jco
받은	받/pvg+은/etm
것은	것/nbn+은/jxc
이미	이미/mag
주지된	주지/ncpa+되/xsv+ㄴ/etm
사실이다	사실/ncn+이/jp+다/ef
.	./sf
그런데	그런데/maj
춘원은	춘원/nq+은/jxc
"	"/sl
어려서부터	어리/paa+어서/ecs+부터/jxc
문장은라는	문장/ncn+은/jxc+라/jcr+는/etm
교훈	교훈/ncn
속에	속/ncn+에/jca
자랐으므로가	자라/pvg+았/ep+으므로/ecs+가/jcs
되리라는	되/pvg+리라/ef+는/etm
생각은	생각/ncn+은/jxc
없었으며	없/paa+었/ep+으며/ecs
,	,/sp
"	"/sl
글을	글/ncn+을/jco
쓰면	쓰/pvg+면/ecs
당당한	당당/ncps+하/xsm+ㄴ/etm
논문을	논문/ncn+을/jco
쓸	쓰/pvg+ㄹ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
자인한	자인/ncpa+하/xsv+ㄴ/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
."	./sf+"/sl
이러한	이러하/pad+ㄴ/etm
진술은	진술/ncn+은/jxc
앞에	앞/ncn+에/jca
든	들/pvg+ㄴ/etm
유년기	유년/ncn+기/xsn
문학체험과	문학/ncn+체험/ncn+과/jcj
더불어	더불어/mag
그의	그/npp+의/jcm
소설들이	소설/ncn+들/xsn+이/jcs
흔히	흔히/mag
논설문에서	논설/ncn+문/xsn+에서/jca
느껴지는	느끼/pvg+어/ecx+지/px+는/etm
설교투의	설교/ncn+투/ncn+의/jcm
표현을	표현/ncn+을/jco
가진다는	가지/pvg+ㄴ다/ef+는/etm
점과	점/ncn+과/jct
연결될	연결/ncn+되/xsv+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
또	또/maj
그의	그/npp+의/jcm
문학관이	문학/ncn+관/xsn+이/jcs
문학을	문학/ncn+을/jco
사상	사상/ncn
감정의	감정/ncn+의/jcm
전달수단으로	전달/ncn+수단/ncn+으로/jca
생각하는	생각/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
톨스토이의	톨스토이/nq+의/jcm
예술론	예술/ncn+론/xsn
,	,/sp
즉	즉/mag
감염론	감염/ncn+론/xsn
(	(/sl
)에	)/sr+에/jca
가까운	가깝/paa+ㄴ/etm
면모를	면모/ncn+를/jco
보여준다	보이/pvg+어/ecx+주/px+ㄴ다/ef
.	./sf
그러므로	그러므로/maj
이와	이/npd+와/jct
같은	같/paa+은/etm
체험들은	체험/ncn+들/xsn+은/jxc
모두	모두/mag
그의	그/npp+의/jcm
계몽주의	계몽/ncn+주의/ncn
문학과	문학/ncn+과/jct
이어지는	잇/pvg+어/ecx+지/px+는/etm
것이라	것/nbn+이/jp+라/ef
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
춘원의	춘원/nq+의/jcm
생애와	생애/ncn+와/jcj
이러한	이러하/pad+ㄴ/etm
주요	주요/ncn
체험들에	체험/ncn+들/xsn+에/jca
관한	관하/pvg+ㄴ/etm
연구는	연구/ncn+는/jxc
,	,/sp
왜	왜/mag
그가	그/npp+가/jcs
엘리트의식을	엘리트/ncn+의식/ncn+을/jco
갖고	갖/pvg+고/ecc
,	,/sp
[무정	[/sl+무정/nq
]	]/sr
.	./sf
[흙	[/sl+흙/nq
]	]/sr
등으로	등/nbn+으로/jca
대표되는	대표/ncpa+되/xsv+는/etm
계몽주의	계몽/ncn+주의/ncn
문학을	문학/ncn+을/jco
하게	하/pvg+게/ecs
되었는가를	되/pvg+었/ep+는가/ef+를/jco
해명하는	해명/ncpa+하/xsv+는/etm
데	데/nbn
적지	적/paa+지/ecx
않은	않/px+은/etm
도움이	도움/ncn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
그리고	그리고/maj
후일	후일/ncn
변절로	변절/ncn+로/jca
인하여	인하/pvg+어/ecs
비난의	비난/ncn+의/jcm
대상이	대상/ncn+이/jcs
되기는	되/pvg+기/etn+는/jxc
했지만	하/pvg+었/ep+지만/ecs
,	,/sp
3.1운동	3.1운동/nq
이전	이전/ncn
상해	상해/nq
[독립신문	[/sl+독립신문/nq
]에	]/sr+에/jca
발표하던	발표/ncpa+하/xsv+던/etm
글에서	글/ncn+에서/jca
드러내었던	드러내/pvg+었/ep+던/etm
민족주의	민족/ncn+주의/ncn
경향의	경향/ncn+의/jcm
근원을	근원/ncn+을/jco
이해하는데도	이해/ncpa+하/xsv+는데/ecs+도/jxc
도움이	도움/ncn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
또한	또한/maj
톨스토이에	톨스토이/nq+에/jca
대한	대하/pvg+ㄴ/etm
사숙의	사숙/ncn+의/jcm
체험은	체험/ncn+은/jxc
이광수의	이광수/nq+의/jcm
소설들에서	소설/ncn+들/xsn+에서/jca
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ef
,	,/sp
그의	그/npp+의/jcm
비평문들	비평/ncn+문/xsn+들/xsn
속에서도	속/ncn+에서/jca+도/jxc
직접	직접/mag
드러나게	드러나/pvg+게/ecs
되는바	되/pvg+는/etm+바/nbn
,	,/sp
이	이/mmd
부분은	부분/ncn+은/jxc
특히	특히/mag
작가의	작가/ncn+의/jcm
형향관계	형향/ncn+관계/ncn
확인이라는	확인/ncn+이/jp+라/ef+는/etm
측면에서	측면/ncn+에서/jca
장차	장차/mag
별도로	별도/ncn+로/jca
연구되어야	연구/ncpa+되/xsv+어야/ecs
할	하/px+ㄹ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
(	(/sl
4	4/nno
)	)/sr
평판과	평판/ncn+과/jcj
영향	영향/ncn
작가의	작가/ncn+의/jcm
생애는	생애/ncn+는/jxc
그에	그/npp+에/jca
대한	대하/pvg+ㄴ/etm
전기를	전기/ncn+를/jco
위한	위하/pvg+ㄴ/etm
하나의	하나/nnc+의/jcm
닫혀진	닫히/pvg+어/ecx+지/px+ㄴ/etm
공간일	공간/ncn+이/jp+ㄹ/etm
뿐	뿐/nbn
아니라	아니/paa+라/ef
,	,/sp
그	그/npp
자신을	자신/ncn+을/jco
벗어난	벗어나/pvg+ㄴ/etm
사회적	사회/ncn+적/xsn
,	,/sp
역사적	역사/ncn+적/xsn
의미도	의미/ncn+도/jxc
갖게	갖/pvg+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
작가가	작가/ncn+가/jcs
생산한	생산/ncpa+하/xsv+ㄴ/etm
작품은	작품/ncn+은/jxc
제3자에	제/xp+3/nno+자/ncn+에/jca
전달되지	전달/ncpa+되/xsv+지/ecx
않으면	않/px+으면/ecs
그	그/mmd
가치의	가치/ncn+의/jcm
실현이	실현/ncn+이/jcs
불가능하다	불/xp+가능/ncps+하/xsm+다/ef
.	./sf
비록	비록/mag
가상적이나마	가상/ncn+적/xsn+이/jp+나마/ecs
독자를	독자/ncn+를/jco
상대하지	상대/ncpa+하/xsv+지/ecx
않는	않/px+는/etm
작품은	작품/ncn+은/jxc
없다	없/paa+다/ef
.	./sf
가장	가장/mag
내밀하다는	내밀/ncps+하/xsm+다/ef+는/etm
일기	일기/ncn
,	,/sp
수기의	수기/ncn+의/jcm
경우도	경우/ncn+도/jxc
마찬가지이다	마찬가지/ncn+이/jp+다/ef
.	./sf
사회의	사회/ncn+의/jcm
의사전달의	의사/ncn+전달/ncn+의/jcm
수단이	수단/ncn+이/jcs
말이라는	말/ncn+이/jp+라/ef+는/etm
것을	것/nbn+을/jco
사용했다는	사용/ncpa+하/xsv+었/ep+다/ef+는/etm
한	한/nnc
가지	가지/nbu
이유만으로도	이유/ncn+만/jxc+으로/jca+도/jxc
그것은	그것/npd+은/jxc
설명된다	설명/ncpa+되/xsv+ㄴ다/ef
.	./sf
즉	즉/mag
작품	작품/ncn
속에서	속/ncn+에서/jca
작가는	작가/ncn+는/jxc
가치를	가치/ncn+를/jco
형성하고	형성/ncpa+하/xsv+고/ecc
창조하지만	창조/ncpa+하/xsv+지만/ecs
,	,/sp
가치의	가치/ncn+의/jcm
발견	발견/ncn
,	,/sp
음미	음미/ncn
,	,/sp
판단	판단/ncn
,	,/sp
향유는	향유/ncn+는/jxc
독자에게	독자/ncn+에게/jca
맡겨진다	맡기/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
이런	이런/mmd
의미에서	의미/ncn+에서/jca
독자가	독자/ncn+가/jcs
작품의	작품/ncn+의/jcm
가치구현에	가치/ncn+구현/ncn+에/jca
참여한다는	참여/ncpa+하/xsv+ㄴ다/ef+는/etm
말을	말/ncn+을/jco
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
독자의	독자/ncn+의/jcm
그러한	그러하/pad+ㄴ/etm
행위가	행위/ncn+가/jcs
외면적으로	외면/ncn+적/xsn+으로/jca
나타난	나타나/pvg+ㄴ/etm
현상이	현상/ncn+이/jcs
소위	소위/mag
작가의	작가/ncn+의/jcm
명성	명성/ncn
,	,/sp
인기라는	인기/ncn+라/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
또	또/maj
명성	명성/ncn
,	,/sp
인기가	인기/ncn+가/jcs
독자의	독자/ncn+의/jcm
태도에	태도/ncn+에/jca
변화를	변화/ncn+를/jco
가져온	가지/pvg+어/ecs+오/pvg+ㄴ/etm
현상을	현상/ncn+을/jco
영향이라고	영향/ncn+이/jp+라/ef+고/jcr
한다	하/pvg+ㄴ다/ef
.	./sf
그런데	그런데/maj
과거	과거/ncn
작가의	작가/ncn+의/jcm
명성과	명성/ncn+과/jcj
영향은	영향/ncn+은/jxc
현재	현재/ncn
우리가	우리/npp+가/jcs
그	그/mmd
작품을	작품/ncn+을/jco
놓고	놓/pvg+고/ecs
추정할	추정/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
이유들만	이유/ncn+들/xsn+만/jxc
가지고서는	가지/pvg+고서/ecs+는/jxc
모두	모두/mag
설명할	설명/ncpa+하/xsv+ㄹ/etm
수	수/nbn
없는	없/paa+는/etm
경우가	경우/ncn+가/jcs
허다하다	허다/ncps+하/xsm+다/ef
.	./sf
한	한/nnc
시대를	시대/ncn+를/jco
휩쓴	휩쓸/pvg+ㄴ/etm
인기작가가	인기/ncn+작가/ncn+가/jcs
다음	다음/ncn
시대에	시대/ncn+에/jca
까맣게	까맣/paa+게/ecs
잊혀지는	잊히/pvg+어/ecx+지/px+는/etm
이유를	이유/ncn+를/jco
단지	단지/mag
작품에서만	작품/ncn+에서/jca+만/jxc
발견해	발견/ncpa+하/xsv+어/ecx
낼	내/px+ㄹ/etm
수는	수/nbn+는/jxc
없다는	없/paa+다/ef+는/etm
말이다	말/ncn+이/jp+다/ef
.	./sf
여기에	여기/npd+에/jca
역사적	역사/ncn+적/xsn
연구가	연구/ncn+가/jcs
뒤따르는	뒤따르/pvg+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
그런데	그런데/maj
문학적	문학/ncn+적/xsn
영향관계를	영향/ncn+관계/ncn+를/jco
두	두/nnc
가지로	가지/nbu+로/jca
대별할	대별/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
하나는	하나/nnc+는/jxc
일반	일반/ncn
독자에	독자/ncn+에/jca
대한	대하/pvg+ㄴ/etm
영향이고	영향/ncn+이/jp+고/ecc
또	또/maj
하나는	하나/nnc+는/jxc
특수한	특수/ncps+하/xsm+ㄴ/etm
창조적인	창조/ncn+적/xsn+이/jp+ㄴ/etm
독자	독자/ncn
,	,/sp
즉	즉/mag
동료	동료/ncn
작가나	작가/ncn+나/jcj
후배	후배/ncn
작가에의	작가/ncn+에/jca+의/jcm
영향이다	영향/ncn+이/jp+다/ef
.	./sf
또한	또한/maj
작품의	작품/ncn+의/jcm
독자는	독자/ncn+는/jxc
횡적으로	횡적/ncn+으로/jca
,	,/sp
공간적으로만	공간/ncn+적/xsn+으로/jca+만/jxc
퍼져	퍼지/pvg+어/ecx
있을	있/px+을/etm
뿐	뿐/nbn
아니라	아니/paa+라/ef
,	,/sp
종적으로	종적/ncn+으로/jca
,	,/sp
시간적으로	시간/ncn+적/xsn+으로/jca
펴져	퍼지/pvg+어/ecx
있음을	있/px+음/etn+을/jco
알아야	알/pvg+아야/ecs
한다	하/px+ㄴ다/ef
.	./sf
허균	허균/nq
당시의	당시/ncn+의/jcm
독자와	독자/ncn+와/jcj
우리는	우리/npp+는/jxc
어떤	어떤/ncn
의미에서는	의미/ncn+에서/jca+는/jxc
공존성을	공존/ncn+성/xsn+을/jco
지닌다	지니/pvg+ㄴ다/ef
.	./sf
물론	물론/mag
이것은	이것/npd+은/jxc
어디까지나	어디/npd+까지나/jxc
작품의	작품/ncn+의/jcm
의미에	의미/ncn+에/jca
더욱	더욱/mag
밀접히	밀접/ncn+히/xsa
접근하고자	접근/ncpa+하/xsv+고자/ecs
하는	하/px+는/etm
기본	기본/ncn
의도가	의도/ncn+가/jcs
살아	살/pvg+아/ecx
있지	있/px+지/ecx
않는	않/px+는/etm
한	한/nbn
,	,/sp
'	'/sl
비평적	비평/ncn+적/xsn
노력	노력/ncn
'은	'/sr+은/jxc
되지	되/pvg+지/ecx
못한다	못하/px+ㄴ다/ef
.	./sf
자가끼리의	자가/ncn+끼리/xsn+의/jcm
선후배관계	선후배/ncn+관계/ncn
,	,/sp
사숙관계는	사숙/ncn+관계/ncn+는/jxc
예전부터	예전/ncn+부터/jxc
역사주의자들이	역사/ncn+주의/ncn+자/xsn+들/xsn+이/jcs
즐기는	즐기/pvg+는/etm
연구주제가	연구/ncn+주제/ncn+가/jca
되어	되/pvg+어/ecs
왔다	오/pvg+았/ep+다/ef
.	./sf
이	이/mmd
방면의	방면/ncn+의/jcm
연구는	연구/ncn+는/jxc
대부분	대부분/ncn
유사성을	유사/ncn+성/xsn+을/jco
발견이라는	발견/ncn+이/jp+라/ef+는/etm
작업을	작업/ncn+을/jco
거친	거치/pvg+ㄴ/etm
A	A/f
이라는	이/jp+라/ef+는/etm
작가와	작가/ncn+와/jcj
B	B/f
이라는	이/jp+라/ef+는/etm
작가에게	작가/ncn+에게/jca
영향을	영향/ncn+을/jco
주었다는	주/pvg+었/ep+다/ef+는/etm
외적인	외적/ncn+이/jp+ㄴ/etm
증거가	증거/ncn+가/jcs
없을	없/paa+을/etm
때에는	때/ncn+에/jca+는/jxc
모두	모두/mag
작품	작품/ncn
내부에서	내부/ncn+에서/jca
추정되는	추정/ncpa+되/xsv+는/etm
유사성	유사/ncn+성/xsn
또는	또는/maj
관련성을	관련/ncn+성/xsn+을/jco
찾아	찾/pvg+아/ecx
내야	내/px+야/ecx
한다	하/px+ㄴ다/ef
.	./sf
독자가	독자/ncn+가/jcs
지니는	지니/pvg+는/etm
