<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0451.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0451.txt </filename>
<title>재미있는 물리실험이야기  </title>
<author>L. J. 가리펠시타인 저 ; 장경룡 역</author>
<date>1993  </date>
<publisher>팬더북 </publisher>
<kdc>420  </kdc>
<ddc>530 </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
제	제/xp
날아오고	날/pvg+아/ecs+오/pvg+고/jcr
,	,/sp
칼이며	칼/ncn+이며/jcj
창이	창/ncn+이/jcs
번쩍번쩍	번쩍번쩍/mag
빛나고	빛나/pvg+고/ecc
,	,/sp
무거운	무겁/paa+ㄴ/etm
몽둥이가	몽둥이/ncn+가/jcs
소리를	소리/ncn+를/jco
냅니다	내/pvg+ㅂ니다/ef
.	./sf
담	담/ncn
위에서는	위/ncn+에서/jca+는/jxc
뜨거운	뜨겁/paa+ㄴ/etm
물이	물/ncn+이/jcs
쏟아져	쏟/pvg+아/ecㅌ+지/px+어/ecs
내리고	내리/pvg+고/ecc
돌	돌/ncn
무더기가	무더기/ncn+가/jcs
떨어져	떨어지/pvg+어/ecs
내립니다	내리/pvg+ㅂ니다/ef
.	./sf
드디어	드디어/mag
돌격은	돌격/ncn+은/jxc
격퇴되고	격퇴/ncpa+되/xsv+고/ecc
로마	로마/nq
군단은	군단/ncn+은/jxc
후퇴했습니다	후퇴/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
하지만	하지만/maj
저걸	저걸/mag
좀	좀/mag
보십시오	보/pvg+십시오/ef
!	!/sf
시민들이	시민/ncn+들/xsn+이/jcs
쏘아대는	쏘/pvg+아/ecx+대/px+는/etm
화살이	화살/ncn+이/jcs
미치지	미치/pvg+지/ecx
못하는	못하/px+는/etm
곳에	곳/ncn+에/jca
다른	다른/mma
로마	로마/nq
병사들이	병사/ncn+들/xsn+이/jcs
뭔가	뭔가/mag
큰	크/paa+ㄴ/etm
나무로	나무/ncn+로/jca
된	되/pvg+ㄴ/etm
무기를	무기/ncn+를/jco
설치하고	설치/ncpa+하/xsv+고/ecx
있습니다	있/px+습니다/ef
.	./sf
그것은	그것은/maj
대포가	대포/ncn+가/jcs
아닙니다	아니/paa+ㅂ니다/ef
(	(/sl
그	그/mmd
당시에는	당시/ncn+에/jca+는/jxc
아직	아직/mag
대포가	대포/ncn+가/jcs
발명되어	발명/ncpa+되/xsv+어/ecx
있지	있/px+지/ecx
않았습니다	않/px+았/ep+습니다/ef
).	)/sr+./sf
이것은	이것/npd+은/jxc
캐터펄트	캐터펄트/ncn
(	(/sl
투사기	투사/ncn+기/xsn
)	)/sr
입니다	이/pvg+ㅂ니다/ef
!	!/sf
단숨에	단숨/ncn+에/jca
적을	적/ncn+을/jco
격퇴한	격퇴/ncpa+하/xsv+ㄴ/etm
시민들에게는	시민/ncn+들/xsn+에게/jca+는/jxc
굵은	굵/paa+은/etm
각목	각목/ncn
(	(/sl
角木	角木/ncn
)	)/sr
으로	으로/jca
만들어진	만들/pvg+어/ecx+지/px+ㄴ/etm
무슨	무슨/mmd
틀이	틀/ncn+이/jcs
보입니다	보이/pvg+ㅂ니다/ef
.	./sf
그	그/mmd
위쪽에는	위/ncn+쪽/nbn+에/jca+는/jxc
II	II/f
(	(/sl
페	페/nq
)	)/sr
라는	라는/jcm
러시아	러시아/nq
문자	문자/ncn
같은	같/paa+은/etm
모양의	모양/ncn+의/jcm
장치가	장치/ncn+가/jcs
불쑥나와	불쑥/mag+나/pvg+아/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
II	II/f
(	(/sl
페	페/nq
)	)/sr
자	자/ncn
모양으로	모양/ncn+으로/jca
생긴	생기/pvg+ㄴ/etm
굵은	굵/paa+은/etm
다리는	다리/ncn+는/jxc
다시	다시/mag
튼튼하게	튼튼하/paa+게/ecs
비스듬한	비스듬/ncps+하/xsm+ㄴ/etm
기둥으로	기둥/ncn+으로/jca
받쳐지고	받치/pvg+어/ecx+지/px+고/ecc
,	,/sp
튼튼해	튼튼하/paa+어/ecx
보이는	보이/px+는/etm
가로대에는	가로/ncn+대/ncn+에/jca+는/jxc
뭔가	뭔가/mag
부드러운	부드럽/paa+ㄴ/etm
것이	것/nbn+이/jcs
감겨	감기/pvg+어/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
II	II/f
(	(/sl
페	페/nq
)	)/sr
자	자/ncn
모양으로	모양/ncn+으로/jca
생긴	생기/pvg+ㄴ/etm
것	것/nbn
밑	밑/ncn
(	(/sl
네모나게	네모/ncn+나/pvg+게/ecs
켠	켜/pvg+ㄴ/etm
나무로	나무/ncn+로/jca
얽어	얽/pvg+어/ecx
짠	짜/px+ㄴ/etm
구조물	구조/ncn+물/xsn
사이	사이/ncn
)	)/sr
에	에/jca
황소의	황소/ncn+의/jcm
힘줄을	힘줄/ncn+을/jco
비틀어	비틀/pvg+어/ecs
엮은	엮/pvg+은/etm
굵은	굵/paa+은/etm
것이	것/nbn+이/jcs
펼쳐져	펼치/pvg+어/ecx+지/px+어/ecx
있고	있/px+고/ecc
,	,/sp
그	그/mmd
속에	속/ncn+에/jca
스푼처럼	스푼/ncn+처럼/jca
생긴	생기/pvg+ㄴ/etm
자루가	자루/ncn+가/jcs
끼워져	끼우/pvg+어/ecx+지/px+어/ecx
있었습니다	있/px+었/ep+습니다/ef
.	./sf
그렇습니다	그렇/pad+습니다/ef
!	!/sf
확실히	확실/ncn+히/xsa
스푼입니다	스푼/ncn+이/jp+ㅂ니다/ef
!	!/sf
어찌나	어찌/mag+나/jxc
큰지	크/paa+ㄴ지/ecs
,	,/sp
마치	마치/mag
거인이	거인/ncn+이/jcs
쓰는	쓰/pvg+는/etm
스푼	스푼/nbn
같습니다	같/paa+습니다/ef
.	./sf
그림을	그림/ncn+을/jco
잘	잘/mag
살펴	살피/pvg+어/ecx
봐	보/px+아/ecx
주십시오	주/px+십시오/ef
.	./sf
스푼의	스푼/ncn+의/jcm
손잡이	손잡이/ncn
부분에	부분/ncn+에/jca
훅	훅/ncn
(	(/sl
걸쇠	걸쇠/ncn
)	)/sr
이	이/jcs
달려	달리/pvg+어/ecx
있고	있/px+고/ecc
,	,/sp
거기에	거기/npd+에/jca
로프가	로프/ncn+가/jcs
감겨	감기/pvg+어/ecx
있는	있/px+는/etm
것을	것/nbn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있습니까	있/paa+습니까/ef
?	?/sf
그	그/mmd
로프는	로프/ncn+는/jxc
2	2/nno
명의	명/nbu+의/jcm
병사가	병사/ncn+가/jcs
돌리는	돌리/pvg+는/etm
,	,/sp
감아	감/pvg++아/ecs
올리는	올리/pvg+는/etm
원치에	원치/ncn+에/jca
감겨	감기/pvg+어/ecx
있습니다	있/px+습니다/ef
.	./sf
처음에는	처음/ncn+에/jca+는/jxc
쉽습니다만	쉽/paa+습니다/ef+만/jxc
,	,/sp
스푼이	스푼/ncn+이/jcs
밑으로	밑/ncn+으로/jca
잡아당겨짐에	잡/pvg+아/ecs+당기/pvg+어/ecx+지/px+ㅁ/etn+에/jca
따라서	따라서/maj
스푼의	스푼/ncn+의/jcm
끄트머리는	끄트머리/paa+는/etm
힘줄을	힘줄/ncn+을/jco
강하게	강하/paa+게/ecs
비틉니다	비틀/pvg+ㅂ니다/ef
.	./sf
힘줄은	힘줄/ncn+은/jxc
세게	세/pvg+게/ecs
비틀려서	비틀/pvg+려/ecx+서/jxc
금세	금세/ncn
끊어질	끊/pvg+어/ecx+지/px+ㄹ/etm
것만	것/nbn+만/jxc
같습니다	같/paa+습니다/ef
.	./sf
병사들은	병사/ncn+들/xsn+은/jxc
힘겨운	힘겹/paa+ㄴ/etm
듯이	듯/nbn+이/jcs
숨을	숨/ncn+을/jco
몰아쉬기	몰/pvg+아/ecs+쉬/pvg+기/etn
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
감아	감/pvg+아/ecs
올리는	올리/pvg+는/etm
원치는	원치/nbn+는/jxc
삐익삐익	삐익삐익/mag
소리를	소리/ncn+를/jco
내면서	내/pvg+면서/ecs
한껏	한껏/mag
기운을	기운/ncn+을/jco
짜냅니다	짜내/pvg+ㅂ니다/ef
.	./sf
그리하여	그리하여/maj
간신히	간신/ncn+히/xsa
스푼은	스푼/ncn+은/jxc
수평이	수평/ncn+이/jcs
되었습니다	되/pvg+었/ep+습니다/ef
.	./sf
병사들은	병사/ncn+들/xsn+은/jxc
타르가	타르/ncn+가/jcs
들어	들/pvg+어/ecx
있는	있/px+는/etm
나무	나무/ncn
통을	통/nbu+을/jco
굴려	굴/pvg+려/ecs
가지고	가지/pvg+고/ecx
와서	오/px+아/ecs+서/jxc
그것을	그것/npd+을/jco
스푼에	스푼/ncn+에/jca
올려	올리/pvg+어/ecx
놓고	놓/px+고/ecc
나무통	나무/ncn+통/ncn
밑바닥을	밑/ncn+바닥/ncn+을/jco
부수더니	부수/pvg+더니/ecs
횃불을	횃불/ncn+을/jco
가까이	가까이/mag
들이댔습니다	들/pvg+이/ecs+대/pvg+었/ep+습니다/ef
.	./sf
타르는	타르/pad+는/etm
타오르기	타오르/pvg+기/etn
시작하고	시작하/pvg+고/ecc
,	,/sp
끊일	끊이/pvg+ㄹ/etm
듯	듯/nbn
이어지는	잇/pvg+어/ecx+지/px+는/etm
호령	호령/ncn
소리가	소리/ncn+가/jcs
울려	울/pvg+려/ecx
퍼졌습니다	퍼지/pvg+었/ep+습니다/ef
.	./sf
그	그/mmd
순간	순간/ncn
,	,/sp
로프에서	로프/ncn+에서/jca
벗어난	벗어나/pvg+ㄴ/etm
스푼은	스푼/nbn+은/jxc
탁	탁/mag
튀어오르고	튀/pvg+어/ecs+오르/pvg+고/ecc
,	,/sp
가로대의	가로/ncn+대/xsn+의/jcm
심한	심/ncps+하/xsm+ㄴ/etm
충격	충격/ncn
캐터펄트는	캐터펄트/ncn+는/jxc
달달달	달달달/mag
떨면서	떨/pvg+면/ecs+서/jxc
가볍게	가볍/paa+게/ecs
펄쩍	펄쩍/mag
뛰었습니다	뛰/pvg+었/ep+습니다/ef
.	./sf
그리고는	그리고/maj+는/jxc
나무통은	나무/ncn+통/ncn+은/jxc
활활	활활/mag
타오르는	타오르/pvg+는/etm
타르의	타르/ncn+의/jcm
새빨간	새빨갛/paa+ㄴ/etm
꼬리를	꼬리/ncn+를/jco
길게	길/paa+게/ecs
끌면서	끌/pvg+면서/ecs
날아가더니	날/pvg+아/ecx+가/px+더니/ecs
,	,/sp
도시의	도시/ncn+의/jcm
바깥	바깥/ncn
벽을	벽/ncn+을/jco
넘어	넘/pvg+어/ecs
나무로	나무/ncn+로/jca
지어진	짓/pvg+어/ecx+지/px+ㄴ/etm
집의	집/ncn+의/jcm
지붕에	지붕/ncn+에/jca
떨어졌습니다	떨어지/pvg+었/ep+습니다/ef
.	./sf
도시	도시/ncn
안이	안/ncn+이/jcs
온통	온통/mag
불바다	불바다/ncn
!	!/sf
시민들은	시민/ncn+들/xsn+은/etm
불을	불/ncn+을/jco
끄느라고	끄느/ncpa+라고/jxc
정신이	정신/ncn+이/jcs
없지만	없/paa+지만/ecs
,	,/sp
로마군은	로마/nq+군/xsn+은/jxc
다음의	다음/ncn+의/jcm
발사	발사/ncn
준비를	준비/ncn+를/jco
시작하고	시작/ncpa+하/xsv+고/ecx
있습니다	있/px+습니다/ef
.	./sf
그리하여	그리하여/maj
다시	다시/mag
한	하/pvg+ㄴ/etm
방	방/ncn
쏘고	쏘/pvg+고/ecc
,	,/sp
또	또/maj
한	한/nnc
방	방/ncn
이런	이렇/pad+ㄴ/etm
식으로	식/ncn+으로/jca
불덩어리는	불덩어리/ncn+는/jxc
도시를	도시/ncn+를/jco
향해서	향하/pvg+어서/ecs
날아가는	날/pvg+아/ecx+가/px+는/etm
것입니다	것이/paa+ㅂ니다/ef
.	./sf
이리하여	이리하/pvg+어/ecs
여기저기서	여기저기/npd+서/jca
불길이	불길/ncn+이/jcs
솟아오르기	솟/pvg+아/ecs+오르/pvg+기/etn
시작하자	시작/ncpa+하/xsv+자/ecc
로마군은	로마/nq+군/xsn+은/jxc
캐터펄트에	캐터펄트/ncn+에/jca
돌덩이를	돌덩이/ncn+를/jco
담기	담/pvg+기/etn
시작했습니다	시작/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
2	2/nno
푸드나	푸드/nbu+나/jxc
되는	되/pvg+는/etm
돌덩이가	돌덩이/ncn+가/jxc
활	활/ncn
모양을	모양/ncn+을/jco
그리면서	그리/pvg+면서/ecs
공중을	공중/ncn+을/jco
날아	날/pvg+아/ecx
가더니	가/px+더니/ecs
,	,/sp
요란한	요란/ncps+하/xsm+ㄴ/etm
소리와	소리/ncn+와/jct
함께	함께/mag
도시의	도시/ncn+의/jcm
바깥	바깥/ncn
벽에	벽/ncn+에/jca
푹	푹/mag
박혔습니다	박히/pvg+었/ep+습니다/ef
.	./sf
도대체	도대체/mag
이게	이/pvg+게/ecs
어떻게	어떻게/mag
된	되/pvg+ㄴ/etm
것일까요	것/nbn+이/jp+ㄹ까요/ef
!	!/sf
그	그/mmd
굵은	굵/paa+은/etm
통나무가	통나무/ncn+가/jcs
작은	작/paa+은/etm
나뭇가지처럼	나뭇가지/ncn+처럼/jca
부러져	부러지/pvg+어/ecx
버리지	버리/px+지/ecx
않겠습니까	않/px+겠/ep+습니까/ef
!	!/sf
흩어져	흩어지/pvg+어/ecs
날아가는	날/pvg+아/ecx+가/px+는/etm
것은	것/nbn+은/jxc
단순한	단순/ncpa+하/xsv+ㄴ/etm
나뭇조각뿐	나뭇조각/ncn+뿐/nbn
.	./sf
먼지가	먼지/ncn+가/jcs
구름처럼	구름/ncn+처럼/jxc
휘말려	휘말리/pvg+어/ecx
올라가고	올르/px+아/ecx+가/px+고/ecc
,	,/sp
사람들은	사람/ncn+들/xsn+은/jxc
허둥지둥	허둥지둥/mag
구멍을	구멍/ncn+을/jco
막으려고	막/pvg+으려고/ecs
줄달음을	줄달음/ncn+을/jco
치며	치/pvg+며/ecc
이리저리	이리저리/mad
돌아다니고	돌/pvg+아/ecs+다니/ncn+고/jcr
있습니다	있/px+습니다/ef
.	./sf
그러는	그러는/maj
동안에도	동안/ncn+에/jca+도/jxc
로마군은	로마/nq+군/xsn+은/jxc
또다시	또다시/mag
다음의	다음/ncn+의/jcm
발사	발사/ncn
준비를	준비/ncn+를/jco
시작하고	시작/ncpa+하/xsv+고/ecx
있습니다	있/px+습니다/ef
.	./sf
그	그/mmd
돌은	돌/ncn+은/jxc
같은	같/paa+은/etm
곳에는	곳/ncn+에/jca+는/jxc
더	더/mag
이상	이상/ncn
계속해서	계속/ncpa+하/xsv+어서/ecs
떨어지지	떨어지/pvg+지/ecx
않을지도	않/px+을지/ecs+도/jxc
모릅니다	모르/pvg+ㅂ니다/ef
.	./sf
캐터펄트는	캐터펄트/ncn+는/jxc
정확히	정확/ncn+히/xsa
발사하는	발사/ncpa+하/xsv+는/etm
것은	것은/nbn
아니니까요	아니/paa+니까요/ef
.	./sf
그러나	그러나/maj
얼마	얼마/ncn
안	안/mag
가서	가/pvg+서/ecs
도시의	도시/ncn+의/jcm
바깥	바깥/ncn
벽에는	벽/ncn+에/jca+는/jxc
큰	크/paa+ㄴ/etm
구멍이	구멍/ncn+이/jcs
뚫리고	뚫리/pvg+고/ecc
,	,/sp
로마	로마/nq
군사는	군사/ncn+는/jxc
칼을	칼/ncn+을/jco
머리	머리/ncn
위로	위/ncn+로/jca
쳐들어	쳐들/pvg+어/ecs
최후의	최후/ncn+의/jcm
승리를	승리/ncn+를/jco
위한	위하/pvg+ㄴ/etm
돌격을	돌격/ncn+을/jco
개시하겠지요	개시/ncpa+하/xsv+겠/ep+지요/ef
.	./sf
고대의	고대/ncn+의/jcm
캐터펄트는	캐터펄트/ncn+는/jxc
이와	이/npd+와/jct
같은	같/paa+은/etm
구실을	구실/ncn+을/jco
했던	하/pvg+었/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
고대의	고대/ncn+의/jcm
요새	요새/ncn
(	(/sl
要塞	要塞/ncn
)	)/sr
에	에/jca
있어서의	있/paa+어/ecs+서의/jxc
공포는	공포/ncn+는/jxc
고대의	고대/ncn+의/jcm
놀라운	놀랍/paa+ㄴ/etm
군사	군사/ncn
기술이었던	기술/ncn+이/jp+었/ep+던/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
이것은	이것/npd+은/jxc
아마로	아마/ncn+로/jca
앗시리아인에	앗시리아/nq+인/xsn+에/jca
의해서	의하/pvg+어서/ecs
발명되고	발명/ncpa+되/xsv+고/ecc
,	,/sp
그것을	그것/npd+을/jco
고대	고대/ncn
그리스인이나	그리스/nq+인/xsn+이나/jcj
로마인이	로마/nq+인/xsn+이/jcs
개량한	개량/ncps+하/xsm+ㄴ/etm
것이라고	것/nbn+이/jp+라고/ecs
생각합니다	생각/ncpa+하/xsv+ㅂ니다/ef
.	./sf
그후	그후/ncn
발리스타	발리스타/ncn
라고	라고/jcr
하는	하/pvg+는/etm
딴	따/pvg+ㄴ/etm
무기가	무기/ncn+가/jcs
고안되어	고안/ncpa+되/xsv+어/ecx
나왔습니다	나오/pvg+았/ep+습니다/ef
.	./sf
그것은	그것/npd+은/jxc
무겁고	무겁/paa+고/ecc
큰	크/paa+ㄴ/etm
화살이라든지	화살/ncn+이라/jca+든지/jxc
쇠를	쇠/ncn+를/jco
씌운	씌우/pvg+ㄴ/etm
통나무를	통나무/ncn+를/jco
이	이/mmd
장치로	장치/ncn+로/jca
발사하면	발사/ncpa+하/xsv+면/ecs
4	4/nno
겹으로	겹/nbu+으로/jca
애워싼	애우/pvg+어/ecs+싸/pvg+ㄴ/etm
튼튼한	튼튼/ncps+하/xsm+ㄴ/etm
울쌍이라도	울쌍/ncn+이라/jca+도/jxc
구멍이	구멍/ncn+이/jcs
뚫렸다고	뚫리/pvg+었/ep+다고/ecs
합니다	하/pvg+ㅂ니다/ef
.	./sf
8	8/nno
.	./sf
스튜	스튜/maj
남비와	남비/ncn+와/jct
스푼	스푼/ncn
캐터펄트	캐터펄트/mag
만들기	만들/pvg+기/etn
쉬운	쉽/paa+ㄴ/etm
캐터펄트	캐터펄트/ncn
장난감은	장난/ncn+감/xsn+은/jxc
부엌에서	부엌/ncn+에서/jca
고안할	고안/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
중요한	중요/ncps+하/xsm+ㄴ/etm
부품	부품/ncn
중의	중/ncn+의/jcm
한	한/nnc
가지	가지/nbu
스푼	스푼/ncn
는	는/jxc
로마의	로마/nq+의/jcm
캐터펄트와	캐터펄트/ncn+와/jcj
조금이라도	조금/ncn+이라/jca+도/jxc
흡사한	흡사/ncps+하/xsm+ㄴ/etm
나무로	나무/ncn+로/jca
된	되/pvg+ㄴ/etm
것이	것/nbn+이/jcs
있으면	있/paa+으면/ecs
안성맞춤입니다	안성맞춤/ncn+이/jp+ㅂ니다/ef
.	./sf
물론	물론/mag
스테인레스로	스테인레스/ncn+로/jca
된	되/pvg+ㄴ/etm
스푼이라도	스푼/ncn+이라/jca+도/jxc
충분히	충분/ncn+히/xsa
쓸모가	쓸모/ncn+가/jcs
있습니다	있/paa+습니다/ef
.	./sf
캐터펄트	캐터펄트/mag
받침은	받침/ncn+은/jxc
너무	너무/mag
크지	크/paa+지/ecx
않은	않/px+은/etm
스튜	스튜/nbn
남지	남/pvg+지/ecs
같은	같/paa+은/etm
걸	걸/pvg+ㄹ/etm
씁니다	쓰/pvg+ㅂ니다/ef
.	./sf
황소의	황소/ncn+의/jcm
힘줄	힘줄/ncn
대신으로는	대신/ncn+으로/jca+는/jxc
고무	고무/ncn
밴드를	밴드/ncn+를/jco
몇	몇/nnc
개	개/nbu
이용합시다	이용/ncpa+하/xsv+ㅂ시다/ef
.	./sf
옷이나	옷/ncn+이나/jcj
바지	바지/ncn
등에	등/nbn+에/jca
넣어서	넣/pvg+어서/ecs
쓰는	쓰/pvg+는/etm
고무줄이라도	고무/ncn+줄/ncn+이라/jca+도/jxc
동그랗게	동그랗/paa+게/ecs
매면	매/pvg+면/ecs
마찬가지로	마찬가지/ncn+로/jca
이용할	이용하/pvg+ㄹ/etm
수	수/nbn
있습니다	있/paa+습니다/ef
.	./sf
우선	우선/mag
고무	고무/ncn
밴드를	밴드/ncn+를/jco
그림에서	그림/ncn+에서/jca
보는	보/pvg+는/etm
바와	바/nbn+와/jct
같이	같/paa+이/xsa
남비	남비/ncn
손잡이에	손잡이/ncn+에/jca
걸어	걷/pvg+어/ecx
놓고	놓/px+고/ecc
거기에	거기/npd+에/jca
스푼	스풀/pvg+ㄴ/etm
손잡이를	손잡이/ncn+를/jco
끼워	끼우/pvg+어/ecs
남비의	남비/ncn+의/jcm
바닥	바닥/ncn
가에	가/ncn+에/jca
스푼	스푼/ncn
손잡이의	손잡이/ncn+의/jcm
끄트머리가	끄트머리/ncn+가/jcs
닿게	닿/pvg+게/ecx
합니다	하/px+ㅂ니다/ef
.	./sf
남비를	남비/ncn+를/jco
테이블	테이블/ncn
위에	위/ncn+에/jca
올려	올리/pvg+어/ecx
놓고	놓/px+고/ecc
한쪽	한쪽/ncn
손으로	손/ncn+으로/jca
꽉	꽉/mag
붙잡습니다	붙잡/pvg+습니다/ef
.	./sf
스푼	스푼/maj
속에	속/ncn+에/jca
탄환을	탄환/ncn+을/jco
담습니다	담/pvg+습니다/ef
.	./sf
탁구공이나	탁구/ncn+공/ncn+이나/jcj
작은	작/paa+은/etm
감자	감자/ncn
당근	당근/ncn
토막이나	토막/ncn+이나/jcj
작은	작/paa+은/etm
빈	비/paa+은/etm
갑	갑/ncn
같은	같/paa+은/etm
것은	것/nbn+은/jxc
어떨까요	어떨까/paa+요/ef
?	?/sf
자아	자아/ncn
,	,/sp
이렇게	이렇/pad+게/ecx
해서	하/pvg+어서/ecs
발사	발사/ncn
준비	준비/ncn
완료	완료/ncn
.	./sf
스푼을	스푼/ncn+을/jco
아래쪽으로	아래/ncn+쪽/nbn+으로/jca
잡아당겼다가	잡/pvg+아/ecs+당기/pvg+었/ep+다가/ecs
탁	탁/mag
놓습니다	놓/pvg+습니다/ef
!	!/sf
고무줄의	고무/ncn+줄/ncn+의/jcm
힘으로	힘/ncn+으로/jca
되돌아간	되돌/pvg+아/ecx+가/px+ㄴ/etm
스푼이	스푼/ncn+이/jcs
일어나서	일/pvg+어/ecx+나/px+서/ecs
남비	남비/ncn
가장자리에	가장자리/ncn+에/jca
딱	딱/mag
부딪칩니다	부딪치/pvg+ㅂ니다/ef
.	./sf
탄환이	탄환/ncn+이/jcs
튀어나가	튀/pvg+어/ecx+나/px+아/ecx+가/px+아/ecs
공중에	공중/ncn+에/jca
보기좋은	보기좋/paa+은/jxc
타원을	타원/ncn+을/jco
그릴	그리/pvg+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
어쩌면	어쩌면/mag
스푼도	스푼/ncn+도/jxc
탄환의	탄환/ncn+의/jcm
뒤를	뒤/ncn+를/jco
쫓아가려고	쫓/pvg+아/ecx+가/px+려고/ecx
할는지도	할늘/px+ㄴ지/ecs+도/jxc
모릅니다만	모르/pvg+ㅂ니다/ef+만/jxc
,	,/sp
멀리는	멀리/mag+는/jxc
가지	가/pvg+지/ecx
못할	못하/px+ㄹ/etm
것입니다	것/nbn+이/jp+ㅂ니다/ef
.	./sf
탄환이	탄환/ncn+이/jcs
날아간	날/pvg+아/ecx+가/px+ㄴ/etm
것은	것은/nbn
무슨	무슨/mmd
까닭일까요	까닭/ncn+이/jp+ㄹ까요/ef
?	?/sf
고대의	고대/ncn+의/jcm
캐터펄트와	캐터펄트/ncn+와/jcj
마찬가지로	마찬가지/ncn+로/jca
그것은	그것/npd+은/jxc
처음에는	처음/ncn+에/jca+는/jxc
스푼과	스푼/ncn+과/jct
함께	함께/mag
운동했습니다	운동/ncpa+하/xsv+었/ep+습니다/ef
.	./sf
그렇지만	그렇지만/maj
스푼은	스푼/ncn+은/jxc
장애물에	장애/ncn+물/xsn+에/jca
부딪쳐	부딪치/pvg+어/ecs
정지했습니다만	정지/ncpa+하/xsv+었/ep+습니다/ef+만/jxc
,	,/sp
탄환의	탄환/ncn+의/jcm
날아가는	날/pvg+아/ecx+가/px+는/etm
길에는	길/ncn+에/jca+는/jxc
장애물이	장애/ncn+물/xsn+이/jcs
없었습니다	없/paa+었/ep+습니다/ef
.	./sf
이와	이/npd+와/jct
같은	같/paa+은/etm
이유로	이유/ncn+로/jca
인하여	인하/pvg+어/ecs
탄환은	탄환/ncn+은/jxc
관성	관성/ncn
에	에/jca
의해서	의하/pvg+어서/ecs
운동을	운동/ncn+을/jco
계속하여	계속/ncpa+하/xsv+어/ecs
캐터펄트를	캐터펄트/ncn+를/jco
이탈하여	이탈/ncpa+하/xsv+어/ecs
날아간	날/pvg+아/ecx+가/px+ㄴ/etm
것입니다	것이/paa+ㅂ니다/ef
!	!/sf
덧붙여	덧붙이/pvg+어/ecs
말하면	말/ncpa+하/xsv+면/ecs
,	,/sp
현대에는	현대/ncn+에/jca+는/jxc
캐터펄트를	캐터펄트/ncn+를/jco
다시금	다시금/mag
군사용으로	군사/ncn+용/xsn+으로/jca
실제로	실제로/mag
쓰고	쓰/pvg+고/ecx
있습니다	있/px+습니다/ef
.	./sf
비행기가	비행/ncn+기/xsn+가/jcs
떠나는	떠나/pvg+는/etm
장소가	장소/ncn+가/jcs
좁은	좁/paa+은/etm
항공모함	항공/ncn+모함/ncn
등의	등/ncn+의/jcm
갑판에서	갑판/ncn+에서/jca
비행기를	비행/ncn+기/xsn+를/jco
떠나보낼	떠나/pvg+아/ecs+보내/pvg+ㄹ/etm
경우	경우/ncn
,	,/sp
그	그/mmd
발진	발진/ncn
(	(/sl
發進	發進/ncn
)	)/sr
보조장치로소	보조/ncn+장치/ncn+로소/jca
캐터펄트가	캐터펄트/ncn+가/jcs
쓰이고	쓰이/pvg+고/ecx
있습니다	있/px+습니다/ef
.	./sf
또한	또한/maj
제트	제트/mag
전투기에는	전투/ncn+기/xsn+에/jca+는/jxc
공중에서	공중/ncn+에서/jca
사고가	사고/ncn+가/jcs
발생했을	발생/ncpa+하/xsv+었/ep+을/etm
때를	때/ncn+를/jco
위해서	위하/pvg+어서/ecs
낙하산을	낙하산/ncn+을/jco
맨	매/pvg+ㄴ/etm
비행사를	비행/ncn+사/xsn+를/jco
공중으로	공중/ncn+으로/jca
튀어나가게	튀/pvg+어/ecx+나/px+아/ecx+가/px+게/ecx
하는	하/px+는/etm
장치	장치/ncn
(	(/sl
캐터펄트	캐터펄트/ncn
)	)/sr
가	가/jcs
있습니다	있/paa+습니다/ef
제트기에서는	제트/ncn+기/xsn+에서/jca+는/jxc
속도가	속도/ncn+가/jcs
빠르기	빠르/paa+기/etn
때문에	때문에/nbn
공기의	공기/ncn+의/jcm
저항이	저항/ncn+이/jcs
너무나도	너무나/mag+도/jxc
커서	커서/mag
자기	자기/npp
힘으로	힘/ncn+으로/jca
뛰어	뛰/pvg+어/ecs
나갈	나가/pvg+ㄹ/etm
수	수/nbn
없기	없/paa+기/etn
때문입니다	때문/nbn+이/jp+ㅂ니다/ef
.	./sf
물론	물론/mag
현대의	현대/ncn+의/jcm
캐터펄트의	캐터펄트/ncn+의/jcm
구조는	구조/ncn+는/jxc
고대의	고대/ncn+의/jcm
것과는	것/nbn+과/jct+는/jxc
전혀	전혀/mag
다릅니다	다르/paa+ㅂ니다/ef
.	./sf
