<tdmsfile>
sbsns.hwp
이렇게	이렇/pad+게/ecs
환자들에겐	환자/ncn+들/xsn+에게/jca+ㄴ/jxc
한양대	한양대/nq
구리병원에서	구리병원/nq+에서/jca
급히	급히/mag
미음을	미음/ncn+을/jco
배달해	배달/ncpa+하/xsv+어/ecx
오기도	오/px+기/etn+도/jxc
했습니다.	하/pvg+었/ep+습니다/ef+./sf
병원과	병원/ncn+과/jcj
노조의	노조/ncn+의/jcm
줄다리기를	줄다리기/ncn+를/jco
지켜보는	지키/pvg+어/ecs+보/pvg+는/etm
환자들의	환자/ncn+들/xsn+의/jcm
시선이	시선/ncn+이/jcs
고울리	곱/paa+ㄹ리/ecs
없습니다.	없/paa+습니다/ef+./sf
"병원과노조가	"/sl+병원/ncn+과/jcj+노조/ncn+가/jcs
타협해야지,	타협/ncpa+하/xsv+어야지/ecs+,/sp
그래야	그렇/pad+어야/ecs
환자도	환자/ncn+도/jxc
산다".	살/pvg+ㄴ다/ef+"/sr+./sf
에스비에스	에스비에스/nq
최선홉니다.	최선호/nq+ㅂ니다/ef+./sf
이회창	이회창/nq
신한국당	신한국당/nq
총재는	총재/ncn+는/jxc
어제	어제/ncn
TV	TV/f
토론회에서	토론/ncn+회/xsn+에서/jca
조순	조순/nq
총재와의	총재/ncn+와/jct+의/jcm
단일화	단일/ncn+화/xsn
합의는	합의/ncap+는/jxc
DJP연합과는	DJP/nq+연합/ncn+과/jct+는/jxc
본질적으로	본질/ncn+적/xsn+으로/jca
다르다고	다르/paa+다/ef+고/jcr
주장했습니다.	주장/ncpa+하/xsv+었/ep+습니다/ef+./sf
또,	또/maj+,/sp
큰	크/paa+ㄴ/etm
아들	아들/ncn
정연씨의	정연/ncn+씨/ncn+의/jcm
병역면제는	병역/ncn+면제/ncn+는/jxc
합법적이며	합법/ncn+적/xsn+이/jp+며/ecs
소록도에	소록도/nq+에/jca
간	가/pvg+ㄴ/etm
것도	것/nbn+도/jxc
전적으로	전적/ncn+으로/jca
본인이	본인/ncn+이/jcs
결정한	결정/ncpa+하/xsv+ㄴ/etm
것이라고	것/nbn+이/jp+라/ef+고/jcr
주장했습니다.	주장/ncpa+하/xsv+었/ep+습니다/ef+./sf
김용욱	김용욱/nq
기자가	기자/ncn+가/jcs
보도합니다.	보도/ncpa+하/xsv+ㅂ니다/ef+./sf
이회창	이회창/nq
신한국당	신한국당/nq
총재가	총재/ncn+가/jcs
어제	어제/mag
토론회에서	토론/ncn+회/xsn+에서/jca
가장	가장/mag
강조했던	강조/ncpa+하/xsv+었/ep+던/etm
부분은	부분/ncn+은/jxc
DJP	DJP/nq
연합과의	연합/ncn+과/jct+의/jcm
차별화였습니다.	차별/ncn+화/xsn++이/jp+었/ep+습니다/ef+./sf
"DJP	"/sl+DJP/nq
연합은	연합/ncn+은/jxc
야합의	야합/ncn+의/jcm
정략적인	정략/ncn+적/xsn+이/jp+ㄴ/etm
세력이다.	세력/ncn+이/jp+다/ef+./sf
나와	나/npp+와/jcj
조순	조순/nq
만남은	만남/ncn+은/jxc
합당해서	합당/ncps+하/xsm+어서/ecs
한	한/nnc
정당	정당/ncn
이뤄서	이루/pvg+어서/ecs
새정치	새/mma+정치/ncn
해나가자고	하/pvg+어/ecx+나가/px+자/ef+고/jcr
하는	하/pvg+는/etm
것이다.	것/nbn+이/jp+다/ef+./sf
"	"/sl
또,	또/mag+,/sp
금융실명제가	금융/ncn+실명/ncn+제/xsn+가/jcs
오히려	오히려/mag
경제회생의	경제/ncn+회생/ncn+의/jcm
걸림돌로	걸림돌/ncn+로/jca
작용하고	작용/ncpa+하/xsv+고/ecx
있다는데	있/px+다는데/ecs
공감한다며	공감/ncpa+하/xsv+ㄴ다며/ecs
집권하면	집권/ncpa+하/xsv+면/ecs
실명제를	실명/ncn+제/xsn+를/jco
대폭	대폭/mag
보완하겠다고	보완/ncpa+하/xsv+겠/ep+다/ef+고/jcr
밝혔습니다.	밝히/pvg+었/ep+습니다/ef+./sf
이	이/mmd
총재는	총재/ncn+는/jxc
아들의	아들/ncn+의/jcm
소록도	소록도/nq
봉사는	봉사/ncn+는/jxc
전적으로	전적/ncn+으로/jca
본인의	본인/ncn+의/jcm
결정이었다고	결정/ncn+이/jp+었/ep+다/ef+고/jcr
밝혔습니다.	밝히/pvg+었/ep+습니다/ef+./sf
국민회의와	국민회의/nq+와/jcj
국민신당은	국민신당/nq+은/jxc
이총재가	이/nq+총재/ncn+가/jcs
거짓과	거짓/ncn+과/jcj
변명으로	변명/ncn+으로/jca
일관하고	일관/ncpa+하/xsv+고/ecx
있다고	있/px+다/ef+고/jcr
비난했습니다.	비난/ncpa+하/xsv+었/ep+습니다/ef+./sf
군을	군/ncn+을/jco
무시한	무시/ncpa+하/xsv+ㄴ/etm
모욕적인	모욕/ncn+적/xsn+이/jp+ㄴ/etm
발언으로	발언/ncn+으로/jca
이후보는	이/nq+후보/ncn+는/jxc
즉각	즉각/mag
자신의	자신/npp+의/jcm
발언을	발언/ncn+을/jco
사과하고	사과/ncpa+하/xsv+고/ecs
두	두/nnc
아들의	아들/ncn+의/jcm
병역기피에	병역/ncn+기피/ncn+에/jca
대해	대하/pvg+어/ecs
솔직하게	솔직/ncps+하/xsm+게/ecs
인정하라	인정/ncpa+하/xsv+라/ef
(정연씨가	(/sl+정연/nq+씨/xsn+가/jcs
안가겠다고	안/mag+가/pvg+겠/ep+다/ef+고/jcr
한	하/pvg+ㄴ/etm
것	것/nbn
두달동안	두/nnc+달/nbu+동안/ncn
설득한	설득/ncpa+하/xsv+ㄴ/etm
것	것/nbn
신한국당	신한국당/nq
당직자면	당직/ncn+자/xsn+이/jp+면/ecs
다	다/mag
안다	알/pvg+다/ecs
신한국당은	신한국당/nq+은/jxc
군번도	군/ncn+번/nbu+도/jxc
없는	없/paa+는/etm
사람이	사람/ncn+이/jcs
국군통수권을	국군/ncn+통수/ncn+권/xsn+을/jco
말하는	말/ncpa+하/xsv+는/etm
것은	것/nbn+은/jxc
적반하장이라며	적반하장/ncn+이/jp+라/ef+며/ecs
반박했습니다.	반박/ncpa+하/xsv+었/ep+습니다/ef+./sf
이회창	이회창/nq
후보의	후보/ncn+의/jcm
TV	TV/f
토론...	토론/ncn+.../se
흠결많은	흠결/ncn+많/paa+은/etm
자신의	자신/ncn+의/jcm
정치역정에	정치/ncn+역정/ncn+에/jca
대한	대하/pvg+ㄴ/etm
당연한	당연/ncps+하/xsm+ㄴ/etm
평가이자	평가/ncn+이자/jcj
귀결로	귀결/ncn+로/jca
받아들여야	받/pvg+아/ecs+들이/pvg+어야/ecs
한다	하/px+ㄴ다/ecs
신한국당은	신한국당/nq+은/jxc
또,	또/mag+,/sp
병역문제는	병역/ncn+문제/ncn+는/jxc
본인이	본인/ncn+이/jcs
사회봉사	사회/ncn+봉사/ncn
활동에	활동/ncn+에/jca
들어가	들/pvg+어/ecs+가/pvg+아/ecs
있는만큼	있/paa+는/etm+만큼/nbn
더이상	더/mag+이상/ncn
논란거리가	논란/ncn+거리/ncn+가/jcs
될	되/pvg+ㄹ/etm
수	수/nbn
없다고	없/paa+다/ef+고/jcr
밝혔습니다.	밝히/pvg+었/ep+습니다/ef+./sf
SBS	SBS/f
김용욱입니다.	김용욱/nq+이/jp+ㅂ니다/ef+./sf
하루에	하루/ncn+에/jca
한알씩	한/nnc+알/nbu+씩/xsn
먹으면	먹/pvg+으면/ecs
{미국,대머리	{/sl+미국/nq+,/sp+대머리/ncn
치료	치료/ncn
알약	알약/ncn
개발}	개발/ncn+}/sr
대머리를	대머리/ncn+를/jco
효과적으로	효과/ncn+적/xsn+으로/jca
치료할	치료/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
알약이	알약/ncn+이/jcs
미국에서	미국/nq+에서/jca
개발돼	개발/ncpa+되/xsv+어/ecs
올해안에	올해/ncn+안/ncn+에/jca
식품	식품/ncn
의약국의	의약국/ncn+의/jcm
승인을	승인/ncn+을/jco
받을	받/pvg+을/etm
것으로	것/nbn+으로/jca
보입니다.	보이/pvg+ㅂ니다/ef+./sf
머크	머크/nq
제약	제약/ncn
회사는	회사/ncn+는/jxc
'프로페시아'	'프로페시아/nq+'/sr
알약을	알약/ncn+을/jco
머리숱이	머리/ncn+숱/ncn+이/jcs
적은	적/paa+은/etm
남성	남성/ncn
천	천/nnc
5백명에게	5백/nnc+명/nbu+에게/jca
2년동안	2/nnc+년/nbu+동안/ncn
복용시킨	복용/ncpa+시키/xsv+ㄴ/etm
결과	결과/ncn
열	열/nnc
명에	명/nbu+에/jca
아홉명	아홉/nnc+명/nbu
가량이	가량/nbn+이/jcs
머리가	머리/ncn+가/jcs
더	더/mag
많이	많이/mag
자라거나	자라/pvg+거나/ecs
더	더/mag
이상	이상/ncn
빠지지	빠지/pvg+지/ecx
않았다고	않/px+았/ep+다/ef+고/jcr
발표했습니다.	발표/ncpa+하/xsv+었/ep+습니다/ef+./sf
하지만	하지만/maj
이	이/mmd
약은	약/ncn+은/jxc
호르몬	호르몬/ncn
생산을	생산/ncn+을/jco
억제하는	억제/ncpa+하/xsv+는/etm
성분을	성분/ncn+을/jco
지니고	지니/pvg+고/ecx
있어	있/px+어/ecs
여성에게는	여성/ncn+에게/jca+는/jxc
기형아	기형/ncn+아/xsn
출산의	출산/ncn+의/jcm
위험이	위험/ncn+이/jcs
있고	있/paa+고/ecs
남성의	남성/ncn+의/jcm
경우도	경우/ncn+도/jxc
성욕	성욕/ncn
감퇴나	감퇴/ncn+나/jcj
정자	정자/ncn
감소같은	감소/ncn+같/xsm+은/etm
부작용이	부/xp+작용/ncn+이/jcs
나타날	나타나/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
것으로	것/nbn+으로/jca
알려졌습니다.	알리/pvg+어/ecx+지/pvg+었/ep+습니다/ef+./sf
환자가	환자/ncn+가/jcs
가만히	가만/ncn+히/xsa
앉아서	앉/pvg+아서/ecs
물컵을	물컵/ncn+을/jco
가리키면	가리키/pvg+면/ecs
컴퓨터가	컴퓨터/ncn+가/jcs
손가락의	손가락/ncn+의/jcm
방향을	방향/ncn+을/jco
인식해서	인식/ncpa+하/xsv+어서/ecs
로봇에게	로봇/ncn+에게/jca
심부름을	심부름/ncn+을/jco
시킵니다.	시키/pvg+ㅂ니다/ef+./sf
일본	일본/nq
도쿄	도쿄/nq
대학	대학/ncn
의학팀이	의학/ncn+팀/ncn+이/jcs
사상	사상/ncn
처음	처음/mag
개발해낸	개발/ncpa+하/xsv+어/ecx+내/px+ㄴ/etm
컴퓨터	컴퓨터/ncn
병실의	병실/ncn+의/jcm
모습입니다.	모습/ncn+이/jp+ㅂ니다/ef+./sf
이	이/mmd
병실에는	병실/ncn+에/jca+는/jxc
환자의	환자/ncn+의/jcm
수발을	수발/ncn+을/jco
드는	들/pvg+는/etm
도우미	도우미/ncn
로봇뿐	로봇/ncn+뿐/xsn
아니라	아니/paa+라/ecs
애교를	애교/ncn+를/jco
부리는	부리/pvg+는/etm
귀여운	귀엽/paa+ㄴ/etm
강아지	강아지/ncn
로봇까지	로봇/ncn+까지/jxc
설치돼	설치/ncpa+되/xsv+어/ecs
우울한	우울/ncps+하/xsm+ㄴ/etm
환자들의	환자/ncn+들/xsn+의/jcm
마음을	마음/ncn+을/jco
달래주고	달래/pvg+어/ecx+주/px+고/ecx
있습니다.	있/px+습니다/ef+./sf
미국	미국/nq
뉴욕에서는	뉴욕/nq+에서/jca+는/jxc
벌써	벌써/mag
올	올/ncn
겨울	겨울/ncn
크리스마스	크리스마스/nq
트리	트리/ncn
준비가	준비/ncn+가/jcs
한창입니다.	한창/ncn+이/jp+ㅂ니다/ef+./sf
록펠러	nq[록펠러/nq
센터	센터/ncn]nq
광장에	광장/ncn+에/jca
들어	들/pvg+어/ecs
설	서/pvg+ㄹ/etm
전나무	전나무/ncn
트리는	트리/ncn+는/jxc
높이가	높이/ncn+가/jcs
22미터에	22/nnc+미터/nbu+에/jca
무게는	무게/ncn+는/jxc
자그마치	자그마치/mag
7톤에	7/nnc+톤/nbu+에/jca
이릅니다.	이르/paa+ㅂ니다/ef+./sf
이	이/mmd
트리는	트리/ncn+는/jxc
배편으로	배/ncn+편/nbn+으로/jca
옮겨져	옮기/pvg+어/ecx+지/px+어/ecs
소방	소방/ncn
보트들의	보트/ncn+들/xsn+의/jcm
물세례와	물/ncn+세례/ncn+와/jct
함께	함께/mag
초등	초등/ncn
학생들의	학생/ncn+들/xsn+의/jcm
환영을	환영/ncn+을/jco
받았습니다.	받/pvg+았/ep+습니다/ef+./sf
오색	오색/ncn
찬란한	찬란/ncps+하/xsm+ㄴ/etm
전구	전구/ncn
2만	2만/nnc
6천여개를	6천/nnc+여/xsn+개/nbu+를/jco
밝히게	밝히/pvg+게/ecx
될	되/px+ㄹ/etm
트리	트리/ncn
점등식은	점등/ncn+식/xsn+은/jxc
다음달	다음/ncn+달/ncn
2일에	2/nnc+일/nbu+에/jca
갖게	갖/pvg+게/ecx
됩니다.	되/px+ㅂ니다/ef+./sf
SBS	SBS/f
이정애입니다.	이정애/nq+이/jp+ㅂ니다/ef+./sf
대선이	대선/ncn+이/jcs
32일	32/nnc+일/nbu
앞으로	앞/ncn+으로/jca
다가왔습니다.	다가오/pvg+았/ep+습니다/ef+./sf
대선구도가	대선/ncn+구도/ncn+가/jcs
3자대결로	3/nnc+자/xsn+대결/ncn+로/jca
정립되고	정립/ncpa+되/xsv+고/ecs
방송	방송/ncn
3사의	3/nnc+사/ncn+의/jcm
대선후보	대선/ncn+후보/ncn
초청	초청/ncn
토론회가	토론/ncn+회/xsn+가/jcs
지난주에	지나/pvg+ㄴ/etm+주/ncn+에/jca
열리면서	열리/pvg+면서/ecs
대선후보들의	대선/ncn+후보/ncn+들/xsn+의/jcm
여론	여론/ncn
지지율에	지지/ncn+율/xsn+에/jca
큰	크/paa+ㄴ/etm
변화가	변화/ncn+가/jcs
일고	일/pvg+고/ecx
있는	있/px+는/etm
것으로	것/nbn+으로/jca
나타났습니다.	나타나/pvg+았/ep+습니다/ef+./sf
SBS를	SBS/f+를/jco
비롯해	비롯하/pvg+어/ecs
각	각/mma
언론기관들이	언론/ncn+기관/ncn+들/xsn+이/jcs
지난	지나/pvg+ㄴ/etm
주말과	주말/ncn+과/jcj
휴일에	휴일/ncn+에/jca
걸쳐	걸치/pvg+어/ecs
여론조사를	여론/ncn+조사/ncn+를/jco
실시한	실시/ncpa+하/xsv+ㄴ/etm
결과	결과/ncn
신한국당	신한국당/nq
이회창	이회창/nq
후보의	후보/ncn+의/jcm
지지율이	지지/ncn+율/xsn+이/jcs
급격한	급격/ncps+하/xsm+ㄴ/etm
상승추세를	상승/ncn+추세/ncn+를/jco
보이면서	보이/pvg+면서/ecs
국민신당	국민신당/nq
이인제	이인제/nq
후보와의	후보/ncn+와/jct+의/jcm
2,	2/nnc+,/sp
3위	3/nnc+위/nbu
각축이	각축/ncn+이/jcs
치열하게	치열/ncps+하/xsm+게/ecs
펼쳐지고	펼치/pvg+어/ecx+지/px+고/ecx
있는	있/px+는/etm
것으로	것/nbn+으로/jca
나타났습니다.	나타나/pvg+았/ep+습니다/ef+./sf
김대중	김대중/nq
후보는	후보/ncn+는/jxc
여전히	여전/ncn+히/xsa
1위를	1/nnc+위/nbu+를/jco
지키고	지키/pvg+고/ecx
있지만	있/px+지만/ecs
2위와의	2/nnc+위/nbu+와/jct+의/jcm
격차가	격차/ncn+가/jcs
많이	많/paa+이/xsa
줄었습니다.	줄/pvg+었/ep+습니다/ef+./sf
최웅기	최웅기/nq
기자가	기자/ncn+가/jcs
보도합니다.	보도/ncpa+하/xsv+ㅂ니다/ef+./sf
먼저	먼저/mag
지지후보를	지지/ncn+후보/ncn+를/jco
물었습니다.	묻/pvg+었/ep+습니다/ef+./sf
김대중	김대중/nq
후보가	후보/ncn+가/jcs
29.8%로	29.8/nnc+%/su+로/jca
1위를	1/nnc+위/nbu+를/jco
차지했고	차지/ncpa+하/xsv+었/ep+고/ecs
이인제	이인제/nq
후보가	후보/ncn+가/jcs
26.1%,	26.1/nnc+%/su+,/sp
이회창	이회창/nq
후보가	후보/ncn+가/jcs
25.9%로	25.9/nnc+%/su+로/jca
나타나	나타나/pvg+아/ecs
이인제,	이인제/nq+,/sp
이회창	이회창/nq
후보가	후보/ncn+가/jcs
오차범위	오차/ncn+범위/ncn
안에서	안/ncn+에서/jca
혼전을	혼전/ncn+을/jco
벌이고	벌이/pvg+고/ecx
있는	있/px+는/etm
것으로	것/nbn+으로/jca
조사됐습니다.	조사/ncpa+되/xsv+었/ep+습니다/ef+./sf
후보에	후보/ncn+에/jca
대한	대하/pvg+ㄴ/etm
호감도까지	호감/ncn+도/xsn+까지/jxc
감안한	감안/ncpa+하/xsv+ㄴ/etm
결과도	결과/ncn+도/jxc
김대중	김대중/nq
후보	후보/ncn
30.7%,	30.7/nnc+%/su+,/sp
이인제	이인제/nq
후보	후보/ncn
28.1%,	28.1/nnc+%/su+,/sp
이회창	이회창/nq
후보	후보/ncn
27.6%로	27.6/nnc+%/su+로/jca
역시	역시/mag
2,3위	2/nnc+,/sp+3/nnc+위/nbu
간에	간/nbn+에/jca
대혼전이	대/xp+혼전/ncn+이/jcs
벌어지고	벌어지/pvg+고/ecx
있는	있/px+는/etm
것으로	것/nbn+으로/jca
나타났습니다.	나타나/pvg+았/ep+습니다/ef+./sf
어느	어느/mmd
후보의	후보/ncn+의/jcm
지지가	지지/ncn+가/jcs
올라가고	오르/pvg+아/ecs+가/pvg+고/ecx
있는지를	있/px+는지/ecs+를/jco
물었습니다.	묻/pvg+었/ep+습니다/ef+./sf
이회창	이회창/nq
후보	후보/ncn
38%,	38/nnc+%/su+,/sp
김대중	김대중/nq
후보	후보/ncn
28.3%,	28.3/nnc+%/su+,/sp
이인제	이인제/nq
후보	후보/ncn
17.7%로	17.7/nnc+%/su+로/jca
나타나	나타나/pvg+아/ecs
이회창	이회창/nq
후보의	후보/ncn+의/jcm
지지율	지지/ncn+율/xsn
급상승	급/xp+상승/ncn
추세를	추세/ncn+를/jco
유권자들도	유권/ncn+자/xsn+들/xsn+도/jxc
체감하고	체감/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것으로	것/nbn+으로/jca
확인됐습니다.	확인/ncpa+되/xsv+었/ep+습니다/ef+./sf
이회창	이회창/nq
후보의	후보/ncn+의/jcm
지지율	지지/ncn+율/xsn
상승에	상승/ncn+에/jca
따른	따르/pvg+ㄴ/etm
2,	2/nnc+,/sp
3위	3/nnc+위/nbu
간의	간/nbn+의/jcm
혼전양상은	혼전/ncn+양상/ncn+은/jxc
다른	다르/paa+ㄴ/etm
언론기관들의	언론/ncn+기관/ncn+들/xsn+의/jcm
여론조사에서도	여론/ncn+조사/ncn+에서/jca+도/jxc
마찬가지로	마찬가지/ncn+로/jca
나타났습니다.	나타나/pvg+았/ep+습니다/ef+./sf
중앙일보와	중앙일보/nq+와/jcj
한국일보,	한국일보/nq+,/sp
한겨레신문의	한겨레신문/nq+의/jcm
조사에서는	조사/ncn+에서/jca+는/jxc
이회창	이회창/nq
후보가	후보/ncn+가/jcs
이인제	이인제/nq
후보를	후보/ncn+를/jco
처음으로	처음/ncn+으로/jca
앞선	앞/ncn+서/px+ㄴ/etm
것으로	것/nbn+으로/jca
나타났고	나타나/pvg+았/ep+고/ecs
경향신문과	경향신문/nq+과/jcj
세계일보	세계일보/nq
조사에서는	조사/ncn+에서/jca+는/jxc
2,	2/nnc+,/sp
3위	3/nnc+위/nbu
순위변동은	순위/ncn+변동/ncn+은/jxc
없었지만	없/paa+었/ep+지만/ecs
격차가	격차/ncn+가/jcs
크게	크/paa+게/ecs
줄어든	줄/pvg+어/ecx+들/px+ㄴ/etm
것으로	것/nbn+으로/jca
나타났습니다.	나타나/pvg+았/ep+습니다/ef+./sf
대선쟁점에	대선/ncn+쟁점/ncn+에/jca
관한	관하/pvg+ㄴ/etm
유권자들의	유권/ncn+자/xsn+들/xsn+의/jcm
견해를	견해/ncn+를/jco
물었습니다.	묻/pvg+었/ep+습니다/ef+./sf
우리나라에	우리나라/ncn+에/jca
적합한	적합/ncps+하/xsm+ㄴ/etm
정부형태로는	정부/ncn+형태/ncn+로/jca+는/jxc
대통령	대통령/ncn
중심제를	중심/ncn+제/xsn+를/jco
든	들/pvg+ㄴ/etm
대답이	대답/ncn+이/jcs
60.7%인데	60.7/nnc+%/su+이/jp+ㄴ데/ecs
비해	비하/pvg+어/ecs
내각제를	내각/ncn+제/xsn+를/jco
든	들/pvg+ㄴ/etm
대답은	대답/ncn+은/jxc
23.7%에	23.7/nnc+%/su+에/jca
불과해	불과/ncps+하/xsm+어/ecs
압도적인	압도/ncn+적/xsn+이/jp+ㄴ/etm
다수가	다수/ncn+가/jcs
대통령중심제를	대통령/ncn+중심/ncn+제/xsn+를/jco
선호하고	선호/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
것으로	것/nbn+으로/jca
조사됐습니다.	조사/ncpa+되/xsv+었/ep+습니다/ef+./sf
세대교체와	세대/ncn+교체/ncn+와/jcj
정권교체	정권/ncn+교체/ncn
가운데는	가운데/ncn+는/jxc
세대교체	세대/ncn+교체/ncn
53.5%,	53.5/nnc+%/su+,/sp
정권교체	정권/ncn+교체/ncn
40.7%로	40.7/nnc+%/su+로/jca
나타나	나타나/pvg+아/ecs
세대교체가	세대/ncn+교체/ncn+가/jcs
더	더/mag
시급하다는	시급/ncps+하/xsm+다/ef+는/etm
응답이	응답/ncn+이/jcs
더	더/mag
많았습니다.	많/paa+았/ep+습니다/ef+./sf
이번	이/mmd+번/nbn
조사는	조사/ncn+는/jxc
SBS가	SBS/f+가/jcs
여론조사	여론/ncn+조사/ncn
전문기관인	전문/ncn+기관/ncn+이/jp+ㄴ/etm
리서치앤리서치에	리서치앤리서치/nq+에/jca
의뢰해	의뢰/ncpa+하/xsv+어/ecs
전국의	전국/ncn+의/jcm
유권자	유권/ncn+자/xsn
천7백27명을	천/nnc+7백/nnc+27/nnc+명/nbu+을/jco
상대로	상대/ncn+로/jca
어제와	어제/ncn+와/jcj
오늘	오늘/ncn
이틀동안	이틀/ncn+동안/ncn
전화면접방식에	전화/ncn+면접/ncn+방식/ncn+에/jca
의해	의하/pvg+어/ecs
이뤄졌으며	이루/pvg+어/ecx+지/px+었/ep+으며/ecs
표본오차는	표본/ncn+오차/ncn+는/jxc
95%	95/nnc+%/su
신뢰수준에서	신뢰/ncn+수준/ncn+에서/jca
플러스마이너스	플러스/ncn+마이너스/ncn
2.36%입니다.	2.36/nnc+%/su+이/jp+ㅂ니다/ef+./sf
SBS	SBS/f
최웅깁니다.	최웅기/nq+ㅂ니다/ef+./sf
주말	주말/ncn
여론	여론/ncn
조사	조사/ncn
결과를	결과/ncn+를/jco
놓고	놓/pvg+고/ecs
각	각/mma
정당은	정당/ncn+은/jxc
민감한	민감/ncps+하/xsm+ㄴ/etm
반응을	반응/ncn+을/jco
보였습니다.	보이/pvg+었/ep+습니다/ef+./sf
후보별	후보/ncn+별/xsn
지지율에	지지/ncn+율/xsn+에/jca
대한	대하/pvg+ㄴ/etm
유동성이	유동/ncn+성/xsn+이/jcs
커지면서	커지/pvg+면서/ecs
여론조사	여론/ncn+조사/ncn
결과	결과/ncn
발표가	발표/ncn+가/jcs
금지되는	금지/ncpa+되/xsv+는/etm
오는	오/px+는/etm
25일까지	25/nnc+일/nbu+까지/jxc
각	각/mma
정당의	정당/ncn+의/jcm
지지율	지지/ncn+율/xsn
높이기	높이/pvg+기/etn
경쟁은	경쟁/ncn+은/jxc
더욱	더욱/mag
치열해질	치열/ncps+하/xsm+어/ecx+지/px+ㄹ/etm
것으로	것/nbn+으로/jca
보입니다.	보이/pvg+ㅂ니다/ef+./sf
신경렬기자의	신경렬/nq+기자/ncn+의/jcm
보돕니다	보도/ncn+ㅂ니다/ef+./sf
민주당과의	민주당/nq+과/jct+의/jcm
통합	통합/ncn
당명을	당명/ncn+을/jco
한나라당으로	한나라당/nq+으로/jca
결정한	결정/ncpa+하/xsv+ㄴ/etm
신한국당은	신한국당/nq+은/jxc
기대감에	기대/ncn+감/xsn+에/jca
부풀었습니다.	부풀/pvg+었/ep+습니다/ef+./sf
이회창	이회창/nq
총재는	총재/ncn+는/jxc
오늘	오늘/ncn
오후	오후/ncn
기획단	기획/ncn+단/xsn
회의를	회의/ncn+를/jco
열어	열/pvg+어/ecx
오는	오/px+는/etm
26일까지	26/nnc+일/nbu+까지/jxc
확실한	확실/ncps+하/xsm+ㄴ/etm
2위	2/nnc+위/nbu
자리를	자리/ncn+를/jco
굳히고	굳히/pvg+고/ecs
선거를	선거/ncn+를/jco
양자	양자/ncn
대결로	대결/ncn+로/jca
몰아가기위한	몰/pvg+아/ecs+가/pvg+기/etn+위하/pvg+ㄴ/etm
기반을	기반/ncn+을/jco
다지도록	다지/pvg+도록/ecs
독려했습니다.	독려/ncpa+하/xsv+었/ep+습니다/ef+./sf
이	이/mmd
총재는	총재/ncn+는/jxc
또	또/mag
대학로를	대학로/nq+를/jco
찾아	찾/pvg+아/ecs
전략계층의	전략/ncn+계층/ncn+의/jcm
하나인	하나/nnc+이/jp+ㄴ/etm
젊은이들과의	젊은이/ncn+들/xsn+과/jct+의/jcm
거리를	거리/ncn+를/jco
좁히는데	좁히/pvg+는데/ecs
주력했습니다.	주력/ncpa+하/xsv+었/ep+습니다/ef+./sf
1등을	1/nnc+등/nbu+을/jco
유지하고	유지/ncpa+하/xsv+고/ecx
있는	있/px+는/etm
김대중	김대중/nq
후보의	후보/ncn+의/jcm
국민회의는	국민회의/nq+는/jxc
후보별	후보/ncn+별/xsn
지지율에	지지/ncn+율/xsn+에/jca
대한	대하/pvg+ㄴ/etm
유동성이	유동/ncn+성/xsn+이/jcs
커지면서	커지/pvg+면서/ecs
긴장감이	긴장/ncn+감/xsn+이/jcs
엿보였습니다.	엿보이/pvg+었/ep+습니다/ef+./sf
특히	특히/mag
DJT	DJT/f
3자	3/nnc+자/nbu
연대의	연대/ncn+의/jcm
효과는	효과/ncn+는/jxc
나타나지	나타나/pvg+지/ecx
않고	않/px+고/ecs
아직도	아직도/mag
역풍의	역풍/ncn+의/jcm
잔바람이	잔/mma+바람/ncn+이/jcs
계속되는	계속/ncpa+되/xsv+는/etm
현상에	현상/ncn+에/jca
답답해했습니다.	답답/ncps+하/xsm+어/ecx+하/px+었/ep+습니다/ef+./sf
김대중	김대중/nq
총재는	총재/ncn+는/jxc
오늘	오늘/ncn
내가	내/npp+가/jcs
사랑한	사랑/ncpa+하/xsv+ㄴ/etm
여성등	여성/ncn+등/nbn
