<tdmsfile>
<tdmsfile>
<project>  </project>
<class> Corpus </class>
<language> Korean </language>
<textcode> KSC-5601-1988 </textcode>
<process>  pos </process>
<version>  </version>
<serialnumber> 96-kaist_corpus_96_explanation_pos_mh2-0009.txt </serialnumber>
<filename> kaistcorpus_written_pos_or_generality_explanation95_mh2-0009.txt </filename>
<title>임상의학의 탄생  </title>
<author>미셸 푸꼬 저 ; 홍성민 역  </author>
<date>1993  </date>
<publisher>인간사랑  </publisher>
<kdc>166.8  </kdc>
<ddc>194  </ddc>
<typist>  </typist>
<inputstatus>  </inputstatus>
<note>  </note>
<tdmsfiletext>
제목	제목/ncn
살아가는	살/pvg+아/ecx+가/px+는/etm
여러	여러/mma
가지	가지/nbu
고통	고통/ncn
중의	중/nbn+의/jcm
하나일	하나/nnc+이/jp+ㄹ/etm
뿐이라고	뿐/nbn+이/jp+라/ef+고/jcr
생각하게	생각/ncpa+하/xsv+게/ecs
되었다	되/pvg+었/ep+다/ef
.	./sf
따라서	따라서/maj
원조를	원조/ncn+를/jco
제공한다는	제공/ncpa+하/xsv+ㄴ다/ef+는/etm
차원에서	차원/ncn+에서/jca
보면	보/pvg+면/ecs
의사의	의사/ncn+의/jcm
역할을	역할/ncn+을/jco
절대적이라고	절대/ncn+적/xsn+이/jp+라/ef+고/jcr
말할	말/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는데	있/paa+는데/ecs
,	,/sp
왜냐하면	왜냐하면/maj
사회적인	사회/ncn+적/xsn+이/jp+ㄴ/etm
차원에서	차원/ncn+에서/jca
도움을	도움/ncn+을/jco
필요로	필요/ncn+로/jca
하는	하/pvg+는/etm
사람과	사람/ncn+과/jcj
그	그/mmd
정도를	정도/ncn+를/jco
평가할	평가/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
유일한	유일/ncps+하/xsm+ㄴ/etm
존재가	존재/ncn+가/jcs
바로	바로/mag
의사이기	의사/ncn+이/jp+기/etm
때문이다	때문/nbn+이/jp+다/ef
.	./sf
그러므로	그러므로/maj
지방분권화된	지방/ncn+분권/ncn+화/xsn+되/xsv+ㄴ/etm
체제	체제/ncn
아래서	아래/ncn+서/jca
원조란	원조/ncn+란/jxc
의학적인	의학/ncn+적/xsn+이/jp+ㄴ/etm
모습을	모습/ncn+을/jco
띨	띠/pvg+ㄹ/etm
수밖에	수/nbn+밖에/jxc
없다	없/paa+다/ef
.	./sf
여기서	여기/npd+서/jca
우리는	우리/pvg+는/jxc
이러한	이러하/pad+ㄴ/etm
현상이	현상/ncn+이/jcs
카바니	카바니/nq
(	(/sl
Cabanis	Cabanis/f
)	)/sr
가	가/jcs
제안했던	제안/ncpa+하/xsv+었/ep+던/etm
'	'/sl
의사가	의사/ncn+가/jcs
곧	곧/mag
행정관	행정/ncn+관/xsn
'(	'/sr+(/sl
medecin	medecin/f
-	-/sd
magistat	magistat/f
)	)/sr
이라는	이/jp+라/ef+는/etm
구상과	구상/ncn+과/jct
일맥상통하고	일맥상통/ncpa+하/xsv+고/ecx
있음을	있/px+음/etn+을/jco
쉽게	쉽/paa+게/ecs
감지할	감지/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
사람들의	사람/ncn+들/xsn+의/jcm
생활을	생활/ncn+을/jco
책임질	책임/ncn+지/pvg+ㄹ/etm
사람은	사람/ncn+은/jxc
'	'/sl
수다스런	수다/ncps+스럽/xsm+ㄴ/etm
아줌마	아줌마/ncn
'(	'/sr+(/sl
commere	commere/f
)	)/sr
나	나/jcj
돌팔이	돌팔이/ncn
의사가	의사/ncn+가/jcc
아니라	아니/paa+라/ecs
행정관을	행정/ncn+관/xsn+을/jco
겸한	겸하/pvg+ㄴ/etm
의사들이며	의사/ncn+들/xsn+이/jp+며/ecc
,	,/sp
권력자나	권력/ncn+자/xsn+나/jcj
부자들의	부자/ncn+들/xsn+의/jcm
삶이	삶/ncn+이/jcs
찌들고	찌들/pvg+고/ecc
병든자의	병/ncn+들/pvg+ㄴ/etm+자/nbn+의/jcm
삶보다	삶/ncn+보다/jca
반드시	반드시/mag
중요하지	중요/ncps+하/xsm+지/ecx
않다고	않/px+다/ef+고/jcr
말할	말/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
삶도	삶/ncn+도/jxc
바로	바로/mag
이들이며	이/npd+들/xsn+이/jp+며/ecc
,	,/sp
범죄자들에게는	범죄/ncn+자/xsn+들/xsn+에게/jca+는/jxc
도움을	도움/ncn+을/jco
줄	주/pvg+ㄹ/etm
수	수/nbn
없다고	없/paa+다/ef+고/jcr
주장할	주장/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
사람들도	사람/ncn+들/xsn+도/jxc
바로	바로/mag
이러한	이러하/pad+ㄴ/etm
의사들이다	의사/ncn+들/xsn+이/jp+다/ef
.	./sf
따라서	따라서/maj
이들의	이/mmd+들/xsn+의/jcm
임무는	임무/ncn+는/jxc
의료행위를	의료/ncn+행위/ncn+를/jco
베푼다는	베풀/pvg+ㄴ다/ef+는/etm
기술적인	기술/ncn+적/xsn+이/jp+ㄴ/etm
차원을	차원/ncn+을/jco
넘어서	넘/pvg+어/ecs+서/pvg+어/ecx
원조를	원조/ncn+를/jco
어떻게	어떻/pad+게/ecs
배분할	배분/ncpa+하/xsv+ㄹ/etm
것인가라는	것/nbn+이/jp+ㄴ가/ef+라/ef+는/etm
경제적인	경제/ncn+적/xsn+이/jp+ㄴ/etm
문제	문제/ncn
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
,	,/sp
도덕적인	도덕/ncn+적/xsn+이/jp+ㄴ/etm
차원이나	차원/ncn+이나/jcj
혹은	혹은/maj
사법적인	사법/ncn+적/xsn+이/jp+ㄴ/etm
행정절차까지도	행정/ncn+절차/ncn+도/jxc
담당하는	담당/ncpa+하/xsv+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
결국	결국/ncn
대중의	대중/ncn+의/jcm
건강을	건강/ncn+을/jco
책임진	책임/ncn+지/pvg+ㄴ/etm
의사들이	의사/ncn+들/xsn+이/jcs
도덕의	도덕/ncn+의/jcm
감시자	감시/ncn+자/xsn
역할까지	역할/ncn+까지/jxc
하게	하/pvg+게/ecs
된	되/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
바로	바로/mag
이러한	이러하/pad+ㄴ/etm
문제	문제/ncn
,	,/sp
즉	즉/maj
질병	질병/ncn
뿐만	뿐/nbn+만/jxc
아니라	아니/paa+라/ecs
사회적	사회/ncn+적/xsn
도덕성의	도덕/ncn+성/xsn+의/jcm
문제를	문제/ncn+를/jco
다루기	다루/pvg+기/etn
위해서도	위하/pvg+어서/ecs+도/jxc
병원의	병원/ncn+의/jcm
기능은	기능/ncn+은/jxc
아직	아직/mag
중요하다	중요/ncps+하/xsm+다/ef
.	./sf
가정이	가정/ncn+이/jcs
없는	없/paa+는/etm
환자들을	환자/ncn+들/xsn+을/jco
위해서만이	위하/pvg+어서/ecs+만/jxc+이/jcs
아니고	아니/paa+고/ecc
일상적인	일상/ncn+적/xsn+이/jp+ㄴ/etm
의학이	의학/ncn+이/jcs
대처하기	대처/ncpa+하/xsv+기/etn
곤란한	곤란/ncps+하/xsm+ㄴ/etm
질병	질병/ncn
,	,/sp
예컨대	예컨대/maj
전염병과	전염/ncn+병/ncn+과/jct
같은	같/paa+은/etm
특수한	특수/ncps+하/xsv+ㄴ/etm
경우를	경우/ncn+를/jco
대비하기	대비/ncpa+하/xsv+기/etn
위해서	위하/pvg+어서/ecs
병원의	병원/ncn+의/jcm
존재는	존재/ncn+는/jxc
반드시	반드시/mag
필요하다	필요/ncps+하/xsm+다/ef
.	./sf
그러나	그러나/maj
그	그/mmd
모습이	모습/ncn+이/jcs
예전과	예전/ncn+과/jct
사뭇	사뭇/mag
달라졌으니	다르/paa+아/ecx+지/px+었/ep+으니/ecs
,	,/sp
여기에도	여기/npd+에/jca+도/jxc
테농	테농/nq
(	(/sl
Tenon	Tenon/f
)	)/sr
이나	이나/jcj
카바니	카바니/nq
(	(/sl
Cabanis	Cabanis/f
)	)/sr
의	의/jcm
구상이	구상/ncn+이/jcs
반영되고	반영/ncpa+되/xsv+고/ecx
있음을	있/px+음/etn+을/jco
감지할	감지/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
병원은	병원/ncn+은/jxc
인간에게	인간/ncn+에게/jca
닥쳐온	닥치/pvg+어/ecx+오/px+ㄴ/etm
재앙을	재앙/ncn+을/jco
책임지는	책임/ncn+지/pvg+는/etm
곳으로	곳/ncn+으로/jca
그치는	그치/pvg+는/etm
것이	것/nbn+이/jcc
아니라	아니/paa+라/ecs
,	,/sp
각	각/mma
지역마다	지역/ncn+마다/jxc
없어서는	없/paa+어서/ecs+는/jxc
안될	안/mag+되/pvg+ㄹ/etm
질병의	질병/ncn+의/jcm
예방대책소와	예방/ncn+대책/ncn+소/xsn+와/jct
같은	같/paa+은/etm
역할을	역할/ncn+을/jco
하게	하/pvg+게/ecs
된	되/pvg+ㄴ/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
건강한	건강/ncps+하/xsm+ㄴ/etm
사람을	사람/ncn+을/jco
질병으로부터	질병/ncn+으로/jca+부터/jxc
보호하고	보호/ncpa+하/xsv+고/ecc
,	,/sp
돌팔이	돌팔이/ncn
의사들로부터	의사/ncn+들/xsn+로/jca+부터/jxc
환자들을	환자/ncn+들/xsn+을/jco
보호하고	보호/ncpa+하/xsv+고/ecc
,	,/sp
모든	모든/mma
의학적	의학/ncn+적/xsn
실수로부터	실수/ncn+로/jca+부터/jxc
사람들을	사람/ncn+들/xsn+을/jco
보호하는	보호/ncpa+하/xsv+는/etm
곳이	곳/ncn+이/jcs
바로	바로/mag
병원이다	병원/ncn+이/jp+다/ef
.	./sf
이는	이/npd+는/jxc
또다른	또다른/mmd
질병에	질병/ncn+에/jca
걸릴	걸리/pvg+ㄹ/etm
것에	것/nbn+에/jca
대비하여	대비/ncpa+하/xsv+여/ecs
질병	질병/ncn
그	그/mmd
자체를	자체/ncn+를/jco
보호하는	보호/ncpa+하/xsv+는/etm
곳이라고도	곳/ncn+이/jp+라/ef+고/jcr+도/jxc
말할	말/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
테농이	테농/nq+이/jcs
제안했던	제안/ncpa+하/xsv+었/ep+던/etm
것은	것/nbn+은/jxc
병원의	병원/ncn+의/jcm
기능을	기능/ncn+을/jco
분리하자는	분리/ncpa+하/xsv+자/ef+는/etm
것이었는데	것/nbn+이/jp+었/ep+는데/ecs
,	,/sp
그	그/mmd
내용은	내용/ncn+은/jxc
다음과	다음/ncn+과/jct
같다	같/paa+다/ef
.	./sf
첫째는	첫째/nno+는/jxc
질병의	질병/ncn+의/jcm
종류별로	종류/ncn+별/xsn+로/jca
병원의	병원/ncn+의/jcm
종류도	종류/ncn+도/jxc
세분하자는	세분/ncpa+하/xsv+자/ef+는/etm
것이고	것/nbn+이/jp+고/ecc
,	,/sp
둘째는	둘째/nno+는/jxc
같은	같/paa+은/etm
병원	병원/ncn
내에서도	내/nbn+에서/jca+도/jxc
환자들을	환자/ncn+들/xsn+을/jco
관리하기에	관리/ncpa+하/xsv+기/etm+에/jca
편리하도록	편리/ncps+하/xsm+도록/ecs
지령을	지령/ncn+을/jco
분류할	분류/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
일정한	일정/ncps+하/xsm+ㄴ/etm
원칙을	원칙/ncn+을/jco
세우자는	세우/pvg+자/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
이와	이/npd+와/jct
같이	같/paa+이/xsa
하여	하/pvg+여/ecs
질병에	질병/ncn+에/jca
따라	따르/pvg+아/ecs
자연스러운	자연/ncps+스럽/xsm+ㄴ/etm
자리였던	자리/ncn+이/jp+었/ep+던/etm
가정은	가정/ncn+은/jxc
병원이란	병원/ncn+이/jp+란/jxc
구조와	구조/ncn+와/jct
중첩되어	중첩/ncpa+되/xsv+어/ecs
병리학적	병리/ncn+학/xsn+적/xsn
특수성만이	특수/ncn+성/xsn+만/jxc+이/jcs
질병의	질병/ncn+의/jcm
모습을	모습/ncn+을/jco
결정할	결정/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있게	있/paa+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
병원에서	병원/ncn+에서/jca
의사들의	의사/ncn+들/xsn+의/jcm
시선은	시선/ncn+은/jxc
질병을	질병/ncn+을/jco
과	과/ncn
(	(/sl
科	科/ncn
),	)/sr+,/sp
속	속/ncn
(	(/sl
屬	屬/ncn
),	)/sr+,/sp
종	종/ncn
(	(/sl
種	種/ncn
)	)/sr
으로	으로/jca
분류하고는	분류/ncpa+하/xsv+고는/ecs
모든	모든/mma
환자들을	환자/ncn+들/xsn+을/jco
이러한	이러하/pad+ㄴ/etm
분류체계의	분류/ncn+체계/ncn+의/jcm
한곳에	한/nnc+곳/ncn+에/jca
배치한다	배치/ncpa+하/xsv+ㄴ다/ef
.	./sf
다시	다시/mag
말해	말/ncpa+하/xsv+어/ecs
,	,/sp
병원이란	병원/ncn+이/jp+란/jxc
환자들을	환자/ncn+들/xsn+을/jco
상태에	상태/ncn+에/jca
따라	따르/pvg+아/ecs
분류하여	분류/ncpa+하/xsv+여/ecs
다른	다르/paa+ㄴ/etm
환자나	환자/ncn+나/jcj
혹은	혹은/maj
다른	다르/paa+ㄴ/etm
지역으로	지역/ncn+으로/jca
질병을	질병/ncn+을/jco
전염시키지	전염/ncpa+시키/xsv+지/ecx
않고서도	않/px+고/ecx+서/ecs+도/jxc
환자를	환자/ncn+를/jco
치료할	치료/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
유일한	유일/ncps+하/xsm+ㄴ/etm
장소이다	장소/ncn+이/jp+다/ef
.	./sf
여기서	여기/npd+서/jca
질병은	질병/ncn+은/jxc
비로소	비로소/mag
자신의	자신/ncn+의/jcm
진리가	진리/ncn+가/jcs
마련한	마련/ncpa+하/xsv+ㄴ/etm
보금자리처럼	보금자리/ncn+처럼/jca
가장	가장/mag
안락한	안락/ncps+하/xsm+ㄴ/etm
장소를	장소/ncn+를/jco
찾을	찾/pvg+을/etm
수	수/nbn
있었던	있/paa+었/ep+던/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
구호위원회	구호/ncn+위원/ncn+회/xsn
(	(/sl
Comite	Comite/f
des	des/f
Secours	Secours/f
)	)/sr
의	의/jcm
계획안에는	계획/ncn+안/ncn+에/jca+는/jxc
두	두/nnc
가지	가지/nbu
계기가	계기/ncn+가/jcs
중첩되어	중첩/ncpa+되/xsv+어/ecx
있다	있/px+다/ef
.	./sf
하나는	하나/nnc+는/jxc
일상적인	일상/ncn+적/xsn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
,	,/sp
원조를	원조/ncn+를/jco
재분배함으로써	재/xp+분배/ncpa+하/xsv+ㅁ/etn+으로써/jca
사회적공간	사회/ncn+적/xsn+공간/ncn
안에서	안/ncn+에서/jca
진행되는	진행/ncpa+되/xsv+는/etm
감시체계를	감시/ncn+체계/ncn+를/jco
지역적으로	지역/ncn+적/xsn+으로/jca
특수하게	특수/ncps+하/xsm+게/ecs
배치된	배치/ncpa+되/xsv+ㄴ/etm
의학적	의학/ncn+적/xsn
체계와	체계/ncn+와/jct
연계시킨다는	연계/ncpa+시키/xsv+ㄴ다/ef+는/etm
것이고	것/nbn+이/jp+고/ecc
,	,/sp
다른	다르/paa+ㄴ/etm
하나는	하나/nnc+는/jxc
보다	보다/mag
전문적인	전문/ncn+적/xsn+이/jp+ㄴ/etm
것으로	것/nbn+으로/jca
,	,/sp
특정	특정/ncn
지역을	지역/ncn+을/jco
독특한	독특/ncps+하/xsm+ㄴ/etm
방법의	방법/ncn+의/jcm
의학적	의학/ncn+적/xsn
배치와	배치/ncn+와/jcj
과학적	과학/ncn+적/xsn
지식의	지식/ncn+의/jcm
체계로	체계/ncn+로/jca
구성한다는	구성/ncpa+하/xsv+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
질병은	질병/ncn+은/jxc
바로	바로/mag
이와	이/npd+와/jct
같은	같/paa+은/etm
두	두/nnc
가지	가지/nbu
중첩된	중첩/ncpa+되/xsv+ㄴ/etm
구조에	구조/ncn+에/jca
의해서	의하/pvg+어서/ecs
의학적	의학/ncn+적/xsn
시선의	시선/ncn+의/jcm
관찰	관찰/ncn
대상이	대상/ncn+이/jcs
된다	되/pvg+ㄴ다/ef
.	./sf
한편에는	한편/ncn+에/jca+는/jxc
질병을	질병/ncn+을/jco
사회	사회/ncn
안에서	안/ncn+에서/jca
제거해야	제거/ncpa+하/xsv+어야/ecs
할	하/px+ㄹ/etm
대상으로	대상/ncn+으로/jca
파악하는	파악/ncpa+하/xsv+는/etm
시선이	시선/ncn+이/jcs
있는가	있/paa+는가/ef
하면	하/pvg+면/ecs
,	,/sp
다른	다르/paa+ㄴ/etm
한편에는	한편/ncn+에/jca+는/jxc
질병의	질병/ncn+의/jcm
모습을	모습/ncn+을/jco
가장	가장/mag
잘	잘/mag
드러내기	드러내/pvg+기/etn
위해	위하/pvg+어/ecs
질병을	질병/ncn+을/jco
사회로부터	사회/ncn+로/jca+부터/jxc
격리시키고자하는	격리/ncpa+시키/xsv+고자/ecs+하/px+는/etm
시선이	시선/ncn+이/jcs
있다	있/paa+다/ef
.	./sf
입법의회는	입법/ncn+의회/ncn+는/jxc
혁명의회에	혁명/ncn+의회/ncn+에/jca
두	두/nnc
가지	가지/nbu
해결되지	해결/ncpa+되/xsv+지/ecx
못한	못하/px+ㄴ/etm
문제를	문제/ncn+를/jco
남겼는데	남기/pvg+었/ep+는데/ecs
,	,/sp
그	그/mmd
하나는	하나/nnc+는/jxc
병원의	병원/ncn+의/jcm
재산처리에	재산/ncn+처리/ncn+에/jca
괸한	괸하/pvg+ㄴ/etm
것이고	것/nbn+이/jp+고/ecc
다른	다르/paa+ㄴ/etm
하나는	하나/nnc+는/jxc
병원의	병원/ncn+의/jcm
의사를	의사/ncn+를/jco
어떻게	어떠하/pad+게/ecs
처리할	처리/ncpa+하/xsv+ㄹ/etm
것인가에	것/nbn+이/jp+ㄴ가/ef+에/jca
관한	관하/pvg+ㄴ/etm
것이었다	것/nbn+이/jp+었/ep+다/ef
.	./sf
1792	1792/nno
년	년/nbu
8	8/nno
월	월/nbu
18	18/nno
일에	일/nbu+에/jca
국민의회는	국민/ncn+의회/ncn+는/jxc
모든	모든/mma
종교집단과	종교/ncn+집단/ncn+과/jcj
평신도	평신도/ncn
조합에	조합/ncn+에/jca
대한	대하/pvg+ㄴ/etm
해제명령을	해제/ncn+명령/ncn+을/jco
내렸다	내리/pvg+었/ep+다/ef
.	./sf
그러나	그러나/maj
당시에	당시/ncn+에/jca
병원의	병원/ncn+의/jcm
대다수는	대다수/ncn+는/jxc
종교적	종교/ncn+적/xsn
규율에	규율/ncn+에/jca
따르거나	따르/pvg+거나/ecc
혹은	혹은/maj
살페트리에의	살페트리에/nq+의/jcm
경우처럼	경우/ncn+처럼/jca
평신도	평신도/ncn
단체가	단체/ncn+가/jcs
운영하는	운영/ncpa+하/xsv+는/etm
체제였기	체제/ncn+이/jp+었/ep+기/etn
때문에	때문/nbn+에/jca
국민의회의	국민/ncn+의회/ncn+의/jcm
명령은	명령/ncn+은/jxc
다음과	다음/ncn+과/jct
같은	같/paa+은/etm
사항을	사항/ncn+을/jco
첨부해야	첨부/ncpa+하/xsv+어야/ecs
했다	하/px+었/ep+다/ef
.	./sf
그러함에도	그러하/pad+ㅁ/etn+에/jca+도/jxc
불구하고	불구/ncpa+하/xsv+고/ecc
,	,/sp
일반병원이나	일반/ncn+병원/ncn+이나/jcj
구빈원에서	구빈원/ncn+에서/jca
일하는	일/ncpa+하/xsv+는/etm
사람들은	사람/ncn+들/xsn+은/jxc
개인자격으로	개인/ncn+자격/ncn+으로/jca
행정부나	행정/ncn+부/xsn+나/jcj
시위원회의	시/ncn+위원/ncn+회/xsn+의/jcm
감시하에	감시/ncn+하/nbn+에/jca
구조위원회가	구조/ncn+위원/ncn+회/xsn+가/jcs
국민의회에	국민/ncn+의회/ncn+에/jca
상정함	상정/ncpa+하/xsv+ㅁ/etn
새로운	새롭/paa+ㄴ/etm
단체가	단체/ncn+가/jcs
만들어질	만들/pg+어/ecx+지/px+ㄹ/etm
때까지	때/ncn+까지/jxc
계속해서	계속/ncpa+하/xsv+어서/ecs
환자와	환자/ncn+와/jcj
가난한	가난/ncps+하/xsm+ㄴ/etm
사람들에	사람/ncn+들/xsn+에/jca
대한	대하/pvg+ㄴ/etm
치료와	치료/ncn+와/jcj
보호활동을	보호/ncn+활동/ncn+을/jco
할	하/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
사심테르미도르의	테르미도르/nq+의/jcm
반동이	반동/ncn+이/jcs
있기까지	있/paa+기/etn+까지/jxc
혁명의회는	혁명/ncn+의회/ncn+는/jxc
병원에서의	병원/ncn+에서/jca+의/jcm
치료나	치료/ncn+나/jcj
가난한	가난/ncps+하/xsm+ㄴ/etm
사람들에게	사람/ncn+들/xsn+에게/jca
베푸는	베풀/pvg+는/etm
원조활동을	원조/ncn+활동/ncn+을/jco
사회적으로	사회/ncn+적/etm+으로/jca
불필요한	불/xp+필요/ncps+하/xsm+ㄴ/etm
요인이라고	요인/ncn+이/jp+라/ef+고/jcr
생각했다	생각/ncpa+하/xsv+었/ep+다/ef
.	./sf
공동거주지에	공동/ncn+거주/ncn+지/xsn+에/jca
극빈계층을	극빈/ncn+계층/ncn+을/jco
집단수용한다는	집단/ncn+수용/ncpa+하/xsv+ㄴ다/ef+는/etm
것을	것/nbn+을/jco
정치적인	정치/ncn+적/xsn+이/jp+ㄴ/etm
감금이라고	감금/ncb+이/jp+라/ef+고/jcr
간주했던	간주/ncpa+하/xsv+었/ep+던/etm
지롱드당은	지롱드당/nq+은/jxc
실제로	실제/ncn+로/jca
국가의	국가/ncn+의/jcm
구조활동을	구조/ncn+활동/ncn+을/jco
시급히	시급/ncn+히/xsa
없애라고	없애/pvg+라/ef+고/jcr
요구하기도	요구/ncpa+하/xsv+기/etn+도/jxc
했다	하/px+었/ep+다/ef
.	./sf
로랑드	로랑드/nq
(	(/sl
Roland	Roland/f
)	)/sr
에게는	에게/jca+는/jxc
이러한	이러하/pad+ㄴ/etm
원조체계란	원조/ncn+체계/ncn+란/jcr
가장	가장/mag
위험스러운	위험/ncps+스럽/xsm+ㄴ/etm
존재였다	존재/ncn+이/jp+었/ep+다/ef
.	./sf
그의	그/npp+의/jcm
생각에	생각/ncn+에/jca
따르면	따르/pvg+면/ecs
자선행위는	자선/ncn+행위/ncn+는/jxc
반드시	반드시/mag
그것을	그것/npd+을/jco
원하는	원하/pvg+는/etm
개인에게만	개인/ncn+에게/jca+만/jxc
행해져야	행하/pvg+어/ecx+지/px+어야/ecs
하는	하/px+는/etm
것이지	것/nbn+이/jp+지/ef
,	,/sp
국가의	국가/ncn+의/jcm
정책에	정책/ncn+에/jca
따라	따르/pvg+아/ecs
일괄적으로	일괄/ncn+적/xsn+으로/jca
수행된다면	수행/ncpa+되/xsv+ㄴ다/ef+면/ecs
그	그/mmd
본래의	본래/ncn+의/jcm
의미는	의미/ncn+는/jxc
왜곡되고	왜곡/ncpa+되/xsv+고/ecx
만다는	말/px+ㄴ다/ef+는/etm
것이다	것/nbn+이/jp+다/ef
.	./sf
또한	또한/maj
산악당	산악당/nq
(	(/sl
les	les/f
Montagmards	Montagmards/f
)	)/sr
은	은/jxc
병원이	병원/ncn+이/jcs
빈곤을	빈곤/ncn+을/jco
제도화한다고	제도/ncn+화/xsn+하/xsv+ㄴ다/ef+고/jcr
비판하면서	비판/ncpa+하/xsv+면서/ecs
그	그/mmd
무용성을	무용/ncn+성/xsn+을/jco
주장했다	주장/ncpa+하/xsv+었/ep+다/ef
.	./sf
이제	이제/mag
프랑스혁명은	프랑스/nq+혁명/ncn+은/jxc
자신의	자신/ncn+의/jcm
임무의	임무/ncn+의/jcm
하나로서	하나/nnc+로서/jca
병원을	병원/ncn+을/jco
없애는	없애/pvg+는/etm
일에	일/ncn+에/jca
동의해야만	동의/ncpa+하/xsv+어야/ecs+만/jxc
했다	하/px+었/ep+다/ef
.	./sf
인간의	인간/ncn+의/jcm
고통을	고통/ncn+을/jco
덜어주는	덜/pvg+어/ecx+주/px+는/etm
병원의	병원/ncn+의/jcm
기능을	기능/ncn+을/jco
좋고	좋/paa+고/ecc
르봉	르봉/nq
(	(/sl
Lwbon	Lwbon/f
)	)/sr
은	은/jxc
이렇게	이렇/pad+게/ecs
묻는다	묻/pvg+는다/ef
.	./sf
우리	우리/npp
사회에	사회/ncn+에/jca
고통을	고통/ncn+을/jco
받는	받/pvg+는/etm
인간이	인간/ncn+이/jcs
존재한다는	존재/ncpa+하/xsv+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
불가피한	불가피/ncps+하/xsm+ㄴ/etm
것인가	것/nbn+이/jp+ㄴ가/ef
?	?/sf
.....	...../se
그러므로	그러므로/maj
이제	이제/mag
곧	곧/mag
사라질	사라지/pvg+ㄹ/etm
운명에	운명/ncn+에/jca
처해	처하/pvg+어/ecx
있는	있/px+는/etm
수용소에서	수용/ncn+소/xsn+에서/jca
이	이/mmd
문제를	문제/ncn+를/jco
다루는	다루/pvg+는/etm
오류를	오류/ncn+를/jco
범하지	범하/pvg+지/ecx
말자	말/px+자/ef
.	./sf
혁명이	혁명/ncn+이/jcs
끝났을	끝/ncn+나/pvg+았/ep+을/etm
때도	때/ncn+도/jxc
여전히	여전/ncn+히/xsa
우리사회에	우리/npp+사회/ncn+에/jca
고통받는	고통/ncn+받/pvg+는/etm
자가	자/nbn+가/jcs
남아	남/pvg+아/ecx
있다면	있/px+다/ef+면/ecs
우리의	우리/npp+의/jcm
혁명은	혁명/ncn+은/jxc
실패한	실패/ncpa+하/xsv+ㄴ/etm
것이나	것/nbn+이나/jxc
다름없다	다름/ncn+없/paa+다/ef
.	./sf
공화력	공화력/ncn
2	2/nno
년인	년/nbu+이/jp+ㄴ/etm
8	8/nno
월	월/nbu
(	(/sl
floreal	floreal/f
an	an/f
)	)/sr
에	에/jca
있었던	있/paa+었/ep+던/etm
한	한/nnc
토론회에서	토론/ncn+회/xsn+에서/jca
바레	바레/nq
(	(/sl
Barere	Barere/f
)	)/sr
는	는/jxc
유명한	유명/ncps+하/xsm+ㄴ/etm
문장을	문장/ncn+을/jco
남긴다	남기/pvg+ㄴ다/ef
.	./sf
"	"/sl
원조가	원조/ncn+가/jcs
많을수록	많/paa+을수록/ecs
병원의	병원/ncn+의/jcm
숫자는	숫자/ncn+는/jxc
늘어난다	늘/pvg+어/ecx+나/px+ㄴ다/ef
."	./sf+"/sr
산악당이	산악당/nq+이/jcs
승리함에	승리/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
장기적으로	장기/ncn+적/xsn+으로/jca
병원의	병원/ncn+의/jcm
존재는	존재/ncn+는/jxc
없어져야	없/paa+어/ecx+지/px+어야/ecs
하고	하/px+고/ecc
대중에게	대중/ncn+에게/jca
원조를	원조/ncn+를/jco
전달하는	전달/ncpa+하/xsv+는/etm
임무는	임무/ncn+는/jxc
국가가	국가/ncn+가/jcs
떠맡아야	떠맡/pvg+아야/ecs
한다는	하/px+ㄴ다/ef+는/etm
것이	것/nbn+이/jcs
지배적인	지배/ncpa+적/xsn+이/jp+ㄴ/etm
생각이	생각/ncn+이/jcc
되었다	되/pvg+었/ep+다/ef
.	./sf
공화력	공화력/ncn
